date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,VALUABLE CAPITAL LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HUNG SING SECURITIES LTD,DAH SING SECURITIES LTD,CHINA RENAISSANCE BROKING SERVICES (HONG,TOTAL_CCASS_PCT
2025-01-14,40.2040151160136,0.0,2.3974277943997855,1.4495191633723048,0.9525698024184021,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.193695853309784
2025-01-15,40.204415646315724,0.0,2.3974277943997855,1.4495191633723048,0.9525698024184021,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.1940963836119
2025-01-16,40.20561723722208,0.0,2.399830976212505,1.4495191633723048,0.950567150907802,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.195698504820385
2025-01-17,40.20561723722208,0.0,2.399830976212505,1.4495191633723048,0.9549729842311221,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.2001043381437
2025-01-20,40.20521670691996,0.0,2.399830976212505,1.4495191633723048,0.9549729842311221,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.19970380784158
2025-01-23,40.20521670691996,0.0,2.399830976212505,1.4495191633723048,0.9545724539290021,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.199303277539464
2025-01-24,40.20521670691996,0.0,2.399830976212505,1.4495191633723048,0.958978287252322,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.20370911086278
2025-02-03,40.20561723722208,0.0,2.400231506514625,1.4495191633723048,0.9597793478565622,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.20531123207126
2025-02-04,40.21082413114964,0.0,2.400231506514625,1.4495191633723048,0.9577766963459621,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.20851547448822
2025-02-05,40.21082413114964,0.0,2.400231506514625,1.4495191633723048,0.958177226648082,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.20891600479034
2025-02-06,40.21082413114964,0.0,2.400231506514625,1.4495191633723048,0.9609809387629221,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.21171971690518
2025-02-10,40.21082413114964,0.0,2.400231506514625,1.4495191633723048,0.9617819993671622,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.21252077750942
2025-02-11,40.21042360084752,0.0,2.400231506514625,1.4495191633723048,0.9617819993671622,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.2121202472073
2025-02-13,40.210023070545404,0.0,2.400231506514625,1.4495191633723048,0.9617819993671622,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.21171971690518
2025-02-17,40.210023070545404,0.0,2.4026346883273453,1.4495191633723048,0.9709941963159222,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.22333509566666
2025-02-18,40.210023070545404,0.0,2.4026346883273453,1.4495191633723048,0.9705936660138023,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.22293456536455
2025-02-24,40.210023070545404,0.0,2.4026346883273453,1.4495191633723048,0.9689915448053223,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.22133244415606
2025-02-25,21.476515506530646,21.186257605069112,2.4026346883273453,1.4495191633723048,0.9701931357116823,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.675284076116775
2025-02-27,21.476515506530646,21.186257605069112,2.4026346883273453,1.4495191633723048,0.9721957872222823,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.677286727627376
2025-02-28,21.476515506530646,21.186257605069112,2.4026346883273453,1.4495191633723048,0.9745989690350023,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.6796899094401
2025-03-03,21.476515506530646,21.186257605069112,2.4026346883273453,1.4495191633723048,0.9762010902434824,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.68129203064858
2025-03-04,21.476515506530646,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9758005599413623,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.68129203064858
2025-03-05,21.476515506530646,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9794053326604425,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.68489680336766
2025-03-07,21.476515506530646,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9766016205456024,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.682093091252824
2025-03-10,21.476114976228526,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9733973781286422,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.67848831853374
2025-03-11,21.476114976228526,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9729968478265223,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.678087788231615
2025-03-12,21.476114976228526,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9733973781286422,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.67848831853374
2025-03-17,21.478518158041247,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9741984387328824,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.681692560950694
2025-03-18,21.47130861260309,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9733973781286422,0.8335035587117343,0.7421826498283728,0.6144777685655808,49.6736819549083
2025-03-19,21.468104370186126,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9713947266180424,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.68249362155494
2025-03-20,21.468104370186126,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9774026811498424,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.68850157608674
2025-03-26,21.467703839884006,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9778032114519624,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.68850157608674
2025-03-27,21.467703839884006,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9717952569201623,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.68249362155494
2025-03-28,21.467703839884006,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9681904842010822,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.678888848835854
2025-04-01,21.467703839884006,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9665883629926023,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.677286727627376
2025-04-02,21.467703839884006,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9629835902735221,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.6736819549083
2025-04-03,21.467703839884006,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9597793478565622,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.67047771249134
2025-04-08,21.466902779279767,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9597793478565622,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.669676651887094
2025-04-09,21.466902779279767,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9762010902434824,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.68609839427402
2025-04-10,21.466902779279767,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9858138174943626,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.6957111215249
2025-04-11,21.466902779279767,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9898191205155625,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.6997164245461
2025-04-15,21.466902779279767,21.186257605069112,2.4030352186294657,1.4495191633723048,0.9914212417240427,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.70131854575458
2025-04-16,21.462897476258565,21.186257605069112,2.4030352186294657,1.454325526997745,0.9914212417240427,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.70211960635882
2025-04-17,21.462897476258565,21.186257605069112,2.4030352186294657,1.454325526997745,0.9918217720261626,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.70252013666094
2025-04-22,21.462897476258565,21.186257605069112,2.4030352186294657,1.4851663602609855,0.9866148780986026,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.72815407599662
2025-04-23,21.462897476258565,21.186257605069112,2.4030352186294657,1.4851663602609855,0.9794053326604425,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.720944530558455
2025-04-24,21.462897476258565,21.186257605069112,2.4030352186294657,1.4851663602609855,0.9818085144731625,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.72334771237118
2025-04-28,21.462897476258565,21.186257605069112,2.4030352186294657,1.4851663602609855,0.9806069235668023,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.722146121464824
2025-04-29,21.462897476258565,21.186257605069112,2.4030352186294657,1.4851663602609855,0.9794053326604425,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.720944530558455
2025-05-02,21.462897476258565,21.186257605069112,2.401032567118865,1.4851663602609855,0.9794053326604425,0.8475221192859347,0.7421826498283728,0.6144777685655808,49.71894187904786
