date,USMART SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,FUNDERSTONE SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FORTHRIGHT SECURITIES CO LTD
2024-03-05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,47.284896901651734,0.0,0.0,52.71510309834827,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,47.290002159360824,0.0,0.0,52.70999784063917,0.0,0.0,0.0,0.0
2024-03-13,0.0,57.17924890312857,20.249934118365026,0.0,0.0,22.570816978506407,0.0,0.0,0.0,0.0
2024-03-14,0.0,48.40793471417902,17.126970285879633,0.0,0.0,19.089924414535243,0.0,15.375170585406101,0.0,0.0
2024-03-15,0.0,48.43444954361749,17.136351365626357,0.0,0.0,19.100380677394494,0.0,15.328818413361658,0.0,0.0
2024-03-19,0.0,48.436466919920036,17.135680947704877,0.0,0.0,19.099633421619906,0.0,15.32821871075518,0.0,0.0
2024-03-22,0.0,48.44856786366641,17.131659541512985,0.0,0.0,19.095151114535707,0.0,15.324621480284902,0.0,0.0
2024-04-05,0.0,48.43444954361749,17.136351365626357,0.0,0.0,19.100380677394494,0.0,15.328818413361658,0.0,0.0
2024-04-08,0.0,48.43634457151577,17.137021836008874,0.0,0.0,19.09721542957975,0.0,15.329418162895609,0.0,0.0
2024-04-12,0.0,48.43811752368356,17.139033561984217,0.0,0.0,19.091631221214836,0.0,15.331217693117386,0.0,0.0
2024-04-15,0.0,39.784089192568146,14.076947552121666,0.0,17.8693672122823,15.677477205308103,0.0,12.592118837719793,0.0,0.0
2024-04-17,0.0,39.793041594203366,14.080115212632242,0.0,17.873388260784306,15.67457574812667,0.0,12.578879184253417,0.0,0.0
2024-04-18,0.0,39.79432083763305,14.080567851941863,0.0,17.873962844017527,15.671864903702417,0.0,12.57928356270514,0.0,0.0
2024-04-19,0.0,39.80583773076465,14.084642915714024,0.0,17.879135756020542,15.673184833605058,0.0,12.557198763895721,0.0,0.0
2024-04-23,0.0,39.81608056687585,14.088267175302432,0.0,17.88373641431085,15.67721785671782,0.0,12.534697986793052,0.0,0.0
2024-04-26,0.0,39.82248501674457,14.090533284863616,0.0,17.873744961347544,15.676522533593698,0.0,12.536714203450572,0.0,0.0
2024-04-29,0.0,23.430883936801898,8.2906340442205,41.161673042378766,10.51661249992902,9.223803583901027,0.0,7.376392892768788,0.0,0.0
2024-05-08,0.0,33.64627473790931,11.905182559722974,15.509354266159656,15.101642534662293,13.245195117244304,0.0,10.592350784301468,0.0,0.0
2024-05-10,0.0,33.64190396418985,11.943967779569615,15.517367975916263,15.109445579073036,13.252038932113555,0.0,10.53527576913768,0.0,0.0
2024-05-13,0.0,33.68876135508292,11.934555592692531,15.505139847883328,15.102973584741594,13.241595947903164,0.0,10.526973671696464,0.0,0.0
2024-05-14,0.0,23.46240681898612,8.311774825087479,41.15388327558113,10.518407212622089,9.222057996960677,0.0,7.3314698707625,0.0,0.0
2024-05-21,0.0,23.45179740882318,8.292674614759825,41.17180414898793,10.522987559094773,9.226073835096948,0.0,7.334662433237344,0.0,0.0
2024-05-22,12.607778442488613,20.324739782280503,7.3247082959778735,36.036901946682086,9.210572106118784,8.075408037624475,0.0,6.419891388827666,0.0,0.0
2024-05-24,12.612376640578763,20.262525757728977,7.327379699179566,36.05004500867847,9.247086869236112,8.078353229434846,0.0,6.422232795163266,0.0,0.0
2024-05-27,12.495900458982115,19.72890588452696,7.3583639793100115,36.20248486291302,9.454332361651936,8.310622847220719,0.0,6.449389605395246,0.0,0.0
2024-05-28,12.479676217388338,19.758294682782573,7.355669940106208,36.18923043383475,9.45087094793284,8.319229418685731,0.0,6.447028359269559,0.0,0.0
2024-05-29,12.4736422536102,19.75761691023138,7.359365716539601,36.191037284457295,9.451342809640071,8.319644779959626,0.0,6.44735024556183,0.0,0.0
2024-05-30,12.462624605447282,19.96299482360145,7.357773832481692,36.183208901209156,9.191393634244431,8.39604856596622,0.0,6.445955637049769,0.0,0.0
2024-05-31,12.364001823047529,19.90610971340424,7.3840102705021895,36.304021556034506,9.288861212994389,8.28551728973601,0.0,6.467478134281141,0.0,0.0
2024-06-03,11.796431125630559,18.992317825098716,7.045046566117197,34.63748194139375,8.862455142183153,7.905169818593635,0.0,6.1705879260994845,4.590509654883509,0.0
2024-06-05,11.808657024365122,19.01200158809376,7.052348098672283,34.67338045528543,8.871640248928914,7.913362788539575,0.0,6.1291490145367975,4.5394607815781125,0.0
2024-06-07,11.926559704460946,19.201825539843504,7.122761757065995,35.01957430910177,8.9602184979234,7.992373185692638,0.0,6.1903450585940965,3.5863419473176514,0.0
2024-06-12,12.026495314278662,19.362722411404874,6.347768050704198,35.313012031366966,9.035298397062716,8.059343268264245,0.0,6.238967728525333,3.6163927983930035,0.0
2024-06-18,12.060966017259265,19.559903395016995,6.365962214618751,27.597236042192208,9.061195641375985,8.08244320060191,7.323543637539146,6.321991639076488,3.6267582123192526,0.0
2024-06-21,12.079260565275469,19.517808183429917,6.375618356692116,27.639096616143412,8.949352244351404,8.094702968601425,7.380320558718808,6.331581084850037,3.6322594219374116,0.0
2024-06-24,12.080245715394891,19.51940000032623,6.376138333983072,27.64135078221467,8.95008212805452,8.095363149541567,7.38092247666242,6.332097470586412,3.6243999432362206,0.0
2024-06-25,12.092474940688746,19.653455727597656,6.382593106015705,24.664991419665704,8.890565224419419,7.956606857409702,10.392736024504979,6.338507658621889,3.6280690410762073,0.0
2024-06-26,12.085371087471259,19.641910095674493,6.3788435837058,24.65050170771548,8.88860603746367,7.968251015409419,10.42579474451173,6.334784034777671,3.6259376932704748,0.0
2024-07-04,12.08931664182747,19.648322660367903,6.380926107602428,24.658549445239768,8.891507932491793,7.970852438839255,10.429198491039116,6.304204816464716,3.62712146612755,0.0
