date,CHINA SECURITIES (INTERNATIONAL),FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CHIEF SECURITIES LTD,FULBRIGHT SECURITIES LTD,KGI ASIA LTD
2024-03-20,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,0.0,63.391030878391575,24.507081234680705,0.0,0.0,0.0,0.0,12.101887886927724,0.0
2024-03-27,0.0,63.38547818618575,24.510798364177226,0.0,0.0,0.0,0.0,12.103723449637021,0.0
2024-04-02,0.0,55.19479340793168,21.33329812987107,0.0,12.937272380738646,0.0,0.0,10.534636081458611,0.0
2024-04-08,0.0,55.23615926510277,21.313602424158493,0.0,12.925328202769384,0.0,0.0,10.524910107969356,0.0
2024-04-09,0.0,54.85962867659786,21.310791720309048,0.0,13.3060574540791,0.0,0.0,10.523522149013997,0.0
2024-04-11,0.0,55.09248411901279,21.182295873810666,0.0,13.225827064774109,0.0,0.0,10.49939294240244,0.0
2024-04-12,0.0,55.05110728358531,21.14626219206001,0.0,13.281841661473337,0.0,0.0,10.520788862881341,0.0
2024-04-15,0.0,44.38004462168947,17.365117444232965,18.171048018686843,11.444214157245113,0.0,0.0,8.639575758145607,0.0
2024-04-16,0.0,44.39079036268219,17.365117444232965,17.99911616280335,11.60540027213589,0.0,0.0,8.639575758145607,0.0
2024-04-18,0.0,44.515995877565295,17.326019451566083,17.95859070629529,11.57927042555159,0.0,0.0,8.620123539021739,0.0
2024-04-23,0.0,44.1836279301652,17.326019451566083,17.95859070629529,11.911638372951682,0.0,0.0,8.620123539021739,0.0
2024-04-25,0.0,44.27676373706535,17.303756687337124,17.91409959029394,11.896332722544273,0.0,0.0,8.609047262759312,0.0
2024-04-26,0.0,44.555795125992006,17.217108969330695,17.824395609956838,11.836762416414851,0.0,0.0,8.565937878305617,0.0
2024-04-29,0.0,44.467046650508685,17.244668065483854,17.852926778189655,11.85570929502015,0.0,0.0,8.579649210797658,0.0
2024-04-30,0.0,44.47889619265951,17.240988422878985,17.84911734621073,11.853179540729302,0.0,0.0,8.577818497521475,0.0
2024-05-02,0.0,42.58869319045205,16.508304591499908,17.090590087610984,11.349459406656187,0.0,4.249662568108888,8.213290155671984,0.0
2024-05-09,0.0,42.4413400902195,16.506618352121613,17.242061744047824,11.34830011708361,0.0,4.249228486684772,8.212451209842685,0.0
2024-05-10,0.0,42.39426702838501,16.520117920519933,17.25616277836488,11.357581070357455,0.0,4.252703623104141,8.21916757926858,0.0
2024-05-14,0.0,42.270333123741004,16.55565956912769,17.293287965771995,11.382015953775287,0.0,4.261852958389306,8.236850429194718,0.0
2024-05-17,0.0,42.27466409494865,16.557355843550408,17.28481392826085,11.383182142440903,0.0,4.262289623092184,8.23769436770701,0.0
2024-05-21,0.0,42.270333123741004,16.55565956912769,17.283043126929712,11.392260792617568,0.0,4.261852958389306,8.236850429194718,0.0
2024-05-22,0.0,42.28215932326216,16.552268062752148,17.279502612538906,11.389927033279942,0.0,4.2609798973421364,8.235163070824706,0.0
2024-05-24,0.0,42.26917075930427,16.547183407762383,17.27419455995986,11.386428186529558,0.0,4.259670976255662,8.263352110188267,0.0
2024-05-27,0.0,42.357705810109124,16.521806919273438,17.247703139117753,11.368966147420831,0.0,4.25313841486247,8.250679569216377,0.0
2024-05-28,94.6615400787692,1.9893736591176787,0.7619563884671167,0.7914637564152498,0.5292289219084533,0.6843805662808955,0.19798492042618399,0.38407170861521744,0.0
2024-05-31,94.65748558855843,1.9935715955205688,0.7619237527766821,0.7914298568817129,0.5292062542708748,0.6843512532747463,0.19797644044665816,0.38405525827032005,0.0
2024-06-03,94.65253057216657,1.9934672384285468,0.7618838685069819,0.7913884280619056,0.5344132319383764,0.6843154296771017,0.19796607701368174,0.3840351542068297,0.0
2024-06-05,94.65433233628629,1.994932852352269,0.7523805903653525,0.7914034925854404,0.5406099624636562,0.6843284560059311,0.19796984540922624,0.38404246453184027,0.0
2024-06-11,94.64937765000562,1.996731884045471,0.752341206961583,0.7913620665256879,0.5439127131923399,0.6842926347949123,0.1979594826666784,0.3840223618077151,0.0
2024-06-19,94.64487383984638,2.001395286230854,0.7523054074449328,0.7913244102346131,0.5438868315683479,0.6842600733117099,0.19795006293301204,0.38400408843014594,0.0
2024-06-21,94.6435227803783,2.0027942203451334,0.7522946682542891,0.7913131140460992,0.5438790675614501,0.6842503054710106,0.19794723718771934,0.3839986067559844,0.0
2024-06-26,94.62956409086365,2.001547305177549,0.7521837145684034,0.7997601671027742,0.5514110848733583,0.684149387444253,0.19744227801763908,0.3839419719523729,0.0
2024-06-27,94.6282134684517,2.002946010833836,0.7521729788517956,0.7997487523402076,0.5514032147306964,0.6841396227633663,0.1974394599769103,0.3839364920514858,0.0
2024-07-04,94.62776326954861,2.0119758356659725,0.7436058018617621,0.7997449474917607,0.5514005913997326,0.6841363679316786,0.19743852064787668,0.38393466545261795,0.0
2024-07-08,94.62776326954861,2.0119758356659725,0.7436058018617621,0.7997449474917607,0.5518763468711733,0.6841363679316786,0.196962765176436,0.38393466545261795,0.0
2024-07-11,94.62461199716626,2.0152390106970652,0.7435810384694361,0.799718314566297,0.5518579684098183,0.6841135849769988,0.1969562059669524,0.38392187974717534,0.0
2024-07-12,94.62101080000839,2.0189680874704408,0.7435527394691459,0.799687879109171,0.551836965952789,0.6840875491725091,0.1969487102624609,0.38390726855508683,0.0
2024-07-15,94.505468007268,2.0165027025701128,0.7426447787599791,0.7987113711423706,0.5511631115557107,0.6832522020837173,0.23947086915868812,0.38343847502194706,0.07934848243948595
2024-07-17,94.50501897554112,2.0160179830364915,0.7426412501697877,0.7987075761582937,0.5511604927683645,0.6832489556904381,0.2399448696965725,0.383911791514516,0.0793481054244111
2024-08-01,94.49918195136891,2.015893465356625,0.7425953815484646,0.7986582446468132,0.5573028679183295,0.6832067553849597,0.23993004970055956,0.3838880795208953,0.07934320455444248
2024-08-09,94.50097788200812,2.0140313046961085,0.7426094943669115,0.7986734229243623,0.5573134593041504,0.6832197395391034,0.23993460950434436,0.38389537520695105,0.07934471244995152
2024-08-12,94.50052889294875,2.014496851496802,0.7426059661120106,0.7986696283008892,0.5573108114199542,0.6832164934543002,0.23993346953714995,0.38389355125943986,0.07934433547070106
2024-08-13,94.50052889294875,2.015447083059325,0.7421308503307489,0.7986696283008892,0.5573108114199542,0.6832164934543002,0.23945835375588825,0.38389355125943986,0.07934433547070106
2024-08-14,94.50097788200812,2.0235336654685576,0.7421343763282889,0.7986734229243623,0.5706167643855794,0.6832197395391034,0.23945949146572193,0.38389537520695105,0.05748928267331816
2024-08-15,94.50007990815581,2.0244646643521906,0.7421273243667138,0.7986658337134735,0.5706113422307447,0.6832132474003421,0.2394572160568654,0.38389172732926036,0.05748873639460459
2024-08-16,94.49065221293817,2.0332889522600706,0.7420532868607814,0.7985861557061291,0.5705544158257353,0.6831450873916798,0.2403834591239151,0.38385342879866285,0.057483001094849266
2024-08-19,94.50187587292633,2.021652403784565,0.742141428423886,0.7986810122794831,0.5706221866434616,0.6832262318012472,0.24041201202463913,0.38389902315396923,0.05748982896241371
2024-08-20,94.49065221293817,2.0337640183848213,0.7420532868607814,0.7985861557061291,0.5705544158257353,0.6831450873916798,0.2399083929991643,0.38385342879866285,0.057483001094849266
2024-08-21,94.50187587292633,2.022127526337973,0.742141428423886,0.7986810122794831,0.5706221866434616,0.6832262318012472,0.23993688947123076,0.38389902315396923,0.05748982896241371
2024-08-22,94.49065221293817,2.0337640183848213,0.7420532868607814,0.7985861557061291,0.5705544158257353,0.6831450873916798,0.2399083929991643,0.38385342879866285,0.057483001094849266
2024-08-23,94.50187587292633,2.022127526337973,0.742141428423886,0.7986810122794831,0.5706221866434616,0.6832262318012472,0.23993688947123076,0.38389902315396923,0.05748982896241371
2024-08-28,94.49065221293817,2.032338820010569,0.7420532868607814,0.7985861557061291,0.5705544158257353,0.6831450873916798,0.24133359137341678,0.38385342879866285,0.057483001094849266
2024-08-29,94.4951413569994,2.0276844871842155,0.7420885409735196,0.7986240956315536,0.5705815222209969,0.6831775428424591,0.24134505685950575,0.38387166524110367,0.057485732047244484
2024-08-30,94.4879851161982,2.0351215395478506,0.7420286109748145,0.7985595999031135,0.5705354428814035,0.6831223704108728,0.24132556618130974,0.38384066431987846,0.05748108958255606
2024-09-09,94.38888988083463,2.0334617372486807,0.7412504009223869,0.9021235673197552,0.5699370880331541,0.6824059388773318,0.24107247353941905,0.38343810751939095,0.05742080570525533
2024-09-13,94.3862024105256,2.034827455688327,0.7412292958066625,0.9020978817723851,0.5699208606042264,0.6823865091997317,0.24106560964774942,0.3848508059533952,0.05741917080192456
2024-09-16,94.37948440424229,2.037529654327386,0.7454470817093158,0.9020336743026158,0.5698802960744037,0.6823379398459556,0.24104845162847385,0.38482341391868563,0.05741508395087665
2024-09-17,94.37724528132458,2.039379288865813,0.745429396217017,0.9020122738437615,0.5698667758476368,0.6823217515977533,0.24151722640003925,0.38481428410693874,0.057413721796472986
2024-09-20,94.39874524812501,2.019436005928012,0.7455992115917185,0.9022177601755931,0.5699965965128286,0.6824771904957931,0.2391992378371904,0.38490194818643136,0.05742680114742071
2024-09-23,94.43998091030497,1.9989517404746346,0.7459249074167003,0.8802958487272835,0.5702455848551604,0.6827753130905251,0.23930372586761103,0.3850700826956995,0.05745188656742249
2024-09-30,94.43818730632984,2.0008129762354905,0.7459107408119827,0.8802791301498512,0.5702347547518722,0.6827623458228078,0.23929918101160996,0.38506276944526924,0.05745079544127939
2024-10-03,94.43460030275656,2.004535235673737,0.7458824092167992,0.880245694900029,0.5702130957793607,0.6827364127649632,0.23929009181748365,0.38504814377773655,0.05744861331332444
2024-10-04,94.42431565460726,2.014750861942559,0.7457974273430533,0.880145404388301,0.5701481287326589,0.6826586254101277,0.23973755621148435,0.38500427344062144,0.05744206792393982
2024-10-07,94.4238673982267,2.014266571824408,0.7457938868518875,0.8806159516933492,0.5701454220936455,0.682655384655006,0.24021114369640684,0.38500244572684966,0.05744179523174945
2024-10-09,94.45211586460836,2.006796423843316,0.7488662090802878,0.857136022441293,0.5703159905551208,0.6828596123382712,0.2393332716401173,0.3851176255955062,0.05745897989772658
2024-10-10,94.44135255133016,2.015589195167989,0.7487808718537152,0.857038347302445,0.5702510000610729,0.6827817969090948,0.2416800658044014,0.38507373942508755,0.05745243214603648
2024-10-14,94.43462672614311,2.022092566487404,0.7487275459629752,0.8569773116443691,0.5702103885234833,0.6827331712712481,0.24213763376101288,0.38504631564741465,0.057448340558985414
2024-10-16,94.43283333454994,1.99499223779648,0.7487133270082013,0.8569610369370978,0.5701995597570385,0.6827202056041809,0.2710940454798243,0.3850390032997154,0.05744724956752844
2024-10-18,94.43462672614311,1.994555345393014,0.7487275459629752,0.8569773116443691,0.5687860495013597,0.6827331712712481,0.2710991938775262,0.38504631564741465,0.057448340558985414
2024-10-25,94.4238673982267,1.994328097446445,0.7486422403344537,0.856879672671965,0.5687212453523623,0.682655384655006,0.2824617203544705,0.38500244572684966,0.05744179523174945
