date,CHINA SECURITIES (INTERNATIONAL),FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CHIEF SECURITIES LTD,FULBRIGHT SECURITIES LTD,KGI ASIA LTD
2024-10-28,94.42431565460726,1.9943375650770268,0.7486457943475462,0.8568837405182759,0.5687239452304124,0.6826586254101277,0.28198833344479546,0.38500427344062144,0.05744206792393982
2024-10-31,94.39697980161054,1.994234794464686,0.7484290612821379,0.8566356725518446,0.5685592995662658,0.7109364196579853,0.28190669778160427,0.38489281464794795,0.05742543843699347
2024-11-01,94.39205206981501,1.995554387860469,0.7483899916245099,0.8603874792740878,0.5685296195092979,0.7108993071994393,0.28189198162648,0.38487272238901554,0.057422440701690364
2024-11-05,94.40414833001796,1.9901145991474165,0.7484858971575868,0.8604977371887793,0.5638562116824434,0.7109904083335861,0.27955497363717097,0.3849220434970215,0.05742979933802664
2024-11-18,94.40728490357138,1.9868582251430913,0.7485107655676267,0.8605263271871321,0.5638749457795438,0.7110140309577075,0.2795642618385112,0.3849348325144865,0.057431707440509086
2024-11-19,94.40459639919382,1.9896494161088147,0.7484894496864217,0.8605018213579471,0.5638588879058142,0.7109937828980721,0.27955630048529,0.38492387044748766,0.057430071916332925
2024-11-21,94.3795110737335,1.989120723597446,0.7482905599907377,0.8602731675733719,0.5637090585091924,0.7108048566050253,0.30605416055423323,0.3848215879216793,0.05741481151482515
2024-11-28,94.37324182526406,1.9956311891413028,0.7482408540811124,0.8602160231129086,0.5636716136007365,0.7107576407187738,0.30603383061656153,0.3847960257829944,0.057410997681556504
2024-11-29,94.37413738119503,1.9947011755902966,0.7482479545210433,0.860224186142455,0.5636769625688012,0.7107643854613335,0.30603673472801074,0.3847996773091732,0.05741154248385938
2024-12-04,94.3781675932285,1.9928883752735247,0.7482799081684515,0.857888442592619,0.5637010341814334,0.7107947383870262,0.3060498039116368,0.3848161100346317,0.057413994222183025
2024-12-10,94.37906324264861,1.9929072877970795,0.7482870093496137,0.8569475833135082,0.5637063837078891,0.710801483833685,0.3060527083262529,0.38481976194200174,0.057414539081359066
2024-12-12,94.38309387541615,1.988721713308778,0.7483189663328237,0.8569841808478628,0.5637304578334777,0.7108318399280722,0.30606577887423664,0.38483619638295496,0.057416991075632
2024-12-13,94.36965977149985,1.9908109120167747,0.7482124536689188,0.8687235273733609,0.5636502187436115,0.7107306630285607,0.3060222147219103,0.38478142037127017,0.05740881857573822
2024-12-16,94.36025817399674,2.000575098405101,0.748137912843475,0.8686369806064697,0.5635940649702272,0.710659856334512,0.30599172719343143,0.384743086440113,0.05740309920993055
2024-12-18,94.34548801924552,2.0073769223841254,0.7480208072636283,0.868501013379647,0.5635058459284658,0.7105486171724256,0.3144817978540175,0.3846828628350048,0.05739411393715855
2024-12-30,94.33072248769761,2.022713248454321,0.7479037383389767,0.8683650887119001,0.5634176545001295,0.710437412829288,0.31443257991042584,0.3846226580804757,0.057385131476865046
2025-01-06,94.31640880962829,2.036157697678525,0.7477902519471087,0.8682333235987038,0.563332161898012,0.7103296115515338,0.3143848681299512,0.38598685167086016,0.05737642389701975
2025-01-07,94.29494643547413,2.057975994023306,0.7476200869209092,0.868035750889147,0.5632039716309704,0.7096938935450863,0.31431332760213243,0.3868471724333937,0.05736336748093216
2025-01-09,94.28064361178924,2.0657219302381207,0.7475066865883282,0.8750141683208965,0.5631185438598186,0.7095862459243674,0.3142656520025755,0.3867884947724006,0.05735466650424079
2025-01-15,94.28109050935156,2.075211877022717,0.7475102298279926,0.8835504555481157,0.563121213085387,0.6911033069684295,0.31426714164613767,0.38679032817986175,0.05735493836980793
2025-01-20,94.28064361178924,2.0756760459124104,0.7475066865883282,0.8835462674702877,0.5631185438598186,0.6911000311006864,0.3142656520025755,0.3867884947724006,0.05735466650424079
2025-01-23,94.27930294452183,2.0770685261796333,0.7474960570708736,0.8835337034750211,0.5631105363349385,0.691090203683788,0.3142611831566197,0.38678299465430116,0.057353850923002984
2025-02-04,94.24445897371825,2.1132591179501494,0.747219795686085,0.8832071649707434,0.5629024205929417,0.6908347889095193,0.3141450377551518,0.3866400464678791,0.057332653949281095
2025-02-06,94.24345677482641,2.1142268005333644,0.7472268767604564,0.8832155347377875,0.5629077549723667,0.6908413356479045,0.31414801476993187,0.38664371048607005,0.05733319726570402
2025-02-07,94.2385449592917,2.1141166104745728,0.747187932512157,0.888381340177739,0.5628784171366155,0.6908053301222098,0.31413164188684856,0.386623559245352,0.05733020915280343
2025-02-10,94.2568552381529,2.122109704306424,0.7473331089833337,0.8885539501228603,0.5629877827978443,0.5724656915991548,0.40328501949576223,0.38906815629379643,0.05734134824792859
2025-02-11,94.27293842378351,2.1281595186201887,0.747460627529219,0.8887055653882597,0.5630838462300014,0.54981250978687,0.4033538326108848,0.38913454356467264,0.05735113248638903
2025-02-12,94.28411053228454,2.13030785268564,0.7475492076813881,0.8888108842121767,0.5631505762368352,0.5351826604136254,0.4034016333144333,0.3901287241101981,0.057357929061159135
2025-02-13,94.27204476948114,2.1433064427402657,0.7474535420239106,0.8886971409605785,0.5630785085126225,0.5346402000018841,0.40335000904397456,0.3900787984056299,0.057350588829989335
2025-02-19,94.26757675209741,2.1479443543183687,0.7474181165122707,0.8886550212178235,0.563051821443613,0.5346148607646426,0.40333089229672947,0.39006031064654334,0.05734787070259021
2025-02-20,94.26712997365269,2.1479341741984266,0.7474145741457948,0.8886508094631358,0.5630491528758429,0.5346123269730225,0.40332898072166856,0.39053240906539943,0.05734759890402104
2025-03-07,94.28098207499762,2.1335552837727896,0.7475244031225615,0.8887813924253665,0.5631318902407122,0.5346908856831004,0.4033882479754597,0.3905897959245344,0.057356025857850323
2025-03-11,94.28098207499762,2.134029300515416,0.7475244031225615,0.883567208256471,0.5631318902407122,0.5346908856831004,0.4033882479754597,0.395329963350803,0.057356025857850323
2025-03-13,94.27830070541758,2.1334946050430035,0.7475031433822539,0.8835420794321631,0.5664338974900401,0.534675678969678,0.4033767755347482,0.3953187200892832,0.05735439464125093
2025-03-17,94.24390332890084,2.1639890021613177,0.7472304173479706,0.883219719680797,0.5662272344520132,0.534480602896963,0.40796790699847973,0.3956483186338335,0.05733346892777706
2025-03-18,94.22470532425272,2.159284581427468,0.7707648923697532,0.8830398029362139,0.5661118908308883,0.5343717262403698,0.4088322692778716,0.39556772288183406,0.057321789782876546
2025-03-21,94.2242589520904,2.1592743522150295,0.7707612410132384,0.8830356196980187,0.5661092089802212,0.5343691947528783,0.4093040640660344,0.3955658489527068,0.057321518231470095
2025-03-25,94.23988449456986,2.143049078258684,0.7708890590788503,0.8831820566213751,0.5662030888747549,0.5344578110884716,0.4093719404081909,0.3956314470380086,0.05733102406179526
2025-04-01,94.23631248511626,2.145810602414291,0.7670695025259341,0.8831485810428296,0.566181627868123,0.5344375533349311,0.4093564238310111,0.40035437284398656,0.05732885102263002
2025-04-10,94.54522912340208,2.030801487852806,0.7259568413277051,0.8358144238633985,0.5358359637965457,0.5057932779602541,0.3874161277993436,0.3788965601741265,0.05425619382375066
2025-04-16,94.59910007901354,1.9933743930064745,0.7138081784089738,0.8362906628248443,0.5361412779376014,0.5060814740699702,0.38180437449782323,0.37911245176340846,0.05428710847736382
2025-04-17,94.69984306858228,1.90358389406164,0.7216068985789694,0.6816121766058426,0.5084435399775168,0.47993666367752214,0.36207987658649937,0.35952702199247,0.2833668599372604
2025-04-22,94.66359371006877,1.8926477275186113,0.7166522388125562,0.6813512679986439,0.5082489171400622,0.4797529527481088,0.3619412790679438,0.3593894016597092,0.3364225049855976
2025-04-23,94.73858046042655,1.8080470803016224,0.6976300915805105,0.6632661167430135,0.48068162393173447,0.4670188387553803,0.3523342480326495,0.34902205768686667,0.44341948254167757
2025-04-24,94.74367985833,1.8205657825799533,0.6976676422109832,0.6459118824030469,0.48070749709611366,0.4670439765068185,0.3523532127724313,0.3486267980662599,0.44344335003439944
2025-04-25,94.73230503190334,1.8211752001064385,0.6975838809685921,0.6458343349026728,0.491827685810497,0.46698790369885573,0.3523109096167786,0.34858494230003234,0.44339011069279655
2025-04-28,94.75466504162344,1.8294728463238357,0.697748534223401,0.6459867735243356,0.49194377368391706,0.4670981285483658,0.35239406683923696,0.3482531259833117,0.4124377092501528
2025-04-29,94.69662933670531,1.8722194124179348,0.6973211744937089,0.6704215446170969,0.4966085515682199,0.4668120384741268,0.35217823115379604,0.3459706242591932,0.40183908631061793
2025-04-30,94.82652383952647,1.8453645421326406,0.6978632754683187,0.6609809527149455,0.5076499480099113,0.44507432176542416,0.35266131082157914,0.34437314840509076,0.3195086611556257
2025-05-02,94.85993795886286,1.8219706546447345,0.6981091822655187,0.6612138632502983,0.5078288291420786,0.4427438281826449,0.35278557844890523,0.3461527121090903,0.30925739309386996
