date,NANYANG COMMERCIAL BANK LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,63.06822838394975,0.0,26.57795134871554,0.0,0.0,10.353820267334703,0.0,0.0
2024-03-11,63.05966128584045,0.0,26.581132966367694,0.0,0.0,10.35920574779185,0.0,0.0
2024-03-13,63.042534070179656,0.0,26.57391344143622,0.0,0.0,10.383552488384119,0.0,0.0
2024-03-15,55.378418246957686,0.0,23.34330804945246,0.0,12.157055448770818,9.12121825481904,0.0,0.0
2024-03-19,52.076925322687494,0.0,21.951650996146128,5.877560695391438,11.516424031309311,8.577438954465629,0.0,0.0
2024-03-21,41.694078762717155,19.9240462274594,17.552582949189762,4.705720951224058,9.22033487290143,6.903236236508197,0.0,0.0
2024-03-22,41.703442684435934,19.928520896638616,17.53406638323867,4.706777792001581,9.222405634422802,6.90478660926239,0.0,0.0
2024-03-25,41.75032545423068,19.95092442491844,17.553778079561475,4.712069124455047,9.232773409658627,6.800129507175731,0.0,0.0
2024-03-26,41.72030526515021,19.958075018052597,17.56006951359936,4.713757972972107,9.231730328799594,6.816061901426135,0.0,0.0
2024-03-27,41.72666932771945,19.961119445397248,17.54025277241988,4.714477014946646,9.23138165867571,6.8260997808410675,0.0,0.0
2024-04-03,41.72666932771945,19.961119445397248,17.457019888430143,4.714477014946646,9.23138165867571,6.909332664830805,0.0,0.0
2024-04-09,39.36488433729422,18.831293531712205,16.468929340722333,4.4476313445157,8.706593922663718,6.518255244932071,0.0,5.6624122781597555
2024-04-22,39.36655521970619,18.83209284505166,16.469628381119445,4.4478201287357875,8.694229678817171,6.527021121582001,0.0,5.662652624987752
2024-04-23,39.410048004876145,18.85289883541173,16.487824283834613,4.452734149895477,8.58060576488117,6.546980149034103,0.0,5.668908812066762
2024-04-24,37.80725734243781,18.086159089001022,15.735741681511655,4.271643258636229,8.23163600985031,6.280717122692632,4.148488905132278,5.43835659073806
2024-04-25,37.810339999733785,18.063172926565365,15.749255131817518,4.271991551878919,8.23230718556067,6.2853060343317235,4.148827156846092,5.4388000132659275
2024-05-02,37.73404583121182,18.02672483434217,15.920905094694268,4.2633714748474585,8.214048160067053,6.272623466605573,4.1404556024439065,5.427825535787749
2024-05-03,37.75401451122738,18.019981559985947,15.929330362973637,4.265627631029318,8.218394995815185,6.275942909514584,4.1426467121227795,5.3940613173311736
2024-05-06,37.752477708605944,18.019248044484137,15.928681948838708,4.265453995779921,8.218060460504516,6.279758010464574,4.142478082894622,5.393841748427575
2024-05-07,37.74479557181453,18.015581362540114,15.925440669826967,4.264586031527984,8.216388192392603,6.278480161619108,4.141635142636929,5.413092867641767
2024-05-08,37.74786805132904,18.01704785623388,15.930807093538501,4.264933174836651,8.21705701796238,6.278991238746078,4.141972277570092,5.4013232897833765
2024-05-09,37.74501293329847,18.015685109121325,15.941811430156077,4.26461059005941,8.211789874251663,6.278516317590922,4.1416589931293455,5.400914752392796
2024-05-13,37.73234220415495,18.01935183330051,15.945056059770602,4.265478564309108,8.213461216102052,6.279794181155459,4.142501943096559,5.402013998110757
2024-05-14,37.68160766820207,18.034033667912492,15.95804779654971,4.26895399735473,8.220153392395758,6.284910841311605,4.145877177065628,5.406415459208005
2024-05-20,37.68467814608088,18.035503167354523,15.951199655743059,4.269301852173717,8.220823209866765,6.285422965950195,4.146215002995788,5.4068559998350745
2024-05-27,37.67700288943242,18.03182986768995,15.947950867184115,4.26843232139789,8.239515919251659,6.284142810810732,4.145370541378144,5.405754782855084
2024-05-28,37.67393366210675,18.030360966749917,15.946651722272462,4.268084608254222,8.238844715454373,6.291777050470893,4.145032853038708,5.405314421652677
2024-05-30,37.67393366210675,18.030360966749917,15.938505566553317,4.268084608254222,8.238844715454373,6.299923206190036,4.145032853038708,5.405314421652677
2024-06-11,37.675468213261034,18.031095387303978,15.935081536971735,4.268258457744454,8.239180303683133,6.300179817419292,4.145201690330991,5.405534593285388
2024-06-27,37.675468213261034,18.031095387303978,15.935081536971735,4.268258457744454,8.25547327874698,6.300179817419292,4.128908715267145,5.405534593285388
2024-07-02,37.67572219353394,18.03121693967597,15.935188959561275,4.268287231201013,8.254854804683081,6.300222288593914,4.1289365493303185,5.405571033420477
2024-07-03,37.72951107966588,17.355356865515677,16.09662825764775,4.370239514784497,8.266640098216246,6.421391872032528,4.236808514522109,5.523423797615305
2024-07-04,37.74490755415386,17.321631643450083,16.103196891038944,4.372022900767253,8.27001350830642,6.424012282244744,4.2385374506343885,5.525677769404303
2024-07-05,37.7803671776244,17.23578990815505,16.118325111915073,4.376130217380583,8.277782809759339,6.438216519143376,4.24251936374014,5.530868892282044
2024-07-09,37.81125583385122,17.20900238601922,16.172382453525156,4.3797080751936885,8.284550599662726,6.423040685986401,4.2459879833421175,5.474071982419472
2024-07-10,37.849937753947174,17.226607653036847,16.086624571850585,4.384188633008342,8.29302591520726,6.4296116273928465,4.250331741947272,5.479672103609678
2024-07-11,37.86078287846942,17.231543584670547,16.062580912610848,4.385444832475911,8.295402111947697,6.431453900930577,4.251549587464006,5.4812421914309875
2024-07-12,37.86075498303634,17.231530888647526,16.06256907786743,4.3854416013255335,8.295469678946569,6.431449162301887,4.2515464549662605,5.481238152908453
2024-07-15,37.884015441867916,17.242117400063375,16.01100055639268,4.3881358789190905,8.300566154995243,6.4354004426853395,4.254158471586917,5.484605653489436
2024-07-17,37.90885812121617,17.25342402606008,16.021499869842636,4.391013426383504,8.306009303008787,6.394537255468756,4.256948162531068,5.467709835488998
2024-07-18,37.896131559037094,17.256960388365968,16.024783729796336,4.39191343407718,8.307711751065888,6.395847917078862,4.2578206914272085,5.468830529151459
2024-07-19,37.896908316148476,17.257314104329865,16.023062489560623,4.392003455138753,8.30788203425619,6.39597901279097,4.257907963989472,5.468942623785653
2024-07-22,37.896131559037094,17.256960388365968,16.024783729796336,4.39191343407718,8.307711751065888,6.395847917078862,4.2578206914272085,5.468830529151459
2024-07-26,37.90079257939011,17.259082901675168,16.02675469200394,4.392453615807154,8.308733554927276,6.39663457197185,4.25834438047107,5.457203703753432
2024-08-01,37.913227574245916,17.26474549056823,16.03201296230879,4.393894750263709,8.311459594463189,6.402834430542153,4.259741514590481,5.422083683017529
2024-08-02,37.913227574245916,17.26474549056823,16.03201296230879,4.393894750263709,8.295054931117742,6.402834430542153,4.259741514590481,5.438488346362976
2024-08-06,37.92022584530939,17.26793233000437,16.034972255926924,4.394705804042408,8.294535125083318,6.404016307522468,4.260527805489115,5.423084526622002
2024-08-08,37.95136055596803,17.282110306658858,15.966032085187413,4.398314113080358,8.301345420787275,6.409274377334641,4.264025946587171,5.427537194396254
2024-08-13,35.61877885055586,16.219910329064422,14.984721433754775,10.27037020797483,7.794977777226375,6.01534499144371,4.001948677980578,5.093947731999445
2024-08-20,35.62015128420962,16.220535301382817,14.981445694575804,10.270765937479458,7.795278126934506,6.015576769796917,4.00210287779381,5.09414400782707
2024-08-26,35.52297059876177,16.44910664407317,14.940572562118223,10.24274471808837,7.774010657698128,5.999164771173201,3.9911841397515815,5.080245908335558
2024-08-27,35.50659805501658,16.487615266335396,14.933686449450043,10.238023835145835,7.770427614742445,5.996399755016188,3.9893446022404513,5.077904422053059
2024-08-29,35.49693753192112,16.492049293007963,14.930018841288062,10.240777154532909,7.772517321637254,5.998012371275338,3.9904174596601965,5.079270026677161
2024-09-02,35.54278529284297,16.490148703868616,14.889884014316838,10.239596979195534,7.77162159535458,5.997321143825796,3.989957592972282,5.078684677623384
2024-09-03,35.50732162698865,16.473695262791786,14.798275432126312,10.229380175904481,7.763867273650946,5.991337172921059,4.162505757347665,5.0736172982691
2024-09-05,35.45154171771906,16.44781605858859,14.755870395983663,10.213310422626822,7.751670695811173,5.9819251353863825,4.332218629322512,5.065646944561797
2024-09-09,35.45154171771906,16.44781605858859,14.640923489576577,10.213310422626822,7.751670695811173,5.9819251353863825,4.4471655357295985,5.065646944561797
2024-09-11,35.33510742751023,16.39379612897549,14.40188900472278,10.179766619110188,7.726211710625538,5.962278565068879,4.951940816817075,5.049009727169816
2024-09-16,35.341855918596806,16.396927105364302,14.404639555850368,10.181710806330601,7.727687304578922,5.963417273471977,4.952886565419427,5.030875470387593
2024-09-17,35.35603614374685,16.403506050133313,14.362653616770604,10.185796017700907,7.73078788724556,5.973452460279534,4.954873813819795,5.032894010303442
2024-09-19,35.38443075868273,16.416679790424737,13.991757311106035,10.193976283004467,7.7369965228606175,5.978249770751721,5.260973609735102,5.036935953434586
