date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,MIRAE ASSET SECURITIES (HK) LTD,ICBC (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,CITIBANK N.A.,CHINA CONSTRUCTION BANK (ASIA),KGI ASIA LTD
2024-03-08,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,91.28704720087816,8.712952799121844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,86.4861346178883,8.267152714490301,5.246712667621403,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,0.0,86.54247003647734,8.2725377800938,5.18499218342887,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,0.0,86.56502475892624,8.274693771175397,5.160281469898358,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.0,86.56852527358,8.2725377800938,5.158936946326212,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,0.0,86.39968794695099,8.256403588610063,5.343908464438955,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,86.35477582846003,8.25211176088369,5.39311241065627,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,86.3583214239314,8.249967519812914,5.391711056255684,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,0.0,83.95857016546671,8.020714917266641,5.241884552229379,0.0,0.0,2.778830365037262,0.0,0.0,0.0
2024-04-10,0.0,83.59954722676393,8.187649352282731,5.194315180480443,0.0,0.0,3.0184882404728963,0.0,0.0,0.0
2024-04-16,0.0,83.58903420523139,8.199195171026156,5.193661971830986,0.0,0.0,3.0181086519114686,0.0,0.0,0.0
2024-04-17,0.0,83.90557939914163,8.230244887654631,4.834637717748044,0.0,0.0,3.029537995455693,0.0,0.0,0.0
2024-04-18,0.0,83.92676767676768,8.232323232323232,4.8106060606060606,0.0,0.0,3.0303030303030303,0.0,0.0,0.0
2024-04-19,0.0,83.95857016546671,8.197549576859922,4.812428950359985,0.0,0.0,3.031451307313376,0.0,0.0,0.0
2024-04-23,0.0,83.92676767676768,8.232323232323232,4.8106060606060606,0.0,0.0,3.0303030303030303,0.0,0.0,0.0
2024-04-25,0.0,83.90819173218361,8.217093583565813,4.831346690337306,0.0,0.0,3.043367993913264,0.0,0.0,0.0
2024-04-26,0.0,85.4059019405213,7.440578711677574,4.397749454587209,0.0,0.0,2.7557698932139165,0.0,0.0,0.0
2024-04-29,0.0,85.1029748283753,7.414187643020595,4.382151029748284,0.0,0.5835240274599542,2.517162471395881,0.0,0.0,0.0
2024-04-30,0.0,85.08350491878288,7.412491420727522,4.404026538549531,0.0,0.5833905284831846,2.516586593456875,0.0,0.0,0.0
2024-05-03,0.0,84.93604385564184,7.400639561443581,4.568296025582458,0.0,0.5824577432617634,2.512562814070352,0.0,0.0,0.0
2024-05-06,0.0,85.00113713895838,7.3686604503070265,4.548555833522856,0.0,0.5799408687741642,2.501705708437571,0.0,0.0,0.0
2024-05-07,0.957315012951909,84.1874084919473,7.2981191575627875,4.505011825656043,0.0,0.5743890077711454,2.477756504110823,0.0,0.0,0.0
2024-05-10,0.9565608822867432,84.12108935404007,7.371145622327256,4.501462975467027,0.0,0.5739365293720459,2.4758046365068647,0.0,0.0,0.0
2024-05-14,0.9566685424873381,84.13055711873945,7.360720315137873,4.501969611705121,0.0,0.5740011254924029,2.4760832864378166,0.0,0.0,0.0
2024-05-16,0.9565608822867432,84.13234301147872,7.359891964888589,4.501462975467027,0.0,0.5739365293720459,2.4758046365068647,0.0,0.0,0.0
2024-05-20,0.9565608822867432,84.01980643709206,7.472428539275265,4.501462975467027,0.0,0.5739365293720459,2.4758046365068647,0.0,0.0,0.0
2024-05-22,0.9554856115107914,83.92535971223022,7.464028776978417,4.496402877697841,0.0,0.6857014388489209,2.473021582733813,0.0,0.0,0.0
2024-05-23,0.9522742549854357,83.64328926730899,7.775039211292853,4.481290611696168,0.0,0.6833968182836656,2.4647098364328928,0.0,0.0,0.0
2024-05-27,1.0077258985555928,83.59646176240064,7.770686373306461,4.47878177135819,0.0,0.6830142201321241,2.4633299742470047,0.0,0.0,0.0
2024-05-28,1.0077258985555928,83.70843130668459,7.770686373306461,4.47878177135819,0.0,0.5710446758481693,2.4633299742470047,0.0,0.0,0.0
2024-05-29,1.0054742486872974,83.52139425762485,7.976762372919227,4.468774438610211,0.0,0.5697687409228019,2.4578259412356163,0.0,0.0,0.0
2024-06-03,0.9919541496748594,82.39832469965833,8.927587347073736,4.695249641794335,0.0,0.5621073514824204,2.424776810316323,0.0,0.0,0.0
2024-06-05,0.9510725985416887,79.00243051886294,9.986262284687731,4.501743633097326,0.0,3.2336468350417418,2.3248441297685725,0.0,0.0,0.0
2024-06-06,0.9503695881731784,79.01795142555437,9.978880675818374,4.498416050686378,0.0,3.2312565997888063,2.3231256599788805,0.0,0.0,0.0
2024-06-07,0.949367088607595,78.93459915611814,10.073839662447257,4.493670886075949,0.0,3.2278481012658227,2.320675105485232,0.0,0.0,0.0
2024-06-11,0.9481668773704173,78.8558786346397,10.16645596291614,4.487989886219975,0.0,3.2237673830594185,2.3177412557943535,0.0,0.0,0.0
2024-06-13,0.9491668424383041,78.83357941362583,10.177177810588484,4.492723054207973,0.0,3.2271672642902343,2.320185614849188,0.0,0.0,0.0
2024-06-14,0.9481668773704173,78.75052675937631,10.27180783817952,4.487989886219975,0.0,3.2237673830594185,2.3177412557943535,0.0,0.0,0.0
2024-06-21,0.9514747859181731,79.02526694153717,9.958769425943546,4.503647320012686,0.0,3.2350142721217887,2.3258272544666454,0.0,0.0,0.0
2024-06-24,0.9515753859166843,79.03362233030239,9.95982237259463,4.493550433495454,0.0,3.2353563121167266,2.326073165574117,0.0,0.0,0.0
2024-06-25,0.9001465354825204,78.23948084571907,9.859744609587608,5.495080594515386,0.0,3.202846975088968,2.302700439606448,0.0,0.0,0.0
2024-06-28,0.8995815899581591,78.25313807531381,9.853556485355648,5.49163179916318,0.0,3.200836820083682,2.301255230125523,0.0,0.0,0.0
2024-07-02,0.9406354515050168,78.22951505016722,9.845317725752508,5.487040133779264,0.0,3.198160535117057,2.2993311036789295,0.0,0.0,0.0
2024-07-04,0.8990173531256535,78.24587079238971,9.84737612377169,5.488187330127535,0.0,3.219736567008154,2.299811833577253,0.0,0.0,0.0
2024-07-08,0.8992053534086157,78.26223337515684,9.84943538268507,5.489335006273525,0.0,3.1994981179422837,2.300292764533668,0.0,0.0,0.0
2024-07-09,0.8973288814691153,78.09891485809682,9.828881469115192,5.477879799666111,0.0,3.192821368948247,2.5041736227045077,0.0,0.0,0.0
2024-07-11,0.8972352634324465,78.10119979134063,9.827856025039123,5.477308294209703,0.0,3.1924882629107985,2.503912363067293,0.0,0.0,0.0
2024-07-17,0.8813281410125026,76.64480426316868,11.498257839721255,5.380200860832137,0.0,3.1358885017421603,2.4595203935232632,0.0,0.0,0.0
2024-07-23,0.8815991799077396,76.66837519220913,11.501793951819579,5.351101998974885,0.0,3.1368528959507946,2.4602767811378783,0.0,0.0,0.0
2024-07-24,0.8916537065837221,77.43908761016071,11.632970451010886,4.375324002073613,0.0,3.1726283048211505,2.488335925349922,0.0,0.0,0.0
2024-07-25,0.8914688504198196,77.4437649010055,11.630558722919043,4.374416917176324,0.0,3.1719705607961024,2.487820047683218,0.0,0.0,0.0
2024-07-29,0.890545718131925,77.36357046701873,11.618515066790929,4.369887128507818,0.0,3.1686859273066172,2.588795692243968,0.0,0.0,0.0
2024-08-06,0.8494768465761939,77.39562830208226,11.623329534859629,4.371697917745779,0.0,3.1699989640526263,2.589868434683518,0.0,0.0,0.0
2024-08-07,0.8493008803728638,77.40031071983428,11.620921802175038,4.370792335577421,0.0,3.1693423096841014,2.589331952356292,0.0,0.0,0.0
2024-08-08,0.8901770003105269,77.3729427595487,11.61370458544664,4.3680778387330506,0.0,3.167373977849084,2.5877238381119967,0.0,0.0,0.0
2024-08-09,0.8801555623784669,76.60423702793983,11.482959778937673,5.342339576297206,0.0,3.1317163033466375,2.5585917511001943,0.0,0.0,0.0
2024-08-21,0.8712389828791409,75.82818356802755,11.36662952081856,5.288218012359437,1.013068584743187,3.0999898693141525,2.5326714618579675,0.0,0.0,0.0
2024-08-26,0.8703572512903552,75.75144216172453,11.557534662483555,5.282866106669366,0.9108389839085114,3.096852545288938,2.5301082886347537,0.0,0.0,0.0
2024-08-27,0.8213160156623054,71.48314392130646,10.906312673097124,4.985197211345621,6.494126635469391,2.922356985961226,2.3875465571578647,0.0,0.0,0.0
2024-08-28,0.8307868601986248,71.47631779984721,10.905271199388848,4.984721161191749,6.493506493506493,2.922077922077922,2.387318563789152,0.0,0.0,0.0
2024-08-29,1.3087504776461598,71.98127627053879,10.909438288116164,4.986625907527704,5.50248376003057,2.92319449751624,2.388230798624379,0.0,0.0,0.0
2024-08-30,1.3072519083969467,71.89885496183206,11.01145038167939,4.980916030534352,5.4961832061068705,2.9198473282442747,2.385496183206107,0.0,0.0,0.0
2024-09-04,1.3073766580780608,71.90571619429335,10.993415402233039,4.9813913541368455,5.506250596430958,2.9201259662181505,2.3857238286096,0.0,0.0,0.0
2024-09-05,1.7674858223062382,71.21928166351607,11.370510396975424,4.933837429111531,5.453686200378072,2.892249527410208,2.3629489603024574,0.0,0.0,0.0
2024-09-09,1.7708333333333333,71.35416666666666,11.325757575757574,4.9147727272727275,5.369318181818182,2.8977272727272725,2.367424242424242,0.0,0.0,0.0
2024-09-10,1.7708333333333333,71.25,11.325757575757574,4.9147727272727275,5.662878787878787,2.8977272727272725,2.178030303030303,0.0,0.0,0.0
2024-09-12,1.770665656661301,71.2432534797841,11.324685162389924,4.914307357257836,5.671811381497964,2.8974528927184924,2.17782406969037,0.0,0.0,0.0
2024-09-19,1.7540568426976832,70.57499296501265,12.344057780695996,4.868211237219773,5.4310102241815965,2.8702748335052997,2.1573961166869897,0.0,0.0,0.0
2024-09-20,1.772816808929744,70.57499296501265,12.344057780695996,4.868211237219773,5.412250257949536,2.8702748335052997,2.1573961166869897,0.0,0.0,0.0
2024-09-23,1.6935483870967745,67.41935483870968,12.688172043010754,4.668458781362007,8.727598566308243,2.741935483870968,2.0609318996415773,0.0,0.0,0.0
2024-09-24,1.6580401789630668,66.44442494955697,12.597596280375473,5.009211334327572,7.667339240284235,2.6844460040354416,2.0177208527063777,0.0,1.9212211597508553,0.0
2024-09-25,1.6580401789630668,66.44442494955697,12.73795947012896,5.009211334327572,7.351522063338889,2.6844460040354416,2.1931748398982367,0.0,1.9212211597508553,0.0
