date,BOCI SECURITIES LTD,BOOM SECURITIES (H.K.) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CHINA CITIC BANK INTERNATIONAL LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,CATHAYSIA SECURITIES LTD
2024-03-22,33.6037151069423,23.97635097122633,21.583625707067092,6.746928797193212,4.598876875709625,0.0,4.891625666151816,2.8157892045047714,1.7830876712048527
2024-03-25,33.598274913203504,23.985907972184204,21.584862117855018,6.747315292755331,4.599140320835047,0.0,4.883722357591344,2.8175872107891573,1.7831898147863998
2024-03-26,33.59333288329477,23.971508467884632,21.58384934345511,6.746487142193774,4.598575832520195,0.0,4.9043974904213385,2.81887789021923,1.7829709500109443
2024-03-27,33.57287658510741,23.971508467884632,21.589577106947573,6.761215676888679,4.598575832520195,0.0,4.9043974904213385,2.81887789021923,1.7829709500109443
2024-03-28,33.57534916358265,23.927448441217567,21.591167138219067,6.761713627557481,4.5989145088797105,0.0,4.963677167657847,2.7986276904570477,1.7831022624286277
2024-04-02,33.4571378819384,23.954029110799265,21.62106794227007,6.791563809192129,4.605283374476323,0.0,4.9615372796459996,2.8238089872678667,1.785571614409948
2024-04-03,33.47408577498868,23.95618849763671,21.623017019367293,6.769229508431829,4.605698527528678,0.0,4.961984547963392,2.8240635455273706,1.7857325785560478
2024-04-05,33.39778965956828,23.927825284477482,21.58857220029343,6.770574357022569,4.5999308373388335,0.0,5.1112843588027905,2.8205269867383667,1.7834963157582417
2024-04-09,33.38631774691453,23.92195129934557,21.583272472858273,6.768912264766593,4.598801611217148,0.0,5.137851533172539,2.8198345822516533,1.7830584894736952
2024-04-10,33.41393550870483,23.943964767089742,21.62049274478048,6.774677676609876,4.602718634253809,0.0,5.037397088903313,2.8222363725335633,1.7845772071243862
2024-04-11,33.39454123754603,23.940274186845826,21.63279761063994,6.773401787925872,4.601851794988321,0.0,5.051187412870855,2.8217048550764687,1.784241114106682
2024-04-12,33.36697903251895,23.944818323461426,21.63616373512304,6.777731597406346,4.602567856141091,0.0,5.0650767879481515,2.822143920331352,1.7845187470696509
2024-04-15,33.3702675855854,23.953057316361328,21.643608360385453,6.780063696224309,4.604151519185671,0.0,5.040603782859367,2.8231149706608227,1.7851327687376473
2024-04-16,33.37218138284036,23.954431033105504,21.644849629373223,6.780452535398493,4.605234860013887,0.0,5.03433853514861,2.8232768773541816,1.7852351467657464
2024-04-17,33.35551356099119,23.944818323461426,21.63616373512304,6.777731597406346,4.655800402519946,0.0,5.023309713097049,2.822143920331352,1.7845187470696509
2024-04-18,33.37901255051855,23.89903868804372,21.646623117780685,6.72283366824598,4.658051115658549,0.0,5.085551233441284,2.8235082048477325,1.7853814214634964
2024-04-19,33.37846557215867,23.900285746474257,21.646268396849617,6.722723501879371,4.657974784665964,0.0,5.085467897049335,2.823461936316431,1.7853521646063562
2024-04-22,31.70589826050245,22.70121148095619,20.55957307309936,6.385226430401615,4.428024179035368,5.012461113737576,4.830165039231594,2.681717279605602,1.6957231434302402
2024-04-23,31.70466461356487,22.7003281979849,20.558773119281586,6.384977987195025,4.4511973292816025,5.012266083549441,4.810522568231914,2.6816129364867836,1.6956571644238831
2024-04-24,31.71083380844063,22.704745300329428,20.57055683872361,6.334850433628645,4.471521776778053,5.013241386288501,4.816128611707293,2.6821347332945464,1.6959871108092912
2024-04-25,31.708859404884905,22.70255335625381,20.569276059390877,6.334456008452167,4.471243367558387,5.012929248118985,4.815828746320174,2.6889722950242336,1.6958815139964705
2024-04-26,31.70130327580134,22.582848602437632,20.57295872992397,6.353493857264347,4.6183875343236185,5.01382675013963,4.7910029794165325,2.6699931304112607,1.6961851402816723
2024-04-29,31.7889916288444,22.515548794129494,20.566234847585825,6.361533538121539,4.616878101733956,5.012188075723649,4.780099099852732,2.6628951397494682,1.6956307742589396
2024-04-30,13.625333333333334,9.644666666666666,8.806333333333333,2.7373333333333334,1.977666666666667,2.147,2.0579166666666664,1.1406666666666667,0.7263333333333334
2024-05-02,31.780480927238607,22.502649669885162,20.55093686493004,6.387989459661815,4.615190144200383,5.010355590560369,4.794687047246774,2.6626994545083282,1.6950108417685208
2024-05-03,31.78122259107784,22.500841107500342,20.551416463925726,6.389694342506753,4.6152978492929835,5.010472517663257,4.793243135493181,2.6627615941563936,1.695050398383518
2024-05-06,31.797160606479203,22.45521739045844,20.560213080977384,6.453131718364226,4.6172733339429515,5.012617148816205,4.793738314302224,2.614872476327038,1.695775930332326
2024-05-07,31.7946862299936,22.45346998091525,20.55861313598808,6.4526295515959395,4.616914029138774,5.012227079333026,4.8011470303858,2.6146689934108007,1.6956439692387304
2024-05-08,31.785039840211287,22.43265477586599,20.552375729074896,6.45067184774174,4.628738240962778,5.010706388242227,4.799690380198336,2.6449932805501586,1.6951295171525869
2024-05-09,31.774366991994178,22.43729229500769,20.549498202239764,6.449768692720093,4.6327571555524445,5.010004841993501,4.80679668099819,2.644622956494008,1.6948921830001302
2024-05-10,31.79677332124577,22.439288208596047,20.440171430683602,6.440128631375394,4.6931386872674,5.012188075723649,4.836127285142609,2.6465535857065876,1.6956307742589396
2024-05-13,31.797512098021702,22.423418111910838,20.18885950728411,6.456948165790083,4.725963025877216,5.207743512210878,4.855747995337859,2.6478468731940525,1.6959607103732632
2024-05-14,31.733759661838096,22.379138394236016,20.15528873331093,6.41124512658732,4.71810452171109,5.3933404949269885,4.870984473069235,2.6449979894440956,1.6931406048762292
2024-05-16,31.72548630910388,22.375757717102104,20.164846590831793,6.414285408880572,4.743663745605289,5.395898075753247,4.8709621622462045,2.615156479878104,1.6939435105988079
2024-05-17,31.64303044335186,22.40359864661625,20.187909434578994,6.421373968570212,4.748906066684696,5.401861194503192,4.876345163443074,2.6211595595860464,1.695815522665676
2024-05-20,31.62602843930141,22.402029544344725,20.186495514652524,6.440379216625454,4.748573463007314,5.401482859182852,4.876003634191752,2.623310577482408,1.6956967512115593
2024-05-21,31.626520674164738,22.40237821474361,20.1868097019644,6.43970124455495,4.748647370909282,5.401566929118539,4.875301313815786,2.6233514072984576,1.6957231434302402
2024-05-22,31.544182548326944,22.436250908474484,20.217332426644948,6.430732839331051,4.7558273888738425,5.409734170136568,4.878775892740583,2.6288767261015193,1.6982870993700594
2024-05-23,31.49288956362949,22.44235742586028,20.221430116600633,6.432036233310402,4.756791309618237,5.410830626034117,4.915623861131628,2.6294095521701597,1.698631311645057
2024-05-24,31.487678200793194,22.442532375783205,20.231721933679584,6.432086374399501,4.756828391296298,5.410872806290987,4.9024097911774165,2.6372255732145815,1.69864455336523
2024-05-27,31.500564473830444,22.453384600685947,20.241505107562,6.4383163666213665,4.661637422567645,5.413489267197928,4.953135998221761,2.638500819900676,1.6994659434122297
2024-05-28,31.37550445836742,22.41073991132076,20.25760323946714,6.452381277785479,4.667862853706586,5.420718766534618,5.071429547642151,2.642024432673478,1.7017355125023674
2024-05-29,31.369041458113223,22.377108887843004,20.262508812461064,6.453943783821786,4.668993221484243,5.422031445595136,5.101560562357072,2.642664224239785,1.7021476040846855
2024-05-30,31.34255257288591,22.347062025956184,20.244341719368013,6.448654481451922,4.665166767809023,5.417587842623795,5.193383533764311,2.6404984399360756,1.7007526162047617
2024-05-31,13.385333333333332,9.540333333333335,8.645,2.754,1.9923333333333335,2.3136666666666668,2.2179166666666665,1.1286666666666667,0.7263333333333334
2024-06-03,31.365764020566818,22.33292389769707,20.25827642568548,6.469213239156628,4.66873792929717,5.421734978626678,5.131745191734998,2.6495497835328763,1.702054533702281
2024-06-04,31.342750598579798,22.31575743029253,20.24341269516043,6.477735953620066,4.72385323428228,5.41775698928508,5.127979971236948,2.6499474108374654,1.7008057167054014
2024-06-05,31.360619792998822,22.328480136516905,20.198722692225836,6.481429053968303,4.726546407352232,5.420845772212797,5.130122556724219,2.651458204388769,1.7017753836121137
2024-06-06,31.39361874764159,22.28491769752496,20.226524878437903,6.451247099030827,4.7330521812746476,5.428307202615223,5.128581120580605,2.649633309675893,1.7041177632183504
2024-06-07,31.389708426936636,22.28491769752496,20.226524878437903,6.451247099030827,4.7330521812746476,5.428307202615223,5.128581120580605,2.6535436303808457,1.7041177632183504
2024-06-12,31.399194581516838,22.263034264512886,20.233645682366262,6.453518278383765,4.7347184653628975,5.430218253153317,5.126474954379829,2.6544778177422854,1.704717702581916
2024-06-13,31.39221688655902,22.265298737371268,20.23570373702896,6.454174694612067,4.735200054769333,5.430770584956038,5.126996391092159,2.654747816561855,1.7048910970493023
2024-06-17,31.336654286435138,22.24686533711194,20.25272883381348,6.4533668166767395,4.793281426327843,5.430090807922565,5.127919280108117,2.6544155181214903,1.7046776934826786
2024-06-18,31.32795462324581,22.247127279839617,20.253679526673512,6.458363894186103,4.793506430003423,5.430345704366535,5.129724707838248,2.6545401202875163,1.7047577135592393
2024-06-19,31.263360682189344,22.24860403485268,20.252887276425547,6.458111266489991,4.851993467567647,5.430133289001457,5.135782669496083,2.654436284336831,1.704691029640423
2024-06-20,31.26527083043974,22.253304563691955,20.257166164241266,6.459475690891983,4.853018562678629,5.431280529434434,5.120435378833968,2.6549970949965473,1.7050511847914755
2024-06-21,31.247958343358235,22.25156339551706,20.255581180180233,6.458970281303608,4.852638847322227,5.430855569052495,5.141160384721465,2.656354222292641,1.7049177762520369
2024-06-24,31.098948175592273,22.252433945544563,20.256373641206007,6.46939498089815,4.967068134826009,5.431068040930582,5.163270455999233,2.6564581470911,1.7049844779120786
2024-06-25,31.09865238390529,22.252782184628686,20.256690642978565,6.477320965025362,4.967145866873762,5.431153034336922,5.155526517070651,2.655717245143281,1.7050111600374804
2024-06-26,31.07862419883556,22.26410294045697,20.27731298008709,6.43788835070209,4.995939135965556,5.4335339302314205,5.149958412838202,2.656881452125838,1.7057585987572776
2024-06-27,30.9886522465815,22.238859946633305,20.25432260460752,6.430589086217513,4.990274750515584,5.5978340549892,5.141773611830595,2.6538690854355838,1.7038246131891976
2024-06-28,30.967060686944535,22.24581781206308,20.260659568435358,6.43260102269283,4.991836056277437,5.5995854476481,5.143382316995669,2.6546994006589815,1.7043576882840072
2024-07-02,30.956164785222107,22.237990519474174,20.25353076284025,6.430337682646728,5.026047011679617,5.5976152079362755,5.141572594438744,2.6529834335141476,1.7037580022479597
2024-07-03,30.93492988074744,22.229473729461027,20.245773988756692,6.436472562923651,5.063202096250081,5.595471412018266,5.139603455451755,2.651967383849417,1.703105490541668
2024-07-04,30.926759302864088,22.22877923052422,20.246565224103126,6.4367241099675425,5.070434644973825,5.595690091470265,5.139804318897276,2.6520710267297964,1.7031720504698575
2024-07-05,30.83993270690575,22.18796344601605,20.266866748340632,6.483115177875344,5.124748188225272,5.595252749657575,5.147218298094339,2.6518637490694443,1.7030389358155966
2024-07-08,30.782815604347086,22.185538492194507,19.911581357458637,6.47804283400699,5.158991410146459,5.984961407196566,5.146293195906096,2.64904284768199,1.7027328510616682
2024-07-09,30.72210424729282,22.18180468431016,19.956278729934223,6.4780934556799545,5.177786156494015,5.985008175760287,5.147114845500597,2.649063548221357,1.702746156806589
2024-07-10,30.701553908211004,22.181722288962465,19.954095734810085,6.456288395987772,5.21628722396398,5.984353482375692,5.1543653002822625,2.648773770107533,1.702559895299208
2024-07-11,30.68359157556735,22.17946940059025,19.952069095504378,6.455632662548072,5.21575743134103,5.983745681042683,5.174936082361467,2.652411096375494,1.7023869746692788
2024-07-12,30.647603750837764,22.18223100205362,19.94298320173356,6.458256395827106,5.276496300160812,5.9861776274524745,5.130144066091027,2.6730287878166163,1.7030788680270197
2024-07-15,30.6629418423023,22.193332460123983,19.952963991843966,6.398930253380591,5.279137008502062,5.98917350734962,5.145223186445184,2.674366548522745,1.7039312015295498
2024-07-16,30.464832103230854,22.19463316877658,19.954836502272837,6.438633364289554,5.279632435602913,5.989735568698372,5.2989882203431256,2.6746175277384037,1.7040911090473632
2024-07-17,30.464832103230854,22.18915880541571,19.954836502272837,6.438633364289554,5.279632435602913,5.989735568698372,5.304462583703994,2.6746175277384037,1.7040911090473632
2024-07-18,30.472988163077797,22.118525614083104,19.95249591914532,6.496525164456,5.279013166254509,5.989033008494042,5.313223924071667,2.674303811078421,1.703891229339146
2024-07-19,30.431578021290527,22.108525010019648,19.97360678012493,6.500943313228868,5.276297911025523,5.989501363649693,5.341010176052552,2.674512947340639,1.7040244772676176
2024-07-22,30.35889328681919,22.088871236296686,20.028213712020566,6.525545931414461,5.280385991755022,5.994142035104745,5.342017886945582,2.6765851625614605,1.7053447570822875
2024-07-23,30.350311803529532,22.074946336920004,20.037608182225537,6.536231628833461,5.280799281491961,5.994611189706081,5.343218689035903,2.6767946558029503,1.7054782324545696
2024-07-24,30.289345618690454,22.061942483378537,20.086363057761414,6.536175546133735,5.285184133480862,5.999588747343993,5.350788723843841,2.6837173323411045,1.7068943570260557
2024-07-25,30.13553026633433,21.843297909684402,20.11440943044342,6.63786493254864,5.443959185994748,6.007965908578354,5.3951282840742625,2.7125664070849913,1.7092776752568526
2024-07-26,29.946393618381578,21.558224399264265,20.177245320507144,6.772699105904572,5.460965701751797,6.026734338575939,5.619719279608919,2.7234009068822727,1.714617329123511
2024-07-29,29.77974226875102,21.500553742532343,20.176292738006016,6.847916531427593,5.5960453144333036,6.0264498120422765,5.635190878886771,2.7232723331346547,1.7145363807860192
2024-07-30,29.66351998644386,21.488062515886106,20.20968673094012,6.859250589633098,5.605307387506675,6.036424252096966,5.687865873001799,2.732508536626215,1.7173741278651635
2024-07-31,12.546,9.134666666666668,8.542,2.8636666666666666,2.3773333333333335,2.553,2.40425,1.18,0.7263333333333334
2024-08-01,29.736212918777984,21.678358833079155,19.991538348010035,6.7685344615536,5.668913268067103,6.028631868942785,5.61361735622571,2.799035765238353,1.7151571801052787
2024-08-02,29.740607261738344,21.651124336673806,20.072707825823667,6.725768809561727,5.667985946037344,6.0234639046343865,5.60801870191561,2.7966363291395586,1.713686884475562
2024-08-05,29.642721779380253,21.6311116609814,20.107970958993423,6.75712032929375,5.708439134268506,6.016366496403259,5.631260911488558,2.793341070793836,1.7116676583970103
2024-08-06,29.650873846673647,21.637060449328285,20.11350086726606,6.758978610056357,5.710009016424035,6.018021061895099,5.605308493314292,2.7941092696303658,1.7121383854118581
2024-08-07,29.440317066505724,21.660706597491856,20.284549888629602,6.757322628144764,5.7145890304582805,6.022848133243425,5.609804526769198,2.796350432408097,1.7135116963490564
2024-08-08,29.42435985914247,21.663432291451613,20.28710241270628,6.770756529210635,5.715308130767069,6.023606023606024,5.601072750831205,2.800634684692656,1.713727317592052
2024-08-09,29.433019600900874,21.66268354330786,20.296816451774703,6.757737585932198,5.717601471296924,6.0260230726108635,5.593091985562407,2.7986113160042883,1.71441497260988
2024-08-12,29.43093812885674,21.663260308086937,20.298094078443945,6.75816296622689,5.717961377991711,6.0264023935652276,5.591870376089527,2.798787480599493,1.7145228901395262
2024-08-13,29.42931719877024,21.66206718844354,20.326874393921216,6.771953083355134,5.717646457156008,6.026070485118738,5.552222600321406,2.7994201313555904,1.7144284615581313
2024-08-14,29.38141191213704,21.63143204527107,20.298127520324645,6.895942142283314,5.709560390563158,6.017548236042828,5.558512780120642,2.7954611076955715,1.7120038655617342
2024-08-16,28.34818171308799,20.873012714458174,19.58432117225447,6.654196680861226,5.508777315996642,5.805934424551848,8.87510494307963,2.6986717001442195,1.6517993355658018
2024-08-19,28.35484500789509,20.877918956369435,19.579067488337444,6.655760762629777,5.510072164733491,5.807299120640403,8.865059341134277,2.69778956407345,1.652187594186635
2024-08-20,28.35699512609407,20.87950210709702,19.58055214851859,6.656265461997372,5.510489987734666,5.807739482050339,8.858148674035977,2.6979941346305143,1.6523128778414529
2024-08-27,28.361511435879255,20.88282750526621,19.583670667912987,6.657325579852072,5.511367622326841,5.808664458428687,8.843632861159723,2.6984238338019675,1.6525760353722563
2024-08-28,28.372700873084973,20.85540703816878,19.583809897744924,6.65995208749438,5.513542016384331,5.810956144693491,8.850915477863703,2.699488440112213,1.6532280244532076
2024-08-29,28.361296340887677,20.847024115368498,19.581246930831608,6.543514408738337,5.511325823864337,5.8086204052534685,8.996005104062583,2.698403368832986,1.6525635021605047
2024-08-30,28.361726534133464,20.847340329721376,19.581543945469885,6.5436136628651065,5.511409421423357,5.80870851227212,8.994624726259207,2.6984442990813684,1.6525885687741153
2024-09-02,28.38751780907158,20.85904700836054,19.59178098304178,6.522246399769312,5.514504314964932,5.811970352045743,8.95945697271394,2.699959591667157,1.6535165683650184
2024-09-03,28.401374419182673,20.861421586577595,19.594011296648002,6.541962095325192,5.5151320819870255,5.812631982377685,8.919494781419159,2.7002669530356185,1.6537048034470525
2024-09-04,28.404823575176234,20.858641922598885,19.589559673241684,6.542756572643005,5.515801857702635,5.813337887456238,8.920577994098617,2.700594882304386,1.6539056347783183
2024-09-05,28.418412774351058,20.86862094038269,19.59893154726309,6.545886703762556,5.518440681698665,5.816119056162114,8.877004535418601,2.701886878420786,1.654696882540442
2024-09-09,28.429833635440495,20.864184642833415,19.594765163090415,6.54449516470376,5.5172675593854095,5.814882652722286,8.878913553064885,2.701312505338281,1.654345123421055
2024-09-10,28.430265333199202,20.862982991266914,19.595062703213646,6.54459454073004,5.517351337295268,5.814970949820347,8.879048376473625,2.7013535238883395,1.6543702441126171
2024-09-11,28.46307665721594,20.766781050188857,19.604588760537116,6.566766237934184,5.529908410891945,5.817797873491951,8.89399932775152,2.7019071727393746,1.6551745092491137
2024-09-12,28.468915425569296,20.771041040261508,19.608610344493556,6.568113310401285,5.531042787706346,5.818991306461937,8.87531031391327,2.702461428004323,1.6555140431884792
2024-09-16,28.42807394840482,20.775618532316805,19.61293166174931,6.59387841563016,5.532261710935526,5.820273687370219,8.877266241994654,2.703816918613819,1.6558788829846856
2024-09-17,28.427425866153477,20.775144905096898,19.612484540606673,6.595247910725923,5.532135590515579,5.820141001065772,8.877063864629859,2.704515187725954,1.655841133479869
2024-09-23,28.424305622826363,20.769679322442112,19.60875932373371,6.593995202087832,5.531084810600233,5.819035517086152,8.893612090890615,2.7040014891382183,1.6555266211947675
2024-09-24,28.42905748768501,20.773151516648273,19.612037439849843,6.578379949505216,5.532009475845902,5.820008320810956,8.895098890368565,2.70445353359005,1.6558033856961842
2024-09-25,28.42383446661613,20.77488804913869,19.6136769089593,6.560690951026604,5.532471924414882,5.820494844655712,8.894322566671796,2.723678485865788,1.6559418026511028
2024-09-26,28.42383446661613,20.77488804913869,19.6136769089593,6.552331446745208,5.532471924414882,5.820494844655712,8.902682070953192,2.723678485865788,1.6559418026511028
2024-09-27,28.421674547433735,20.77330937124207,19.61218647117045,6.551833536922455,5.532051513430233,5.820052546890405,8.909604530507021,2.723471514304115,1.6558159680995161
2024-09-30,12.472,9.112333333333334,8.603,2.8856666666666664,2.4219999999999997,2.553,3.9085833333333335,1.1946666666666665,0.7263333333333334
2024-10-02,28.431232867344093,20.77252012226281,19.61144133721626,6.578180001405756,5.5212031754896875,5.819831423214357,8.886469974753375,2.7233680403186127,1.6557530579950495
2024-10-03,28.408315352223795,20.788000342195563,19.627577160347137,6.55266484796061,5.525317719076452,5.824168512304782,8.890811098542816,2.726157999296598,1.6569869680522418
2024-10-04,28.401273582664068,20.78410872974386,19.616214418096277,6.583852112341396,5.524687544551632,5.823504253195837,8.881433255714489,2.7281281186142663,1.6567979850781733
2024-10-07,28.407753515034557,20.78885075719406,19.58646652280138,6.582312174995959,5.534313772090768,5.824832922968695,8.88954378226274,2.728750558507857,1.6571759941439859
2024-10-08,28.341432680246157,20.791432775420624,19.570915445102415,6.528206855987712,5.559711507163781,5.831529777234649,8.98656326912864,2.731126427854901,1.6590812618611177
2024-10-09,28.35239258566183,20.806186364615154,19.593457667879267,6.559863710942189,5.565898770311396,5.838019540100654,8.889087919019298,2.7341658297873153,1.6609276116828993
2024-10-10,28.336409154710957,20.79445704610685,19.601457348927653,6.546262067599507,5.5627610401037595,5.834728404020089,8.93130919527752,2.7326244660164587,1.6599912772372076
2024-10-14,28.317425273355347,20.79499062645718,19.58375760113434,6.56090899574622,5.559034287182513,5.8308194474843695,8.964152146398561,2.7300324505390976,1.6588791717023685
2024-10-15,28.30339146604442,20.795307257040733,19.584055789131092,6.566338095990347,5.566732076276106,5.830908229239428,8.964288637189835,2.730074018808276,1.6589044302797642
2024-10-16,28.325629319818457,20.71951105702113,19.597334354186547,6.570790266088437,5.570506484132018,5.834861756286532,8.989412457075598,2.731925089181813,1.660029216209473
2024-10-17,28.33517698061981,20.712568089606968,19.563350703600538,6.58229679738475,5.568639845247865,5.832906533746361,9.01457845845701,2.731009639641526,1.6594729516951716
2024-10-22,28.30416702351385,20.720355514954274,19.555606307155024,6.579691113077736,5.604499129292872,5.830597504924491,9.01633884305385,2.7299285354039986,1.658816028623902
2024-10-23,28.298781241972463,20.716412798386404,19.55188522172643,6.578439114426252,5.603432692399174,5.829488045515522,9.01462319350757,2.7484373067445556,1.6585003853216245
2024-10-25,28.298781241972463,20.712607152711048,19.55188522172643,6.578439114426252,5.607238338074533,5.829488045515522,9.01462319350757,2.7484373067445556,1.6585003853216245
2024-10-28,28.293612819639634,20.708824251233278,19.54831431175102,6.577237643898476,5.610019195975884,5.828423361635824,9.027435596454547,2.7479353386691425,1.6581974807421938
2024-10-29,28.27919429396139,20.698270960773836,16.75378732418202,6.573885860212703,5.610963321854577,5.825453176370368,9.069992527082196,5.531100078151888,1.6573524574110237
2024-10-30,28.75893811605101,21.042050465197647,17.032052533601906,6.68307214091439,5.718074566939941,5.922208669126843,5.676126555411003,5.622966632966497,3.5445103197907626
2024-10-31,12.414333333333333,9.070666666666668,7.3423333333333325,2.881,2.473333333333333,2.553,2.4559166666666665,2.424,1.528
2024-11-01,28.77512743596331,21.001678542661832,17.018761432536685,6.677856951078883,5.732928216707777,5.917587225305239,5.7157371583760055,5.6185787051076765,3.5417443322625948
2024-11-04,28.7800194349942,20.985929914242604,17.021654756454023,6.6789922395256776,5.73390285980337,5.918593261891377,5.719027168421805,5.619533907882764,3.5423464567841845
2024-11-06,28.80227677423471,20.990559197870166,17.034818637222244,6.68415751039687,5.734470431516,5.9231704699907,5.661581174851079,5.623879835196811,3.5450859687214216
2024-11-07,28.799950482313868,20.982345784323396,17.042594881496054,6.674829347739886,5.7370881666270135,5.925874345002873,5.664165636660109,5.626447086677228,3.546704269159573
2024-11-08,28.732050225432687,20.96436709167596,17.00838706549668,6.739128326950114,5.751684685121443,5.940951180491589,5.667717069859892,5.6399864255587335,3.555727929412905
2024-11-11,28.742556795362077,20.975430876420976,17.01736311197257,6.741908758777113,5.754720092820569,5.944086472139277,5.6233665694611785,5.642962885353791,3.5576044376924463
2024-11-12,28.763356761304788,21.00472769598175,16.9652971958331,6.741193135999471,5.743966018106318,5.9530494902133,5.635732287656885,5.629708507326666,3.562968907577721
2024-11-13,28.84287796568498,20.933994423273177,17.104043614764862,6.49694528836829,5.767951187054501,5.977907732293697,5.650679919685768,5.647753016174069,3.5778468527006537
2024-11-14,28.598978747325848,20.588235294117645,17.301956620184576,6.877059291993941,5.847998875685129,5.98073049235622,5.659832289698465,5.566139383812989,3.5790690048251848
2024-11-15,28.56562658648026,20.5357909946499,17.50302651618698,6.9777795134143,5.811692115437185,5.982739094778772,5.468817120318663,5.574257039090873,3.5802710196430665
2024-11-18,28.581714589822653,20.454865622114045,17.629564700173745,7.1376023291123385,5.694429226603221,5.994959850986898,5.333635950975943,5.585643401631005,3.587584328580149
2024-11-19,28.557911117714678,20.438390015405428,17.60832675148776,7.11073922597496,5.744582684923794,5.990131141643924,5.397374039115713,5.567850356201663,3.584694667532082
2024-11-20,28.584960310626105,20.41771696074901,17.622238574626984,7.070501479544708,5.750653661286029,5.995678790061217,5.396032628266349,5.57373455871992,3.588483036119679
2024-11-21,28.61282995222057,20.429231612751625,17.632176705569044,7.022793138560352,5.753896765097517,5.999060076760398,5.4029920889794,5.5565128847810765,3.590506775280019
2024-11-22,28.557311477981255,20.45723697109917,17.654993921806987,7.012274028469472,5.761342692443434,6.006823261832869,5.391161130936042,5.563703384181013,3.595153131249755
2024-11-25,28.559775361977817,20.459001992250617,17.656517169435425,7.004251180447707,5.761839772852055,6.0073415219539745,5.391626272608907,5.564183412552747,3.5954633159207496
2024-11-26,28.54474976852215,20.457149134508246,17.662936865397594,7.007109116303887,5.756344062397012,6.009792690008004,5.3985342351814944,5.566453759357198,3.5969303683244145
2024-11-27,28.601754882536092,20.498002956253735,17.458408025914395,7.021102619744,5.767839733308174,6.021794508915936,5.449413466679247,5.577570211026198,3.6041135956222283
2024-11-28,28.60153000652572,20.49862802600854,17.4582707624087,7.021047417622593,5.767794384734529,6.021747163669814,5.449370621673258,5.577526358411498,3.604085258945349
2024-11-29,28.613678373382623,20.49946906831321,17.46568608172415,7.024029574861368,5.7702442285759235,6.024304872773036,5.417076336178078,5.579895386793566,3.6056160773980412
2024-12-03,28.61311686881558,20.49963031132506,17.45559803042459,7.024084823886607,5.770289615681092,6.0243522582472036,5.429704091745717,5.577579561722278,3.605644438151871
2024-12-04,28.62369296858404,20.50495275410894,17.46013013272909,7.025908529437219,5.774934894296662,6.025916397195931,5.398856027883337,5.579027702378424,3.606580593386362
2024-12-05,28.626278520849723,20.505114083398897,17.460267505900866,7.022816679779701,5.774980330448465,6.0259638080251765,5.398898505114083,5.579071597167585,3.6066089693154995
