date,ASTRUM CAPITAL MANAGEMENT LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,SINOPAC SECURITIES (ASIA) LTD,KAM FAI SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-06-28,0.0,0.0,1.3166265060240963,2.524016064257028,0.4934939759036145,2.3190361445783134,0.0,0.0,0.0,1.8441767068273094,8.497349397590362
2024-07-05,0.0,0.0,1.3243373493975903,2.524016064257028,0.4934939759036145,2.3190361445783134,0.0,0.0,0.0,1.8441767068273094,8.505060240963855
2024-07-08,0.0,0.0,1.3256224899598392,2.5246586345381528,0.4934939759036145,2.3190361445783134,0.0,0.0,0.0,1.8441767068273094,8.506987951807229
2024-07-09,0.0,0.0,1.3262650602409638,2.5246586345381528,0.4934939759036145,2.3190361445783134,0.0,0.0,0.0,1.8441767068273094,8.507630522088354
2024-07-10,0.0,0.0,1.3269076305220884,2.5246586345381528,0.4934939759036145,2.3190361445783134,0.0,0.0,0.0,1.8441767068273094,8.508273092369478
2024-07-12,0.0,0.0,1.3307630522088352,2.5246586345381528,0.4934939759036145,2.3190361445783134,0.0,0.0,0.0,1.8570281124497994,8.524979919678714
2024-07-15,0.0,0.0,1.3314056224899598,2.5246586345381528,0.4934939759036145,2.3190361445783134,0.0,0.0,0.0,1.8570281124497994,8.525622489959838
2024-07-19,0.0,0.0,1.3359036144578313,2.5246586345381528,0.4934939759036145,2.3190361445783134,0.0,0.0,0.0,1.8570281124497994,8.53012048192771
2024-07-24,0.0,0.0,1.3243373493975903,2.5246586345381528,0.5384738955823293,2.3190361445783134,0.0,0.0,0.0,1.8570281124497994,8.563534136546185
2024-07-25,0.0,0.0,1.3256224899598392,2.5246586345381528,0.5487550200803213,2.3126104417670685,0.0,0.0,0.0,1.8570281124497994,8.568674698795181
2024-07-26,0.0,0.0,1.3217670682730922,2.5246586345381528,0.5519678714859437,2.3126104417670685,0.0,0.0,0.0,1.8570281124497994,8.568032128514057
2024-07-29,0.0,0.0,1.3211244979919678,2.5246586345381528,0.7948594377510041,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.568032128514057
2024-07-31,0.0,0.0,1.2986345381526103,2.5246586345381528,0.7955020080321284,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.546184738955823
2024-08-02,0.0,0.0,1.3281927710843373,2.5246586345381528,0.7955020080321284,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.57574297188755
2024-08-05,0.0,0.0,1.2909236947791165,2.5246586345381528,0.7955020080321284,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.53847389558233
2024-08-06,0.0,0.0,1.3121285140562249,2.5246586345381528,0.7955020080321284,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.559678714859437
2024-08-07,0.0,0.0,1.3127710843373492,2.5246586345381528,0.7993574297188755,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.56417670682731
2024-08-09,0.0,0.0,1.3134136546184738,2.5246586345381528,0.8057831325301203,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.57124497991968
2024-08-14,0.0,0.0,1.3114859437751003,2.5246586345381528,0.8057831325301203,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.569317269076306
2024-08-15,0.0,0.0,1.310843373493976,2.5246586345381528,0.8057831325301203,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.568674698795181
2024-08-19,0.0,0.0,1.3114859437751003,2.5246586345381528,0.8057831325301203,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.569317269076306
2024-08-23,0.0,0.0,1.3121285140562249,2.5246586345381528,0.8057831325301203,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.56995983935743
2024-08-27,0.0,0.0,1.323694779116466,2.5246586345381528,0.8057831325301203,2.0703614457831323,0.0,0.0,0.0,1.8570281124497994,8.581526104417671
2024-08-28,0.0,0.0,1.3301204819277108,2.5246586345381528,0.8295582329317269,2.0703614457831323,0.0,0.0,0.0,1.8576706827309237,8.612369477911647
2024-08-29,0.0,0.0,1.3339759036144578,2.5246586345381528,0.8295582329317269,2.0703614457831323,0.0,0.0,0.0,1.8576706827309237,8.616224899598393
2024-08-30,0.0,0.0,1.3352610441767068,2.5246586345381528,0.8302008032128515,2.0703614457831323,0.0,0.0,0.0,1.8576706827309237,8.618152610441769
2024-09-16,0.0,0.0,1.3359036144578313,2.5246586345381528,0.8302008032128515,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.61877376171352
2024-09-17,0.0,0.0,1.3333333333333335,2.5246586345381528,1.1669076305220885,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.952910307898259
2024-09-19,0.0,0.0,1.3339759036144578,2.5246586345381528,1.1669076305220885,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.953552878179384
2024-10-03,0.0,0.0,1.3333333333333335,2.5246586345381528,1.1669076305220885,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.952910307898259
2024-10-04,0.0,0.0,1.3333333333333335,2.5246586345381528,1.1784738955823293,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.9644765729585
2024-10-07,0.0,0.0,1.3339759036144578,2.5246586345381528,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.966404283801873
2024-10-08,0.0,0.0,1.3474698795180724,2.5246586345381528,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.97989825970549
2024-10-09,0.0,0.0,1.3500401606425703,2.5246586345381528,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.982468540829986
2024-10-15,0.0,0.0,1.3609638554216867,2.5246586345381528,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.993392235609104
2024-10-25,0.0,0.0,1.3506827309236948,2.5246586345381528,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.98311111111111
2024-10-29,0.0,0.0,1.3474698795180724,2.5246586345381528,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.97989825970549
2024-11-01,0.0,0.0,1.3410441767068273,2.5246586345381528,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.973472556894244
2024-11-04,0.0,0.0,1.3404016064257027,2.526586345381526,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.974757697456493
2024-11-07,0.0,0.0,1.3404016064257027,2.5297991967871485,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.977970548862114
2024-11-08,0.0,0.0,1.3397590361445784,2.5297991967871485,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,8.97732797858099
2024-11-18,0.0,0.0,1.3397590361445784,2.6049799196787147,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,9.052508701472558
2024-11-27,0.0,0.0,1.3590361445783132,2.6049799196787147,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,9.071785809906292
2024-12-02,0.0,0.0,1.3609638554216867,2.6049799196787147,1.1797590361445782,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,9.073713520749665
2024-12-04,0.0,0.0,1.3699598393574297,2.6049799196787147,1.4843373493975904,2.0703614457831323,0.0,0.0,0.0,1.857649263721553,9.387287817938422
2024-12-05,0.0,0.0,1.3725301204819276,2.6313253012048192,1.5344578313253012,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.482388219544847
2024-12-06,0.0,0.0,1.4008032128514056,2.6313253012048192,1.579437751004016,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.55564123159304
2024-12-09,0.0,0.0,1.4008032128514056,2.6210441767068273,1.579437751004016,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.545360107095046
2024-12-10,0.0,0.0,1.3828112449799197,2.6210441767068273,1.579437751004016,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.52736813922356
2024-12-13,0.0,0.0,1.3834538152610443,2.6210441767068273,1.579437751004016,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.528010709504684
2024-12-19,0.0,0.0,1.3847389558232932,2.6210441767068273,1.579437751004016,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.529295850066935
2024-12-23,0.0,0.0,1.418152610441767,2.6248995983935743,1.6899598393574295,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.677087014725569
2024-12-30,0.0,0.0,1.416867469879518,2.6261847389558235,1.6899598393574295,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.677087014725569
2025-01-02,0.0,0.0,1.416867469879518,2.6261847389558235,1.7702811244979921,2.086425702811245,0.0,0.0,0.0,1.857649263721553,9.757408299866132
2025-01-03,0.0,0.0,1.41429718875502,2.6261847389558235,1.8377510040160643,2.0157429718875504,0.0,0.0,0.0,1.857649263721553,9.75162516733601
2025-01-07,0.0,0.0,1.41429718875502,2.6210441767068273,1.8377510040160643,2.0157429718875504,0.0,0.0,0.0,1.857649263721553,9.746484605087016
2025-01-08,0.0,0.0,1.4149397590361446,2.6210441767068273,1.8377510040160643,2.0157429718875504,0.0,0.0,0.0,1.857649263721553,9.747127175368139
2025-01-23,0.0,20.62586345381526,1.3571084337349397,2.617831325301205,1.8377510040160643,2.2579919678714857,0.0,0.0,0.0,1.8737135207496654,30.570259705488624
2025-01-24,0.0,20.62586345381526,1.3661044176706827,2.617831325301205,1.8576706827309237,2.02859437751004,0.0,1.7959839357429719,0.0,1.865360107095047,32.157408299866134
2025-01-27,0.0,20.611726907630523,1.5736546184738958,2.6499598393574297,1.8589558232931729,2.0330923694779117,0.0,1.7959839357429719,0.0,1.866645247657296,32.3900187416332
2025-02-03,0.0,20.611726907630523,1.5164658634538153,2.6685943775100402,1.8589558232931729,2.0330923694779117,0.0,1.7959839357429719,0.0,1.866645247657296,32.351464524765724
2025-02-04,0.0,20.611726907630523,1.327550200803213,2.6685943775100402,1.8910843373493975,2.060722891566265,0.0,1.7959839357429719,0.0,1.866645247657296,32.22230789825971
2025-02-06,0.0,20.611726907630523,1.3571084337349397,2.6685943775100402,1.8910843373493975,2.047871485943775,0.0,1.7959839357429719,0.0,1.866645247657296,32.23901472556894
2025-02-10,0.0,20.611726907630523,1.3635341365461846,2.6685943775100402,1.8910843373493975,2.047871485943775,0.0,1.7959839357429719,0.0,1.8589344042838019,32.23772958500669
2025-02-12,0.0,20.611726907630523,1.3616064257028113,2.6685943775100402,1.8910843373493975,2.047871485943775,0.0,1.7959839357429719,0.0,1.8589344042838019,32.23580187416332
2025-02-13,0.0,20.611726907630523,1.3622489959839357,2.6685943775100402,1.8910843373493975,2.047871485943775,0.0,1.7959839357429719,0.0,1.8589344042838019,32.236444444444444
2025-02-18,0.0,20.611726907630523,1.3500401606425703,2.6685943775100402,1.8910843373493975,2.0587951807228917,0.0,1.7959839357429719,0.0,1.8589344042838019,32.23515930388219
2025-02-19,0.0,20.611726907630523,1.3519678714859438,2.6685943775100402,1.8910843373493975,2.0587951807228917,0.0,1.7959839357429719,0.0,1.8589344042838019,32.23708701472557
2025-02-21,0.0,20.611726907630523,1.3506827309236948,2.6685943775100402,1.8910843373493975,2.0587951807228917,0.0,1.7959839357429719,0.0,1.8589344042838019,32.23580187416332
2025-02-25,0.0,20.611726907630523,1.3513253012048194,2.6685943775100402,1.8910843373493975,2.0587951807228917,0.0,1.7959839357429719,0.0,1.8589344042838019,32.236444444444444
2025-02-28,0.0,20.611726907630523,1.3519678714859438,2.6685943775100402,1.8910843373493975,2.3196787148594376,0.0,1.7959839357429719,0.0,1.8589344042838019,32.497970548862114
2025-03-03,0.0,20.611726907630523,1.3526104417670683,2.6685943775100402,1.8910843373493975,2.3196787148594376,0.0,1.7959839357429719,0.0,1.8589344042838019,32.498613119143236
2025-03-04,0.0,20.611726907630523,1.3532530120481927,2.6685943775100402,1.8910843373493975,2.3196787148594376,0.0,1.7959839357429719,0.0,1.857649263721553,32.497970548862114
2025-03-05,0.0,20.611726907630523,1.3590361445783132,2.6685943775100402,1.8910843373493975,2.3196787148594376,0.0,1.7959839357429719,0.0,1.857649263721553,32.50375368139223
2025-03-10,0.0,20.611726907630523,1.3590361445783132,2.6685943775100402,2.126265060240964,2.3196787148594376,0.0,1.7959839357429719,0.0,1.857649263721553,32.7389344042838
2025-03-11,0.0,20.611726907630523,1.3442570281124497,2.6685943775100402,2.175100401606426,2.3196787148594376,0.0,1.7959839357429719,0.0,1.857649263721553,32.772990629183404
2025-03-12,0.0,20.611726907630523,1.3448995983935743,2.6685943775100402,2.175100401606426,2.3196787148594376,0.0,1.7959839357429719,0.0,1.857649263721553,32.77363319946453
2025-03-14,0.0,20.611726907630523,1.3455421686746987,2.6685943775100402,2.175100401606426,2.3196787148594376,0.0,1.7959839357429719,0.0,1.857649263721553,32.77427576974565
2025-03-17,0.0,20.611726907630523,1.3455421686746987,2.6685943775100402,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.857649263721553,32.77363319946453
2025-03-21,0.0,20.611726907630523,1.3423293172690764,2.6685943775100402,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,32.81475769745649
2025-03-26,0.0,20.611726907630523,1.3436144578313254,2.6679518072289157,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,32.815400267737616
2025-03-31,0.0,20.611726907630523,1.3558232931726908,2.6679518072289157,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,32.827609103078984
2025-04-01,0.0,20.611726907630523,1.3532530120481927,2.6679518072289157,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,32.825038821954486
2025-04-03,0.0,20.611726907630523,1.3538955823293173,2.6679518072289157,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,32.82568139223561
2025-04-08,0.0,20.611726907630523,1.3551807228915664,2.6679518072289157,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,32.826966532797854
2025-04-10,0.0,20.611726907630523,1.3564658634538154,2.6679518072289157,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,32.82825167336011
2025-04-11,51.94088353413655,20.611726907630523,1.3564658634538154,2.6679518072289157,2.174457831325301,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,84.76913520749665
2025-04-14,51.94088353413655,20.611726907630523,1.3404016064257027,2.6679518072289157,2.3434538152610442,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,84.92206693440428
2025-04-15,51.94088353413655,20.611726907630523,1.3448995983935743,2.6679518072289157,2.3434538152610442,2.3196787148594376,0.0,1.7959839357429719,0.0,1.9019866131191432,84.92656492637215
2025-04-16,51.94088353413655,20.411887550200802,1.8332530120481927,3.1826506024096384,2.38136546184739,2.308112449799197,1.9469879518072288,1.7760642570281124,0.0,1.2934725568942436,87.07467737617135
2025-04-17,51.94088353413655,20.411887550200802,2.0215261044176707,3.2044979919678718,2.342168674698795,2.211084337349398,1.9469879518072288,1.6218473895582328,0.0,1.2767657295850066,86.97764926372156
2025-04-22,51.94088353413655,20.411887550200802,2.163534136546185,3.0522088353413657,2.3749397590361445,2.261204819277108,1.9469879518072288,1.6218473895582328,1.5800803212851404,1.2921874163319946,88.64576171352076
2025-04-23,51.94088353413655,20.39132530120482,2.3273895582329316,3.066345381526104,2.3569477911646586,2.1738152610441768,1.9341365461847388,1.5659437751004017,1.3680321285140562,1.2851191432396252,88.40993842034806
2025-04-24,51.94088353413655,20.391967871485946,2.8819277108433736,2.987309236947791,2.346024096385542,2.2316465863453816,1.9341365461847388,1.6276305220883536,1.306987951807229,1.2812637215528782,88.92977777777777
2025-04-25,51.94088353413655,20.39132530120482,3.084979919678715,3.0110843373493976,2.3216064257028113,2.254136546184739,1.9341365461847388,1.6289156626506023,1.310843373493976,1.2626291834002676,89.14054082998662
2025-04-28,51.94088353413655,20.39132530120482,3.1183935742971887,2.9937349397590363,2.2991164658634538,2.2547791164658637,1.9341365461847388,1.6289156626506023,1.3134136546184738,1.2607014725568944,89.13540026773762
2025-04-29,51.94088353413655,20.39132530120482,3.050281124497992,2.995020080321285,2.308112449799197,2.2779116465863454,1.9341365461847388,1.6289156626506023,1.3134136546184738,1.2613440428380187,89.10134404283802
2025-04-30,51.94088353413655,20.39325301204819,3.1280321285140564,2.962248995983936,2.308755020080321,2.169317269076305,1.9341365461847388,1.6289156626506023,1.3134136546184738,1.2870468540829987,89.06600267737616
2025-05-02,51.94088353413655,20.39325301204819,3.1466666666666665,3.0014457831325303,2.3119678714859435,2.1609638554216866,1.9341365461847388,1.6289156626506023,1.3134136546184738,1.2883319946452476,89.11997858099063
