date,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,HANG SENG SECURITIES LTD
2024-03-01,78.33748788256474,0.0,0.0,2.1170890458385263,16.699556848081983,0.13848497438027974,1.1580805982550892,0.2596593269630245,0.029428057055809444,1.2602132668605457
2024-03-04,80.25538883028138,0.0,0.0,2.0028026641054306,15.142258821306545,0.12596243170474405,1.4469934342082473,0.1873691171608068,0.026767016737258113,0.8124576844955992
2024-03-05,70.34159660306275,5.926993266404114,6.919185379583028,1.5449668972186588,13.331212573764223,0.11055219300312408,0.924492713988625,0.16444638709214704,0.023492341013163862,0.7130616448701502
2024-03-06,70.35421600695581,5.897815530676338,6.885123224729349,1.468606272021359,13.265584930889563,0.11000796045103814,1.0849535099483636,0.20076452782314458,0.023376691595845607,0.709551344909196
2024-03-07,74.79674885614656,4.836805416550927,4.62774397412945,1.2624846271318604,12.848923629380968,0.10930602832310479,0.632608638919969,0.15712741571446315,0.023227531018659767,0.7050238826840259
2024-03-08,75.68485834876329,4.6957158130015255,4.948921347402487,1.4560031955111905,11.77835833095114,0.09930115570408803,0.5747054386374094,0.10054242015038913,0.021101495587118702,0.6404924542913677
2024-03-11,74.92496122323602,4.81078579648179,5.114705082315341,1.7434760486957566,11.934735752742288,0.10173456155773927,0.5887887750154159,0.103006243577211,0.021618594331019595,0.6561879220474182
2024-03-12,75.37229703482703,4.910263707497447,4.958330667398458,1.7197591449579435,11.612997236920307,0.09862418035601109,0.5707874438104142,0.09985698261046123,0.020957638325652356,0.6361259632962716
2024-03-13,73.93256959592046,4.91650662035641,5.581819512693085,1.7219456479891315,12.04868205736338,0.46906046325151973,0.5715131433827727,0.09998394085098183,0.02098428388230483,0.6369347343099584
2024-03-14,69.11110783175467,5.2899697825028875,6.80953936430916,1.982238030492963,14.351616055782385,0.2525990783324366,1.1207422264960214,0.10768697549961771,0.022600970166586434,0.9518996846632874
2024-03-15,67.69877029076153,5.429919006680022,6.884891457130301,2.828769208507713,14.410083144515761,0.3194845223726358,1.3231983968266667,0.10915721181065058,0.022630153668061703,0.9730966077266532
