date,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,NANYANG COMMERCIAL BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD
2024-03-01,74.87436704334502,8.952390431505778,6.59228558455211,6.610081511454162,1.597519944870928,0.0,0.7074078467009077,0.0,0.6659476375710937,0.0
2024-03-04,73.49586847706581,8.799851840240203,6.488752397321128,6.425297333960889,1.5681943620897396,1.175651174332574,0.705321381322031,0.6871774027328864,0.6538856309347464,0.0
2024-03-05,73.5214582645504,8.798927052346144,6.490620003739724,6.399175409142867,1.5681864494690902,1.1756452423626707,0.7049313113081312,0.6871739354495968,0.653882331631375,0.0
2024-03-06,73.52325179142001,8.808450403391946,6.484991267370983,6.400317056157126,1.572519378207051,1.1646473476792616,0.7047015641050177,0.6871584887348449,0.6539627029337592,0.0
2024-03-07,73.5153119561859,8.826965011655766,6.477917973289666,6.394768003061185,1.5737034118939155,1.1656197906668921,0.7038169937837389,0.6876054655883367,0.6542913938745983,0.0
2024-03-08,73.10252596351235,8.780736199439247,6.444437524936615,6.354806457441721,1.5649376607058336,1.158354692933238,0.6998317608491097,0.6837987470862004,0.6519191586494061,0.5586518344462831
2024-03-11,73.091452477432,8.785901106268817,6.456504747030427,6.353843838709711,1.5647006057590447,1.1581258138538697,0.6997257511434232,0.6836951660428943,0.6517563112689578,0.5542941824908497
2024-03-12,73.04860620775604,8.79598971582608,6.443411793605431,6.385142114912723,1.5614199159255706,1.1567479886426772,0.7204988432839047,0.6831338216427245,0.6512105163020693,0.5538390821027794
2024-03-13,73.04787719093814,8.81281418854628,6.420422890716086,6.385473590572831,1.5634249719535223,1.15680997338058,0.7218183759989666,0.6831704276029706,0.652611731147508,0.5555766591431202
2024-03-14,73.05640871529965,8.799422145234399,6.420073069609968,6.38673198361501,1.5635518441850564,1.160170130156734,0.7218966668553367,0.6832445265724651,0.6528639996093679,0.5556369188620048
2024-03-15,73.03831460853493,8.803995607744554,6.41668885591899,6.401372808502534,1.563704510737109,1.1619300490826086,0.7219819419889197,0.6833252358636261,0.6529197665749463,0.5557666150517755
2024-03-18,73.03069305593682,8.807621581882751,6.417711000890228,6.403085228455908,1.5640699060545402,1.1622253672225973,0.7221654421612254,0.6834775519737731,0.6530429957714828,0.5559078696506684
2024-03-19,73.0439791519613,8.809330787911199,6.417847141415976,6.3877832918458095,1.5640937488373297,1.1622113418431388,0.7221567272900447,0.6834693039761918,0.6532273437941136,0.5559011611249076
2024-03-20,73.13098615846667,8.805824830900901,6.423755079721596,6.2974578126088945,1.5643670956964992,1.1624223910622469,0.7222878657567597,0.6831661645236383,0.653730492485991,0.5560021087767957
2024-03-21,73.16269105436017,8.808045933160605,6.420509979033476,6.267472485672925,1.5644408982062084,1.1625407324614427,0.7223611425090035,0.6832357148354826,0.6537543164684019,0.5549477432922925
2024-03-22,73.0749191135747,8.807490235674477,6.418087009206433,6.359277982438362,1.5647610052189915,1.1626436448798374,0.7224250885971311,0.681586861859039,0.6538121892257729,0.5549968693252565
2024-03-25,73.07192140720701,8.814831308830412,6.4137642187046335,6.359172588839564,1.5644617910194736,1.1630232668359826,0.7223895346763669,0.6815589015506226,0.6539028802975737,0.5549741020383487
2024-03-26,73.09317142540466,8.821655510091322,6.423921413623593,6.334158330351758,1.5646951543479595,1.1541014342402294,0.7225022236871724,0.6816438520443389,0.6473804490446005,0.5567702071643529
2024-03-27,73.16405004439265,8.82435535408214,6.4105886316800795,6.27602191238163,1.5637078217292395,1.1537671158223408,0.72229293029824,0.6814143500081294,0.6471929168216299,0.5566089227839127
2024-03-28,73.1138789966169,8.835747307159357,6.37494779779275,6.3444323190821565,1.566015474893256,1.1547479894973338,0.7223719739482475,0.6814889201376888,0.6496993859583782,0.5566698349139336
2024-04-02,73.12793359810827,8.843482650268063,6.3698692725047215,6.321257615010564,1.5663165083458785,1.1549699654482488,0.7225108347276468,0.6816199220120902,0.6552627906232661,0.5567768429512496
2024-04-03,73.1209554841936,8.84423871338237,6.376223850286992,6.321217971884159,1.5664202544293286,1.1565874631249922,0.7225734779527765,0.6816790199081705,0.6532786481506049,0.5568251166870105
2024-04-05,73.11954971048537,8.856923040361583,6.366763422618401,6.3212670929007615,1.5666139912423376,1.1566042714251141,0.7225839788723049,0.6816889265221696,0.6511723567311034,0.5568332088408469
2024-04-08,73.10789107795898,8.859347730436271,6.3689223785327025,6.328807389620265,1.5662575910120298,1.156398657824407,0.7224688722590333,0.6815803344333179,0.6515814618304835,0.5567445060925147
2024-04-09,73.10833585452913,8.859391271489635,6.36895367988779,6.323425291541859,1.5662759728358546,1.1562974998328799,0.7250863819870079,0.6815836841975009,0.6539031213725374,0.5567472423258116
2024-04-10,73.10453990902353,8.8667623364721,6.370674237149373,6.323096965400459,1.5640258816286587,1.156237462324895,0.7249205309495956,0.6815482948743482,0.6514760473919006,0.5567183347851385
2024-04-11,73.07773554019278,8.86847777087907,6.3704036729731035,6.3504191699276635,1.563962271908507,1.1561825398898269,0.7248860964998499,0.6815159206491646,0.6497251269722201,0.556691890107821
2024-04-12,73.08447437562951,8.890168323686302,6.335581372087269,6.365799399282333,1.564725481197085,1.1562352294505192,0.7164053813769878,0.6810442648213606,0.6488231913981222,0.5567429810705073
2024-04-15,73.09094467970363,8.88057196124587,6.334341353876867,6.368388356380235,1.5647959439994377,1.1576089623414398,0.7164393440102057,0.6810981865690049,0.6490241506217046,0.5567870612516038
2024-04-16,73.11473167430418,8.880730061197252,6.3053484846486025,6.373844465247415,1.5631770677152559,1.1579741642219787,0.7166719809126879,0.6813193477513637,0.6492348969595476,0.5569678570417215
