date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,DBS BANK LTD,BNP PARIBAS,IFAST SECURITIES (HK) LTD,UBS SECURITIES HONG KONG LTD
2024-03-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-08,0.0,47.037210563953344,0.0,0.0,52.962789436046656,0.0,0.0
2024-03-11,0.0,38.300905567937676,0.0,18.57317832259101,43.12591610947132,0.0,0.0
2024-03-13,0.0,32.42779185012665,0.0,16.575149176342588,36.51292861635755,14.484130357173214,0.0
2024-03-18,0.0,30.854212833411516,0.0,17.388350613849216,37.976157740646684,13.781278812092587,0.0
2024-03-19,0.0,27.04791344667697,30.255377678204276,13.399883725876666,17.215660139245355,12.081165009996738,0.0
2024-03-20,0.0,27.03449644264293,30.24036962498937,13.39323676974971,17.263811332520763,12.068085830097225,0.0
2024-03-21,0.0,22.030883660764815,43.231350265063575,10.914382731021101,13.988889273875934,9.83449406927457,0.0
2024-03-22,0.0,21.41261520155361,42.018117934959534,10.60808459526509,16.402680646138997,9.558501622082776,0.0
2024-03-25,0.0,21.293102485962738,41.783597334315665,10.548876460935668,16.869272071710036,9.505151647075897,0.0
2024-03-26,0.0,21.058035172162548,41.322323173222344,11.536380998642128,16.68304207191195,9.400218584061026,0.0
2024-03-27,0.0,20.828101285173013,40.87112236987214,11.410414596595437,17.59278468711442,9.297577061244992,0.0
2024-03-28,0.0,20.382975540429353,39.99764914567817,11.166558028701793,19.353942489554726,9.09887479563596,0.0
2024-04-02,0.0,20.167471955848303,39.57476502119831,11.048497087214404,20.206591036444184,9.0026748992948,0.0
2024-04-03,0.0,19.770322232932227,38.79543546531513,10.830923582392753,21.777929790740338,8.82538892861955,0.0
2024-04-05,0.0,19.668395491993444,38.595423940278195,10.775084293123536,22.181207015662537,8.779889258942289,0.0
2024-04-09,0.0,19.467662757825337,38.20152475429411,10.665115377157262,22.975414102446344,8.690283008276946,0.0
2024-04-10,0.0,19.27098592687633,56.90573128719073,10.557368437004335,4.663427053130335,8.602487295798268,0.0
2024-04-11,0.0,18.921170880739588,55.87275450586729,10.365726642397311,6.364258577762788,8.476089393233016,0.0
2024-04-12,0.0,18.73532849439659,55.3239763095086,10.263915217113729,7.283942129197647,8.392837849783426,0.0
2024-04-15,0.0,18.33024225709426,54.12778797459231,10.04199379222202,9.288604018719429,8.211371957371977,0.0
2024-04-16,0.0,17.203963336283945,53.61259434815301,9.946413104518241,11.10381390213491,8.133215308909893,0.0
2024-04-17,0.0,16.88258315197594,52.611079457889275,9.573802340677918,12.951253000569757,7.9812820488871035,0.0
2024-04-18,0.0,16.726354071236223,52.124223832394065,9.48520770291404,13.724401506528599,7.939812886927071,0.0
2024-04-19,0.0,16.31347136229896,50.83756024476976,9.251069513890142,15.854076788389682,7.743822090651456,0.0
2024-04-22,0.0,16.24018401049435,50.609175367032655,9.209509604844651,16.232097611816922,7.709033405811424,0.0
2024-04-24,0.0,15.953503150982366,49.71579374746244,9.92956627654504,16.8281876114318,7.572949213578351,0.0
2024-04-26,0.0,15.88340744125556,56.11522170864163,9.885938241445368,10.136382010228651,7.979050598428795,0.0
2024-04-29,0.0,15.676768027199085,55.38517580530452,9.757324498256692,11.305486651980086,7.875245017259623,0.0
2024-05-02,0.0,15.70946826817779,55.50070399276886,9.777677345338873,11.155243442437728,7.8569069512767475,0.0
