date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA SECURITIES (INTERNATIONAL),CITIBANK N.A.,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-06,0.0,0.0,83.95333908100578,0.0,0.0,0.0,0.0,0.0,16.04666091899422,0.0
2024-03-07,62.6615895914329,0.0,20.985972572595614,6.439809862969627,0.0,5.9153866218860225,0.0,0.0,3.997241351115835,0.0
2024-03-11,56.756521841853825,0.0,19.015955635051636,5.831328696699847,8.066172942405426,5.35793573379099,0.0,0.0,3.6608009314670156,1.3112842187312557
2024-03-12,52.31284477697449,0.0,17.527497435176592,5.369949750069184,7.443917088792016,4.932878503226765,5.527616668464997,2.5050490975711335,3.374183347965751,1.0060633317590755
2024-03-13,52.41707393099004,0.0,17.560560969545733,5.3713559415625465,7.461722258558898,5.0047841310593,5.289205791868061,2.5100402072941934,3.369754534051692,1.0155022350695309
2024-03-14,52.47969383688069,0.0,17.579678821915685,5.4164778941252,7.509713625409914,5.025649650307996,5.276916315844525,2.5130388195740285,3.1783939919745396,1.020437043967424
2024-03-15,52.485163104656095,0.0,17.581510920463774,5.417042382326953,7.510496264021747,5.026173407625795,5.277466259379818,2.5133007205347497,3.168303550301067,1.0205433906900008
2024-03-18,52.5955730406408,0.0,17.61849610599844,5.42843789426366,7.505035450545333,5.036746671599033,5.294908914866491,2.5185878027356994,2.9795238718391093,1.0226902475114423
2024-03-19,52.59930061292094,0.0,17.619744770361343,5.428822620457317,7.498853126717781,5.037103637712144,5.295284177546522,2.518766300992032,2.9793620253111675,1.0227627279807556
2024-03-20,52.597731044406004,0.0,17.619218995373647,5.428660623834569,7.498629360172815,5.036953330023942,5.2951261657245805,2.518691140747762,2.9822571310804267,1.0227322086362516
2024-03-21,52.59184599664945,0.0,17.617247618602022,5.42805322259518,7.495552597281882,5.036389756076812,5.288193393099976,2.518409329776965,3.001690308603324,1.0226177773143963
2024-03-22,52.58988460670431,0.0,17.614725862860542,5.427850785719069,7.495273053918858,5.038066654298546,5.287996172235171,2.5183154068000557,3.005307818232786,1.022579639230666
2024-03-25,52.58380522749301,0.0,17.608960579150434,5.446987161096631,7.4925420893679915,5.037484254890137,5.287384881028899,2.518024290087287,3.002350087638619,1.0224614292469947
2024-03-26,52.60342117599547,0.0,17.60993383006189,5.4240253247518595,7.495337119494505,5.0393634462361865,5.289357295712284,2.5189636179770925,2.9967553398438174,1.0228428499268998
2024-03-27,52.61951717784375,0.0,17.605993359431725,5.425685009990966,7.503227937411851,5.061802153217053,5.290975774185826,2.5197343899562585,2.9499083706658586,1.0231558272967145
2024-03-28,52.604206118350824,0.0,17.593409479603075,5.424106261449867,7.501044672047587,5.05585271977241,5.326740942726455,2.519001205669892,2.9527804877066117,1.0228581126732732
2024-04-02,52.61480513339507,0.0,17.58202941215374,5.425199143333445,7.501436661014547,5.056871403695094,5.327814206854075,2.5195087493369384,2.9492710858769287,1.0230642043401632
2024-04-03,52.61480513339507,0.0,17.58202941215374,5.425199143333445,5.8080786550894015,5.056871403695094,5.327814206854075,2.5195087493369384,2.9492710858769287,2.716422210265309
2024-04-05,52.645645063267224,0.0,17.592335039109997,5.42837909925457,5.811483034103269,5.059835465978838,5.330937081035489,2.5209855479860033,2.9483864003124567,2.6620132689521596
2024-04-08,52.64662782067474,0.0,17.59266344229614,5.428480432988144,5.8097247792155065,5.059929919960342,5.33103659577976,2.521032608236069,2.9484414390259466,2.6620629618233527
2024-04-09,52.643090065710254,0.0,17.59633444651392,5.428115649251817,5.809334376571865,5.0663097151753105,5.330678360087117,2.520863199557971,2.943390110962593,2.6618840761691556
2024-04-10,52.60224380638386,0.0,17.58268128825328,5.423903924233658,5.801096527602905,5.143699974255108,5.3265422375606875,2.518907238541112,2.941106307416467,2.6598186957529175
2024-04-11,52.588119480834585,0.0,17.57796013005595,5.422447541782447,5.7995388644697465,5.169170014409576,5.325111997875624,2.5182308821104527,2.940316585534756,2.659104502926863
2024-04-15,52.58968847575617,0.0,17.578484577981605,5.422609323430843,5.799711896841235,5.160000633259329,5.325270875465544,2.5183060148876732,2.946744363633021,2.6591838387445774
2024-04-16,52.58988460670431,0.0,17.56586998455017,5.417781253548228,5.799733526613653,5.15815514907672,5.325290735830877,2.5183154068000557,2.965775580821338,2.659193756054656
2024-04-17,52.59077687642635,0.0,17.56623030324142,5.417892385410895,5.797987726815969,5.158260955376904,5.325399970488206,2.518367063570391,2.9658364160874964,2.6592483025823714
2024-04-22,52.59352296623595,0.0,17.567147544797713,5.4181752870897215,5.798290475624002,5.158530300092577,5.325678042565852,2.5184985630944685,2.9607696621122277,2.6593871583874886
2024-04-23,52.623945278324825,0.0,17.57730912392338,5.42130938821548,5.801644451408142,5.1036699935861956,5.3287586393838255,2.51995536889413,2.962482296170644,2.6609254600933765
2024-04-24,52.65341975469687,0.0,17.58715410950394,5.424345843475977,5.748884302198159,5.10652854020107,5.3317432573135175,2.521366786540341,2.9641415715058406,2.662415834564285
2024-04-25,52.6502742375636,0.0,17.58610345230381,5.422528291993759,5.748540863649363,5.117424732549932,5.331424738785297,2.5212161600005407,2.960230741404263,2.6622567817494343
2024-04-26,52.63455228761299,0.0,17.580852048729803,5.420909065510191,5.746824286232509,5.145757711269274,5.329832716822971,2.52046329717397,2.9593467840036114,2.6614618026446815
2024-04-30,52.65115887627032,0.0,17.586398936953024,5.422619402220339,5.746770544135756,5.122924748003431,5.331514318274752,2.5212585218958092,2.9565466647800944,2.6608079874664794
2024-05-02,52.64388606277106,0.0,17.584343021201086,5.387524012346842,5.745976730831688,5.163283398528248,5.330777865172237,2.52091025524025,2.962858209354046,2.6604404445545438
2024-05-06,52.6513554666867,0.0,17.58646460155687,5.390528721180979,5.746792001593449,5.146093615042506,5.331534225236767,2.5212679358436354,2.965145510390975,2.6608179224681265
2024-05-07,52.65125717129499,0.0,17.586245078099324,5.390518657543919,5.746407890655922,5.143843714612119,5.331524271737178,2.521263228860935,2.9681270322375752,2.660812954958029
2024-05-08,52.65941693795998,0.0,17.588970552552546,5.3917275073647515,5.747298455289488,5.136611934109714,5.332350538693814,2.5216539682421724,2.960744784363482,2.661225321424056
2024-05-09,52.645458392734234,0.0,17.58430820619157,5.390298310525274,5.745775006491934,5.15727748419792,5.330937081035489,2.5258389818436586,2.959959973357635,2.660146563622292
2024-05-10,52.56029493495542,0.0,17.555862438309443,5.35735062480712,5.919121375115202,5.14893466419619,5.322313335533352,2.5306986757898797,2.9495806511713756,2.655843300122021
2024-05-13,52.537187514198536,0.0,17.544418508999478,5.354995338270339,5.914656247432156,5.215597056365806,5.319973452665565,2.529586088442668,2.9326358314984566,2.6509499621269974
2024-05-14,52.58744272430026,0.0,17.557098651395048,5.345946410495329,5.874816581548273,5.1972780089226776,5.32506235057292,2.5133593186978214,2.945510187235107,2.653485766832566
2024-05-16,52.56695677802028,0.0,17.54280342676061,5.336594550351135,5.872527990001327,5.271674153512489,5.301739212398719,2.5123802152975085,2.9428715978370974,2.652452075820835
2024-05-17,52.546584691107334,0.0,17.536004792447127,5.3345263772122955,5.87006579833001,5.314720566940294,5.299684547288831,2.5114065536811334,2.9357688629521586,2.6512378100408154
2024-05-20,52.554222373014234,0.0,17.53855366269835,5.335301754257875,5.870919016395539,5.31549306519785,5.300454860050681,2.5117715883357867,2.9276236156768465,2.6456600643728354
2024-05-21,35.750519046226394,31.985186214136284,11.930771086502117,3.6293907201051674,3.993749553076363,3.6095774488414176,3.6056857826367015,1.70865696330193,1.9867272886004768,1.799735896573152
2024-05-22,35.726968731197,31.964116276364397,11.92291180431191,3.6209192118235713,3.9916254319390005,3.6071996739639873,3.6033105713574383,1.7075314017482393,2.0568665596576494,1.7985503376368135
2024-05-23,35.716924193350906,31.95739594794354,11.920405059487022,3.6201579279489153,3.9930659847400145,3.610240901543065,3.602552989629463,1.7198378233082012,2.0612469724730578,1.798172199575812
2024-05-24,35.730409908131,31.9694621696746,11.924652467986856,3.577432483991607,3.995080463342822,3.6131244524966695,3.603913213198416,1.7204871861208442,2.0665865157922263,1.798851139264955
2024-05-27,35.72470665207174,31.96435923272819,11.919201974402188,3.576861457419469,3.9944427721739153,3.5958257273035024,3.5906697768407096,1.720212563495625,2.1151558353090105,1.7985640082556522
2024-05-28,35.72416357978355,31.96387332369392,11.919020783599068,3.5768070834436347,3.9943820502987877,3.597291223886094,3.590615192956486,1.7201864135321803,2.1151236815804846,1.7985366672257894
2024-05-29,35.72597388495734,31.965493077928976,11.919624774366907,3.57698833645896,3.994584463729003,3.596206651693272,3.590797145691261,1.7202735831689822,2.1114302747804814,1.798627807224817
2024-05-30,35.72615492556577,31.96565506238136,11.919685176810473,3.5770064627708376,3.994604706200322,3.5957181275327024,3.590815341978984,1.7202823006185655,2.111440974408232,1.7986369217327551
2024-05-31,35.72846335416873,31.96772050806428,11.912853652568625,3.577237589351597,3.9947361205430374,3.5959504631588297,3.591047360813943,1.7203934558457707,2.112844355678443,1.7987531398067433
2024-06-03,35.71941240147087,31.959622249728653,11.909835815673791,3.5763313816625257,3.993724149574427,3.595039515010199,3.615470265917306,1.719957635261039,2.112309117033231,1.7982974686679616
2024-06-06,35.720407781792076,31.960512857298095,11.910167702885891,3.576431042033179,3.993835441282761,3.5951396967138347,3.615571016957502,1.720005564716435,2.109581315128237,1.798347581191983
2024-06-11,35.725476032744865,31.965047629149808,11.911857597334375,3.576938490048529,3.981733657650869,3.5956497992385468,3.6160840184149183,1.7202496106381786,2.1083604219756205,1.7986027428042888
2024-06-12,35.72457088245176,31.964237754084625,11.911555795298598,3.576847863770527,3.9816327753733587,3.59555869888577,3.615992400335254,1.7202060259302279,2.110840630949629,1.7985571729202554
2024-06-13,35.72339425563852,31.963184977850307,11.911163475514485,3.576730056474332,3.981501636054726,3.5951869209768397,3.6158733037720316,1.7201493691115617,2.1143180690841326,1.7984979355230655
2024-06-14,35.72520448284089,31.96480466232114,11.91176705511784,3.576911301682932,3.9817033924308505,3.5953691014582176,3.6160565325035456,1.720236534993892,2.1093578650540756,1.7985890715966144
2024-06-18,35.724299346307674,31.963994799567498,11.911465257669994,3.5793542844870783,3.9816025116869302,3.5952780089096597,3.6159649158166407,1.7201929509485059,2.109304422200692,1.7985435024053247
2024-06-19,35.705934985416896,31.947563453207984,11.955988179654753,3.5775142888807525,3.97955573717249,3.594442749699134,3.614106100223401,1.7193086720478405,2.1079668869177173,1.7976189467790338
2024-06-20,35.702499419556524,31.944489511624692,11.992818718731492,3.5771700663877444,3.9791728309179515,3.594096898377694,3.613758356926978,1.7191432430181977,2.07940497159413,1.797445982864602
2024-06-21,35.699426052562416,31.941739644211907,11.991786344701223,3.588002246099787,3.974526158812502,3.596319352530607,3.6134472749064077,1.7189952545527645,2.078466417733266,1.7972912538891175
2024-06-24,35.702589820714266,31.94457039724565,11.993102292168519,3.5883202234033504,3.986779110575399,3.5966380669159497,3.6137675072090194,1.7196540096139332,2.057128038033789,1.7974505341201295
2024-06-25,35.69843184122987,31.940850082584543,12.01297245118137,3.58790232201448,3.986314804040948,3.6030549843277546,3.613346642189653,1.719453736016748,2.0404319361966836,1.7972412002179503
2024-06-26,35.699787597686324,31.942063133452336,12.013428680324271,3.5880385835107784,3.9839343271587078,3.603191821292461,3.613483870011349,1.719519037498744,2.039243493149692,1.7973094559153386
2024-06-27,35.702002221372055,31.944044648031177,12.019111380535596,3.578133060745503,3.984181469114361,3.603415344021548,3.613708031204035,1.7196257072535175,2.0393699968978876,1.7964081408243182
2024-06-28,35.70760780284887,31.949060191525447,12.0275828068118,3.579201349214687,3.965813847164848,3.6039811172849214,3.614275420525136,1.719895706172678,2.0358915630764947,1.7966901953751127
2024-07-02,35.70661313575507,31.948170222109802,12.027501003160136,3.5791016473857713,3.9530416090097282,3.6038807251935827,3.6141747416768477,1.7451713307361265,2.0257054379971695,1.7966401469757642
2024-07-04,35.70607061342378,31.94768480514451,12.026558564169347,3.5790472669111435,3.959312334187977,3.6038259682283873,3.6141198283055043,1.7451448147959208,2.02162295580937,1.7966128490240565
2024-07-08,35.7106825788004,31.951811319590178,12.02735217889965,3.581282403017319,3.9598237377416803,3.5903619245440095,3.6145866451584583,1.7453702259746013,2.021884078215633,1.796844908058068
2024-07-10,35.71158702544796,31.952620565074852,12.027656796385838,3.581373106376355,3.958657675374165,3.585387445596048,3.614678192016077,1.7454144310733462,2.0257343457961174,1.796890416859242
2024-07-11,35.712039265952185,31.953025203189238,12.027809110915305,3.5814184597788317,3.9587078065918537,3.585432849834876,3.614723967183868,1.7454365344624179,2.0244936299671257,1.7969131721242932
2024-07-12,35.71163224898296,31.952661028425116,12.02767202766519,3.581377641664912,3.9586626884387988,3.586658340637984,3.614682769480685,1.7454166413870615,2.0243439209574845,1.7968926923598125
2024-07-16,35.71235584112038,31.95330845596718,12.0279157333813,3.5814502078440382,3.95671669067365,3.5867310138150823,3.6147560104911505,1.7454520071678647,2.024384938386608,1.7969291011527493
2024-07-17,35.709371212533426,31.950637986444253,12.02691051095075,3.581150891307189,3.9520806782986724,3.5990940008612435,3.6144539104512714,1.7453061325585015,2.0242157522039603,1.7967789243907375
2024-07-18,35.71271764818532,31.953632179576978,12.016640051514846,3.581486492036369,3.952451040005753,3.5994312830947317,3.6147926321094057,1.7454696905957099,2.0264316767783725,1.7969473061025119
2024-07-19,35.71271764818532,31.953632179576978,12.016893330146582,3.581486492036369,3.9521977613740185,3.5994312830947317,3.6147926321094057,1.7454696905957099,2.0264316767783725,1.7969473061025119
2024-07-22,35.71253674373647,31.95347031695216,12.016832458008926,3.5819749045457825,3.9521777413306043,3.5994130500064845,3.6147743212075243,1.745460848836999,2.026421411793523,1.7969382035815213
2024-07-23,35.71244629219933,31.95338938625469,12.016802022171362,3.582219108944937,3.952167731384957,3.5994039335316317,3.614765165826149,1.7454564279912348,2.026416279340096,1.7969336523556083
2024-07-24,35.7122653904996,31.953227526089616,12.016741150958751,3.582454238607915,3.9521477116457775,3.5993857007204637,3.614746855202529,1.745447586366888,2.02665928993551,1.7969245499729443
2024-07-29,35.71307946258137,31.953955909746234,12.017015076272024,3.5825359017549587,3.9522378020693303,3.599974312220923,3.614829254469707,1.7457406555796282,2.023666113884674,1.796965511421152
