date,CHINA SECURITIES DEPOSITORY AND CLEARING,VALUABLE CAPITAL LTD,LIVERMORE HOLDINGS LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,VISION CAPITAL INTERNATIONAL HOLDINGS,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,93.95384267624755,0.0,0.0,0.0,0.5003509110566589,5.060943586526653,0.4848628261691453,0.0,0.0,0.0
2024-03-04,93.69984798020941,0.0,0.0,0.0,0.6104153015830077,5.0694759967153065,0.4912894212778566,0.0,0.05642494384380743,0.07254635637060955
2024-03-05,93.87716012003784,0.0,0.0,0.0,0.6365844287727151,4.88816678813822,0.47222268197764306,0.0,0.054408925536129506,0.07145705553745008
2024-03-06,93.82966936431725,0.0,0.0,0.0,0.6795126170009952,4.77617996586352,0.5859150117107872,0.0,0.05439001736934326,0.07433302373810247
2024-03-07,94.03116892678452,0.0,0.0,0.0,0.5198314446359642,4.646536370872806,0.6695168185559206,0.0,0.054337781669264555,0.07860865748153606
2024-03-08,94.06191480052483,0.0,0.0,0.0,0.4936016272965672,4.650006746794929,0.656398837131102,0.0,0.05436141269785982,0.08371657555470412
2024-03-11,94.0858492622966,0.0,0.0,0.0,0.4871324860606205,4.6405666110347825,0.6446282585903375,0.0,0.054407947065594243,0.08741543495205475
2024-03-12,94.06994144171892,0.0,0.0,0.0,0.4685437105533657,4.638224073696791,0.6814946511002858,0.0,0.054397489615328844,0.08739863331529502
2024-03-13,71.25856788414801,24.309098120904853,0.0,0.0,0.29792322661233683,3.511872590674616,0.5151759826321467,0.0,0.04118754284963182,0.06617465217840846
2024-03-14,71.27917470747019,24.466476091177128,0.0,0.0,0.3053135174866409,3.3336839771221665,0.5093705756738813,0.0,0.041184377358809476,0.06479675371119357
2024-03-15,71.17791149168856,24.425507999601695,0.0,0.0,0.37743951741422055,2.965402221806902,0.9479350993928447,0.0,0.04111541584032904,0.06468825425545102
2024-03-18,71.14166692077633,24.40076069477435,0.0,0.0,0.4219644148345361,2.9371324610537526,0.9886716601842418,0.0,0.04518113461888283,0.06462271375791727
2024-03-19,71.22566177346201,24.432673321772455,0.0,0.0,0.29776293503576085,3.0483987713171663,0.8855557426581586,0.0,0.0452402249363725,0.06470723081808431
2024-03-20,72.07340184031689,22.76833648483038,0.0,0.0,0.9960301853756853,3.014372874501383,1.0407202924221866,0.0,0.045211824095457515,0.061926498458020604
2024-03-21,72.42931182074828,22.83848488020731,0.0,0.0,1.026034733972075,2.907429247051103,0.6918206168385043,0.0,0.04177800149042471,0.06514069969230694
2024-03-22,72.4329362742507,22.86644083040179,0.0,0.0,0.9807832744375362,2.835363540034528,0.7774265035027833,0.0,0.04182914077286911,0.06522043659980249
2024-03-25,61.334406002656635,19.34670874939829,9.286297338579406,6.242708962039691,0.8770805855588362,2.3032341069505406,0.514568534373801,0.0,0.03888305224006521,0.05611266820272884
2024-03-26,61.34161864733212,19.327114250825197,9.29109272347238,6.245466751486674,1.0256915369935033,2.2520852596643888,0.4319030284990432,0.0,0.038437225438094046,0.04659057628859884
2024-03-27,61.35108322509375,19.31681846013007,9.28614324447782,6.242139714784133,1.0998831783901621,2.204506052348167,0.4149092759707221,0.0,0.03841674945689601,0.04610009934827521
2024-03-28,61.46086584523548,19.310804872534796,9.282469160256484,6.239669997655108,0.9979748209602799,2.1575519746531895,0.46617991918773205,0.0,0.038401549780421214,0.046081859736505464
2024-04-02,61.48489225252107,19.31533439540578,9.285429812416416,6.241660146196071,0.9987587477501358,2.170346294498768,0.41906799563290525,0.0,0.03841379799038984,0.046096557588467806
2024-04-03,61.4784288103892,19.314839757837333,9.28519202608922,6.241500306374786,1.0110718325470234,2.1528303449704222,0.43162873040021943,0.0,0.038412814268998126,0.04609537712279775
2024-04-05,61.45662878122974,19.328924347731242,9.29196288846309,6.2460516758523585,1.0148377881392343,2.1544002121243953,0.4226244907816676,0.0,0.03844082530830433,0.0461289903699652
2024-04-08,61.517637229074964,19.341000330520224,9.297768156355824,6.249953973320119,1.0101100546958626,2.0701910673872113,0.4287165369369168,0.0,0.03846484168585675,0.04615781002302811
2024-04-09,61.530115431968305,19.34492344813584,9.299654110412842,6.251221710464554,1.0103149448505375,2.1017041082203667,0.37742642942764976,0.0,0.03847264387268375,0.0461671726472205
2024-04-10,61.546786358033344,19.33880570601223,9.29671313802601,6.249244790654833,1.0088299684428987,2.189444007394864,0.28556298186447016,0.0,0.03846047707788316,0.04615257249345979
2024-04-11,61.50743269997779,19.325561980068944,9.29034650283431,6.244965142437767,0.9876408878752753,2.2813512210347553,0.27814646145541944,0.0,0.03843413832533501,0.04612096599040201
2024-04-12,61.48945066364573,19.32254638957263,9.288896822837925,6.243990668445612,0.9982000747839571,2.310340361328724,0.26436208742118406,0.0,0.03842814100311547,0.043784790961125516
2024-04-15,61.46427798903266,19.313685102552093,9.284636950500614,6.241127184909274,1.0105458078959775,2.3239466772712594,0.27960505858513035,0.0,0.03841051792279113,0.0437647113302105
2024-04-16,61.47422782616524,19.292260791231595,9.274337675583938,6.234204018714406,1.0091922954576846,2.331551377228681,0.302141941817404,0.0,0.038367909850349755,0.04371616395070154
2024-04-17,61.51293535420032,19.292440236227417,9.272098590391272,6.23426200552716,0.9431617565989616,2.3708714704409406,0.2891227949681539,0.0,0.03581038227717951,0.04929740936858478
2024-04-18,61.487994881676315,19.280900871039915,9.266552680678505,6.230533113532396,0.9974430482387558,2.2614764554974456,0.39004206311687145,0.0,0.03578896305423308,0.04926792316556762
2024-04-19,61.51177953995227,19.28551634994546,9.268770916159868,6.232024583995739,1.0146507761708838,2.0423146519412176,0.5591685801376389,0.0,0.0357975302474951,0.04997707144942499
2024-04-22,61.52751272324715,19.289282805791103,9.270581104477651,6.2332416966205,1.0046190738939644,2.0673579535530497,0.5216132889644013,0.0,0.03580452149494805,0.049986831957232664
2024-04-23,61.54644064244005,19.29470646516492,9.273187757851668,6.234994326829593,1.0165296606703524,2.034472834787869,0.5138528364405497,0.0,0.03581458882251986,0.050000886992479024
2024-04-24,61.55726753747102,19.298611137150434,9.2750643739339,6.236256103354763,0.992544005707377,2.0388389098799165,0.5137242155699324,0.0,0.03582183662501431,0.05187188030765058
2024-04-25,61.566050381743885,19.296770807499687,9.274179897022133,6.235661409418754,0.9943100531616998,2.038644484712619,0.5066976120454391,0.0,0.035818420628515035,0.051866933767265276
2024-04-26,61.577847264997544,19.301353695600874,9.27571165905266,6.236691317129003,1.030996490768957,1.9891993254268123,0.5005004101514334,0.0,0.0358243365474773,0.05187550032524311
2024-04-29,61.589694931994934,19.299124430081772,9.27318741279671,6.234994094825697,1.0388555994623794,2.0487109181104852,0.4277566420547891,0.0,0.035814587489860404,0.05186138318336929
2024-04-30,61.60459440697908,19.30103769361229,9.280274704132081,6.23553707470442,1.0019654501240822,2.07740394752292,0.41150311691379665,0.0,0.035817706434333484,0.0518658995769894
2024-05-02,61.62886441532338,19.30882633545773,9.283124706150808,6.237452028067045,0.9485300976661448,2.069433729276598,0.43605815413134824,0.0,0.035828706166442556,0.05188182776049799
2024-05-03,61.62946048838995,19.30946443056102,9.283552286998988,6.2375829987079054,0.9478520379237602,2.05063181760144,0.45561065123251476,0.0,0.036288959650259814,0.0495563289341583
2024-05-06,61.638082943835514,19.31100252252805,9.284851130366054,6.238455686559919,0.9479846500203324,2.099289203715558,0.39447656394628594,0.0,0.03629403676654917,0.0495632622617405
2024-05-07,61.615881779868666,19.304279580646995,9.281506858569982,6.236208683230444,0.947643199383843,2.056395512180459,0.4722580116736942,0.0,0.03628096416885,0.04954541027706395
2024-05-08,61.63737060732932,19.313726869022723,9.28649671114723,6.239561345943994,0.9071917242256503,2.0575010557740425,0.4722791707935299,0.0,0.0363004692627234,0.04957204650078592
2024-05-09,61.62796927804477,19.31025355622703,9.284379148887128,6.238138564023455,0.9393273175293805,2.0500980417361534,0.4639811589507931,0.0,0.03629219181363515,0.049560742787653704
2024-05-10,61.76343352823193,19.25294997914047,9.248216619282838,6.227036627905058,1.1205881860201723,2.0242096187016343,0.2712329182890458,0.0,0.031082981826511924,0.061249540602344825
2024-05-13,61.855921570115946,19.269910087566714,9.258483262971192,6.233949394865956,1.1882595046249715,1.9143013913345868,0.17652017660574243,0.0,0.031117487711518874,0.07153712420337983
2024-05-14,61.70297967443575,19.26108860655504,9.253798715480253,6.230795181463297,1.21017642626558,1.9063684293612544,0.3303331280715017,0.0,0.031101743086309436,0.07335809528101347
2024-05-16,61.80727777468202,19.2696149139099,9.25599859739415,6.232276412474511,1.0785739171365165,1.8815117100688914,0.36793999241046194,0.0,0.031109136824190486,0.0756975450993551
2024-05-17,61.88463474031302,19.293747485093217,9.271663605277885,6.240006298035567,1.110367737683229,1.8852402813116664,0.20507952740396293,0.0,0.03160897974197532,0.07765134513948879
2024-05-20,61.771248950183946,19.25526584169697,9.254397812598231,6.228386090524988,1.1182784117078954,1.8817295663812919,0.3816364677890543,0.0,0.03155011715654571,0.07750674196107847
2024-05-21,61.74513271439691,19.278484293535687,9.265556982857143,6.235896424771458,1.0843117963639493,1.89231622647116,0.3967802849318619,0.0,0.031820496961262074,0.06970077971056025
2024-05-22,61.77627876362292,19.29042883411514,9.272079927337769,6.240286490715791,1.08042516104159,1.8967174088913175,0.3393997427504669,0.0,0.032773826549581594,0.0716098449754271
2024-05-23,61.811607068334254,19.299717285443588,9.276544486620466,6.243291224194918,1.0339578797148439,1.9916057135121414,0.23884240932255688,0.0,0.03278960733368808,0.07164432552354824
2024-05-24,61.794124279978725,19.30152216694997,9.27741201557643,6.24387508771493,1.0326587747528528,1.9687147521445163,0.27724922351574194,0.0,0.032792673770102816,0.0716510255967287
2024-05-27,61.88993959792576,18.417829980504134,9.194525794961637,6.185349548885938,2.1931049936906137,1.9430112164242068,0.1248104632421083,0.0,0.022365380679766823,0.029063023685845322
2024-05-28,61.80660436544614,18.38894671307229,9.178382520509835,6.175180392793971,2.2111285772027482,1.9481191732312335,0.191937381096578,0.0,0.02348682280422671,0.07621405384297716
2024-05-29,61.34400061356429,18.379118559084482,9.174281162377971,6.170349655394947,2.5270585310047196,1.938272765666735,0.3566754392652012,0.0,0.017262249367894167,0.09298102427376198
2024-05-30,61.2106589280863,18.37259828192826,9.169648529617,6.167233883875163,2.7666289414907346,1.9253322067024645,0.2859928769575812,0.0,0.02047402031333178,0.08143233102916105
2024-05-31,61.12180985900992,18.3688068086078,9.169019040737053,6.166810508307671,3.0309609126434234,1.8762059783347458,0.1210139379210257,0.0,0.0213926909554139,0.12398026348294797
