date,CHINA INDUSTRIAL SECURITIES,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-04-19,0.0,100.0,0.0,0.0,0.0
2024-05-17,0.0,53.6754507628294,46.3245492371706,0.0,0.0
2024-05-20,0.0,53.840830449826996,46.15916955017301,0.0,0.0
2024-05-22,0.0,49.141767323585505,42.40305149396059,8.45518118245391,0.0
2024-05-28,0.0,49.10941475826972,42.43002544529262,8.460559796437659,0.0
2024-06-24,0.0,45.680473372781066,39.467455621301774,7.8698224852071,6.982248520710059
2024-06-27,0.0,45.55160142348754,39.56109134045077,7.888493475682087,6.998813760379596
2024-07-02,0.0,45.519287833827896,39.58456973293769,7.893175074183977,7.002967359050445
2024-07-03,0.0,44.99700419412822,39.96405032953865,7.9688436189334935,7.070101857399641
2024-07-09,0.0,44.89795918367347,40.0360144057623,7.9831932773109235,7.082833133253301
2024-07-10,0.0,44.73208910295003,40.15653220951234,8.007224563515953,7.104154124021673
2024-07-11,95.68625415343463,1.9137345210217267,1.7437990785812727,0.34771405914739023,0.3084981878149778
2024-07-12,95.706271245802,1.914134864843447,1.7232443660270924,0.3477867992133586,0.30856272411410757
2024-07-16,95.8370181627995,1.914134864843447,1.5663480656300885,0.3477867992133586,0.33471210751360825
2024-07-18,95.84203058280649,1.9142349769721063,1.561199837776431,0.34780498898536905,0.3347296134596033
2024-08-23,95.88214882607427,1.8731775352800628,1.5618533359807227,0.34795057568749765,0.3348697269774414
2024-09-20,95.88465733146661,1.8706103038788124,1.5618941977841274,0.3479596789033315,0.3348784879671161
2024-10-04,95.92230066936952,1.832085706958493,1.562507381506029,0.3480962843221137,0.33500995784383875
2024-10-07,95.9449008627086,1.8089564259963584,1.562875522894104,0.3481782990702108,0.3350888893307292
2024-10-16,95.91979019398912,1.8346549544667297,1.5624664876128926,0.3480871739573111,0.33500118997395356
2024-11-11,95.93234388514477,1.8348950685415106,1.5495832818496067,0.3481327305506718,0.3350450339134285
2024-11-21,95.95997357566127,1.8066223154852445,1.550029580822123,0.348232997042808,0.3351415309885671
2024-12-16,95.97756439402852,1.7886220826032029,1.5503137231348405,0.34829683306914494,0.3352029671642899
2024-12-17,95.9800778945675,1.7860500820227787,1.5503543233980719,0.3483059544120668,0.3352117455995831
2025-01-08,95.9800778945675,1.783431240260282,1.5503543233980719,0.35092479617456357,0.3352117455995831
2025-01-13,95.96499886576144,1.7831510528335222,1.550110753711373,0.366580245810122,0.3351590818835401
2025-02-20,95.97002468222408,1.7832444388599127,1.5501919351028906,0.36659944411217005,0.32993949970095304
2025-02-24,95.99516166286912,1.7679959957902835,1.5401209563328693,0.36669546579354034,0.3300259192141863
2025-02-25,95.99767608519392,1.7654229833634159,1.5401612970588852,0.366705070728306,0.3300345636554754
2025-03-04,96.0052201425602,1.765561720599622,1.5402823319177712,0.3667338885518503,0.3222019163705542
2025-03-11,96.0001906392438,1.7576110550539707,1.52710468717804,0.39814736269478923,0.31694625582940456
2025-04-30,96.0052201425602,1.757703137273511,1.5271846930409192,0.3929291663055538,0.31696286081981345
