date,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,SUNHIGH FINANCIAL HOLDINGS LTD,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,CITIBANK N.A.
2024-03-01,43.52919471450383,0.0,0.0,27.500283068642034,18.860661186371193,0.0,6.028120770508987,0.0,0.0,4.081740259973951
2024-03-04,42.49318313720235,0.0,0.0,26.856714677646465,18.394157765132256,0.0,5.885056429816165,0.0,2.3965201524718927,3.974367837730867
2024-03-05,42.49161130542475,0.0,0.0,26.855685621337734,18.394242592350178,0.0,5.885083569572746,0.0,2.396531204358031,3.976845706956564
2024-03-06,39.128469617532446,0.0,0.0,24.76861951695447,16.956403135547944,7.77151594638875,5.425767426577127,0.0,2.209199374423548,3.740024982575712
2024-03-07,39.101574465635835,0.0,0.0,24.71866534286409,16.921430417130374,7.755487131981706,5.416485812448856,0.0,2.225713414473056,3.860643415466086
2024-03-08,39.09497803629838,0.0,0.0,24.716750256310036,16.920503382943757,7.755062250542727,5.41032075583,0.0,2.2255914796026603,3.876793838472445
2024-03-11,39.09500567748709,0.0,0.0,24.71648492107651,16.920515346189436,7.755067733577888,5.4095468518298775,0.0,2.225593053154998,3.8777864166842013
2024-03-12,39.09123207305824,0.0,0.0,24.71566361341114,16.91910468822246,7.754810039306416,5.414528219758913,0.0,2.2340031356633343,3.8706582305794957
2024-03-13,39.0788272207999,0.0,0.0,24.763534110879103,16.906064044098912,7.749966382157387,5.419625041409272,0.0,2.2115522439715463,3.8704309566838817
2024-03-14,39.09086379643972,0.0,0.0,24.774789769602474,16.896783098527585,7.753488939815134,5.418129856600981,0.0,2.1913509716170516,3.874593567397059
2024-03-15,39.094047622799486,0.0,0.0,24.78664609355888,16.885587035364942,7.754190546563174,5.415933741536465,0.0,2.1915492651389674,3.872045695038087
2024-03-18,39.094704826874846,0.0,0.0,24.782099452913403,16.885326516361953,7.754980005945715,5.416485141412675,0.0,2.191348177100842,3.8750558793905707
2024-03-19,27.95568305305468,0.0,28.60845603958261,17.748467055902232,12.075988935411702,5.548270400807439,3.8878491524813654,0.0,1.5920715814950386,2.5832137812649374
2024-03-20,27.945268943570195,0.0,28.593659739029885,17.780441112447097,12.06974323094193,5.545400833981304,3.8858383559363094,0.0,1.5999945588309412,2.5796532252623376
2024-03-21,27.94465630211836,0.0,28.593601914521592,17.78040515534073,12.050001550864527,5.545389619604431,3.885830497666529,0.0,1.621882550402128,2.5782324094817004
2024-03-22,26.89340456902579,0.0,27.512561717158913,17.117714757915508,11.567476633099556,5.335734707755581,3.7350269919542205,3.7881007541123584,1.568882342763668,2.4810975262144077
2024-03-25,26.88982002598681,0.0,27.509242965958947,17.115649903432757,11.564622091176682,5.335091075361545,3.734576447746854,3.7876438077889825,1.5815826466330305,2.4817710359143956
2024-03-26,26.89430628688741,0.0,27.50786163796936,17.1189849590355,11.5627768222351,5.334823183197501,3.7324434273736973,3.7858485843958354,1.5815032302572207,2.4814518686483784
2024-03-27,26.901859662580613,0.0,27.51612360550717,17.172280387649213,11.53403274951397,5.336331140625187,3.733498451241678,3.7417218055407395,1.581950262794398,2.4822019345470303
2024-03-28,26.911927528094274,0.0,27.509462938274083,17.245903390885548,11.427489456542766,5.336832251444795,3.735308718177098,3.7420731737806987,1.6084215487598938,2.482580994040845
2024-04-02,26.911477413289536,0.0,27.50794548996478,17.24458608653412,11.426567931669036,5.336424604933717,3.7350234018143156,3.7417873407243807,1.6082986917162767,2.487889039353842
2024-04-03,26.73771106479529,0.0,27.573129837325084,17.285498577702842,11.452702920985658,5.349070091498208,3.744215490498834,3.750363482572684,1.6121098051496012,2.4951987294718014
2024-04-05,26.734408005019166,0.0,27.570528153655445,17.249709342683634,11.447526228401461,5.348565375915069,3.743764676858928,3.74328036604461,1.652089368712064,2.5101284827096277
2024-04-08,26.77654797448642,0.0,27.556486198397028,17.23395437722389,11.441695884846819,5.345841296227994,3.7415655117791693,3.741373874622801,1.6512479425025601,2.5112869399133184
2024-04-09,26.893862098248462,0.0,27.57621470489645,17.257662380011695,11.449664579400306,5.349564466014168,3.388917747988847,3.7439795954807327,1.8253426907767125,2.514791737182628
2024-04-10,26.88919827731305,0.0,27.575202257493903,17.258799988132115,11.446904103119705,5.348753165935306,3.387818621586263,3.743411793940931,1.829942302341983,2.519969490136748
2024-04-11,26.870919570419243,0.0,27.571007470298348,17.259099967485007,11.436874096920207,5.347939504404082,3.3811598836385666,3.7428423397003323,1.846192538328319,2.543964628805897
2024-04-12,26.87068623035434,0.0,27.57241903504108,17.257301818882002,11.433851435614645,5.3482133051659435,3.3828932929853823,3.7425463690338723,1.8462870586427544,2.5458014542799856
2024-04-15,26.858859452775224,0.0,27.57594567464591,17.25305818629747,11.435313877965367,5.348897366322607,3.3814728842611568,3.743025057981374,1.8569590658591846,2.546468433891702
2024-04-16,26.859171587845204,0.0,27.576416348727406,17.253352666400186,11.435509059154057,5.348988662823716,3.381091701461848,3.743088944997325,1.8555277651646545,2.546853263425607
2024-04-17,26.858950881543254,0.0,27.576239817168208,17.251242803562413,11.435435854274246,5.348954421053617,3.381070057264781,3.743022410554828,1.8555158869276354,2.549567867651022
2024-04-18,26.8593307316294,0.0,27.57662981144298,17.251486777576662,11.433159233599856,5.349030068118411,3.37970363349699,3.7430753458832178,1.8555421283796047,2.5520422698728757
2024-04-19,26.85540538598317,0.0,27.572649698458363,17.264453761665948,11.429071101563947,5.348258046875251,3.3793621231643276,3.7425351108041522,1.8552743194642598,2.5529904520205915
2024-04-22,26.85642542033412,0.0,27.57349672085584,17.264984119798964,11.429422198731293,5.348422343538891,3.3794659360165133,3.7426500802066895,1.8519180174102372,2.5532151631074536
2024-04-23,26.856375545850103,0.0,27.573495578012786,17.264743742122533,11.429421725014235,5.348422121861989,3.3794170345857273,3.7426499250844825,1.8519179406534998,2.5535563868146496
2024-04-24,26.682379307197905,0.0,27.63842492506433,17.30642470951254,11.456335428707781,5.361016446551291,3.3873747975341977,3.751463019354331,1.856278788640273,2.5603025774373456
2024-04-25,26.683053898438143,0.0,27.638769290771886,17.306176403372582,11.456478170888877,5.36108324305749,3.3846310259409327,3.751509761352853,1.856301917265012,2.561996288912226
2024-04-26,26.6815106329238,0.0,27.6401338155061,17.307030808484065,11.457020314656308,5.36134791948394,3.3804478757220937,3.751694973212548,1.8563935628029746,2.5644200972081683
2024-04-29,26.70025574649192,0.0,27.638742326946144,17.30615951981601,11.456443533342386,5.361078012892831,3.3741192238295117,3.7515061014556115,1.846720264311985,2.5649752709136058
2024-04-30,8.352473257767395,0.0,8.641292747095601,5.410795794165552,3.5818736337964334,1.6761487914831341,1.0549232534465827,1.1727762738772594,0.5719680872726005,0.7976206578040237
2024-05-02,26.790029860422532,0.0,27.656036112438887,17.31251921730898,11.438375742154204,5.364432482935936,3.3435114356049462,3.753413283338007,1.7784696721293025,2.5632121936672005
2024-05-03,26.800524075790445,0.0,27.66343386315754,17.28120351344763,11.440828131801293,5.365857933218287,3.3463566946689545,3.7543617292864013,1.778942251494287,2.5684918071351657
2024-05-06,26.81959362062749,0.0,27.67009638969043,17.28781216444503,11.443583567780914,5.367150259074457,3.2991113117414415,3.755265938603263,1.7862211908682788,2.571165557168695
2024-05-07,26.788047327573032,0.0,27.677240243557478,17.304438683609565,11.44653806738121,5.368535947674644,3.2998651854375574,3.756235471586432,1.7866823567052919,2.57241671647479
2024-05-08,26.90553993300887,0.0,27.80437344650735,17.375910608492763,11.496707521537958,5.393195890796621,2.8263757438981085,3.7719651842051505,1.8432230198075925,2.582708651745585
2024-05-09,26.889125207394883,0.0,27.80972097753713,17.40039015250164,11.49339023798087,5.39163972699797,2.819759881420877,3.7708768136381834,1.84288779395794,2.5822092085705064
2024-05-10,26.891646257707425,0.0,27.812277497405574,17.399040159369925,11.489678304184716,5.392135375051997,2.8202648985979266,3.771223466576676,1.8435488077278535,2.5801852333779034
2024-05-13,26.901630748076844,0.0,27.825052658064692,17.406353680360247,11.490086853972773,5.3946121731394046,2.8383807520742708,3.772928377160362,1.7919179144973176,2.5790368426540904
2024-05-14,26.929769833042428,0.0,27.800897300878326,17.374627141371533,11.478438232810406,5.392397657447216,2.828218884239754,3.7713795709017157,1.8524876922625544,2.571783687046066
2024-05-16,26.904218089943228,0.0,27.8549598960456,17.430284949756576,11.492385763528304,5.402883902131352,2.836861932449524,3.7787135272397854,2.2324203650860444,2.067271573819583
2024-05-17,26.834876039066657,0.0,27.8658920193797,17.43697865062048,11.495959866468137,5.4050043501017795,2.834920116554008,3.7801965436389544,2.245615818957648,2.1005565952126304
2024-05-20,26.83318304355748,0.0,27.874056707562378,17.423050137239304,11.476885661951004,5.409113256262444,2.9310543191636445,3.777842908223989,2.1294115445883564,2.1454024214514047
2024-05-21,26.72817939876196,0.0,27.849929861896268,17.43564985400798,11.455310618101308,5.404794671257824,2.9293417140875597,3.768132121469222,1.8441320453980015,2.5845297150198783
2024-05-22,26.72038151645249,0.0,27.840226009852515,17.51536196385725,11.417403034728418,5.402968816386514,3.070808169562437,3.764642526325908,1.6539124694940615,2.614295493340412
2024-05-23,26.71024384744293,0.0,27.919247367407152,17.506460401794406,11.411161257675687,5.402532377102661,3.0704616074387054,3.762663768027278,1.5922105169410161,2.625018856170168
2024-05-24,26.72410269852979,0.0,27.897825171385414,17.498884656682584,11.400436897151174,5.398387060931596,3.0896626667273335,3.759776708797427,1.6103310654032934,2.620593074391384
2024-05-27,26.740514981541892,0.0,27.922671920045733,17.51919878598561,11.410344209034582,5.403195047419792,2.8886720696722246,3.763125293367317,1.7447692362064022,2.6075084567264555
2024-05-28,26.71264900522164,0.0,27.938709639846365,17.51556193278397,11.408344149826878,5.4022479497856075,2.9006265082008724,3.7624656749320744,1.7543138226980795,2.6050813167045153
2024-05-29,26.669493760015506,0.0,27.953583325001315,17.52488666384201,11.412150789091186,5.405123935690822,2.8999039077393665,3.7644686926296216,1.7626395103507264,2.607749415639446
2024-05-30,26.689183605100624,0.0,27.967709890097176,17.543603646946636,11.385032766957268,5.407855457951886,2.9009256682677913,3.766371096747888,1.7413438283610323,2.5979740395697006
2024-05-31,8.27205007954343,0.0,8.668508893651419,5.443379664709605,3.5287572054595193,1.6761487914831341,0.8983845360330854,1.1673755726603494,0.5397549278455028,0.8054635841158867
2024-06-03,26.682700587477832,0.0,27.96546246703838,17.562998165882,11.384117891006888,5.407420894696524,2.8982768930191543,3.7654275492662093,1.7314426461196735,2.602152905493342
2024-06-04,26.699750617416345,0.0,27.961892151151396,17.565882387243857,11.38266449480386,5.406730535981709,2.898399803176377,3.764946821804031,1.717912496561157,2.6018206918612665
2024-06-05,26.697603098988083,0.0,27.96041742187812,17.57727853996583,11.382064165310862,5.4064453813236835,2.9012536513933234,3.764748255939445,1.7178218926837832,2.592367592516876
