date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,HANG SENG SECURITIES LTD,DBS BANK LTD,REALINK FINANCIAL TRADE LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,69.17068644077567,0.0,0.0,30.829313559224342
2024-03-12,80.01087692166664,0.0,0.0,0.0,4.265005688181665,7.688192810710838,0.0,4.603375752135203,3.4325488273056557
2024-03-15,65.7759198456613,0.0,17.79127741587165,0.0,3.5062066943945593,6.320365099490173,0.0,3.784376401577861,2.821854543004457
2024-04-25,48.37545270205401,26.430034835555823,13.084744404336773,0.0,2.578669162001802,4.6483655971291995,0.0,2.78325140949549,2.099481889426906
2024-04-30,14.714311485194045,8.039196398432571,3.9799731912666148,0.0,0.7843511357020904,1.411442510432413,0.0,0.8465787066253773,0.6410432902338915
2024-05-06,48.37200969977308,26.428153743697425,13.083813130264629,0.0,2.57848563165096,4.63585317368171,0.0,2.7830533185130584,2.118631302419138
2024-05-07,48.37200969977308,26.367844873749874,13.083813130264629,0.0,2.57848563165096,4.63585317368171,0.0,2.7830533185130584,2.1789401723666906
2024-05-09,48.221559453106735,26.285833628198212,13.043118874950407,0.0,2.9055418376801807,4.621434396008046,0.0,2.7743972576866707,2.1481145523697402
2024-05-10,48.15863364402874,26.25153242833858,13.026098504447772,0.0,3.012229129092275,4.615403742877623,0.0,2.790791140173197,2.145311411041813
2024-05-16,48.20010314867434,26.230533019516756,13.015678527305674,0.0,3.009819554294328,4.6117117393597695,0.0,2.7885587004385335,2.1435953104105994
2024-05-21,48.20010314867434,26.19053648049727,13.015678527305674,0.0,3.009819554294328,4.6117117393597695,0.0,2.8285552394580193,2.1435953104105994
2024-05-31,14.736325956039547,8.008620744480483,3.9799731912666148,0.0,0.9203516444809722,1.4101830380948188,0.0,0.8649240989966294,0.6554749988992765
2024-06-06,45.70955829229742,24.841369405968006,12.34519493737331,5.158940570525869,2.8547731142967328,4.374146172858394,0.0,2.6828463647885092,2.0331711418917573
2024-06-21,45.70955829229742,24.841369405968006,12.337607702178772,5.158940570525869,2.86236034949127,4.374146172858394,0.0,2.6828463647885092,2.0331711418917573
2024-07-03,45.70262316127878,24.83760043164515,12.335735819599552,5.158157847390695,2.877098235460541,4.373482520048418,0.0,2.682439318828369,2.0328626657484925
2024-07-16,45.67940579790324,24.82498269649758,12.329469149522048,5.155537454581541,2.9264375850728603,4.37126074970219,0.0,2.6810766143687514,2.0318299523517864
2024-07-25,43.972675157645014,23.897440889157835,11.868800224258273,4.962909867006022,2.817096392778358,4.207936281536333,3.7363240840067395,2.5809029031154194,1.9559142004960042
2024-08-26,43.97299611362162,23.897615316264023,11.868886854474733,4.962946091219752,2.8171169547278114,4.2072370965253745,3.7363513553870007,2.580921741091704,1.955928476687983
2024-09-02,43.97331707428357,23.89778974591651,11.868973485955824,4.962982315962286,2.8171375169774304,4.207267805317652,3.7356487231553754,2.5809405793429874,1.955942753088367
2024-09-03,43.95727477871885,23.88907138141833,11.901125346898505,4.9611717263936015,2.81610977206982,4.205732914657964,3.734285888033304,2.579999003533756,1.955229188275876
2024-10-03,43.54141306816632,23.90110439318509,11.9071199868345,4.963670686558585,3.2058910489139905,4.207851357557728,3.7361668613584578,2.580568553126641,1.9562140442986824
2024-10-08,43.53015392993934,23.90494355472182,11.923635041357954,4.964467985849335,3.2115168589685834,4.208527251893758,3.6637547397590944,2.580983061986528,2.012017575523589
2024-10-09,43.58393245087781,23.934476473662556,11.938365875017915,4.97060124570307,3.2388772526232845,4.030970467987243,3.6682810575686453,2.5841716896184064,2.0503234869410676
2024-10-10,43.617412118671325,23.952862109746523,11.94753651431127,4.974419489470488,3.2413652459810196,4.034066919926401,3.671098904061021,2.586156760832146,1.9750819369998094
2024-10-14,43.61262616019882,23.950233861123177,11.946225560478187,4.973873666966471,3.269538310445377,4.033624278425766,3.6706960895415475,2.5858729925327557,1.9573090802878927
2024-10-24,43.57385850240379,23.980279774313058,11.94297371460392,4.972519743881629,3.2642604792690704,4.03252629777893,3.669696900477685,2.617346593624877,1.9465379936470437
2024-10-25,43.567486263691016,23.97677289949469,11.941227174773264,4.971792562862987,3.278407108589233,4.03193658135105,3.66916024420126,2.6169638330004603,1.946253332036039
2024-10-28,43.540743200773036,23.96205521892115,11.933897282299782,4.968740723688263,3.3377777968260176,4.029461654681566,3.666908000804133,2.6153574601191694,1.9450586618868833
2024-10-29,43.54115577428361,23.96188011726727,11.933810075875613,4.968704414836185,3.337753406163065,4.029432209569554,3.666881205036838,2.6153383485107295,1.9450444484571308
2024-10-30,43.54156834176451,23.96170501817247,11.933722870725951,4.968668106514755,3.337729015856577,4.029402764887875,3.666854409661157,2.6153192371816028,1.9450302352351043
2024-10-31,14.484192264604157,8.020851006061317,3.9946495051636166,1.6631932723777096,1.212899501494538,1.3487871249590286,1.2274290522525697,0.8754421239561472,0.651072104730176
2024-11-06,43.26613585253752,23.95890378064425,11.932327761641206,4.968087245530335,3.619371568418129,4.028931708498827,3.666425736902893,2.6150134938970613,1.9448028519297709
2024-11-07,43.265918133817635,23.962031815395115,11.93206621500112,4.967978349214991,3.6171003184974975,4.028843397687011,3.6663453719186445,2.614956174989404,1.9447602234785824
2024-11-08,43.2665503782048,23.96238197230322,11.93224057815385,4.968050946228121,3.6156918762415584,4.028902271131393,3.6663989481833523,2.614994387315309,1.9447886422383982
2024-11-11,43.26728102765641,23.96238197230322,11.93224057815385,4.968050946228121,3.614961226789948,4.028902271131393,3.6663989481833523,2.614994387315309,1.9447886422383982
2024-11-15,43.26168985111492,23.95888086367037,11.930497175910046,4.967325071560218,3.6137025073872753,4.028313614104781,3.6658632559878197,2.629223168254317,1.9445044920102499
2024-11-18,43.28696294111107,23.948208798346503,11.925182944167254,4.9651124633023365,3.612092846675688,4.026519272111957,3.6642303611811347,2.6280520266821252,1.9436383464219245
2024-11-20,43.28980792807173,23.949782767438656,11.925966713405714,4.965438789735437,3.6057578598717095,4.026783910563067,3.664471188600988,2.6282247524461853,1.9437660898665114
2024-11-21,43.299293919406196,23.955030825646066,11.928580021764263,4.966526854376645,3.606547980905966,4.027666290021641,3.643361416226296,2.628800669005301,1.9441920226476253
2024-11-22,43.30026540444629,23.956780689527807,11.929451379079245,4.966889648564781,3.606811431539593,4.027960502449082,3.6428970773428286,2.628992697284307,1.9399511697660639
2024-11-25,43.33744794043625,23.963607602075935,11.908007537341467,4.968305052483463,3.6078392568780564,4.029108341737419,3.607400844784301,2.637779430761865,1.940503993501242
2024-11-26,43.35814167019006,23.954855853317383,11.903658614094505,4.966490577872745,3.6065216379593297,4.027636871142782,3.6060833859780486,2.636816087377102,1.939795302068045
2024-12-06,43.35972521064684,23.95573074052239,11.900441130242447,4.966671965691856,3.606653356540938,4.027783969834862,3.606215088553672,2.636912390050386,1.9398661479166073
2024-12-12,43.35814167019006,23.954855853317383,11.863485515810366,4.966490577872745,3.6466947362434685,4.027636871142782,3.6060833859780486,2.636816087377102,1.939795302068045
2024-12-13,43.35972521064684,23.952078507295173,11.86391879797028,4.966671965691856,3.646827922040321,4.027783969834862,3.606215088553672,2.636912390050386,1.9398661479166073
2024-12-16,43.357191601433954,23.950678931848625,11.863225561705026,4.966381751540624,3.652458061144796,4.027548617084725,3.6060043690500856,2.636758309149445,1.9397527970427197
2024-12-19,43.28415120505863,23.950678931848625,11.863225561705026,4.966381751540624,3.7254984575201275,4.027548617084725,3.6060043690500856,2.636758309149445,1.9397527970427197
2024-12-20,43.28415120505863,23.950678931848625,11.863225561705026,4.966381751540624,3.7284200733751405,4.024627001229711,3.6060043690500856,2.636758309149445,1.9397527970427197
2025-01-02,43.28414913378451,23.9506798065322,11.863225994952389,4.966381932913876,3.728420209537785,4.024627148209893,3.6060045007420847,2.6367584054443847,1.9397528678828793
2025-01-09,43.25928294609096,23.961180611692683,11.868427242923389,4.968559366266556,3.7300548777181057,4.026391683741591,3.6075854976480604,2.637914451389406,1.9406033225292467
2025-01-20,43.25896684234086,23.96100552282083,11.868340518084148,4.968523060064943,3.730027621502685,4.026362262137165,3.6075591363395283,2.6378951756503333,1.9413198610595035
2025-01-24,43.25580605890259,23.966561429767992,11.867473339395252,4.968160027229272,3.7297550812551727,4.02606806973999,3.607295544441638,2.63770243375214,1.9411780155159521
2025-02-04,43.25390981053955,23.965510783461294,11.866953093006531,4.967942232991289,3.7295915762228593,4.025891574936579,3.6071374077914538,2.641970602911464,1.941092918138983
2025-02-11,43.25390981053955,23.89610060445781,11.866953093006531,4.967942232991289,3.799001755226341,4.025891574936579,3.6071374077914538,2.641970602911464,1.941092918138983
2025-02-12,43.25138173799337,23.89470394283431,11.866259502104516,4.967651870376089,3.8046244400574336,4.025656272601853,3.6069265804907347,2.6418161869666794,1.9409794665750106
2025-02-18,43.25106574970354,23.894529371610655,11.866172808942448,4.967615577435704,3.804596644025909,4.025626861743982,3.6069002288109524,2.6417968862427395,1.9416958714840626
2025-02-19,43.25106574970354,23.887223517389852,11.866172808942448,4.967615577435704,3.804596644025909,4.025626861743982,3.6069002288109524,2.6417968862427395,1.9490017257048666
2025-02-20,43.22611725651815,23.873444660781086,11.917011005619573,4.964750109932579,3.8024020402213248,4.023304761176371,3.604819662142384,2.640273019709715,1.9478774838988162
2025-02-21,43.22453920639846,23.872573116108665,11.916575952882075,4.964568862459929,3.802263226435227,4.0231578829239885,3.604688061469912,2.640176631613369,1.951457059708372
