date,460,24,1077,48,Others
2023-05-04,100.0,0.0,0.0,0.0,0.0
2023-08-09,30.0,70.0,0.0,0.0,0.0
2024-03-26,100.0,0.0,0.0,0.0,0.0
2024-05-03,0.0,100.0,0.0,0.0,0.0
2024-05-08,17.24137931034483,82.75862068965517,0.0,0.0,0.0
2024-05-09,0.0,99.80295566502463,0.0,0.19704433497536944,0.0
2024-05-29,0.3948667324777887,99.60513326752222,0.0,0.0,0.0
2024-07-04,27.04837117472853,72.95162882527147,0.0,0.0,0.0
2024-07-08,72.45804540967423,27.541954590325762,0.0,0.0,0.0
2024-07-09,100.0,0.0,0.0,0.0,0.0
2024-08-02,100.0,0.0,0.0,0.0,0.0
2024-11-05,100.0,0.0,0.0,0.0,0.0
2025-01-08,99.78494623655914,0.0,0.0,0.21505376344086022,0.0
2025-04-11,73.70689655172413,0.0,26.29310344827586,0.0,0.0
2025-04-14,0.0,0.0,0.0,0.0,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.0
