date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,GARY CHENG SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,ASTRUM CAPITAL MANAGEMENT LTD,CITIBANK N.A.
2024-07-10,48.620774641211824,23.00225605247692,13.526835649420821,7.200409501962198,4.2447911729577035,3.4049329819705383,0.0,0.0
2024-07-11,48.623696682464455,23.000947867298578,13.5260663507109,7.199999999999999,4.244549763033175,3.404739336492891,0.0,0.0
2024-07-12,48.62564452532606,23.000075826508947,13.525553533515316,7.199727024567788,4.2443888383378825,3.40461025174401,0.0,0.0
2024-07-15,48.630513486362,22.997896013799117,13.524271660632712,7.199044676535815,4.243986579979908,3.404287582690449,0.0,0.0
2024-07-16,48.63343442001516,22.996588324488247,13.523502653525398,7.1986353297953,4.243745261561789,3.4040940106141018,0.0,0.0
2024-07-18,48.63830190467166,22.994409172747083,13.522221169335735,7.197953188666729,4.243343125177675,3.403771439401118,0.0,0.0
2024-07-19,48.71212551335188,22.960313404871403,13.50328355949204,7.187872594106626,4.23740040500388,3.3990045231741703,0.0,0.0
2024-07-22,51.498549790525296,21.70301142263759,12.774376051849465,6.799871092491137,4.008665449206861,3.215526193289648,0.0,0.0
2024-07-24,51.515910799298425,21.695242867881305,12.769803486415865,6.7974370905967,4.007230554461825,3.2143752013458857,0.0,0.0
2024-07-25,51.624117521215155,21.64658061755687,12.764743635456036,6.771019040148328,3.991656564215931,3.2018826214076874,0.0,0.0
2024-07-29,51.761715139017284,21.585010310744508,12.728436322264097,6.751759937424446,3.9803029225627533,3.1927753679869157,0.0,0.0
2024-07-30,51.97293649666146,21.562011649382015,12.714874271913622,6.584742150873704,3.9760619406165647,3.1893734905526356,0.0,0.0
2024-08-01,52.109009774755634,21.500920810313076,12.678849695424283,6.566085847853803,3.964796713415498,3.1803371582377107,0.0,0.0
2024-08-07,52.12747112591229,21.47310989867498,12.683341599943315,6.568412102317013,3.9662013746191453,3.181463898533267,0.0,0.0
2024-08-14,52.12931798051373,21.470327723649245,12.683790965456158,6.568644818423383,3.966341895482728,3.1815766164747563,0.0,0.0
2024-08-20,50.94002876401379,21.00119561262151,12.37372424667741,6.425118261683214,3.879676318206234,3.1120583597581053,2.268198437039733,0.0
2024-08-21,50.92767431788653,20.996102208748376,12.370723256821135,6.423559982676482,3.8787353832828066,3.11130359462971,2.2919012559549587,0.0
2024-08-22,50.91268054449101,20.98992068165287,12.36708115409927,6.42166880260469,3.877593432856499,3.1103875861591215,2.3206677981365385,0.0
2024-08-26,50.90827229120127,20.988103278092368,12.366010355516304,6.421112785079744,3.877257693040331,3.1101182745424003,2.329125322527577,0.0
2024-08-27,50.869384503480994,20.98992068165287,12.36708115409927,6.42166880260469,3.877593432856499,3.1103875861591215,2.3639638391465487,0.0
2024-08-30,50.893970893970895,20.997920997921,12.371794871794872,6.311503811503812,3.879071379071379,3.1115731115731116,2.434164934164934,0.0
2024-09-02,51.00480785860053,20.96087994189063,12.324028916329425,6.300370101345508,3.8722285635225346,3.1060841894088758,2.431600428902494,0.0
2024-09-04,51.008336504202845,20.962330070220347,12.324881524784669,6.224705109135564,3.872496454391366,3.10629907641219,2.5009512608530216,0.0
2024-09-16,51.03339732613846,20.96196751932756,12.324668361611234,6.2003839568308,3.872429478199208,3.1062453518739512,2.5009080060187827,0.0
2024-09-19,51.07663570798526,20.96196751932756,12.324668361611234,6.157145574984002,3.872429478199208,3.1062453518739512,2.5009080060187827,0.0
2024-09-20,51.007454297030385,20.96196751932756,12.324668361611234,6.148497898614642,3.872429478199208,3.1062453518739512,2.578737093343019,0.0
2024-09-30,51.008301625735044,20.96160498097544,12.32445520581114,6.148391560013836,3.8723625043237635,3.1061916291940506,2.5786924939467313,0.0
2024-10-07,51.240441507214285,20.9681325905678,12.328293138645721,5.902909933912322,3.873568388637071,3.1071589218366147,2.5794955191861875,0.0
2024-10-08,51.24474508243517,20.967769838935695,12.32461982942062,5.9028078127432835,3.87350137536114,3.107105167551857,2.579450893552238,0.0
2024-10-18,50.59024223814398,20.60730126236779,12.152848857045377,5.820539065165472,3.8195155237120435,3.063800750597066,2.5435005117707266,1.4022517911975434
2024-10-25,50.607301262367784,20.60730126236779,12.152848857045377,5.8034800409416585,3.8195155237120435,3.063800750597066,2.5435005117707266,1.4022517911975434
2024-11-05,50.608143839238494,20.606949727913204,12.152641544838879,5.803381040923901,3.8194503676157012,3.0637484860374267,2.5434571228740555,1.4022278705583324
2024-11-06,50.60982890674308,20.6062466949832,12.152226941644065,5.80318305102093,3.8193200620916703,3.0636439622673697,2.543370349521519,1.4021800317281614
2024-11-07,50.64381342201757,20.602029504562122,12.149739916432164,5.80199539524175,3.8185384156220685,3.039140445126631,2.5428498337170633,1.4018930672806345
2024-11-08,50.6454968705766,20.601326807305966,12.149325511196002,5.8017974998720945,3.8184081723144088,3.0390367856472875,2.5427631017957943,1.4018452512918465
2024-11-11,50.726984505769856,20.590792097772173,12.143112823222596,5.742581008062454,3.8164555883205207,3.037482741575332,2.541462832597542,1.4011284026795303
2024-11-12,50.69000221755966,20.6062466949832,12.152226941644065,5.746891151936953,3.8193200620916703,3.039762550534773,2.543370349521519,1.4021800317281614
2024-11-13,50.69084334061136,20.605895196506548,12.15201965065502,5.746793122270742,3.819254912663755,3.039710698689956,2.543326965065502,1.4021561135371179
2024-11-14,50.693366537602124,20.604840773022666,12.15139782011701,5.7464990533372,3.8190594777150455,3.0395551537687417,2.5431968205775495,1.402084363859655
2024-11-15,50.69504852547374,20.60413788398233,12.150983301778984,5.746303024100701,3.818929198860632,3.039451465998056,2.543110064984905,1.4020365348206518
2024-11-18,51.43884287802174,20.293312278461876,11.967678532430662,5.659616644547852,3.761318393334117,2.9935995430644917,2.504745745628034,1.3808859845112302
2024-11-19,51.44608666442727,20.2888814242526,11.965065502183405,5.658380920389654,3.760497144776621,2.992945918710111,2.5041988579106484,1.383943567349681
2024-11-20,51.454142458944816,20.284111898445108,11.962252745407529,5.657050743862713,3.759613124223394,2.9922423346878464,2.5036101689223225,1.3869765255062632
2024-11-21,51.51764153474645,20.257579822913872,11.94660584920848,5.649651193989804,3.754695465521867,2.988328414274215,2.5003353903944188,1.3851623289508987
2024-11-22,51.51677762312813,20.25724011872621,11.946405513725622,5.64955645364144,3.7546325021380778,2.9882783022822936,2.5002934616739054,1.386816024684319
2024-11-25,51.51591374048362,20.256900425931516,11.946205184961599,5.64946171647047,3.7545695408659494,2.988228191971023,2.5002515343595935,1.388469664956233
2024-11-26,51.51337301920014,20.25656074452922,11.946004862916073,5.649366982476733,3.7545065817053747,2.9881780833403204,2.5002096084514127,1.3918001173807326
2024-11-27,51.511645455002764,20.255881415899527,11.945604238979158,5.649177524020323,3.7543806697184636,2.988077871120278,2.5001257608531615,1.395107064406325
2024-12-04,51.51733619475555,20.253504124471867,11.944202266782913,5.648514519482262,3.7539400442626247,2.9877271812755684,2.4998323385420163,1.3949433304272014
2024-12-05,51.67281260476031,20.105598390881664,11.940998994301038,5.646999664767013,3.7529332886356013,2.9869259135098893,2.4991619175326854,1.3945692256118003
2024-12-06,51.68663594470046,20.098868873062422,11.937997486384583,5.645580226225388,3.7519899455383325,2.9861751152073737,2.498533724340176,1.3942186845412652
2024-12-09,51.7058212406582,20.081101913603003,11.937397365863466,5.6452964241429004,3.7518013338248597,2.9860250008378295,2.498408123596635,1.3941485974731056
2024-12-10,51.724137931034484,20.063000569686,11.93659729901813,5.644918065748467,3.7515498810361585,2.9858248718206495,2.4982406755805773,1.3957307060755337
2024-12-11,52.02927924155374,19.766838076414132,11.932798445587176,5.643121555752835,3.750355940436509,2.984874625215658,2.4974456039262325,1.3952865111137167
2024-12-12,52.07499790742446,19.732150330626936,11.926006528835691,5.639909600736587,3.7482213107893196,2.9831756926425044,2.4960241064702435,1.3995145224742613
2024-12-13,52.322488918625076,19.508237852304088,11.916032449611107,5.635192774107217,3.7450865601739567,2.980680772769089,2.4939366061721167,1.3983440662373505
2024-12-16,52.42396868413128,19.385058048111343,11.917427816253472,5.635852654822845,3.7455251095720836,2.9810298102981028,2.4942286459901637,1.4169092308207032
2024-12-17,52.43249573393114,19.37297152608157,11.918225315354503,5.636229798909224,3.7457757553451336,2.981229297018771,2.4943955565965137,1.4186770167631413
2024-12-18,52.43161856963614,19.372647427854453,11.918025930572982,5.636135508155584,3.7457130907570053,2.9811794228356336,2.4943538268506904,1.4203262233375158
2024-12-19,52.449177477597964,19.354353350274174,11.909856894476395,5.6322723017252905,3.743145646649726,2.979136017119165,2.4926441085997055,1.4394142035575765
2024-12-20,52.45498771252319,19.35402979086213,11.902970727385192,5.632178143337178,3.7430830700302593,2.979086212949496,2.4926024374341744,1.4410619054783758
2024-12-23,52.45578254037247,19.353706242268213,11.902771740947541,5.632083988097229,3.7430204955030257,2.979036410445017,2.492560767661908,1.441037814704604
2024-12-27,52.5525124074662,19.262069080761325,11.897799241348196,5.629731129789616,3.7414568119913776,2.9777918887756294,2.4915194759621007,1.4471199639055528
2024-12-30,52.705681932057324,19.113471623743195,11.891639108795136,5.626816314259946,3.7395196579483585,2.9762501252630527,2.4902294819120154,1.4563917560209774
2025-01-02,53.006321196857755,18.84684023550211,11.875177210334073,5.619026969328019,3.734342945777808,2.972130026519005,2.4867821939056323,1.4593792217756059
2025-01-03,53.125364723143875,18.80554212448105,11.791186621538257,5.617153242076129,3.733097687446855,2.9711389365923604,2.4859529486303082,1.4705637160911682
2025-01-08,53.14260944950152,18.787302857523926,11.790203727785002,5.61668500550165,3.7327865026174516,2.970891267380214,2.485745723717115,1.4737754659731253
2025-01-09,53.14250466791144,18.786676447052546,11.78981061616431,5.616497732728728,3.732662043211523,2.970792211256335,2.485662843424913,1.4753934382502
2025-01-10,53.14073283766212,18.786050078351614,11.789417530757177,5.616310472443571,3.7325375921048245,2.9706931617377386,2.4855799686593536,1.4786783582835994
2025-01-13,53.157763146928914,18.76656388032336,11.787648970747561,5.615467955662972,3.7319776648054006,2.970247520626719,2.485207100591716,1.4851237603133596
2025-01-16,53.156877125141676,18.76625108340556,11.787452496833122,5.615374358290553,3.7319154610307352,2.97019801320088,2.4851656777118474,1.4867657843856257
2025-01-17,53.155105170172334,18.765625520850694,11.787059568652289,5.615187172905763,3.7317910597019903,2.97009900330011,2.4850828360945365,1.4900496683222775
2025-01-20,53.15421923698729,18.765312755212587,11.786863114385241,5.615093584893081,3.7317288621477025,2.970049500825014,2.485041417356956,1.4916915281921366
2025-01-21,53.152447459209014,18.764687255212415,11.786470225496242,5.614906418226362,3.7316044732587788,2.9699505008249862,2.4849585840235995,1.4949750837486042
2025-01-22,53.15156161461284,18.764374520849305,11.786273790873638,5.614812839572014,3.731542281923936,2.96990100329989,2.484917169427686,1.4966167794406853
2025-01-23,53.14989500349988,18.764374520849305,11.786273790873638,5.614812839572014,3.731542281923936,2.96990100329989,2.484917169427686,1.4982833905536481
2025-01-27,53.149009216205855,18.764061796910156,11.786077362798526,5.614719264036798,3.731480092662034,2.969851507424629,2.4848757562121895,1.4999250037498124
2025-02-03,53.22182981275405,18.701272739388287,11.78116878789898,5.612380888918505,3.7299260345172254,2.9686146464983008,2.4838408742586795,1.5009662157659758
2025-02-04,53.231635219078385,18.695355305011073,11.77744100454644,5.610605026062918,3.7287458157776405,2.967675320998551,2.4830549402967677,1.505487368228221
2025-02-10,53.25051621927662,18.693798707786584,11.776460400985812,5.588489975354693,3.7284353560247787,2.967428228868314,2.4828481982282025,1.5120229134749883
2025-02-11,53.28338328338328,18.681318681318682,11.774891774891776,5.571095571095571,3.727938727938728,2.9670329670329667,2.4825174825174825,1.511821511821512
2025-02-12,53.282496128935584,18.681007642230398,11.774695726011888,5.571002813805964,3.7278766587302905,2.966983566707181,2.482476149248264,1.5134613143304307
2025-02-13,53.3758364683557,18.593734394247093,11.772147684522423,5.5697972500582615,3.727069947065286,2.9663415121350334,2.4819389419715683,1.5131338016446383
2025-02-14,53.41816367265469,18.572854291417165,11.763140385894877,5.5655355954757155,3.724218230206254,2.964071856287425,2.4800399201596806,1.5119760479041917
2025-02-17,53.42745958890441,18.56914787467571,11.760792922237744,5.56442493181667,3.723475021619105,2.963480343244861,2.479545000997805,1.5116743165036919
2025-02-19,53.426571100726726,18.568839073387323,11.76059734255733,5.564332396521045,3.7234131009595397,2.963431061147789,2.4795037666505912,1.5133121580496565
2025-02-20,53.433883198084345,18.56292403884528,11.760010642543568,5.564054809099375,3.72322735133697,2.963283224690701,2.479380071837169,1.5132366635625913
2025-02-21,53.52309380507432,18.478369301366673,11.758055398530242,5.563129717686962,3.722608319755262,2.962790543012004,2.4789678449107173,1.512985069663818
2025-02-24,53.54203727410265,18.460822291309913,11.757468952102279,5.562852250245225,3.7224226504181286,2.962642770453374,2.4788442035611564,1.5129096078072786
2025-02-26,53.62429599109502,18.431326942566166,11.716037281321128,5.55897061022412,3.7198252230399893,2.9605755013207955,2.4771145187818777,1.5118539316509112
2025-02-27,53.62417556858771,18.4307145349127,11.715647998936754,5.55878590533783,3.719701626434967,2.960477131892413,2.477032213048029,1.5134650208496006
2025-02-28,53.88649186856953,18.194490540989047,11.70262197145702,5.552605376700963,3.715565881181546,2.957185529372718,2.474278128111517,1.516760703617657
2025-03-03,53.94894097337494,18.12462651882345,11.705730031206427,5.554080074364252,3.716552685744638,2.9579709182657195,2.4749352632627315,1.517163534957838
2025-03-04,53.95046974072968,18.124024831524085,11.705341433456164,5.553895694319955,3.716429306509976,2.957872721840454,2.4748531022806493,1.5171131693390434
2025-03-06,53.94957425265988,18.123724002854914,11.705147144256145,5.553803508888409,3.7163676199644793,2.9578236260726674,2.4748120238352116,1.5187478214682888
2025-03-07,50.09012617664731,23.985887935417278,10.864440986612026,5.154909180545071,3.449444607065276,2.7453819963333284,2.297062040703138,1.412747076676578
2025-03-10,50.0855095909406,23.987366150527695,10.865110546182882,5.1552268700408295,3.4496571912795626,2.745551190201063,2.2972036052692397,1.4143748555581235
2025-03-11,50.342492111136764,23.95597629492804,10.855075810051567,4.9472793042407455,3.446471176787501,2.7430154698683906,2.2950819672131146,1.4146078657738783
2025-03-12,50.67991230894234,23.72257738122614,10.811142283340232,4.927256281715188,3.432522344356038,2.731913719357954,2.2857931288230695,1.4088825522390347
2025-03-14,50.696182127999265,23.754624583595586,10.839563408605947,4.83719930612057,3.437159392701985,2.7356043045086813,2.2888810426613038,1.4107858338066654
2025-03-20,50.68375412477937,23.7495203744916,10.837234287468345,4.836159926329522,3.4594428670094395,2.735016499117489,2.2883892256925793,1.410482695111657
2025-03-21,50.77366179489536,23.706222998437358,10.817477096546863,4.827343199436223,3.453136011275546,2.730030333670374,2.2842172993841348,1.407911266354138
2025-03-25,50.66827931472664,23.87280493592786,10.810355650137025,4.824165224979715,3.45086271567892,2.6823032288684416,2.2827135355267387,1.408515394154661
2025-03-26,50.63614789864502,23.888846359947944,10.810686672280486,4.824312944959044,3.450968383985302,2.6823853632396846,2.2827834341269235,1.423868942815586
2025-03-27,50.51660008265601,24.01922517640936,10.808039062619583,4.823131438367697,3.427163215012781,2.6817284290765486,2.282224365155898,1.441888230702117
2025-03-28,50.40484588253336,24.06379389664162,10.828093850636405,4.8320809691765065,3.433522465879466,2.686704493175893,2.286459132034964,1.4644993099217911
2025-03-31,50.40256414188661,24.06490100756054,10.828592022328891,4.832303280322665,3.4336804330823383,2.68682810127747,2.286564325915929,1.4645666876255616
2025-04-01,50.397963408836475,24.06490100756054,10.828592022328891,4.832303280322665,3.4336804330823383,2.68682810127747,2.286564325915929,1.4691674206756944
2025-04-02,50.26078419340983,24.07191507639443,10.831748174510645,4.833711726084555,3.534392833036755,2.687611216788366,2.287230778670921,1.4926060011044977
2025-04-03,50.25925016874271,24.07191507639443,10.831748174510645,4.833711726084555,3.534392833036755,2.687611216788366,2.287230778670921,1.4941400257716144
2025-04-07,50.24236102589275,24.070438090563258,10.846422873972267,4.833415142962327,3.5341759725119646,2.687446312430973,2.287090440544852,1.49865014112161
2025-04-08,50.241597766562876,24.070807320028837,10.846589253117761,4.833489285330797,3.5342301851482563,2.6874875366231534,2.2871255234618277,1.4986731297264961
2025-04-09,54.43749689018625,17.73340188744962,11.737680991159836,5.22614565538288,3.8213391272618713,2.905809961355381,2.4729238883452473,1.6652015988589057
2025-04-14,54.38005278972094,17.749298627135246,11.74820299141752,5.230830525075118,3.824764687328807,2.908414814322947,2.4751406895864805,1.6832948754129384
2025-04-15,54.351256623644126,17.760502317237258,11.755618677430608,5.234132323383332,3.8271789505157723,2.910250660288035,2.4767030447999203,1.684357402700952
2025-04-16,54.4101296071956,17.74340762375745,11.744303755455617,5.229094409133905,3.8234952455234903,2.907449509616821,2.474319188834863,1.6678006604822517
2025-04-23,54.33890135460816,17.771129394166042,11.76265270506108,5.2372641901437715,3.829468960359013,2.9119920219396658,2.4781849912739964,1.6704063824482671
2025-04-24,54.33814241074396,17.771424772289077,11.771158832524433,5.237351239944153,3.8295326108636396,2.9120404228442256,2.4782261817698292,1.6621235290206766
2025-04-25,54.32104921956814,17.772901810202963,11.772137169833275,5.237786532355924,3.8298508951279113,2.9122824515035157,2.478432154789807,1.6755597666184612
2025-04-30,54.32014627659575,17.772606382978722,11.771941489361701,5.237699468085107,3.829787234042553,2.9122340425531914,2.4783909574468086,1.6771941489361701
2025-05-02,54.30802458880213,17.763748130918756,11.76607409868749,5.235088885196877,3.827878385113806,2.9107825220136236,2.4771556736999503,1.71124771556737
