date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,MERRILL LYNCH FAR EAST LTD,BNP PARIBAS
2024-03-14,59.14016027459022,0.0,40.77984787003505,0.0,0.0,0.0,0.0,0.0,0.07999185537472547
2024-03-26,59.00900243664007,0.0,40.91074893852955,0.0,0.0,0.0,0.0,0.0,0.08024862483038359
2024-05-03,58.579933081301874,0.0,40.61327655383189,0.7271252480482047,0.0,0.0,0.0,0.0,0.07966511681803039
2024-05-09,58.79624260698133,0.0,40.64565696393367,0.47692218485445903,0.0,0.0,0.0,0.00434883451235069,0.07682940971819553
2024-05-29,58.79624260698133,0.0,40.6398585179172,0.4827206308709266,0.0,0.0,0.0,0.00434883451235069,0.07682940971819553
2024-07-09,58.99418613038648,0.0,40.44462397391693,0.48040163307702294,0.0,0.0,0.0,0.00432794264033354,0.07646031997922588
2024-08-02,58.99596076168494,0.0,40.44287362954414,0.4803808424697057,0.0,0.0,0.0,0.004327755337564916,0.07645701096364685
2024-08-21,59.27149451817657,0.0,40.154356607039816,0.4803808424697057,0.0,0.0,0.0,0.004327755337564916,0.0894402769763416
2024-09-02,59.55826132117662,0.0,39.86756495520579,0.48040163307702294,0.0,0.0,0.0,0.00432794264033354,0.08944414790022649
2024-09-24,59.55884474451081,0.0,39.866989815055256,0.48039470267462997,0.0,0.0,0.0,0.004327880204275946,0.08944285755503621
2024-10-07,61.001471479269455,0.0,38.4243630802966,0.48039470267462997,0.0,0.0,0.0,0.004327880204275946,0.08944285755503621
2024-10-08,65.3293516835454,0.0,34.09648287602066,0.48039470267462997,0.0,0.0,0.0,0.004327880204275946,0.08944285755503621
