date,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,FORTUNE ORIGIN SECURITIES LTD,QUAM SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION
2024-03-01,65.07363239969777,30.3938202797167,0.0,0.0,0.0,4.00495043718523,0.5275968834003064,0.0
2024-03-04,65.02082128639034,30.369153891389423,0.0,0.08069612570313685,0.0,4.002159989288336,0.5271687072287544,0.0
2024-03-05,65.02067180159533,30.369084071804643,0.0,0.08069594018035244,0.0,4.002380691167395,0.5271674952522739,0.0
2024-03-06,65.02076357183645,30.368804796675843,0.0,0.0806951980977452,0.0,4.002573785987875,0.5271626474020791,0.0
2024-03-07,65.02061408889246,30.36873497869621,0.0,0.08069501257922596,0.0,4.002794484378641,0.5271614354534618,0.0
2024-03-08,65.01775211558446,30.36853399923347,0.0,0.08069631122677429,0.0,4.005617750723898,0.5273998232313967,0.0
2024-03-11,65.01409644720731,30.367425391580156,0.0,0.08000549554990122,0.0,4.011080117411284,0.5273925482513603,0.0
2024-03-12,65.01402741245424,30.367285762284414,0.0,0.07954532810056883,0.0,4.011751373858168,0.5273901233026154,0.0
2024-03-13,65.01387794568394,30.367215948118048,0.0,0.07954514522644525,0.0,4.011972050134959,0.5273889108366052,0.0
2024-03-14,65.01372847960089,30.367146134272694,0.0,0.07931506361803779,0.0,4.0124226241322125,0.52738769837617,0.0
2024-03-15,64.99519603510576,30.372589978230263,0.0,0.07912809670336708,0.0,4.023801731488373,0.5292841584722315,0.0
2024-03-18,64.96974236441004,30.391516787376755,0.0,0.0791923995923249,0.0,4.029603960651323,0.5299444879695695,0.0
2024-03-19,64.9695121539461,30.391516787376755,0.0,0.0791923995923249,0.0,4.029834171115254,0.5299444879695695,0.0
2024-03-21,64.96236732451224,30.382482979150936,0.0,0.07918565472678969,0.0,4.04169106306097,0.5342729785490665,0.0
2024-03-22,64.95553454557195,30.378214384019103,0.0,0.07917872876341332,0.0,4.052846093215645,0.5342262484298904,0.0
2024-03-27,64.9553043748488,30.378214384019103,0.0,0.07917872876341332,0.0,4.053076263938793,0.5342262484298904,0.0
2024-04-02,64.95485585366448,30.378004620200365,0.0,0.07917818202843085,0.0,4.053738784548617,0.5342225595581047,0.0
2024-04-03,64.95470634797952,30.377934699571203,0.0,0.0791779997851146,0.0,4.053729454114645,0.5344514985495235,0.0
2024-04-05,64.95440733867427,30.377794859278477,0.0,0.07917763530099885,0.0,4.0541711284645165,0.5344490382817422,0.0
2024-04-08,65.15637363184732,30.473114057018197,0.0,0.0794260782413367,0.00046177952465893424,3.754498425239465,0.5361260281290227,0.0
2024-04-10,65.15607275444427,30.472973339066762,0.0,0.0794257114696638,0.00046177739226548726,3.7544810878145443,0.5365853298124963,0.0
