date,MERRILL LYNCH FAR EAST LTD,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,MORGAN STANLEY HONG KONG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,28.356461716152253,19.98115996105835,13.69785968009604,0.0,4.301824564511982,19.9314023961602,4.182634494609107,0.0,5.011926935601173,4.536730251810899
2024-03-04,28.344112488209845,20.07015143251509,13.700357419024877,0.0,4.314903643003777,19.771825161025255,4.18339717792214,0.0,5.015607135232587,4.59964554306643
2024-03-05,25.3616139007664,17.937819220024007,12.21500911705298,10.625484442632947,3.959366466313378,17.451434647937333,3.738822010282266,0.0,4.489734170899506,4.220716024091182
2024-03-06,23.459251415959297,16.722168491911596,11.404862555256122,9.84553453375836,3.70869678948344,15.955158080251191,3.464378628245244,7.388478048381694,4.140571619975368,3.910899836777684
2024-03-07,23.43228468279051,16.732871351635573,11.430199265426625,9.841305144571331,3.7576378085291844,15.910491786639477,3.4628008956913225,7.385113219189578,4.1381770940889,3.9091187514375014
2024-03-08,23.40721918097294,16.7733974852753,11.416847595991204,9.85246740634128,3.7667992713233995,15.827363478321226,3.466549255825688,7.3931073444114555,4.182644048986286,3.9136049325512228
2024-03-11,23.35825285745906,16.893411732656386,11.381447995492902,9.863948727498977,3.7908233841123504,15.540579184254067,3.470588910429315,7.401722713158566,4.298695748731427,4.000528746206949
2024-03-12,23.297508430683266,16.956466325606296,11.345314593740929,9.860579441377311,3.845990499589292,15.514113591912379,3.4694034412654977,7.3517817043342815,4.356875728666882,4.001966242823872
2024-03-13,23.152527636490202,17.01289122543621,11.332742656322282,9.849652764410857,4.1289455134589765,15.257778994533705,3.515974654612669,7.3372694480589224,4.400681144877927,4.0115359617982485
2024-03-14,23.21385081100514,17.05963377141105,11.383777147215751,9.860775601455119,4.177962928230207,14.9951152287697,3.5199451106348665,7.34555514648633,4.418651197570587,4.024733057221249
2024-03-15,23.199721775628365,17.0674651997292,11.381977660329913,9.85899609397906,4.171856765584998,14.935064226735001,3.5193098899491058,7.344229543833225,4.428048448589618,4.093330395641516
2024-03-18,23.175533600441387,17.128307669970695,11.35653844729949,9.854685587010636,4.241296441174173,14.80969906962309,3.5098528406365648,7.34310663723879,4.4821593088004255,4.09882039780475
2024-03-19,23.356397562901737,16.957040905782407,11.37850026937262,9.877541391193013,4.362274025166421,14.45014416302336,3.5099145463832166,7.447778686138934,4.544589307780264,4.115819142258028
2024-03-20,23.32225048743954,17.050333672780717,11.390020459788177,9.88820837906715,4.325272266597235,14.267933862748967,3.526500285857254,7.4509595021977,4.655698111810783,4.122822971712477
2024-03-21,23.248220552386858,17.214485048273005,11.374709354436458,9.88922756648047,4.293135105535252,14.14576261421373,3.521759766067122,7.449888174242098,4.7406752986927,4.122136519672305
2024-03-22,23.25261764057042,17.2206564026398,11.378367134155765,9.885794443414051,4.269877878240961,14.062565219759183,3.599504648355714,7.402778192764192,4.769446534373975,4.1583919057259395
2024-03-25,23.26165643268695,17.126334002636717,11.472042649375897,9.889637264134798,4.289439318969775,13.939395517218797,3.600903853156735,7.431229593784204,4.780762820090919,4.208598547945205
2024-03-26,23.52050854936506,17.00973110033037,11.491056023008483,9.908845791247337,4.307563441819372,13.678671065215319,3.6068718688334203,7.443545861177424,4.802006700861449,4.231199598141766
2024-03-27,22.889148270377973,17.27779319782588,11.604341331737118,10.00575671831502,4.2005087112039,13.677195036776297,3.642430445206842,7.516928532816201,4.911173797078794,4.274723958661974
2024-03-28,22.955440289543443,17.184915601525944,11.640123470152215,10.004549515825524,4.280540371841952,13.553632679117023,3.634058724209769,7.5387252083318295,4.9192080466922725,4.288806092760029
2024-04-02,23.12072503089873,16.880660878949662,11.639527562444925,9.948432135190822,4.180977667832608,13.630661288905396,3.8036240522835336,7.547077500294597,4.957350800035362,4.2909630831643675
2024-04-03,22.84681493730481,16.94105781182512,11.701634990121553,9.904799388336361,4.254255027948819,13.875118822318418,3.6975317970308548,7.544278302308048,4.942024917391877,4.29248400541414
2024-04-05,22.928423480616818,17.09226482064439,11.716310514561542,9.871952783830434,4.278997570562596,13.752635031235801,3.5822143561941013,7.541089471327061,4.9383137478831864,4.297798223144071
2024-04-08,23.00847693473012,17.11124025444272,11.774634737312855,9.866012750589755,4.059112732654293,13.660525141544666,3.7488698297408085,7.549461412993774,4.919096667487764,4.3025695385032465
2024-04-09,22.996854844009746,17.065795742974217,11.791362246837926,9.887751135576703,4.155178155358109,13.504162728159248,3.777743172582925,7.54402831792897,4.9737534221314945,4.303370234440663
2024-04-10,22.973506898869612,17.07866174989472,11.808813900872714,9.900865070171733,4.217863021542139,13.447424983760255,3.766708774247565,7.538583465559487,4.967307829546773,4.300264305535005
2024-04-11,22.955032190016457,17.062852236221524,11.868320915564414,9.94478527378189,4.229257558275466,13.358528155592225,3.745002081307419,7.571432799088898,4.964091480568923,4.300697309582784
2024-04-12,22.941574586348615,17.072823981940775,11.912137874026962,9.988348292299895,4.226914492874059,13.292976344874456,3.7333949477632973,7.566309930115677,4.967991348913449,4.297528200842814
2024-04-15,22.961682337532036,17.02906489966548,11.923012745404664,10.049757992049997,4.176556838788565,13.181685186516075,3.901303908418324,7.490675306785801,4.981933530154869,4.304327254684185
2024-04-16,23.047209612487336,17.178553925668016,11.924073137102202,10.068568761994106,4.122983274304799,12.96164143491928,3.884224047546763,7.501790585703177,4.9981618573052,4.312793362969118
2024-04-17,25.72883875366338,17.190782185405613,12.522089694801391,10.069468410701509,4.095837665981889,9.717277805701716,3.8824168900131135,7.506335724917891,4.9663458624106,4.320607006402896
2024-04-18,23.022260947491862,17.187994135192856,12.507709910810505,10.048064570445927,4.176928549302351,12.374688768812495,3.86418419445232,7.532608821159725,4.967051631253065,4.318508471078894
2024-04-19,23.008224930623534,17.186076449425812,12.500084316274299,10.065028239050926,4.200584898622159,12.37674335701391,3.85196979316808,7.5280164040762125,4.964023361325921,4.319248250419148
2024-04-22,23.0197774707782,17.17122558752807,12.50495064326751,10.06583216184114,4.208708593390689,12.35560809803672,3.848278664839618,7.530947087462468,4.973741943830539,4.320929749025044
2024-04-23,22.998490889679164,17.155466328646646,12.495573906897569,10.055064900394875,4.141756281107873,12.466197578638509,3.874198042187011,7.524831542135403,4.970999615094377,4.317420915218573
2024-04-24,22.99540372429982,15.321798796032308,12.479080705247133,10.048126322703654,4.282048476740707,12.303498388989214,5.776668315490251,7.522549124226423,4.9547147831345555,4.316111363135936
2024-04-25,22.997996187036915,15.277208436954284,12.473118040951817,10.032830792554797,4.3113433056698724,12.294943261956801,5.824888122400204,7.522549124226423,4.952122320397461,4.313000407851423
