date,CHINA INDUSTRIAL SECURITIES,DBS VICKERS (HONG KONG) LTD,SILVERBRICKS SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,PRUDENTIAL BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,49.70178926441352,50.29821073558648
2024-06-03,0.0,0.0,8.333333333333332,39.91769547325103,0.0,0.0,25.720164609053498,26.02880658436214
2024-06-17,0.0,0.0,5.777460770328103,27.674750356633382,0.0,30.670470756062766,17.83166904422254,18.045649072753207
2024-06-18,0.0,0.0,4.5531197301854975,21.81000562113547,0.0,45.362563237774026,14.05283867341203,14.221472737492974
2024-06-19,0.0,0.0,4.555680539932508,21.822272215973005,0.0,45.3318335208099,14.0607424071991,14.22947131608549
2024-06-21,0.0,0.0,4.555680539932508,21.822272215973005,0.0,45.3318335208099,14.0607424071991,14.22947131608549
2024-06-24,0.0,0.0,1.3372093023255813,22.55813953488372,0.0,46.86046511627907,14.534883720930234,14.709302325581394
2024-07-15,88.48669689794936,0.0,0.09229904891849593,1.5570448252337574,4.610939443797905,3.2344797142742485,1.0032505317227818,1.0152895381034552
2024-07-18,88.48669689794936,0.0,0.09229904891849593,1.5570448252337574,4.610939443797905,3.2344797142742485,1.0032505317227818,1.0152895381034552
2024-07-25,68.2261208576998,23.20616355704075,0.07116556824159163,1.2005321946842415,3.5551842569386425,2.1844735295027693,0.7735387852346917,0.782821250657508
2024-07-26,68.27259497786173,23.221971080905345,0.13313930086385733,1.2013499705855033,3.5576059695946993,2.0559185063628203,0.7740657026968449,0.7833544911292071
2024-07-29,68.2704811443433,23.22125208991269,0.13313517864883276,1.2013127747848165,3.557495820174624,2.058951018638925,0.774041736330423,0.783330237166388
2024-07-30,68.11231581873784,23.16745436011491,0.44172612979952425,1.1985296388966113,3.5492540079696044,1.9769561053964724,0.7722484786704971,0.7815154604145429
2024-08-01,68.23456599102585,23.209036051369335,0.4425189540461086,1.2006807983908403,3.5556243230697815,1.8010211975862604,0.7736345350456445,0.7829181494661922
2024-08-05,68.35725578944106,23.250767275320086,0.4433146293827696,1.2028396937098924,3.5620175465790367,1.6244536069690299,0.7750255758440029,0.7843258827541308
2024-08-13,68.35513671027343,23.250046500093,0.4433008866017732,1.2028024056048112,3.5619071238142475,1.62750325500651,0.7750015500031,0.7843015686031373
