date,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,DELTA ASIA SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,HANG SENG BANK LTD,CITIBANK N.A.,HSBC BROKING SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,71.03072596083368,0.0,0.0,0.0,19.97292710231023,0.0,0.0,0.0,8.996346936856083
2024-03-05,0.0,71.04262894927707,0.0,0.0,0.0,19.960398007574994,0.0,0.0,0.0,8.996973043147923
2024-03-06,0.0,42.00054809435386,23.24628526398013,0.0,17.63476715288064,11.799761326755323,0.0,0.0,0.0,5.318638162030053
2024-03-07,0.0,41.9932676138903,23.267284012518243,0.0,17.630415044664712,11.791707760856209,0.0,0.0,0.0,5.317325568070529
2024-03-08,84.51403956123615,6.502827831410536,3.6158442798061947,0.0,2.7167817564932943,1.826754224112348,0.0,0.0,0.0,0.8237523469414852
2024-03-11,84.5114816148135,6.503746095956582,3.617646410857489,0.0,2.7166995289461173,1.8266989346071145,0.0,0.0,0.0,0.8237274148192019
2024-03-12,82.5785787150307,6.3559297036899025,3.5395750972643016,0.0,2.631216461650399,1.7849196213083007,1.1764003534257952,0.0,1.128492500227185,0.804887547403417
2024-03-13,82.57510836255719,6.356285187077064,3.5430062418701955,0.0,2.631105885170419,1.784844610327012,1.1763509153761231,0.0,1.1284450754979096,0.8048537221240952
2024-03-14,81.52249503878748,6.2749521053334,3.507369459206494,0.0,2.5975662729810023,1.7620925818411415,1.16135556542736,1.2655146039015919,1.114060397776433,0.7945939747450944
2024-03-18,81.52274558020092,6.27512505399051,3.507380238333179,0.0,2.597574256028199,1.7620979972441644,1.1613591345976206,1.2655184931816907,1.1136028296692464,0.794596416754474
2024-03-19,81.52074129201151,6.275278096472656,3.5097525703342423,0.0,2.5975103930245007,1.76205467495197,1.1613305818497883,1.2651800592153082,1.1135754510403333,0.7945768810997054
2024-03-20,81.67041631484157,6.278848745586019,3.511051788388016,0.0,2.4441459262542238,1.7619355496315992,1.1612520690320043,1.2643262765128382,1.1135001667519124,0.794523163001813
2024-03-21,81.66991437217138,6.280039346985164,3.511030209623154,0.0,2.4441309046443442,1.76161742312611,1.1612449320295182,1.2640112082913464,1.1134933232304494,0.7945182798985309
2024-03-22,81.66916146973443,6.280903336953925,3.5109978419731886,0.0,2.44410837257573,1.7616011830447893,1.161234226690276,1.2639995555655368,1.1134830581059778,0.794510955356149
2024-03-25,81.66163320879264,6.289542360573259,3.5106741982936804,0.0,2.4438830747366485,1.761438798698695,1.1611271841528514,1.2638830401230694,1.113380417269892,0.7944377173592676
2024-03-26,81.66138229066406,6.289830300597663,3.5106634111986246,0.0,2.443875565524017,1.7614333864027416,1.1611236164081389,1.2638791566449326,1.1133769962345819,0.7944352763252412
2024-03-27,81.65854855100477,6.290757754637875,3.5133960105249273,0.0,2.4436390489450686,1.7612629161036495,1.1610112436714237,1.2637568392984393,1.1132692443825871,0.7943583914312623
2024-03-28,81.65829766740785,6.29104566217696,3.513385216144619,0.0,2.4436315412319747,1.761257504888494,1.161007676639165,1.2637529565958063,1.1132658240304338,0.7943559508846935
2024-04-02,81.65792134490297,6.291477520168531,3.5133690246985214,0.0,2.4436202797488327,1.7612493881281044,1.1610023261318738,1.2637471325865905,1.113260693541611,0.7943522900929584
2024-04-05,81.65779590483882,6.291621471947847,3.5133636275829856,0.0,2.4436165259441847,1.7612466825579332,1.1610005426404024,1.2637451912621138,1.1132589833891782,0.7943510698365448
2024-04-08,81.66105747176499,6.287878581942952,3.513503957976188,0.0,2.4437141286133848,1.7613170300840333,1.1610469151995588,1.2637956676370061,1.1133034490600953,0.7943827977217818
2024-04-09,81.65992843834452,6.287330785064031,3.515759688909127,0.0,2.442912239489433,1.7617535400027382,1.1610308627406438,1.2636245740489345,1.1132880566951169,0.7943718147054573
2024-04-11,81.66312744745687,6.297409189561119,3.5158974179948213,0.0,2.435326612095097,1.756138373631962,1.1610763458604636,1.2632900098577784,1.113331669501375,0.7944029340405147
2024-04-12,81.66996538572188,6.297168296468664,3.516191816338869,0.0,2.4278485593699597,1.7562854212182968,1.161173566829365,1.2634726092440878,1.11342489264213,0.7944694521667524
2024-04-16,81.66751734008825,6.320401499839419,3.5159541331078215,0.0,2.404640089134707,1.7592392827191476,1.1610950752397171,1.2633872025689712,1.1133496287089217,0.7944157485930501
2024-04-17,81.66663909439183,6.360583905519103,3.5159163228291845,0.0,2.36543924677452,1.7592203640060617,1.1610825889197434,1.263373616207959,1.1133376558395132,0.794407205512091
2024-04-18,81.66159273881209,6.366347563224275,3.5157056804484546,0.0,2.365297530729921,1.7591149671957633,1.1610130271957724,1.2632979261170028,1.1132709545665451,0.7943596117101704
2024-04-22,81.66623454360689,6.368860215658096,3.515905520041797,0.0,2.357597006333192,1.759214958734202,1.1610790214490767,1.2633697344441983,1.11333423506698,0.7944047646655655
2024-04-23,81.6841794538639,6.377481727089965,3.5166780866892235,0.0,2.3273829184006227,1.7596015194068435,1.1613341508664872,1.2636473406866402,1.1135788732953247,0.7961159297009903
2024-04-24,81.6845560049713,6.377818449024981,3.516694298017252,0.0,2.327393647266617,1.75884132400043,1.161339504432667,1.2636531659003924,1.1135840067172518,0.7961195996691157
2024-04-25,81.68430497051395,6.378106170409409,3.5166834904486257,0.0,2.327386494678297,1.7588359186974094,1.161335935383063,1.2636492824185903,1.1135805844307085,0.7961171530199392
2024-04-26,81.68493255955039,6.378308836150888,3.5167105094947444,0.0,2.3280190245771544,1.7588494320172552,1.1613448580482053,1.2636589911678513,1.1120525193224446,0.7961232696710772
2024-04-29,81.6848070409716,6.378606358824086,3.516705105652306,0.0,2.328015447300046,1.7585394056361014,1.1613430735042083,1.2638107112563504,1.1120508105219673,0.7961220463333304
2024-04-30,26.857984396463497,2.0955965326997115,1.1562934929527096,0.0,0.7654520445515507,0.5782081837256526,0.38184988466058295,0.4155412688430677,0.3656425766188395,0.26176512221392945
2024-05-02,81.69004879346512,6.196719276927992,3.6933961711514898,0.0,2.3280028017135903,1.7585298533961815,1.1613367651851387,1.2638038463415875,1.1120447699543738,0.7961177218645312
2024-05-06,81.69919816883197,6.165746954998312,3.693129889500799,0.0,2.327738116587323,1.7583299151933802,1.1612047255810172,1.263660156617331,1.1349648664035614,0.7960272062862936
2024-05-08,79.72281108194946,5.970987910032564,3.601865581460345,2.4710265637429294,2.2702152525489705,1.71487821763106,1.1325091343225733,1.2324326955632707,1.106917712287206,0.7763558504616237
2024-05-09,79.72305830648439,5.971111563532771,3.6017684330876167,2.4709599160004725,2.270154021025322,1.7148319644812677,1.1324785886464477,1.2324144390483616,1.1068878568547749,0.7763349108385798
2024-05-10,79.7259356965529,5.97110261627275,3.601763036109455,2.470956213453529,2.2701506193708565,1.7119823883332501,1.1324768917127537,1.2324125923683382,1.1068861982668614,0.7763337475593081
2024-05-13,79.75976589346399,5.97195272571452,3.6022758212616766,2.4713080049637823,2.270473822068882,1.712226124287226,1.1326381231234497,1.1958714241431034,1.1070437863152642,0.7764442746581
2024-05-14,79.75947337513836,5.97267289095556,3.602167854359269,2.471233935269114,2.2704057717479933,1.7121748056875312,1.1326041758535097,1.1958355816535915,1.107010606155174,0.7764210031799048
2024-05-16,79.78160831641158,5.972093444281354,3.601908760197096,2.47105618611586,2.270242467619755,1.71205165359837,1.1325227107075528,1.1752203218598356,1.106930981885258,0.7763651573233413
2024-05-17,79.78100235905646,5.972272431512617,3.602016711568297,2.471130245155487,2.2703105081514994,1.7121029648158044,1.1325566530941253,1.1752555439194863,1.1069641572723303,0.776388425453898
2024-05-20,79.78163206891368,5.971664070769426,3.6020113138460568,2.4711265420980753,2.2703071060280493,1.712100399181886,1.1325549559264763,1.1752537827663616,1.1069624984557485,0.7763872620142456
2024-05-21,79.79722891253562,5.971306144034988,3.6017954182210357,2.470978428901634,2.2701710294505655,1.7119977801300357,1.1324870733911991,1.1607983361787997,1.1068961498689018,0.7763407272872316
2024-05-22,79.79782677301498,5.971650572375462,3.601822403758813,2.470996942080201,2.270188038130672,1.7120106068387757,1.1324955582630902,1.159758118707666,1.1069044430072952,0.7763465438230399
2024-05-23,79.80052697062327,5.969163608728505,3.6017684330876167,2.4709599160004725,2.270154021025322,1.7119849536134946,1.1324785886464477,1.159740740581519,1.1068878568547749,0.7763349108385798
2024-05-24,79.80116256667772,5.968975783193027,3.6016550999426475,2.4708821648447348,2.2700825884222695,1.7119310843427358,1.1324429541067913,1.159704248211751,1.1068530275523707,0.7763104827059474
2024-05-27,79.83002305522133,5.9377481883963465,3.602254227363428,2.4712931906696394,2.2704602116783614,1.712215860321183,1.1326313335066638,1.1598971624680634,1.107037150124127,0.7764396202508599
2024-05-28,79.83015032723844,5.938239425538894,3.602097679343213,2.47118579234849,2.2703615412268383,1.712141450247325,1.1325821112192562,1.159846755252754,1.106989040117665,0.7764058774671209
2024-05-29,79.83026995798694,5.938248324382556,3.6021030773242986,2.4711894955834808,2.2703649435134357,1.7119941594049792,1.1325838084682924,1.1598484933596585,1.106990699013795,0.7764070409625656
2024-05-30,79.83631852298618,5.9300607463313995,3.6022272353546776,2.471274673051721,2.2750889136218415,1.709055933480367,1.1326228466001504,1.159888471256288,1.1070288549970881,0.7764338023202806
2024-05-31,26.919067977385446,1.9995503066181288,1.2144466787601278,0.8331599099400457,0.7643910394238742,0.5761872215776972,0.38184988466058295,0.39104215520447777,0.37322118467367243,0.26176512221392945
2024-06-03,79.84487342971545,5.930471103943461,3.60193034995369,2.471070997568659,2.267109237718387,1.7089150779143598,1.1325294990221075,1.1597928765224217,1.1069376168035905,0.7763698108378777
2024-06-04,79.84505464211978,5.9304177837658925,3.6018979654158545,2.4710487804560444,2.267088854402289,1.7088997132571841,1.132519316580792,1.1597824489592425,1.1069276644559187,0.7763628305869926
2024-06-05,79.85650561465438,5.930610837030357,3.6018331980871467,2.471004347429303,2.270494532417355,1.708868984771669,1.1324989522474465,1.1449269026031292,1.1069077602974478,0.7763488704617676
