date,ABN AMRO CLEARING HONG KONG LTD,MIRAE ASSET SECURITIES (HK) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BNP PARIBAS,CGS INTERNATIONAL SECURITIES HK LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD
2024-05-28,83.40062808434276,0.0,0.0,16.599371915657247,0.0,0.0,0.0,0.0
2024-05-29,80.7088380439659,0.0,0.0,19.291161956034095,0.0,0.0,0.0,0.0
2024-06-03,78.01704800358905,0.0,0.0,21.982951996410947,0.0,0.0,0.0,0.0
2024-06-05,80.3947958725886,0.0,0.0,19.605204127411398,0.0,0.0,0.0,0.0
2024-06-06,90.07338740826573,0.0,0.0,9.92661259173426,0.0,0.0,0.0,0.0
2024-06-13,89.49401313248359,0.0,0.0,10.505986867516416,0.0,0.0,0.0,0.0
2024-06-18,93.99847094801224,0.0,0.0,6.0015290519877675,0.0,0.0,0.0,0.0
2024-06-26,93.50165562913907,0.0,0.0,6.498344370860927,0.0,0.0,0.0,0.0
2024-06-27,91.01821192052981,0.0,0.0,8.9817880794702,0.0,0.0,0.0,0.0
2024-07-03,93.50165562913907,0.0,0.0,6.498344370860927,0.0,0.0,0.0,0.0
2024-07-10,90.56291390728477,0.0,0.0,9.437086092715232,0.0,0.0,0.0,0.0
2024-07-11,93.04635761589404,0.0,0.0,6.95364238410596,0.0,0.0,0.0,0.0
2024-07-12,29.11392405063291,0.0,0.0,70.88607594936708,0.0,0.0,0.0,0.0
2024-07-17,21.402877697841728,0.0,57.55395683453237,21.043165467625897,0.0,0.0,0.0,0.0
2024-07-18,10.611510791366907,0.0,57.55395683453237,31.83453237410072,0.0,0.0,0.0,0.0
2024-07-19,34.25925925925926,0.0,42.32804232804233,23.41269841269841,0.0,0.0,0.0,0.0
2024-07-22,26.322751322751326,0.0,42.32804232804233,31.349206349206348,0.0,0.0,0.0,0.0
2024-07-23,18.386243386243386,0.0,42.32804232804233,39.285714285714285,0.0,0.0,0.0,0.0
2024-07-26,10.582010582010582,0.0,42.195767195767196,47.22222222222222,0.0,0.0,0.0,0.0
2024-07-29,8.674101610904584,0.0,39.529120198265176,51.79677819083024,0.0,0.0,0.0,0.0
2024-07-30,10.380622837370241,0.0,36.793540945790085,52.825836216839676,0.0,0.0,0.0,0.0
2024-07-31,14.732593340060546,0.0,32.18970736629667,53.07769929364279,0.0,0.0,0.0,0.0
2024-08-01,16.061606160616062,0.0,35.09350935093509,48.84488448844885,0.0,0.0,0.0,0.0
2024-08-02,5.5045871559633035,0.0,41.8086500655308,52.6867627785059,0.0,0.0,0.0,0.0
2024-08-05,6.159895150720838,0.0,41.8086500655308,52.031454783748366,0.0,0.0,0.0,0.0
2024-08-07,9.113001215066829,0.0,38.76063183475091,52.12636695018226,0.0,0.0,0.0,0.0
2024-08-08,13.487241798298907,0.0,38.76063183475091,47.75212636695018,0.0,0.0,0.0,0.0
2024-08-09,13.24422843256379,0.0,38.76063183475091,47.9951397326853,0.0,0.0,0.0,0.0
2024-08-12,14.459295261239369,0.0,38.76063183475091,46.78007290400972,0.0,0.0,0.0,0.0
2024-08-13,4.6172539489671935,0.0,38.76063183475091,56.622114216281894,0.0,0.0,0.0,0.0
2024-08-14,58.23035096391498,0.0,15.768660405338606,26.00098863074642,0.0,0.0,0.0,0.0
2024-08-16,55.83211322596389,0.0,15.568570034163006,28.59931673987311,0.0,0.0,0.0,0.0
2024-08-20,36.646785950960904,0.0,21.139827700463883,42.21338634857521,0.0,0.0,0.0,0.0
2024-08-21,32.67064280980782,0.0,21.139827700463883,46.1895294897283,0.0,0.0,0.0,0.0
2024-08-23,17.331163547599672,0.0,25.956061838893408,56.71277461350691,0.0,0.0,0.0,0.0
2024-08-26,9.204647006255586,0.0,28.507596067917785,62.287756925826635,0.0,0.0,0.0,0.0
2024-08-27,6.366307541625857,0.0,31.243878550440744,62.3898139079334,0.0,0.0,0.0,0.0
2024-08-28,12.242899118511264,0.0,31.243878550440744,56.513222331048,0.0,0.0,0.0,0.0
2024-08-29,18.11949069539667,0.0,31.243878550440744,50.63663075416258,0.0,0.0,0.0,0.0
2024-08-30,44.95592556317336,0.0,16.16062683643487,38.883447600391776,0.0,0.0,0.0,0.0
2024-09-02,50.83251714005876,0.0,16.16062683643487,33.006856023506366,0.0,0.0,0.0,0.0
2024-09-03,33.21678321678322,0.0,28.846153846153843,37.93706293706294,0.0,0.0,0.0,0.0
2024-09-11,43.70629370629371,0.0,28.846153846153843,27.447552447552447,0.0,0.0,0.0,0.0
2024-09-13,54.1958041958042,0.0,28.846153846153843,16.95804195804196,0.0,0.0,0.0,0.0
2024-09-16,17.56684898207232,0.0,7.833865086599817,74.59928593132787,0.0,0.0,0.0,0.0
2024-09-17,22.03455377780176,0.0,7.4197987210965115,70.54564750110173,0.0,0.0,0.0,0.0
2024-09-19,24.732662403655038,0.0,7.4197987210965115,67.84753887524845,0.0,0.0,0.0,0.0
2024-09-20,54.51422597266821,0.0,12.321708610260623,33.164065417071164,0.0,0.0,0.0,0.0
2024-09-23,55.63438130087373,0.0,12.321708610260623,32.04391008886566,0.0,0.0,0.0,0.0
2024-09-24,78.74431878236973,0.0,17.44001691153155,3.8156643060987214,0.0,0.0,0.0,0.0
2024-09-26,39.473684210526315,0.0,8.350202429149798,52.17611336032388,0.0,0.0,0.0,0.0
2024-09-27,42.51012145748988,0.0,8.350202429149798,49.13967611336032,0.0,0.0,0.0,0.0
2024-09-30,58.34627329192546,0.0,6.40527950310559,35.24844720496895,0.0,0.0,0.0,0.0
2024-10-02,44.0,0.0,41.25,14.75,0.0,0.0,0.0,0.0
2024-10-03,17.94871794871795,0.0,60.43956043956044,21.611721611721613,0.0,0.0,0.0,0.0
2024-10-04,14.202898550724639,0.0,47.82608695652174,37.971014492753625,0.0,0.0,0.0,0.0
2024-10-09,14.202898550724639,0.0,47.82608695652174,37.971014492753625,0.0,0.0,0.0,0.0
2024-10-10,13.649025069637883,0.0,45.96100278551532,40.389972144846794,0.0,0.0,0.0,0.0
2024-10-14,53.01455301455301,0.0,17.151767151767153,29.625779625779625,0.0,0.0,0.0,0.2079002079002079
2024-10-15,42.61954261954262,0.0,17.151767151767153,40.02079002079002,0.0,0.0,0.0,0.2079002079002079
2024-10-16,22.654155495978554,0.0,22.117962466487935,27.07774798927614,0.0,27.882037533512065,0.0,0.2680965147453083
2024-10-17,28.458681522748375,0.0,7.66016713091922,54.13184772516249,0.0,9.656453110492109,0.0,0.09285051067780872
2024-10-18,46.982358402971215,0.0,7.66016713091922,35.60817084493964,0.0,9.656453110492109,0.0,0.09285051067780872
2024-10-21,48.792943361188485,0.0,7.66016713091922,33.79758588672237,0.0,9.656453110492109,0.0,0.09285051067780872
2024-10-22,91.41055949566588,0.0,4.334121355397951,1.155765694772787,0.0,3.0470186498555294,0.0,0.052534804307853955
2024-10-23,84.3799905045535,0.0,3.9564360424129945,8.83412222270179,0.0,2.7814944298176205,0.0,0.047956800514096905
2024-10-24,85.8186945199764,0.0,3.9564360424129945,7.395418207278884,0.0,2.7814944298176205,0.0,0.047956800514096905
2024-10-25,87.92879374259667,0.0,3.9564360424129945,7.395418207278884,0.0,0.6713952071973567,0.0,0.047956800514096905
2024-10-28,86.49008972717375,0.0,3.9564360424129945,8.83412222270179,0.0,0.6713952071973567,0.0,0.047956800514096905
2024-10-29,87.13750653411407,0.0,3.9564360424129945,8.186705415761482,0.0,0.6713952071973567,0.0,0.047956800514096905
2024-10-30,88.57621054953698,0.0,3.9564360424129945,6.748001400338575,0.0,0.6713952071973567,0.0,0.047956800514096905
2024-10-31,90.01491456495988,0.0,3.9564360424129945,5.309297384915668,0.0,0.6713952071973567,0.0,0.047956800514096905
2024-11-01,90.49448257010086,0.0,3.9564360424129945,4.829729379774699,0.0,0.6713952071973567,0.0,0.047956800514096905
2024-11-04,92.26888418912243,0.0,3.9564360424129945,3.0553277607531135,0.0,0.6713952071973567,0.0,0.047956800514096905
2024-11-05,93.70758820454535,0.0,3.9564360424129945,1.6166237453302066,0.0,0.6713952071973567,0.0,0.047956800514096905
2024-11-06,82.14606597355923,0.0,3.4158520377110064,13.817017981873212,0.0,0.5796597397327768,0.0,0.041404267123769774
2024-11-07,82.35308730917808,0.0,3.4158520377110064,13.609996646254363,0.0,0.5796597397327768,0.0,0.041404267123769774
2024-11-08,89.55578744369741,0.0,3.6324250069346293,6.151346639016207,0.0,0.6164115163283008,0.0,0.04402939402345006
2024-11-11,91.69509495566074,0.0,3.6598187391591734,3.9796647162420538,0.0,0.621060149675496,0.0,0.04436143926253543
2024-11-12,91.6507335163982,0.0,3.6598187391591734,3.5804117628792347,0.0,0.621060149675496,0.44361439262535435,0.04436143926253543
2024-11-13,91.34318271748747,0.0,3.667954526255885,3.8773613846639488,0.0,0.6224407680919078,0.44460054863707704,0.0444600548637077
2024-11-14,91.34318271748747,0.0,3.667954526255885,3.832901329800241,0.0,0.6669008229556155,0.44460054863707704,0.0444600548637077
2024-11-15,81.62897738643186,0.0,3.301981188713228,12.467480488292976,0.0,2.1612967780668404,0.40024014408645187,0.040024014408645184
2024-11-18,77.5723297802915,0.0,3.589297367848597,14.705242549488798,0.0,3.654557319991299,0.4350663476180117,0.04350663476180117
2024-11-19,77.5723297802915,0.0,3.589297367848597,13.574070045681966,0.0,4.785729823798129,0.4350663476180117,0.04350663476180117
2024-11-20,77.89862954100501,0.0,3.589297367848597,13.247770284968457,0.0,4.785729823798129,0.4350663476180117,0.04350663476180117
2024-11-21,76.83271698934088,0.0,3.589297367848597,14.313682836632585,0.0,4.785729823798129,0.4350663476180117,0.04350663476180117
2024-11-22,77.9203828583859,0.0,3.589297367848597,13.226016967587556,0.0,4.785729823798129,0.4350663476180117,0.04350663476180117
2024-11-25,77.98564281052862,0.0,3.589297367848597,13.160757015444855,0.0,4.785729823798129,0.4350663476180117,0.04350663476180117
2024-11-27,79.57363497933436,0.0,3.589297367848597,15.423102023058515,0.0,0.9353926473787253,0.4350663476180117,0.04350663476180117
2024-11-28,78.35544920600391,0.0,3.589297367848597,16.96758755710246,0.0,0.6090928866652164,0.4350663476180117,0.04350663476180117
2024-11-29,79.66064824885794,0.0,3.589297367848597,15.662388514248423,0.0,0.6090928866652164,0.4350663476180117,0.04350663476180117
2024-12-05,72.15575375244725,0.0,3.589297367848597,15.662388514248423,0.0,8.11398738307592,0.4350663476180117,0.04350663476180117
2024-12-10,73.46095279530128,0.0,3.589297367848597,14.357189471394388,0.0,8.11398738307592,0.4350663476180117,0.04350663476180117
2024-12-11,56.63176265270506,0.0,2.8795811518324608,10.017452006980802,0.0,30.087260034904013,0.34904013961605584,0.034904013961605584
2024-12-12,60.100259933160046,0.0,3.0634979576680283,14.277757148161902,0.0,22.168585220943186,0.37133308577794283,0.01856665428889714
2024-12-13,35.49080487222355,0.0,3.940769047050394,16.40792930499164,0.0,43.658944351564365,0.4776689754000477,0.02388344877000239
2024-12-16,31.454502030093145,0.0,3.940769047050394,13.541915452591354,0.0,50.561261046095055,0.4776689754000477,0.02388344877000239
2024-12-17,27.28793309438471,0.0,3.942652329749104,13.548387096774196,0.0,54.71923536439666,0.4778972520908005,0.02389486260454002
2024-12-18,27.28793309438471,0.0,3.942652329749104,12.114695340501793,0.0,56.15292712066906,0.4778972520908005,0.02389486260454002
2024-12-23,34.842319430315364,0.0,4.196337741607325,12.894201424211596,0.0,47.53306205493388,0.508646998982706,0.025432349949135298
2024-12-27,43.641912512716175,0.0,4.196337741607325,21.74465920651068,0.0,29.883011190233976,0.508646998982706,0.025432349949135298
2024-12-30,43.4982151963284,0.0,4.20703722590515,21.800101988781233,0.0,29.959204487506376,0.5099439061703213,0.025497195308516064
2025-01-02,50.994390617032124,0.0,4.20703722590515,21.800101988781233,0.0,22.46302906680265,0.5099439061703213,0.025497195308516064
2025-01-03,45.428733674048836,0.0,4.6848381601362865,19.449176604202158,0.0,29.84099943214083,0.5678591709256104,0.028392958546280524
2025-01-06,45.428733674048836,0.0,4.6848381601362865,12.776831345826235,0.0,36.51334469051675,0.5678591709256104,0.028392958546280524
2025-01-07,43.66837024417944,0.0,4.6848381601362865,12.010221465076661,1.7603634298693924,37.27995457126633,0.5678591709256104,0.028392958546280524
2025-01-08,43.66837024417944,0.0,4.6848381601362865,6.9278818852924475,1.7603634298693924,42.36229415105054,0.5678591709256104,0.028392958546280524
2025-01-13,39.7875569044006,0.0,5.007587253414264,7.405159332321699,1.881638846737481,45.280728376327765,0.6069802731411229,0.030349013657056147
2025-01-15,38.727609635577515,0.0,5.09573810994441,7.535515750463249,1.9147621988882024,46.077825818406424,0.6176652254478072,0.030883261272390366
2025-01-20,48.29495773826873,0.0,4.809093558729233,0.9909647333139028,1.8070533372194695,43.48586417953949,0.5829204313611192,0.02914602156805596
2025-01-21,53.51209559895075,0.0,4.809093558729233,6.20810259399592,1.8070533372194695,33.05158845817546,0.5829204313611192,0.02914602156805596
2025-01-22,68.93034100845234,0.0,4.809093558729233,11.366948411541825,1.8070533372194695,12.474497231127952,0.5829204313611192,0.02914602156805596
2025-01-23,79.18974060040804,0.0,4.809093558729233,11.366948411541825,1.8070533372194695,2.215097639172253,0.5829204313611192,0.02914602156805596
2025-01-27,80.58874963567473,0.0,4.809093558729233,11.366948411541825,1.8070533372194695,0.8160886039055669,0.5829204313611192,0.02914602156805596
2025-02-03,77.61585543573302,0.0,4.809093558729233,14.339842611483533,1.8070533372194695,0.8160886039055669,0.5829204313611192,0.02914602156805596
2025-02-04,1.2853470437017995,0.0,21.20822622107969,63.239074550128535,7.969151670951156,3.5989717223650386,2.570694087403599,0.12853470437017994
2025-02-05,1.2690355329949239,0.0,20.939086294416242,63.70558375634518,7.868020304568528,3.5532994923857872,2.5380710659898478,0.12690355329949238
2025-02-06,0.9708737864077669,0.0,16.019417475728158,48.737864077669904,6.019417475728155,26.21359223300971,1.9417475728155338,0.0970873786407767
2025-02-07,20.41216879293425,0.0,16.19234543670265,11.187438665358194,6.084396467124632,43.866535819430815,1.9627085377821394,0.2944062806673209
2025-02-10,18.439716312056735,0.0,14.627659574468085,3.900709219858156,5.49645390070922,55.49645390070922,1.773049645390071,0.26595744680851063
2025-02-11,3.102836879432624,0.0,14.627659574468085,3.900709219858156,5.49645390070922,70.83333333333334,1.773049645390071,0.26595744680851063
2025-02-12,7.801418439716312,0.0,14.627659574468085,13.297872340425531,5.49645390070922,56.73758865248227,1.773049645390071,0.26595744680851063
2025-02-13,52.71084337349398,15.060240963855422,12.424698795180724,11.295180722891567,4.66867469879518,2.108433734939759,1.5060240963855422,0.2259036144578313
2025-02-24,81.1298076923077,6.009615384615385,4.957932692307692,4.507211538461538,1.8629807692307692,0.8413461538461539,0.6009615384615385,0.09014423076923077
2025-02-25,81.14680276193336,6.004202942059441,4.9534674271990395,4.5031522065445815,1.8613029120384268,0.8405884118883218,0.6004202942059442,0.09006304413089163
2025-02-26,47.249283667621775,5.730659025787966,4.7277936962750715,2.464183381088825,1.7765042979942696,37.449856733524356,0.5730659025787965,0.028653295128939826
2025-02-28,37.57894736842105,4.2105263157894735,3.4736842105263155,1.8105263157894735,1.3052631578947367,51.178947368421056,0.42105263157894735,0.021052631578947368
2025-03-18,34.69387755102041,3.8872691933916426,3.206997084548105,9.3488824101069,1.2050534499514092,47.24975704567541,0.3887269193391642,0.019436345966958212
2025-03-25,35.47148069905896,3.840983291722681,3.168811215671212,9.237564816593048,1.1907048204340311,46.687151910889185,0.3840983291722681,0.019204916458613403
2025-04-09,51.49318863127538,7.58926877395363,6.261146738511744,30.444351686714988,2.3526733199256253,1.0624976283535081,0.7589268773953629,0.037946343869768154
2025-04-11,44.03063000348068,6.9613644274277755,5.743125652627915,17.68186564566655,2.1580229725026103,22.69404803341455,0.6961364427427775,0.034806822137138885
2025-04-14,51.842751842751845,8.19000819000819,6.756756756756757,3.112203112203112,2.538902538902539,26.6994266994267,0.819000819000819,0.040950040950040956
2025-04-24,77.39557739557739,8.19000819000819,6.756756756756757,3.112203112203112,2.538902538902539,1.1466011466011465,0.819000819000819,0.040950040950040956
