date,THE BANK OF EAST ASIA LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-03-01,0.0,26.1535861967691,25.732598329651264,15.69030383724612,13.976034246219951,0.0,14.095980212238413,2.101344273687438,2.2501529041877117
2024-03-04,0.0,26.143238939443798,25.730234748708604,15.689464984527143,13.97531192801795,0.0,14.101397737359003,2.1103150515750055,2.250036610368496
2024-03-05,0.0,26.146794571126204,25.73040726526336,15.689542242798836,13.974371970424778,0.0,14.098670673539972,2.110161580391189,2.250051696455657
2024-03-06,32.597548691115875,17.6225931517389,17.341838919382333,10.573504261316863,9.417968003553026,0.0,9.510673505969285,1.4194607845929592,1.5164126823307569
2024-03-07,32.60147711144079,17.61963276719414,17.34392883212785,10.57270719048387,9.41880170692041,0.0,9.511443061061504,1.4172969131354163,1.514712417636018
2024-03-08,32.6028215852141,17.618476305411182,17.34577394347463,10.573067881738146,9.415593434298794,0.0,9.511835309722455,1.417656656282279,1.5147748838584125
2024-03-11,32.49404165938725,17.555900779672022,17.28789944331676,10.53778259090715,9.384178130174831,0.34640344325037753,9.481112368260302,1.4029607759890805,1.5097208090422247
2024-03-12,32.507763558139686,17.56346198646738,17.290319288141987,10.533689173372366,9.384360608386316,0.34644967382010083,9.48693895398139,1.3774698745858904,1.5095468831048853
2024-03-13,32.5218310744123,17.53625396455486,17.293747631276524,10.53520594757761,9.385711887683552,0.34649956003945065,9.490144784477641,1.3808409031617337,1.5097642468163273
2024-03-14,32.526032140371754,17.530276710601832,17.29410401247886,10.528887591584178,9.386924303879503,0.34654431974265787,9.502729987779283,1.3782967996740592,1.5062041338878707
2024-03-15,32.53266480970433,17.523544189283058,17.298006195875647,10.52656510250602,9.386791505863737,0.346614986643312,9.504667773042904,1.3746341598586913,1.5065112772223026
2024-03-18,32.53337833329748,17.5293965738593,17.29866637532419,10.52594536361222,9.38715994446765,0.3466285915413961,9.505040838378676,1.3672135705997257,1.5065704089193699
2024-03-19,32.529413515177595,17.52720394568339,17.298889354046228,10.524287015155902,9.385978382462888,0.3465863481780868,9.51325000896052,1.3680046260080443,1.5063868043273425
2024-03-20,32.52830183075806,17.52904601118496,17.29469292106068,10.521354855769442,9.385657619042883,0.34657450367793574,9.520435829083889,1.3676011054800772,1.5063353239420787
2024-03-21,32.53589578182973,17.537739805476512,17.29873048356626,10.523379157426024,9.385970592382424,0.3466554138292653,9.509285856964107,1.3556559204602388,1.5066869880654339
2024-03-22,32.54406185918788,17.535002701570384,17.302997089253612,10.526020385712618,9.388307559807982,0.3467424197302226,9.51186042561414,1.3379424126513453,1.5070651464718154
2024-03-25,32.54403740373639,17.534613796454398,17.302984086801498,10.52580582528773,9.387868417331928,0.34674215916832773,9.511665413702577,1.339218883539452,1.5070640139776992
2024-03-26,32.54805470446725,17.53414788115397,17.30512000158538,10.527105151702278,9.378430427881995,0.3467849617103775,9.512839552606856,1.3402672699336704,1.50725004895823
2024-03-27,32.55395098696632,17.519471769199303,17.308254931679855,10.528824280871701,9.380129388870689,0.34684778396255944,9.51456286264427,1.3404348991283719,1.5075230966769366
2024-03-28,32.55021357248046,17.521237201203498,17.306267826559115,10.527615500395187,9.379052486362871,0.3468079634832361,9.520986518801124,1.3404689079191945,1.5073500227953194
2024-04-02,32.54978544557744,17.520067260920083,17.306040200438293,10.52747703262722,9.378929125430531,0.34680340198261744,9.52086129103686,1.3404512769810486,1.5095849650059021
2024-04-03,32.55346770503195,17.522049253502587,17.308110731941344,10.526694829198906,9.379332420415889,0.34684263480975674,9.522633656289853,1.3311130289912043,1.5097557398185066
2024-04-05,32.55746593730622,17.515116955921048,17.30754804665608,10.527558383159786,9.379467321927743,0.34687542253438763,9.52353384980342,1.332535622657683,1.509898460033639
2024-04-08,32.56285131187969,17.49921741021193,17.31041091163946,10.529111793412945,9.381018792331659,0.3469327996682308,9.528022645913808,1.3322861205576466,1.5101482143846332
2024-04-09,32.5603419952598,17.498432766891796,17.3090769589895,10.528300412524862,9.380295884311668,0.3469060647784678,9.532814226829903,1.3337998491312455,1.5100318412827642
2024-04-10,32.55965659065387,17.507461870231687,17.311531833040313,10.525259553637957,9.379854092662736,0.3468987623055805,9.534455458615719,1.3248817841758913,1.510000054676246
2024-04-11,32.56345115702797,17.5144834534177,17.311669643864946,10.526486188073418,9.361529844079957,0.3469391905691586,9.5392884468531,1.3259760430632743,1.5101760330504774
2024-04-12,32.564265267935426,17.51482734094494,17.31623791215147,10.523741748406152,9.354902779588018,0.34694786431132146,9.543136068019159,1.3257272300500247,1.5102137885934868
2024-04-15,32.56342667311992,17.51437629918853,17.315791984469154,10.523470741055077,9.34943628474701,0.3469389297114504,9.550691100205945,1.3256930899282455,1.5101748975746658
2024-04-16,32.56279010443365,17.514033918037324,17.315453485358912,10.523265022166465,9.349253516562541,0.3469321475487217,9.550974315516404,1.327152114573094,1.5101453758028869
2024-04-17,32.56307166059066,17.51403497922606,17.31560320448693,10.523356012221349,9.345368215433075,0.3469351473187627,9.550850133006639,1.3306222143492485,1.5101584333672777
2024-04-18,32.57156960216518,17.500555887244083,17.320122034463807,10.524034082938023,9.317724219708225,0.34702568652350324,9.558419085619398,1.349996863929313,1.5105525374084683
2024-04-19,32.577265949881735,17.4855636458118,17.323151100572893,10.525874600857472,9.319353769580422,0.34708637684334853,9.560278780578646,1.3506090622955542,1.5108167135781252
2024-04-22,32.5761102698232,17.490512000857283,17.32266963879619,10.525570629582063,9.317222993050843,0.34707635351582017,9.561130965604148,1.348934065284911,1.5107730834855437
2024-04-23,32.577035289176806,17.490463308418697,17.323180332065974,10.52444032554531,9.31654730868742,0.34708620896944936,9.561402459994127,1.3490287842948492,1.5108159828473633
2024-04-24,32.577262593781875,17.49284634209212,17.323286728420896,10.523670156217243,9.311913344962683,6.376411242773273,3.5327131945740975,1.351445598910384,1.5104507982674291
2024-04-25,32.577291497299115,17.49583838839297,17.323396124202752,10.523660687921483,9.31192160676943,6.37641690011516,3.5327163289024175,1.3483063280123293,1.5104521383843452
2024-04-26,32.5749514463691,17.493077340713512,17.323091964775077,10.515552456947118,9.298578923972066,6.375958877375654,3.5324625712770596,1.3759827770797242,1.5103436414906894
2024-04-29,32.57474730579306,17.49438183198159,17.32317340040014,10.514379633875421,9.298509812787001,6.375988850673586,3.5324791773366533,1.3759892455564695,1.5103507415960724
2024-04-30,24.69307139231114,13.268478216742077,13.131752921520892,7.968122514353189,7.047965120451122,4.833278898313438,2.689305644371573,1.0397674101903496,1.144912034724959
2024-05-02,32.583354033433515,17.50625317563912,17.32046911821154,10.509281070286134,9.299580606867202,6.377367927078953,3.5593111322633564,1.3335174374589525,1.5108654987612216
2024-05-03,32.573056411766096,17.529859115906643,17.3128365837132,10.504499594083839,9.295463802097782,6.374557640568821,3.5646797652428592,1.3348473742746143,1.5101997123461455
2024-05-06,32.57295583120207,17.537107247408173,17.310940756897057,10.504467157812565,9.295435099142178,6.374537956920018,3.56523274809914,1.3293161501147879,1.5100070524040112
