date,THE HONGKONG AND SHANGHAI BANKING,HSBC BROKING SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,EMPEROR SECURITIES LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD
2024-03-01,0.0,0.0,0.0,0.0,30.570513367185338,0.0,0.0,69.42948663281466,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,14.887233903073449,0.0,51.301982651513015,33.81078344541354,0.0,0.0
2024-03-08,93.61105505883091,0.0,1.5263687186500445,0.0,0.7251877779268152,0.0,2.4938236640708253,1.6435647805213949,0.0,0.0
2024-03-11,93.61494084397388,0.0,1.5600173574006728,0.0,0.7252178803959258,0.0,2.456190913505315,1.6436330047242054,0.0,0.0
2024-03-12,92.20635188631356,0.0,1.5365443604240958,0.0,0.7492441560254124,0.0,2.4192335286319375,1.6189018744150032,1.4697241941899928,0.0
2024-03-13,73.80463572781446,16.57003353737302,1.2123417045994132,3.3971842074217116,0.6083444396601491,0.0,1.940887221082885,1.2883782887760544,1.1781948732723078,0.0
2024-03-14,73.72039937888933,16.55806301130763,1.3065994018393885,3.3881895837916494,0.620985818011041,0.0,1.9350257014271157,1.2874475383431665,1.1832895663906888,0.0
2024-03-15,73.6867267018858,16.555306823313124,1.4716488826846201,3.406946378609247,0.6119651685648135,0.0,1.838396952103698,1.248294434073075,1.1807146587656212,0.0
2024-03-18,73.67687173951683,16.5530926942148,1.497605926541704,3.4064907289982913,0.6407120147001717,0.0,1.789112587099482,1.2481274854892008,1.1879868234395263,0.0
2024-03-19,73.70264106545977,16.558949123786277,1.5225150429860093,3.4076959341770934,0.6558041040634245,0.0,1.7154185313951604,1.2485690688748567,1.1884071292574079,0.0
2024-03-20,73.67285225173089,16.55225639956549,1.561425681680851,3.4063186264176912,0.6564306079655031,0.0,1.7147252009749734,1.2480644276451438,1.187926804019455,0.0
2024-03-21,73.66234430111061,16.54989555309919,1.577248838042965,3.412964277945042,0.6474226133800001,0.0,1.7144806299126552,1.2478864163563748,1.1877573701531714,0.0
2024-03-22,73.77919475990342,16.576148625910008,1.604453033054844,3.418378257713201,0.46541518824139555,0.0,1.717200307790103,1.249568319619806,1.189641507767223,0.0
2024-03-25,73.75127966735579,16.569910295696378,1.6431198610881537,3.414116722822933,0.46672755690643897,0.0,1.716554050157845,1.2490980523714719,1.1891937936009966,0.0
2024-03-26,73.57144001965159,16.529438531228273,1.7506952065123877,3.390938877346711,0.6436545631556715,0.0,1.711471056993568,1.21607254002472,1.1862892050870775,0.0
2024-03-27,73.54961209062499,16.524534407956896,1.7798448174398351,3.3899328188391094,0.6434635971215902,0.0,1.7109632802156067,1.2157117431572433,1.1859372446447274,0.0
2024-03-28,73.5461208238941,16.523750018269688,1.7797603314334425,3.3808716198365834,0.6570801567962622,0.0,1.710882063890895,1.2156540355250398,1.185880950353983,0.0
2024-04-02,73.54262988859568,16.52296570304606,1.7796758534474642,3.3712179568587555,0.6807819347468513,0.0,1.7096142069325113,1.207289794965307,1.185824661407361,0.0
2024-04-03,73.56588635466653,16.52845747371784,1.7434690424955415,3.3723384552145825,0.68516285721327,0.0,1.7101824347755286,1.2076910642536107,1.1868123176630925,0.0
2024-04-05,73.57081892496362,16.528898935185754,1.732535170386057,3.3739123706651033,0.6839940828908542,0.0,1.7128990298668125,1.2077233206859403,1.1892181653558602,0.0
2024-04-08,73.56877516539818,16.52743974963142,1.7282278268618334,3.3673087424248878,0.8996654352415296,0.0,1.511853198476626,1.2076167018222106,1.1891131801433157,0.0
2024-04-09,73.57139497581147,16.528028297675938,1.7137484735341884,3.367428653494337,0.9074130501928455,0.0,1.515171318916835,1.2076597054851583,1.1891555248892343,0.0
2024-04-10,73.56733587967058,16.527783064230075,1.7077880743253644,3.3673786895108826,0.917785786794428,0.0,1.5151488376700148,1.2076417869200595,1.1891378808786006,0.0
2024-04-11,73.57311215358526,16.53048103244963,1.714596385294549,3.344481410298948,0.9247619361050834,0.0,1.515396168083056,1.2078389203861182,1.1893319937973637,0.0
2024-04-12,73.60542870211516,16.534406922613037,1.682348165818131,3.345275704587458,0.9264658990602115,0.0,1.5157560655898656,1.209610112428282,1.180708427787854,0.0
2024-04-15,73.61504442461107,16.53656695715676,1.6695040689470562,3.3457127272828595,0.9265869314235082,0.0,1.5159540820942892,1.2097681344026725,1.1808626740817805,0.0
2024-04-16,73.60762608765613,16.535634145737077,1.6735663474564246,3.3455239989302896,0.9312848962390275,0.0,1.5155716790789777,1.2099967821181672,1.1807960627839023,0.0
2024-04-17,73.60609638603975,16.535290504899503,1.6735315676749958,3.345454472799088,0.9336406094046006,0.0,1.5152432993448928,1.2099716361634367,1.180771523673733,0.0
2024-04-18,73.60456674800207,16.534946878344606,1.6734967893391124,3.341525545927747,0.9386681194807773,0.0,1.5152118104614873,1.2108371228607286,1.1807469855834782,0.0
2024-04-19,73.59269165991024,16.534946878344606,1.676465561362066,3.335291124679544,0.9538088567978421,0.0,1.5152118104614873,1.2108371228607286,1.1807469855834782,0.0
2024-04-22,73.61935586816426,16.540937843712072,1.6833096608507756,3.336499572082816,0.9565303203115991,0.0,1.5157608041502875,1.1664311352248817,1.1811747955033056,0.0
2024-04-23,73.61170432395747,16.53921868010842,1.6878859703792672,3.3361527967861475,0.9620730285275461,0.0,1.515603265271237,1.1663099035285418,1.1810520314413662,0.0
2024-04-24,73.6114857317794,16.539169566399284,1.7042133741780727,3.331688594699579,0.9311870576804052,0.0,1.5155987646415898,1.1856083863499767,1.1810485242717066,0.0
2024-04-25,69.66638013852385,15.573944514629549,1.6998273439312885,3.137251426413164,0.8782411450540311,5.450185018265097,1.4271485017556393,1.0548993158975088,1.1121225955298737,0.0
2024-04-26,69.62041226376319,15.573857418499623,1.7890170301153239,3.1372338815671816,0.8771177483851091,5.408211344618084,1.4271405205334633,1.054893416451303,1.1121163760667196,0.0
2024-04-29,69.61775507195385,15.573263013424638,1.858012572196633,3.1322209573771733,0.88663297424866,5.338102275142266,1.4270860510757477,1.054853154492852,1.112073930088171,0.0
2024-04-30,54.76273290824363,12.250243375882352,1.4615502342211233,2.460569087520812,0.7178985186286592,4.1440722758475586,1.122574724958708,0.8242701226805361,0.8747798251278789,0.0
2024-05-02,69.6551496055695,15.58162804769871,1.8590105864749948,3.129706988752229,0.9145257803944249,5.27102938478445,1.4278525971566176,1.0484257388489653,1.11267127032011,0.0
2024-05-03,69.65534447392582,15.581671639109592,1.8590157872726305,3.1297157444703654,0.9142485772930498,5.271044131100239,1.427856591739793,1.0484286719415166,1.1126743831469836,0.0
2024-05-06,69.65339583942617,15.581235735976131,1.8589637806057213,3.1296281894935025,0.9170205385130485,5.270896671655157,1.4278166469137894,1.0483993417544932,1.1126432556619892,0.0
