date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,ZHONGRONG PT SECURITIES LTD,FULBRIGHT SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,VALUABLE CAPITAL LTD
2024-07-08,34.80001699485435,0.0,14.569118220529095,12.55041081088127,11.796601273000377,8.906472876668198,8.293913247483491,4.655741445158691,4.427725131424524
2024-07-09,34.88952760814247,0.0,14.349377792731143,12.582692259734182,11.826943816074936,8.929381596785849,8.315246376758987,4.667716677013568,4.439113872758864
2024-07-16,34.889325944482565,0.0,14.349872858704577,12.582619530982992,11.826875455597193,8.92932998439964,8.315198314112905,4.66768969731814,4.439088214401996
2024-07-17,34.88892262415643,0.0,14.350862973482567,12.582474076002836,11.826738737012446,8.929226761417139,8.315102190487552,4.667635738862938,4.43903689857809
2024-07-18,34.8711857566254,0.0,14.400182430233228,12.576077384471176,11.82072624701491,8.924687311634525,8.305097892485222,4.665262801249611,4.436780176285928
2024-07-31,34.86182071504963,0.0,14.423171205436155,12.572699940171244,11.817551660594718,8.922290488414705,8.302867466838192,4.66400989346493,4.43558863003042
2024-08-02,35.01115066707621,0.0,14.056604472076708,12.626554863419695,11.868171920419138,8.960508951572224,8.338432643156441,4.683988091945593,4.454588390333992
2024-08-05,35.00282664286673,0.0,14.090375209060365,12.623552855591821,11.865350220803286,8.958378559053811,8.323112759044527,4.6828744573025896,4.453529296276873
2024-08-07,34.997042762497024,0.0,14.10457094809216,12.621466934923117,11.863389585825946,8.956898273178023,8.321737444730825,4.682100657348553,4.452793393404357
2024-08-21,34.99673840068932,0.0,14.104448283650491,12.621357168720351,11.863286412460004,8.95682037694638,8.321665072357277,4.682929616765118,4.452754668411057
2024-08-22,34.996535495758586,0.0,14.11364302698328,12.612587256273212,11.863217631213011,8.956768446878002,8.321616824807583,4.682902465963273,4.452728852123057
2024-08-23,34.99734712959875,0.0,14.118608715039539,12.605922215116532,11.86349276098647,8.956976170764582,8.321809818363208,4.683011071059683,4.452832119071235
2024-08-27,34.99612969295547,0.0,14.12159623156012,12.605483698689268,11.863080071111689,8.95666458854771,8.32152033138656,4.682848165304065,4.452677220445118
2024-08-28,34.99521667105647,0.0,14.123836732552075,12.60515483138979,11.862770572547433,8.956430916110698,8.321303229370931,4.682725993425,4.452561053547604
2024-08-29,34.994506575848476,0.0,14.130797002720788,12.599681318467482,11.862529862606523,8.956249179311236,8.321134380079243,4.6826309752595305,4.452470705706722
2024-08-30,34.98902966699488,0.0,14.136120979250089,12.605824584406985,11.860673285640942,8.954847457577603,8.319832058686043,4.681898107573828,4.45177385986963
2024-09-04,34.97889176881626,0.0,14.136661028971655,12.626510693390241,11.857236714257166,8.95225283484602,8.317421428523476,4.680541550768767,4.450483980426412
2024-09-09,34.97889176881626,0.0,13.70204345275814,13.061128269603758,11.857236714257166,8.95225283484602,8.317421428523476,4.680541550768767,4.450483980426412
2024-09-11,34.97889176881626,0.0,13.708997333977557,13.061128269603758,11.857236714257166,8.95225283484602,8.317421428523476,4.673587669549351,4.450483980426412
2024-09-12,34.974838254301446,0.0,13.718997131401562,13.05961468611545,11.855862643247585,8.951215406700893,8.316457567555291,4.673046072760637,4.449968237917135
2024-09-13,34.97433163104331,0.0,13.720246943122522,13.059425512844818,11.855690906763297,8.951085745088715,8.316337100641379,4.672978381987927,4.449903778508032
2024-09-16,34.97818233595099,0.0,13.72320625034155,13.060863367167364,11.85699622883893,8.95207126756192,8.304793952232494,4.673492881049091,4.4503937168576595
2024-09-20,34.97818233595099,0.0,13.731898425569785,13.052171191939127,11.85699622883893,8.95207126756192,8.304793952232494,4.673492881049091,4.4503937168576595
2024-09-23,34.9828448502181,0.0,13.736626635187488,13.046376794770293,11.858576740186008,8.953264558842877,8.297207629004372,4.674115847303479,4.45098694448738
2024-09-26,34.9828448502181,0.0,13.738075524166812,13.046376794770293,11.858576740186008,8.953264558842877,8.295758740025047,4.674115847303479,4.45098694448738
2024-09-27,34.97949987703441,0.0,13.750090427380599,13.04512933245813,11.85744285238007,8.952408469808837,8.291198768928371,4.67366891989567,4.450561352113918
2024-09-30,34.971393505557046,0.0,13.783114261527665,13.041526805450152,11.854694933259701,8.950333781807908,8.276820947464659,4.672585814174889,4.449529950757984
2024-10-02,34.97777695866243,0.0,13.794322216991944,13.035794718963833,11.856858812979654,8.951967518134847,8.278331745093338,4.654605889854559,4.450342139319392
2024-10-03,34.95772252020279,0.0,13.841721082049101,13.030347660013195,11.850060706694324,8.946834925463296,8.273585380144912,4.651937180877363,4.447790544555014
2024-10-04,34.946995753776314,0.0,13.855711047263153,13.037928535534393,11.846424519203367,8.944089591912284,8.271046633010254,4.651378177908748,4.446425741391485
2024-10-07,34.934860186463425,0.0,13.843086294573947,13.047001906608271,11.842310772683271,8.940983699718865,8.297112491126622,4.64976295715062,4.4448816916749765
2024-10-08,34.93445581270548,0.0,13.84466232157309,13.04685088653369,11.84217369700344,8.940880207128394,8.296437697458364,4.6497091357782,4.44483024181934
2024-10-09,34.91961049570544,0.0,13.775673937444784,13.131346032635852,11.840083686011234,8.939591567831663,8.300759987089467,4.648888514205423,4.444045779076132
2024-10-10,34.89439716537061,0.0,13.820176168742668,13.113749477581344,11.838302619698082,8.944611025610651,8.297197071040257,4.648189196620697,4.443377275335692
2024-10-14,34.89288308095896,0.0,13.821312123691962,13.1131804657836,11.837788950143285,8.947694152575131,8.295679972441148,4.647987509491052,4.443473744914864
2024-10-15,34.89187376434557,0.0,13.825251248233325,13.11135484474162,11.837446528537553,8.947435330272063,8.295440010395131,4.647853061128006,4.443345212346733
2024-10-16,34.892479347306534,0.0,13.826069732086568,13.110136072888187,11.837651979123766,8.947590621857056,8.294716186530165,4.64793372921244,4.443422330995288
2024-10-17,34.8919746933793,0.0,13.828762386974267,13.108500148028531,11.83748076980668,8.94746121182856,8.294596219099445,4.647866505614293,4.443358065268929
2024-10-22,34.88941255104588,0.0,13.830842772439201,13.110472177947907,11.839261588816061,8.941574613922194,8.295844050028114,4.648565726097707,4.444026519702942
2024-10-28,34.888403209277165,0.0,13.833335624086885,13.110092895345845,11.83891908201074,8.941315936458862,8.2956040533846,4.64843124428191,4.4438979551539965
2024-10-31,34.88931161424094,0.0,13.8336958088357,13.110434248700145,11.839227337243727,8.938945000761349,8.295820049738872,4.648552277565971,4.444013662913298
2024-11-07,30.10371790089701,13.707018032423324,11.946181311170495,11.311891429373887,10.215299283219387,7.712834280304783,7.157673964446221,4.010933433100434,3.8344503650644626
2024-11-12,30.031223660866385,13.738259665607242,11.983417224300961,11.350183555293421,10.238582438776296,7.740421364290522,7.021371296381447,4.020075327474953,3.876465467008771
2024-11-14,30.01612900874383,13.731354377538945,11.965140759710868,11.359482528967735,10.233436200251795,7.7615373453416225,7.0335962662679234,4.018054709225762,3.8812688039515217
2024-11-15,30.01470293602097,13.730701997949293,11.964572293308768,11.358942837517995,10.232950007504488,7.7611685930387395,7.038013120035709,4.017863810585298,3.881084404038735
2024-11-18,30.0117011205411,13.729328769838567,11.963375698480007,11.364557588888541,10.231926594818955,7.760392386921552,7.040559611551131,4.017461977996504,3.8806962509636387
2024-11-22,30.0117011205411,13.729328769838567,11.963375698480007,11.36230733012566,10.231926594818955,7.760392386921552,7.042809870314012,4.017461977996504,3.8806962509636387
2024-11-26,30.011400972016556,13.729191462134589,11.963256052161055,11.362193695121535,10.231824264809122,7.760314774848999,7.043739539823635,4.017421799158248,3.8806574399262614
2024-11-29,30.011400972016556,13.729191462134589,11.913250801984827,11.412198945297765,10.231824264809122,7.760314774848999,7.043739539823635,4.017421799158248,3.8806574399262614
2024-12-03,30.01132593582348,13.729157135637724,11.913471041430714,11.41217041187594,10.23179868262648,7.760295372073422,7.0437219286697745,4.017411754574256,3.880647737288214
2024-12-05,30.013126908024102,13.729981018940721,11.914185965863059,11.409104643936354,10.232412690319082,7.760761065467431,7.04189425500223,4.017652838453852,3.880880613993169
2024-12-10,30.015303371177453,13.73097667653666,11.91504994737476,11.390427415014322,10.233154714609274,7.761323852895502,7.05465779167111,4.017944186749305,3.8811620439716177
2024-12-12,29.981920300409946,13.731148356234554,11.915198922369294,11.415576019447993,10.233282660708905,7.761420893460475,7.062247853376852,4.017994423484854,3.881210570507121
2024-12-19,29.963563074750994,13.797713731005329,11.907903525903768,11.408586530352023,10.227017062069717,7.756668757728413,7.045678274587189,4.015534299864043,3.8773347437385244
2024-12-20,29.963712838650242,13.797782694746521,11.907963043994439,11.408643552756182,10.227068178752639,7.756707527114933,7.045213670239611,4.0155543703100305,3.877354123435407
2025-01-03,29.963787721161278,13.797817176875638,11.907992803262887,11.408672064172018,10.227093737285717,7.756477001298458,7.045231276979245,4.015564405608262,3.8773638133564963
2025-01-07,29.96408725494825,13.797955107115614,11.908111841824127,11.408786111260442,10.227195972695519,7.755554886510276,7.045301704817813,4.015604547302779,3.8774025735251807
2025-01-08,30.012315292175778,13.820163302109433,11.770330528188037,11.42564697950182,10.243656930905514,7.765534515247703,7.056641315132257,4.0220677752312834,3.883643361508175
2025-01-09,30.01239041780956,13.82019789619246,11.770359991211205,11.425675579726837,10.243682572420061,7.765303637602695,7.05665897903609,4.022077843111345,3.88365308288975
2025-01-13,30.021408225191298,13.79430349575484,11.773896625172608,11.429108646541906,10.246760486409311,7.767636874358909,7.05877928969931,4.0232863547546565,3.884820002117158
2025-01-16,30.01967939233787,13.793509127785999,11.773218605702443,11.434209149012696,10.2461704096202,7.767189562036944,7.05837279812338,4.023054667101078,3.8845962882793885
2025-01-22,30.022159953760397,13.794648901671536,11.774191440605525,11.43515397116557,10.247017062734463,7.757815473881171,7.060708822300085,4.023387096840832,3.884917277040422
2025-01-27,30.003455441898797,13.795374310403755,11.774810601074682,11.448275836509806,10.247555914843675,7.75822342823563,7.063584225152368,4.023598671644507,3.8851215702367763
2025-02-03,29.99594413738138,13.791920666286734,11.802905950749748,11.439401432195242,10.244990459901835,7.756281172657886,7.061815871097206,4.022591371837419,3.8841489378925536
2025-02-05,29.99639470959402,13.792127836168858,11.8030832434339,11.43832150592842,10.245144350974536,7.756147328825895,7.061921947371642,4.0226517956029335,3.8842072820997955
2025-02-07,29.996544903339622,13.792196894179314,11.803142342178905,11.438378778289547,10.24519564902616,7.756186164320296,7.061957306837961,4.022171231269806,3.884226730558387
2025-02-10,29.982446557973592,13.794925238859527,11.805477216083776,11.440891897919215,10.247222333046205,7.7577204774846535,7.063354289044482,4.02296688910198,3.8849951004865693
2025-02-17,29.980342586132224,13.795339765400797,11.805831961292878,11.441235687629225,10.247530253934341,7.757953590820316,7.063566537227962,4.02308777606014,3.885111841502121
2025-02-19,29.98079303563544,13.795547038013714,11.806009341892407,11.441407590232302,10.247684221318098,7.75681808370719,7.063422252296253,4.023148222263679,3.885170214640918
2025-02-21,29.983646196851655,13.796859909214904,11.807132876147572,11.442245989049018,10.248659455533598,7.748290078800528,7.064094452074292,4.023531090403997,3.8855399519244385
2025-02-25,29.985673773005452,13.791281071710545,11.807931306762288,11.442769290441381,10.24935249791357,7.748814039365342,7.064572145459719,4.023803172579708,3.885802702761993
2025-03-05,29.984922786901635,13.790935671419824,11.807635579129375,11.44248270822911,10.249095804622055,7.748619971634577,7.0668996974567,4.023702397113064,3.8857053834936637
2025-03-07,29.983496016933287,13.790029022145871,11.807073737434425,11.446946969241802,10.2486081227894,7.748251269725611,7.066563433784142,4.0235109376324925,3.8855204903129668
2025-03-14,29.977902486486812,13.77547942264837,11.811777114436566,11.449252063546599,10.252690681162507,7.751337804767168,7.069378416791595,4.025113713157805,3.887068297002573
2025-03-20,29.977526963783994,13.775306862034176,11.811629152434586,11.449108642769176,10.25256224929115,7.751240706468707,7.069289861159945,4.025063291965682,3.88827227009258
2025-03-27,29.978530171592503,13.774616662807357,11.811037341494174,11.448534995589323,10.252048553980531,7.750852337599971,7.071440865361983,4.024861619828732,3.8880774517454206
2025-03-28,29.977178390249342,13.77399554263544,11.810504762350691,11.447517743958212,10.251586272211373,7.750502838891276,7.076132185596233,4.024680132183562,3.887902131923869
2025-04-01,29.97725348601464,13.774030047842134,11.810534348820843,11.447546421110362,10.251611953438157,7.750522254659314,7.076149911999795,4.024690214401129,3.887661361713627
