date,BOCI SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,EAST ASIA SECURITIES CO LTD,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-01,95.77198148927219,4.228018510727808,0.0,0.0,0.0
2024-03-13,95.63116992228522,4.221802142407057,0.14702793530770847,0.0,0.0
2024-03-15,95.73170731707317,4.121110176619007,0.1471825063078217,0.0,0.0
2024-03-25,95.83245632498422,4.020206272363713,0.14733740265207323,0.0,0.0
2024-03-26,96.08525904822201,3.767014878125989,0.14772607365199958,0.0,0.0
2025-01-09,96.08525904822201,3.767014878125989,0.14772607365199958,0.0,0.0
