date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,THE CORE SECURITIES COMPANY LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BOCI SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,41.93906333333333,52.616872,42.05732,0.0,25.14205366666667,15.923153333333333,17.25306,0.0,0.0,9.05638,203.98790233333335
2024-03-04,41.851396666666666,52.621538666666666,42.05082,0.0,25.142387,15.944820000000002,17.256393333333335,0.0,0.0,9.061046666666666,203.92840233333334
2024-03-05,41.83723,52.619705333333336,42.03332,0.0,25.142887,15.952820000000001,17.256393333333335,0.0,0.0,9.061046666666666,203.90340233333336
2024-03-06,41.852896666666666,52.61770533333333,42.01432,0.0,25.142553666666668,15.95482,17.249726666666668,0.0,0.0,9.032046666666666,203.86406899999997
2024-03-07,41.77906333333333,52.61770533333333,42.043153333333336,0.0,25.140887,15.999486666666668,17.248060000000002,0.0,0.0,9.024546666666666,203.85290233333336
2024-03-08,41.64839666666666,52.66770533333334,42.04998666666667,0.0,25.115053666666665,15.974653333333332,17.25606,0.0,9.703348666666667,9.024546666666666,213.439751
2024-03-11,41.65706333333333,52.66353866666667,41.98532,0.0,25.039220333333333,15.988986666666666,17.262726666666666,0.0,9.675015333333334,9.024546666666666,213.29641766666666
2024-03-12,41.727063333333334,52.64820533333333,41.979820000000004,0.0,24.988220333333334,15.895486666666667,17.259393333333335,0.0,9.675015333333334,9.024546666666666,213.197751
2024-03-13,41.65439666666666,52.64820533333333,42.00282,0.0,24.971387,15.89082,17.27789333333333,4.025666666666667,9.676015333333334,9.02688,217.17408433333333
2024-03-14,41.425063333333334,52.648872000000004,42.04498666666667,0.0,24.971720333333334,15.890153333333334,17.319726666666664,4.025666666666667,9.687015333333333,9.028046666666667,217.041251
2024-03-15,41.33506333333333,52.63823566666667,42.02598666666667,0.0,24.972553666666666,15.920819999999999,17.330726666666667,4.025666666666667,9.687015333333333,9.04638,216.982448
2024-03-18,41.22306333333333,52.638959666666665,42.00065333333333,30.387202333333335,24.973553666666668,15.890486666666668,17.317393333333335,4.025666666666667,9.687015333333333,9.04638,247.19037433333332
2024-03-19,41.11239666666667,52.64245966666666,42.00998666666666,30.387202333333335,24.974553666666665,15.893153333333334,17.326726666666666,4.025666666666667,9.687015333333333,9.04638,247.105541
2024-03-20,40.94873,52.465793000000005,41.99898666666667,30.377087000000003,24.975553666666666,15.914153333333333,17.333393333333333,4.025666666666667,9.687015333333333,9.04638,246.772759
2024-03-21,41.12689666666667,52.46112633333333,41.98848666666667,30.33842033333333,24.975887,15.897653333333334,17.335226666666667,4.025666666666667,9.687015333333333,9.04638,246.88275900000002
2024-03-22,41.218896666666666,52.460792999999995,41.986153333333334,30.33842033333333,24.97622033333333,15.925653333333333,17.335226666666667,4.025666666666667,9.687015333333333,9.04638,247.00042566666664
2024-03-25,41.28223,52.29575966666666,41.980153333333334,30.33842033333333,24.982220333333334,15.921986666666665,17.335226666666667,4.025666666666667,9.682682,9.04638,246.89072566666667
