date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BNP PARIBAS,HANG SENG BANK LTD
2024-03-01,44.09844758705191,16.462872158931535,11.29986056574417,12.974689182997711,6.7150268936956135,2.5504855239587982,3.0968341301694036,1.5624913125174533,1.239292644933408,0.0
2024-03-04,43.4940410541333,16.329682541853604,11.135824021049391,12.783533374148181,6.736496619050572,2.5201211712967084,3.060405395534625,1.548260671656294,1.2196029256646177,1.172032225612708
2024-03-05,43.51370938361549,16.335744885404623,11.136294986084566,12.69335770856089,6.7960358891253065,2.5191551840909776,3.06280775163632,1.548508730532101,1.2226918711383994,1.1716936098113284
2024-03-06,43.540979472365386,16.33826233822223,11.079615058209047,12.62773449633283,6.864558672928782,2.5561124441505476,3.0389935134587884,1.548866915775255,1.2330989108493933,1.1717781777077396
2024-03-07,43.527913158405056,16.330811625272528,11.046874731073085,12.61629234299729,6.93488174087252,2.563107032417692,3.0308195687557977,1.5488151473661884,1.2291332325884077,1.1713514202514346
2024-03-08,43.45708040985855,16.343838258243775,11.078072052746627,12.573861615124429,7.006015850117767,2.5652408424718636,3.0288934332559845,1.5488585445644438,1.226782401030384,1.1713565925861809
2024-03-11,43.44168321123857,16.56133255568852,10.810602366147974,12.67526445963873,7.077656857646156,2.5641999784864957,2.930375969441439,1.548354283731114,1.2353546135714135,1.1551757044095916
2024-03-12,43.42343542370611,16.58763955697588,10.780396120425065,12.682288170133408,7.173507454469477,2.519230114273772,2.9010659550499804,1.5477774910968365,1.2304404824257718,1.154219231443701
2024-03-13,43.549542680831635,16.674071075834433,10.578450239011302,12.713490802995048,7.248325809324569,2.418149806916269,2.8927883512236527,1.549484565932551,1.220313630224057,1.1553830377064789
2024-03-14,43.42808077188577,16.577628733501214,10.720039292667671,12.704754622639031,7.329945472041204,2.41859926654962,2.898213930486899,1.5506643321080271,1.2156195719493863,1.1564540061711797
2024-03-15,43.234003861526354,16.694308231231577,10.70386317753643,12.701250767549457,7.429925434206111,2.4207606967513096,2.891896282645677,1.552236123571301,1.213882949870321,1.1578724751114589
2024-03-18,43.12244858820119,16.603544972743727,10.857509767017685,12.687446300061698,7.533899050933937,2.4394323746538293,2.8697599527162163,1.5524642535759379,1.1757804640363598,1.1577142760594192
2024-03-19,43.13767947827373,16.649469682162678,10.795639244808065,12.5615452727713,7.651982448671219,2.429545274001619,2.875802576862133,1.556493642153206,1.1814248903737639,1.1604174899222848
2024-03-20,42.976413287902815,16.630247782373818,11.030138134776896,12.422941073070662,7.700806838109492,2.42834450724071,2.902494104028875,1.5557547938293053,1.1933489308071892,1.1595105478602417
2024-03-21,42.948387715973865,16.516665229367756,11.19780094040719,12.35684964298413,7.741208518179461,2.4424988079798657,2.897137606188793,1.5530682914685612,1.1890389539977853,1.1573442934525973
2024-03-22,43.063322353738435,16.545291168532795,11.067876356082994,12.337737217236223,7.7849424270897565,2.4389113252246677,2.884416768679708,1.5507638073589762,1.1711115126824676,1.1556270633739736
2024-03-25,43.00683100850301,16.511376653688565,10.933865457326041,12.341633249774397,7.889985130072111,2.5830785239423686,2.8691487384871834,1.5496010336009496,1.1602103093093608,1.1542698952960142
2024-03-26,43.00163256937283,16.540093878072053,10.833871097489785,12.358259687186903,7.884099787225797,2.579199195843375,2.8489899113711936,1.5483550882357824,1.2517208436250042,1.1537779415772782
2024-03-27,42.890014102493666,16.5439117464284,10.872455508397852,12.370877077055892,7.899454919392181,2.6208780882844356,2.842180076994731,1.548314863072609,1.2582477796971654,1.1536658381830676
2024-03-28,42.8969389837184,16.495401336420844,10.956766676614947,12.37029304029462,7.889098144180824,2.6262395826370093,2.8360636090596514,1.546847551849399,1.2463740507745482,1.135977024449752
2024-04-02,42.824855195735566,16.490022943196763,11.030188509320402,12.384718737462219,7.8890551104723565,2.626396399933166,2.8367967009187787,1.5481043990494425,1.2331229820942107,1.1367390218170959
2024-04-03,42.91430729453565,16.368985770455936,11.017010145212224,12.375791349050475,7.94041430858075,2.6277897997705546,2.843812923455653,1.5480857333059805,1.227077359660701,1.1367253159720783
2024-04-05,42.921448946345535,16.29328660905417,10.95554024289187,12.502869693511338,7.934991134797007,2.6263879712253835,2.8476759928975146,1.547803886105376,1.2334503350086294,1.1365451881631778
2024-04-08,42.96647556583219,16.34151947965178,10.876301751932358,12.527168543207184,7.926455471911106,2.6142118365865556,2.8334314400316036,1.5462494555490376,1.2332012355796231,1.13498521971856
2024-04-09,42.959934146717124,16.34576658735142,10.893593461278225,12.530424313519168,7.930012255473979,2.617706744837498,2.834240850543483,1.548490246466068,1.2045511951317387,1.1352801986812961
2024-04-10,42.74631973070108,16.475629559899115,10.919545094050521,12.569908405895102,7.955130955592699,2.627389593366886,2.8038063314184223,1.5529336512723642,1.2095527024606074,1.1397839753431993
2024-04-11,42.760414515100294,16.44474139554446,10.908367109134955,12.619049978297095,7.956583188740439,2.626692213806595,2.805995434842841,1.551800266328868,1.1867313792604202,1.1396245189440368
2024-04-12,42.63011055618374,16.34269208520907,11.09812544214641,12.66101314144603,7.944161856201381,2.6257738092447602,2.8110341083475525,1.549441915897078,1.1997545121945223,1.1378925731294585
2024-04-15,42.600692290949915,16.337031923696312,11.116560117117286,12.690207380928008,7.942930489278699,2.626722113234096,2.809333300164048,1.548891242881365,1.1901161146734482,1.1375150270768186
2024-04-16,42.55206176321234,16.326938284298436,11.059206413851713,12.737285762927494,7.950726864434856,2.632785619070286,2.8127982114327055,1.5498645455264464,1.2401569759465247,1.138175559299194
2024-04-17,42.40138193327693,16.403366179469195,11.01113391529912,12.805268784590499,7.960193395579298,2.6335521906521437,2.8121820719325332,1.5997723914604092,1.2342003581016983,1.1389487796381759
2024-04-18,42.32085258070679,16.4390217218018,11.009914195358697,12.848059185110772,7.963931165083797,2.6377213340191195,2.7935612179880853,1.6003004487954313,1.2476523949363074,1.1389857561992003
2024-04-19,42.29354911538721,16.421448127954694,11.01470298761334,12.89198304401555,7.96774531969884,2.6376183225397245,2.8148349189845745,1.6006077440108468,1.2187490020043756,1.1387614177908467
2024-04-22,42.2405956852313,16.51016210063094,10.883378164774776,12.9923253163048,8.071483312849434,2.630647145160678,2.7383691550090266,1.6010357031881584,1.1944209318985448,1.137582484952342
2024-04-23,42.25783201786549,16.56238044884908,10.769944889616905,12.997611749966426,8.134272301596948,2.63333984741019,2.728991188779167,1.598238876288952,1.1802995994566694,1.1370890801701778
2024-04-24,41.670365531651385,16.95435864952669,10.684602066425265,13.19250555952875,8.173857421595063,2.640761021914671,2.796693703855889,1.588502645041328,1.1604466581843276,1.13790674227663
2024-04-25,41.58542602505502,16.892743642317853,10.872072949962883,13.258350228196313,8.154757517308527,2.637715762645273,2.7779515774100023,1.5975839432557728,1.0865281523207908,1.1368702015275634
2024-04-26,41.6082741005228,16.91230848090278,10.87338767967867,13.3346213713681,8.141929528980482,2.637248410996826,2.7536212159464655,1.5803524601638883,1.022838989942899,1.1354177614970948
2024-04-29,41.74665393553483,16.854691268668073,10.8712447349517,13.376033311803189,8.130830358484099,2.6321684025889165,2.6897245602280035,1.5451699615999843,1.0191299774146905,1.1343534887265143
2024-04-30,41.94707687772359,16.700157192285957,10.842828233379825,13.339603340357082,8.128470184881838,2.6203790441479367,2.7180271194289434,1.546334833185528,1.0226108411816195,1.1345123334276845
2024-05-02,41.99425886432318,16.542403947417082,10.906766968384213,13.297198710025487,8.144706567187706,2.6676656722382153,2.7328015196990885,1.5502678610890683,1.0289952887134517,1.134934600922509
2024-05-03,41.793372042787155,16.37845787854843,10.991833049785646,13.501032142840286,8.22702264123136,2.6778290591067453,2.7267313336719923,1.5683643991561838,0.9981470592259819,1.1372103936462197
2024-05-06,41.571109266372055,16.41649841371049,11.061273040037026,13.53238958148086,8.254068931212771,2.689551938837931,2.754505983840371,1.5761121500623143,1.0046390208768508,1.1398516735693325
2024-05-07,41.417463394169985,16.434223715404546,10.915109828008736,13.547000839127188,8.335851418405795,2.842908503825734,2.7698568448753815,1.584956442376735,1.011104089851398,1.1415249239545011
2024-05-08,41.29391654834722,16.398190061572354,10.818070993789755,13.730484382057115,8.416801979922731,2.848377199734116,2.7725037541094872,1.5986319539436216,0.9798924873274396,1.1431306391961602
2024-05-09,41.257052733794936,16.3074674947537,10.80449810395812,13.819038664963443,8.436339184421032,2.8606470951378986,2.756624535650675,1.5875129961242251,1.0258648198931115,1.1449543713028616
2024-05-10,41.15110929913971,16.42332325790864,10.720099312373566,13.897674405902327,8.505107128467444,2.8523398319135427,2.7447592379478216,1.5821360927633927,0.9799242050054757,1.1435272285780749
2024-05-13,41.0362985644888,16.47381153366275,10.725759712169367,14.039852453268306,8.522993166762621,2.8336535032962984,2.6978849638372875,1.5510571056462654,0.9780818345135422,1.1406071623547522
2024-05-14,41.00526783144857,16.469824319844967,10.71352808695682,14.02068144192029,8.597625110080033,2.816015232822877,2.6982222386350943,1.5520984924238144,0.9882890313916761,1.1384482144758576
2024-05-16,41.13768921190905,16.253411173589274,10.669004049978312,14.038930886063866,8.699286783793827,2.8212510442900256,2.6859339494139367,1.5513920635927219,1.0035135924048784,1.139587244964104
2024-05-17,41.11928155278694,16.26490471485875,10.636350724041995,13.990235297039932,8.801483601081642,2.8197667184753468,2.688206286011897,1.551076770886386,0.98912257345888,1.1395717613582312
