date,UOB KAY HIAN (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMB WING LUNG BANK LTD,MIB SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD
2024-04-08,17.15973325872147,14.534306896772268,11.515695283404568,11.234779590405452,10.785391487005166,10.765970725553856,9.5671506848164,7.022892324977911,7.414079748342909
2024-04-09,17.163222443181596,14.537262238618109,11.518036834081649,11.237064020924786,10.787584540930043,10.768159830546775,9.538287604535595,7.024320328921563,7.426062158259884
2024-04-10,17.169358389009364,14.542459389320753,11.522154595200815,11.241081332727612,10.760621724687482,10.772009506538781,9.541697594485028,7.021900451962108,7.428717016068058
2024-04-12,17.169252559670962,14.542986136726185,11.522083574375799,11.24101204439584,10.760555397836349,10.771943109495076,9.541638780898591,7.021857170025629,7.42867122657557
2024-04-16,17.298160072030527,14.652175523896627,11.608591890658628,11.3254100631221,10.841346126676845,10.852819337781531,9.613277829529533,6.3237731355361255,7.484446020768083
2024-04-19,17.29869720763242,14.652630497436373,11.60895235604722,11.325761735260963,10.841682767854453,10.850051174905099,9.613576337217728,6.323969498829982,7.484678424815766
2024-04-22,17.273273609143317,14.631095777792188,11.420737939289596,11.309116457556843,10.825748932703297,10.83410504084968,9.59944742901683,6.632796492297417,7.47367832135083
2024-04-24,17.26995368512035,14.628283680476173,11.32802285013055,11.30694284482682,10.819948222298972,10.832022725336918,9.597602414756768,6.725761692201641,7.491461884851811
2024-05-02,17.27595189712818,14.633364385869251,11.288542222056721,11.3108699798719,10.823706214042,10.835784910804515,9.600935860526237,6.728097688306758,7.502746841394438
2024-05-09,17.276059045923287,14.633455144825497,11.288612235778963,11.310940132075213,10.82315312541985,10.835852116438343,9.600995407387416,6.72813941726994,7.502793374881496
2024-05-10,17.27916693925041,14.636087644371631,11.290643011579556,11.312974924574274,10.82510016700425,10.837801442519995,9.584732991149702,6.729349782408385,7.5041430971417995
2024-05-13,17.28796082965111,14.634226692494337,11.296389161121738,11.318732439502067,10.830609387719571,10.843317127298384,9.565405733267854,6.715396446532454,7.507962182412486
2024-05-14,17.288390028885736,14.637072656968872,11.294807624624498,11.31901344380025,10.830257611609836,10.843586328707254,9.550747319909977,6.727976406799074,7.508148578694502
2024-05-16,17.2892484912912,14.635937388527442,11.295368473130722,11.319575494256785,10.830795392686358,10.844124771626928,9.546876716409695,6.729551873045569,7.508521399025296
2024-05-17,17.291502360784,14.637845365776725,11.296840965496388,11.321051142310013,10.832207322148225,10.845538438739828,9.548121271035276,6.717392905134433,7.509500228575108
2024-05-20,17.29121531940308,14.638407073137257,11.296795382594116,11.321005461719357,10.832163614048829,10.845494676849203,9.548082744240032,6.717365800365475,7.5094699276426535
2024-05-21,17.298517446679252,14.641483745208076,11.301566050021062,11.325786353128592,10.867789736866404,10.850074758760192,9.481938149891283,6.720202562219909,7.512641197225232
2024-05-22,17.307438699792044,14.650277410813189,11.307394533971433,11.331627328060062,10.87339451214949,10.855670398011588,9.424692839393266,6.732988634471615,7.516515643337312
2024-05-29,17.30754624087005,14.651611156529587,11.307464793321689,11.331697737982616,10.871598002141596,10.855737850539796,9.4247514004343,6.733030470405199,7.5165623477751655
2024-05-31,7.122138878837616,6.029208762656156,4.653076380950667,4.663048354731141,4.473715091010709,4.467188562017205,3.8783307256984125,2.7837148345647824,3.0931017133948906
2024-06-03,17.29142999985871,14.6392095964085,11.296935638853443,11.321146018560844,10.861474713077824,10.845629329948814,9.415975369278438,6.775802423238011,7.552396910775415
2024-06-04,17.260142977380855,14.610242864645647,11.276495022937548,11.300661596511269,10.841822017870227,10.826005305294094,9.39893815297927,6.970507336686696,7.515184725694395
2024-06-05,17.25982212294916,14.609971270072103,11.276285400490803,11.300451524824199,10.841620475701855,10.825804057147753,9.398763433050032,6.972236692291599,7.515045023472494
2024-06-06,17.1392822054861,14.50978344961958,11.197533574325815,11.221530926199577,10.767750232017475,10.750198322730318,9.333123928748982,7.618236244847123,7.4625611160250305
2024-06-07,17.13886037239577,14.508811032347314,11.197257979926057,11.221254741175485,10.767485215472334,10.73762770676391,9.332894221316542,7.618048744338088,7.4777599862645
2024-06-11,17.139493129818188,14.508116041201424,11.197671376613094,11.221669023809925,10.767882745182176,10.738024134150736,9.33323878670554,7.618329998562849,7.4755747639560655
2024-06-21,17.127899995678426,14.498302767605352,11.190097284115796,11.214078699330681,10.760599361238404,10.730760946538341,9.326925794343795,7.613176968603015,7.538158182546188
2024-06-26,17.12768935658605,14.499354268367625,11.189959668182954,11.213940788474147,10.760467027275487,10.73062897952856,9.326811091713322,7.613083341673434,7.538065478198419
2024-06-28,17.127794675484623,14.49882852121935,11.19002847572627,11.214009743478405,10.760533193850081,10.730694962627716,9.326868442675904,7.613130154850365,7.538111830087282
2024-07-03,17.132429989637536,14.456006981101805,11.193056845598036,11.217044603427375,10.763445328935266,10.733599022559146,9.329392583472416,7.634872767579318,7.540151877689105
2024-07-04,17.131903123043596,14.455562421447121,11.192712630110826,11.216699650254485,10.763114325114856,10.733268936589955,9.32910568048802,7.637713234460722,7.539919998490417
2024-07-05,17.130638775420888,14.454495589825955,11.19188659931297,11.215871849196098,10.762319999002214,10.732476813089935,9.328417185315919,7.6445296422387194,7.5393635465973015
2024-07-10,17.130638775420888,14.454495589825955,11.176511439131476,11.215871849196098,10.762319999002214,10.732476813089935,9.328417185315919,7.659904802420213,7.5393635465973015
2024-07-11,17.12926927607455,14.453340033251477,11.175617939168578,11.214975202587208,10.761459611342596,10.731618811227142,9.327671430215648,7.667286879742136,7.538760816390668
2024-07-17,17.117374383819783,14.44330335745135,11.16785737629083,11.20718730927287,10.753986647930214,10.724166569837191,9.321194116743483,7.731404481985084,7.533525756669195
2024-07-19,17.116743258477385,14.443999841407893,11.167445612333786,11.206774095203393,10.75359014357428,10.723771164961034,9.320850440096784,7.733577451781253,7.533247992164194
2024-07-22,17.11695362842037,14.442948332332616,11.167582863612331,11.206911829840868,10.753722308444152,10.723902963346656,9.32096499616309,7.73367249978326,7.533340578056653
2024-07-23,17.090697399481062,14.420793843502155,11.150452560012113,11.189721198312931,10.737226838455179,10.707453234181004,9.306667277293993,7.875202696734466,7.521784952027099
2024-07-29,17.091326605533457,14.417643184800868,11.150863071770276,11.19013315577365,10.737622137017594,10.707847436607224,9.307009908799401,7.875492627863946,7.522061871833589
2024-08-06,17.09164122593347,14.416067768453333,11.151068338984524,11.190339145879094,10.737819797213898,10.708044548705164,9.307181234012948,7.875637601434346,7.522200339383223
2024-08-08,17.09185097930199,14.416244686441217,11.151205187992518,11.190476476829337,10.737951574721002,10.708175960802148,9.306068226550076,7.87573425344654,7.522292653915165
2024-08-15,17.091326605533457,14.418870374925973,11.150863071770276,11.19013315577365,10.737622137017594,10.707847436607224,9.305782718674296,7.875492627863946,7.522061871833589
2024-08-19,17.09164122593347,14.417294981168787,11.151068338984524,11.190339145879094,10.737819797213898,10.708044548705164,9.305954021297492,7.875637601434346,7.522200339383223
2024-08-20,17.091536351179784,14.41352490071726,11.150999915740092,11.190270481667971,10.73775390967323,10.707978843866194,9.305896919722349,7.879884494466201,7.522154182966917
2024-08-21,17.09143147771312,14.412822860669895,11.150931493335348,11.191429015954625,10.737688022941134,10.707913139833552,9.305839818847954,7.87983614358733,7.522108027117043
2024-08-22,17.08804892737168,14.417466255078695,11.150726231159089,11.191223008315117,10.737490367596118,10.707716032573448,9.305668520429139,7.8796910945108145,7.521969562965898
2024-08-28,17.08804892737168,14.416852667546026,11.150726231159089,11.191836595847784,10.737490367596118,10.707716032573448,9.305668520429139,7.8796910945108145,7.521969562965898
2024-08-30,17.069719834637535,14.408130993698522,11.138765667608935,11.179831936234358,10.756619520874082,10.696230653466325,9.249717310839511,7.987082782953395,7.513901299687335
2024-09-02,17.070033716394274,14.406557111615733,11.138970489678043,11.18003751343903,10.756817315955926,10.696427338104414,9.24988739667261,7.987229651185526,7.514039466954444
2024-09-03,17.07034760969467,14.404983171650102,11.139175319279914,11.18024309820424,10.757015118312104,10.696624029975997,9.250057488760975,7.987376524819048,7.514177639302948
2024-09-12,17.073382506866345,14.406931139013448,11.141155727203888,11.182230807472566,10.758927582867871,10.698525757741432,9.251702034844763,7.971630876620931,7.5155135673687585
2024-09-19,17.075685562599592,14.40826136928258,11.142658575427564,11.183739196379177,10.718685107181058,10.699968898904222,9.281767760679164,7.972706182594212,7.51652734695243
2024-09-23,17.07380119806318,14.407897516657457,11.151238157120229,11.182505029736268,10.717502260962736,10.698788118088135,9.280743483560725,7.9718263652226256,7.515697870588646
2024-09-25,17.073487177740418,14.407632527474554,11.15103306422002,11.18229936177762,10.72834030915085,10.698591346621779,9.280572792685835,7.9716797478725,7.506363672456424
2024-09-26,16.71434730849849,14.504477785349184,11.23881004227333,11.257943608713578,10.779311272092572,10.770963482218239,9.15818899485154,8.018815973925813,7.557141532077251
2024-09-27,16.710943625158382,14.50152411635549,11.409305505842411,11.255651058822304,10.777116190135889,10.768770100192327,9.003903760925231,8.017183034880448,7.555602607687516
2024-09-30,6.908892054916698,6.008753431824413,4.72748264685113,4.6638154296373315,4.465532958678011,4.46207472930927,3.6032065260114736,3.3219457270750117,3.130688383798218
2024-10-02,16.732359695580172,14.552351222767815,11.449294542883154,11.295101544820636,10.814889435694,10.806514093128557,8.722121998837645,8.04528285473189,7.582084611556132
2024-10-03,16.723053300138453,14.575083205299261,11.47909514688243,11.312264059599954,10.80341373864051,10.82293421623239,8.61691868662729,8.057507382802774,7.609730263776942
2024-10-04,16.610233451452338,14.587658700455561,11.488999399460956,11.32202436901874,10.805286307801696,10.832272328056252,8.655389682105117,8.081839763411404,7.616295998237936
2024-10-07,16.612502046499497,14.589651055973876,11.490568545807433,11.323570710223544,10.806762073875225,10.80084886055204,8.675816922991997,8.082943566179306,7.617336217897088
2024-10-08,16.528882617475407,14.774156579848032,11.474754065561967,11.307986069255513,10.804907780025847,10.785983642155012,8.705413398272253,8.042061145306059,7.57585470209991
2024-10-09,16.369376466291115,14.726207434488279,11.457706225774245,11.291185993739385,10.829711384162472,10.8628142444155,8.892428004389597,8.0332083684625,7.537361878276904
2024-10-10,16.35277486295308,14.699522587705689,11.446085972900487,11.279734623464524,10.93189642541994,10.820876997882799,8.883409422481794,7.994140870478395,7.591558236713294
2024-10-14,16.353280511704163,14.70183239265436,11.44149249554109,11.280083407311468,10.932234453664126,10.821211593264039,8.883684108883182,7.994388059556762,7.591792977420811
2024-10-15,16.353482779960476,14.700777368152314,11.441634011534473,11.280222926889833,10.932369670815142,10.821345437210432,8.883793988200244,7.994486939468469,7.591886877768618
2024-10-16,16.347821159480937,14.69568791880794,11.49949480365767,11.276317682851241,10.901383210992293,10.817599057814201,8.88071839441656,7.991719226218091,7.589258545761066
2024-10-17,16.37637136606896,14.721352802338414,11.579030471806878,11.296010900452343,10.91484794491748,10.83649115877824,8.679473287820153,8.009391939449023,7.587030128368512
2024-10-18,16.388144390350703,14.744330909811795,11.667921400488702,11.304131637802831,10.889228483843508,10.844281545958001,8.53697441396568,8.032502749866364,7.592484467912416
2024-10-21,16.3878397023618,14.74591598117431,11.683817516730238,11.303921471657537,10.889026031567738,10.844079929334626,8.53681569474137,8.032353409767177,7.576230262665207
2024-10-22,16.390277523546334,14.746869903723617,11.685555577290744,11.305603019667064,10.890645860588576,10.845693072266133,8.538085613811063,8.019912142076322,7.5773572870301455
2024-10-25,16.391293496447922,14.747784007843205,11.692478553292968,11.306303812334399,10.891320931590837,10.846365356810708,8.538614858273375,8.008012003922593,7.5778269794839925
2024-10-30,16.38591027483067,14.742940546911043,11.69421545062648,11.302590600859846,10.91500902980322,10.842803198127497,8.535810610024361,8.005382016036641,7.575338272780241
2024-11-04,16.38591027483067,14.744179866055873,11.69421545062648,11.302590600859846,10.91376971065839,10.842803198127497,8.535810610024361,8.005382016036641,7.575338272780241
2024-11-05,16.389464835900988,14.747378289999775,11.696752252201218,11.305042448079176,10.894444421994129,10.845155304632096,8.53766226547646,8.007118606728886,7.576981574987276
2024-11-06,16.389363255611897,14.74790667735383,11.696679756882602,11.304972380539354,10.894376899300438,10.8450880874275,8.537609349886491,8.007068979396266,7.5769346136016225
2024-11-07,16.386417974868454,14.744636698819486,11.694577783479925,11.302940799632992,10.89241910521211,10.843139150875992,8.536075083056167,8.029177847634028,7.570615556420847
2024-11-08,16.386417974868454,14.745256377591396,11.694577783479925,11.302940799632992,10.89241910521211,10.843139150875992,8.536075083056167,8.028558168862117,7.570615556420847
2024-11-13,16.39932411241164,14.756869916755996,11.625027383466744,11.311843130137818,10.900998103951522,10.851679336137694,8.542798197239499,8.034881556692191,7.576578263206893
2024-11-14,16.404105555081745,14.761792827555286,11.598640128458616,11.315141249563307,10.904176436004947,10.85484328864357,8.545288964513956,8.037224234064814,7.578787316113757
2024-11-15,16.397595340785813,14.755934389594321,11.594037034890107,11.310650666759138,10.899848950725076,10.850535381960052,8.541897638958723,8.073721035153726,7.5757795611730465
2024-11-18,16.38865222884347,14.752844731973832,11.587713743644544,11.304481932078755,10.940386508666037,10.844617590324237,8.537238959121977,8.072416511256897,7.57164779409025
2024-11-19,16.394952042015866,14.755415731714736,11.592168071594203,11.308827385456397,10.929091965889103,10.848786271420835,8.540520681724884,8.077999561683738,7.552238288500239
2024-11-20,16.395968594530412,14.757570706317013,11.592886832318356,11.309528577926235,10.922949173862499,10.849458939504016,8.541050228121376,8.078500429923297,7.552086517496795
2024-11-21,16.395968594530412,14.758810786204945,11.592886832318356,11.309528577926235,10.913648574703021,10.849458939504016,8.541050228121376,8.086560949194844,7.552086517496795
2024-11-22,16.39810376519175,14.758872395359782,11.594396520001757,11.311001365183294,10.909488722150288,10.850871814033843,8.542162489331133,8.091334748514893,7.543768180233267
2024-11-25,16.398815612330154,14.758272787702165,11.59489983661095,11.31149237951456,10.906241421033021,10.851342853988255,8.542533307445892,8.092306143656003,7.544095657719003
2024-11-26,16.398815612330154,14.758272787702165,11.59489983661095,11.31149237951456,10.90500112581597,10.851342853988255,8.542533307445892,8.093546438873055,7.544095657719003
2024-11-27,16.399730935182948,14.760336905806204,11.59554702217893,11.312123746298536,10.898787799269241,10.851948536882224,8.54301012090254,8.093998191499024,7.544516741980356
2024-11-28,16.384996494037733,14.746455763495378,11.585128930210221,11.301960297750144,10.97202546718301,10.84219853563772,8.53533459986339,8.094161588240686,7.537738323581716
2024-12-02,16.387230360371234,14.74784652810111,11.586708401374338,11.303501162810498,10.960507450854001,10.843676718577749,8.536498273997513,8.095265114572015,7.538765989341542
2024-12-03,16.391903140648484,14.753291614330708,11.590012324081565,11.306724329638323,10.955574293200174,10.846768767544484,8.53893243644561,8.097573460420254,7.519219633690398
2024-12-04,16.39383397983094,14.755029437771631,11.591377537731772,11.308056174157754,10.946945427444895,10.848046432862521,8.539938256525387,8.096667414172163,7.520105339502936
2024-12-05,16.39434217101024,14.75548682777691,11.59173685793886,11.308406711708017,10.939225051255477,10.848382710606737,8.545162812909627,8.096918402133044,7.520338454661088
2024-12-06,16.39434217101024,14.75548682777691,11.59173685793886,11.308406711708017,10.928065439368924,10.848382710606737,8.556322424796182,8.096918402133044,7.520338454661088
2024-12-09,16.39271607012927,14.754023279567441,11.590587111683716,11.30728506803824,10.91830268327578,10.847306695204667,8.574071259651147,8.096115295426504,7.519592537023239
2024-12-10,16.393732345375753,14.754937963173312,11.591305676363504,11.307986069255513,10.903480684905869,10.847979179815404,8.583902144457884,8.096617218447204,7.520058718205558
2024-12-11,16.39403725252192,14.755212390370943,11.591521263141408,11.30819638657,10.8857044385142,10.848180941458436,8.60018093610192,8.096767807489265,7.520198583831912
2024-12-12,16.387941263765924,14.748486312489973,11.58721105070279,11.303991526170984,10.890332987578278,10.844147134042755,8.626730375235752,8.09375709055883,7.517402259454717
2024-12-13,16.389871169649435,14.750223149963892,11.588575604457303,11.30532272692417,10.879839096498442,10.845424181782846,8.627746291600022,8.09471024197531,7.518287537148584
2024-12-16,16.389871169649435,14.75084295932392,11.588575604457303,11.30532272692417,10.86124481569758,10.845424181782846,8.627746291600022,8.106486619815856,7.524485630748871
2024-12-17,16.385605669908575,14.748243316358364,11.585559652365545,11.302380492011956,10.876387946576324,10.847558820897001,8.625500901798597,8.104376888981598,7.524386311102038
2024-12-18,16.387230360371234,14.751564785062563,11.586708401374338,11.303501162810498,10.86383276985628,10.84863439452635,8.628215279046634,8.105180466469216,7.525132380482889
2024-12-19,16.388245955531403,14.75185926229226,11.587426485194236,11.304201694921263,10.858928322511256,10.849306736364673,8.628750010876576,8.105682783326492,7.525598748981848
2024-12-20,16.389464835900988,14.753576229938414,11.588288303275018,11.305042448079176,10.8467202844666,10.850113656583007,8.634350128519243,8.106285645747123,7.526158467490429
2024-12-23,16.390074344079235,14.750405998757937,11.588719260390668,11.305462871558314,10.847123663392438,10.850517161705035,8.634671231561342,8.106587110587236,7.5264383579677965
2024-12-27,16.378197105802876,14.74343317056428,11.580321374140494,11.297270250003884,10.839263182124409,10.84265422130307,8.697163862420751,8.100712587708376,7.520984245931861
2024-12-30,16.378501435337423,14.743087744530674,11.580536552513971,11.297480168896337,10.839464590612641,10.842855692801495,8.724578161133433,8.07237165796195,7.521123996212074
2025-01-02,16.381951293986347,14.742476071369815,11.582975799739522,11.299859795007162,10.835552644795374,10.845139559835273,8.72641584827143,8.074071968658352,7.511557018336723
2025-01-08,16.382154272107417,14.74141970075172,11.583119316871397,11.29999980423246,10.835686901092267,10.845273934917403,8.726523971623818,8.074172009241318,7.5116500891622024
2025-02-04,16.382560243439748,14.7424045454087,11.583406361804776,11.300279833091894,10.832857759239262,10.84554269507164,8.726740226366909,8.074372097844662,7.511836237732412
2025-02-14,16.382661739416758,14.742495880018833,11.583478125261056,11.300349842475352,10.832305336047499,10.845609887191532,8.726794291727403,8.074422121545027,7.511882776316539
2025-02-18,16.380733530879514,14.740760715924727,11.600079221987158,11.29901981250912,10.831030394041175,10.844333379264508,8.72576716441905,8.06727713916153,7.5109986418132175
2025-02-19,16.377791350682287,14.738732447456051,11.615337576988308,11.296990370281899,10.829085008440414,10.84238560428481,8.724199909856955,8.065828157466074,7.509649574543204
2025-02-20,16.37718275569583,14.741281407160287,11.614905953696496,11.29657057669959,10.828682602114496,10.841982703711787,8.723875720580615,8.066147762660934,7.5093705176799626
2025-02-21,16.377588480661068,14.739169225159682,11.615193698993389,11.29685043562117,10.828950869675397,10.842251300766677,8.724091844087708,8.066347591750555,7.509556553284358
2025-02-24,16.37768991504344,14.738641163307314,11.615265637545296,11.296920402518193,10.829017938642512,10.84231845210984,8.724145876637678,8.066397550570008,7.509603063625718
2025-02-25,16.379718866581285,14.73984763571382,11.616704595737813,11.298319922483614,10.851419957238337,10.843661653673145,8.701688501702293,8.058105475416081,7.510533391453608
2025-02-26,16.388855373053396,14.747449661150153,11.62318432213532,11.304622055867988,10.857472812569887,10.84971018147067,8.706542250045695,8.00744062290649,7.514722720800402
2025-02-27,16.417447282757173,14.775040539785786,11.643462067532676,11.324344039234084,10.875793849555047,10.868638528006134,8.72173163723467,7.845709189901378,7.527832865993052
2025-02-28,6.761357981292754,6.0432718026029795,4.795240930231278,4.6638154296373315,4.486499672780547,4.476137769256092,3.591956094054015,3.2311751965091533,3.11304566095584
2025-03-05,16.460778856067492,14.55383603386878,11.67419336951134,11.354233073471624,10.899519071040473,10.897324790800123,8.744751437287794,7.83653728957973,7.578826078372644
2025-03-06,16.466929163690153,14.559273842703996,11.678555245768637,11.358475401664709,10.866228096668497,10.901396402496841,8.748018774264574,7.839465286817819,7.581657785924771
2025-03-07,16.472365759604763,14.564703550692956,11.68241094862049,11.362225429393076,10.869815607775779,10.904995524504121,8.750906953515019,7.808415337579068,7.584160888314731
2025-03-10,16.473905070650115,14.565441607119677,11.6835026475587,11.363287207607481,10.861486562676143,10.906014575459242,8.75172470901699,7.803538133908515,7.591099486003134
2025-03-12,16.47041637852342,14.56173421652887,11.681028422806042,11.360880795136088,10.9507461470233,10.903704999980942,8.74987134923639,7.77510279417126,7.546514896593687
2025-03-13,16.471955325241456,14.562471908158232,11.682119863358691,11.377515159659085,10.891969655740374,10.904723809744974,8.750688911190299,7.811335346407058,7.547220020499834
2025-03-14,16.465801263259895,14.557653926128092,11.67775532446239,11.373264423659249,10.886654962094557,10.900649712596705,8.747419579718867,7.8084169653811655,7.5823838426990795
2025-03-18,16.46836489682952,14.559920471782526,11.67957348594078,11.37503517759989,10.888349953651636,10.90234688305851,8.733212061072175,7.80963269242281,7.58356437764215
2025-03-19,16.469185428178402,14.560645915459492,11.68015541719181,11.375601935320912,10.883909992376072,10.90289008922682,8.733647190747613,7.810021805032807,7.5839422264660685
2025-03-21,16.475855277686694,14.562181399321705,11.68488575915109,11.380208936274643,10.852180325912236,10.9073056467793,8.737184227395527,7.813184782966549,7.587013644512254
2025-03-24,16.474212967382794,14.560729843687337,11.69368899392484,11.379074559085625,10.851098582520551,10.9062184085055,8.736313306436228,7.812405966106419,7.5862573723507065
2025-03-26,16.47411033385978,14.561262126068122,11.693616142827135,11.37900366802012,10.851030980718978,10.906150463310167,8.736258879641179,7.8123572952079,7.586210110346618
2025-03-27,16.480989608516737,14.567342631751714,11.707848001431392,11.383755323191078,10.855562164553172,10.910704663990309,8.688800052592763,7.815619586795297,7.58937796717754
2025-03-28,16.47944897329933,14.565357686471788,11.70675355726393,11.382691175055932,10.864518541889787,10.909684736410027,8.687987827618656,7.814888986323646,7.588668515666908
2025-03-31,6.761357981292754,5.977303360670609,4.803167370928579,4.670207720522251,4.45760651798071,4.476137769256092,3.5645970890665595,3.1879633101270968,3.1110001278726656
2025-04-01,16.487155031090495,14.576533102253602,11.712227825220666,11.388013906183415,10.869598967084382,10.914786282050198,8.69205047172751,7.773652197223916,7.5859822171658156
2025-04-02,16.486743859410584,14.572428742862204,11.719417408102547,11.387729901526468,10.868080945617638,10.914514079174506,8.691833701460745,7.773458330809308,7.585793031036
2025-04-07,16.485407693075175,14.570000877529127,11.727818942624532,11.386806984214177,10.867200143197591,10.913629513586278,8.691129272758271,7.772828331737331,7.585178241277518
2025-04-08,16.486949442686964,14.573857416436836,11.744502765921741,11.370414447211063,10.868216466355257,10.91465017891522,8.691942085242607,7.763579574308942,7.585887622921369
2025-04-09,16.487155031090495,14.573415660724399,11.747766658653596,11.370556233619872,10.8683519904727,10.914786282050198,8.69205047172751,7.759935454495418,7.5859822171658156
2025-04-10,16.480784173844338,14.567161050588664,11.75257587519576,11.366162498591773,10.894068188199668,10.91056866262804,8.688691747155119,7.756936911634216,7.583050892162422
2025-04-11,16.476163247322976,14.56307667085712,11.7492806564135,11.362975623429653,10.919051948631001,10.907509528089024,8.686255588431914,7.75476200083377,7.58092473599104
2025-04-14,16.480989608516737,14.5692123972031,11.752722372264666,11.366304178978137,10.951543457724341,10.921300001548166,8.661376825972427,7.713405742119505,7.5831454156729174
2025-04-15,16.48633270823851,14.57268878864085,11.756532578394818,11.369989109200102,10.955093923454367,10.924840662417798,8.66418482483708,7.684733550474335,7.585603854342142
2025-04-16,16.48489384061331,14.570793534155976,11.764857552585958,11.36899677758108,10.954137802389942,10.923887181748821,8.663428646051667,7.684062854661643,7.584941810211602
2025-04-25,16.48489384061331,14.570793534155976,11.764857552585958,11.36899677758108,10.954761205185225,10.923887181748821,8.663428646051667,7.68343945186636,7.584941810211602
2025-04-29,16.484585544512083,14.570521035049719,11.764637529348319,11.368784157626393,10.956426505563778,10.92368288611544,8.66326662491276,7.68329575822478,7.584799958646725
2025-04-30,6.761357981292754,5.976791977399816,4.825412543208099,4.663048354731141,4.496471646561022,4.480484527057838,3.553346657109101,3.1590701553272607,3.1110001278726656
