date,BOCI SECURITIES LTD,LONG BRIDGE HK LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,SHANGHAI COMMERCIAL BANK LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,EAST ASIA SECURITIES CO LTD
2024-04-18,22.02051112397651,21.358861963443886,13.308797176963584,15.645245775094423,13.060678741763846,0.0,6.747443001681691,4.3365588729909295,3.5219033440851324,0.0
2024-04-22,22.02354692842175,21.361806551229733,13.29684570420205,15.647402669019522,13.062479320613212,0.0,6.748373221572736,4.337156722179332,3.522388882761663,0.0
2024-04-25,22.022028921575384,21.360334155856687,13.302821852469638,15.646324147723355,13.061578969134697,0.0,6.747908079568796,4.336857776981294,3.5221460966901477,0.0
2024-05-07,20.028765723369627,19.54933700054251,12.244357250097778,14.33870377613202,11.954176707333998,8.516168102850077,6.1757989427335005,3.969165163195014,3.2235273337454737,0.0
2024-05-08,20.033820875556845,19.55427114751202,12.17172928155879,14.342322787445895,11.957193876907157,8.568796456379904,6.1773576809984725,3.9701669590237376,3.2243409346171807,0.0
2024-05-09,20.033820875556845,19.55427114751202,12.108630633131838,14.405421435872846,11.957193876907157,8.568796456379904,6.1773576809984725,3.9701669590237376,3.2243409346171807,0.0
2024-05-10,20.0490016544373,19.56908854396888,11.966254530758642,14.416337252623734,11.966254530758642,8.651065280812317,6.1820386203761,3.973175382983291,3.2267842032810905,0.0
2024-05-14,20.0490016544373,19.56908854396888,11.972569176949015,14.416337252623734,11.966254530758642,8.651065280812317,6.1820386203761,3.9668607367929174,3.2267842032810905,0.0
2024-05-16,20.054067027955686,19.57403266760147,11.83663672768156,14.41997953537727,12.095602632609491,8.653250969543084,6.18360051035232,3.955230479655386,3.2275994492237334,0.0
2024-05-21,20.052800444635324,19.57279640249602,11.842204986989364,14.41906879215825,12.09483869337847,8.652704443826895,6.18320996387338,3.954980673521461,3.2273955991208343,0.0
2024-05-22,20.050267757906436,19.570324340709305,11.853339395776498,14.417247650803274,12.093311104375063,8.651611599474588,6.182429018894615,3.95448115590583,3.2269879761543905,0.0
2024-05-23,20.027502333913656,19.5481038528499,11.953422652839805,14.400878056165316,12.079580147856586,8.641788408649358,6.175409381071329,3.949991168975349,3.2233239976787025,0.0
2024-05-24,20.026239103833685,19.546870860718297,11.958976170352335,14.399969724110962,12.078818231131184,8.641243329843196,6.175019868552182,3.9497420241954817,3.2231206872626808,0.0
2024-06-05,20.03634940869104,19.556739155128675,11.914528404286202,14.4072395905643,12.084916257525464,8.645605886584796,6.1781373452310335,3.951736062904671,3.2247478890838184,0.0
2024-06-18,20.017400953269615,19.538244269033868,11.997831185534512,14.393614606713237,12.07348750409805,8.637429702670667,6.172294656142032,3.9479988903739947,3.2216982321640226,0.0
2024-06-20,20.01361556208318,19.53454948878607,12.014472838214346,14.390892701806585,12.071204346894266,8.635796321276837,6.171127444182499,3.9472523039296026,3.221088992826616,0.0
2024-06-24,20.027502333913656,19.5481038528499,11.953422652839805,14.400878056165316,12.079580147856586,8.641788408649358,6.175409381071329,3.949991168975349,3.2233239976787025,0.0
2024-07-04,20.027502333913656,19.5481038528499,11.966038402341484,14.388262306663638,12.079580147856586,8.641788408649358,6.175409381071329,3.949991168975349,3.2233239976787025,0.0
2024-07-05,20.0350850623454,19.555505073451464,11.932707355242567,14.393709929829877,12.084153667524863,8.645060326114393,6.177747488515322,3.951486697965571,3.224544399010551,0.0
2024-07-11,20.0350850623454,19.555505073451464,11.629814730677975,14.393709929829877,12.084153667524863,8.645060326114393,6.177747488515322,4.254379322530163,3.224544399010551,0.0
2024-07-15,20.265267565359476,19.780177696078432,11.76342933006536,13.410181781045752,12.222988153594772,8.74438316993464,6.248723447712418,4.303257761437909,3.261591094771242,0.0
2024-07-16,20.266561131608178,19.78144029822165,11.764180209623266,13.411037775593314,12.217385198708048,8.744941338678174,6.249122314281702,4.303532445647317,3.2617992876383552,0.0
2024-07-17,20.267854863008452,19.782703061563208,11.758547608712306,13.411893879427012,12.218165104818324,8.745499578683962,6.24952123177489,4.303807164926078,3.26200750708577,0.0
2024-07-23,20.28080126731054,19.79533956768358,11.772446215953805,13.36935970156881,12.206806684041085,8.751085901170217,6.253513209668353,4.306556288006541,3.2640911645970667,0.0
2024-07-26,20.293764221614296,19.807992227648096,11.71605348605323,13.377905044358654,12.214608953544857,8.756679364917035,6.257510290696187,4.309308925421215,3.266177485746427,0.0
2024-08-08,20.31453945179536,19.82827016098073,11.625675018555013,13.39160033782919,12.227113351931001,8.765643794947918,6.2639162593094975,4.313720471937144,3.269521152714151,0.0
2024-08-09,20.31583931610806,19.829538910431143,11.620020219858972,13.392457224760367,12.22789572695512,8.766204681281273,6.264317067864502,4.313996493518127,3.2697303592224314,0.0
2024-08-13,20.318439543843034,19.83207689649435,11.615107959708695,13.394171327642038,12.223061268894549,8.767326669311796,6.2651188388731756,4.314548642664243,3.270148852568123,0.0
2024-08-14,20.31713934677997,19.830807822258624,11.659158390498618,13.354919627316475,12.222279103102283,8.766765639397974,6.264717927715778,4.3142725504249,3.2699395925053754,0.0
2024-08-23,20.321040437270387,19.834615532315254,11.654996735832874,13.344683247782285,12.224625900846123,8.768448944585963,6.265920815145735,4.315100933167778,3.2705674530535966,0.0
2024-08-27,20.3223411336986,19.835885093962823,11.649342004198884,13.34553740590916,12.225408367043883,8.769010189973885,6.266321880280608,4.315377131445543,3.27077679348661,0.0
2024-08-28,20.324943026143956,19.83842470488823,11.682841266996133,13.302435152229023,12.226973599979516,8.770132896320385,6.267124164596829,4.31592963408701,3.2711955547589175,0.0
2024-08-29,20.331450673019045,19.844776578168823,11.680178276405272,13.306694330246795,12.205274010322615,8.772940920326327,6.269130774452171,4.317311509842344,3.2722429272166087,0.0
2024-08-30,20.332752702495004,19.846047440954965,11.674522260361698,13.30754649316051,12.206055638096213,8.773502740919104,6.269532250627593,4.3175879911880735,3.272452482196834,0.0
2024-09-02,20.331450673019045,19.844776578168823,11.680178276405272,13.306694330246795,12.205274010322615,8.772940920326327,6.269130774452171,4.317311509842344,3.2722429272166087,0.0
2024-09-03,20.32884711426413,19.842235340820324,11.691488135636629,13.304990331792396,12.203711055051158,8.771817494973813,6.268327976335302,4.316758653365945,3.271823897760305,0.0
2024-09-11,20.33665979170136,19.849861006136226,11.657549864849285,13.310103636899347,12.208401122199305,8.775188634529405,6.2707369877403565,4.318417647737026,3.2730813082076837,0.0
2024-09-17,20.352303175600312,19.86512993423161,11.666517095934667,13.243419956154408,12.217792079588722,8.781938693093679,6.275560569736285,4.321739464878656,3.275599030781657,0.0
2024-09-23,20.352303175600312,19.86512993423161,11.672927270163203,13.243419956154408,12.217792079588722,8.781938693093679,6.26915039550775,4.321739464878656,3.275599030781657,0.0
2024-09-30,20.356217782678943,19.868950837329777,11.694406688379965,13.207498781832635,12.220142076783013,8.783627830636268,6.270356217782679,4.322570717821147,3.276229066755572,0.0
2024-10-02,20.357522986368473,19.870224798348314,11.688744694220388,13.20834562265167,12.220925610084509,8.784191020889704,6.270758261627832,4.3228478731998825,3.2764391326092253,0.0
2024-10-03,20.352303175600312,19.86512993423161,11.685747618620274,13.217779259240267,12.230612428045793,8.781938693093679,6.26915039550775,4.321739464878656,3.275599030781657,0.0
2024-10-04,20.379737085344562,19.8919071582623,11.720755879634384,13.235596179521414,12.253517510526857,8.793776317140804,6.277600903769128,4.167094587655336,3.280014378145219,0.0
2024-10-07,20.381045306903236,19.89318406491122,11.72150826154498,13.230026575599235,12.254304091615206,8.794340809592892,6.278003877213028,4.167362082910734,3.280224929709466,0.0
2024-10-08,20.381045306903236,19.89318406491122,11.708669807808347,13.230026575599235,12.267142545351838,8.794340809592892,6.278003877213028,4.167362082910734,3.280224929709466,0.0
2024-10-09,20.392826863294196,19.904683606094085,11.696169360018498,13.21840556997148,12.254964930760732,8.799424504791512,6.281632967654087,4.169771086504123,3.282121110911286,0.0
2024-10-14,20.38497097950588,19.897015768657866,11.73018645025425,13.21331347270019,12.250243977605423,8.79603472186553,6.279213108017874,4.168164774770148,3.2808567466228364,0.0
2024-10-15,20.4059334670163,19.91747647693969,11.677978302226336,13.226901126021904,12.262841277186489,8.805079952696797,6.247107820453493,4.172451025759679,3.284230551699316,0.0
2024-10-16,20.17256277320321,19.68969197926197,11.544424113042593,14.21927416895395,12.12259835315645,8.704381417098709,6.175663311985361,4.124733150350717,3.2466707329470363,0.0
2024-10-17,20.17384453114079,19.690943055749706,11.545157641915848,14.22017765691121,12.117014652247398,8.704934490602483,6.17605571158074,4.124995234524914,3.2468770253269117,0.0
2024-10-22,20.16749056435933,19.690943055749706,11.551511608697309,14.22017765691121,12.117014652247398,8.704934490602483,6.17605571158074,4.124995234524914,3.2468770253269117,0.0
2024-10-24,20.14700841680314,19.67094489088624,11.641340087087888,14.205735613360245,12.104708585647002,8.69609374008201,6.169783295883002,4.120805880336672,3.243579489913801,0.0
2024-11-01,20.13295105675792,19.65721969908406,11.63321746631822,14.195823712988101,12.166036586912947,8.69002613350925,6.165478395453277,4.117930632024967,3.24131631695126,0.0
2024-11-07,20.13167408760513,19.655972904060583,11.638822290723192,14.194923316969213,12.165264933845823,8.689474952747016,6.165087338737299,4.117669444761578,3.241110730550164,0.0
2024-11-11,20.105028159723982,19.65472626718758,11.669795524887107,14.194023035161601,12.164493378659495,8.68892384189964,6.164696331625146,4.117408290628647,3.2409051702268004,0.0
2024-11-14,20.094832395151883,19.64475886201126,11.714589989350372,14.18682488970029,12.158324458643948,8.684517470459962,6.161570059333638,4.115320249505553,3.2392616258430955,0.0
2024-11-18,20.030076708243293,19.58145353906813,11.664202398554297,14.141107783296054,12.45403192175001,8.656531574225019,6.141714372369868,4.102058611669257,3.228823090824077,0.0
2024-11-25,20.035140498792835,19.586403913488642,11.654510750717346,14.144682787475826,12.457180417388226,8.65872002629217,6.143267055150358,4.10309565041524,3.2169989002793544,0.0
2024-11-26,20.035140498792835,19.586403913488642,11.667151217909014,14.144682787475826,12.444539950196559,8.65872002629217,6.143267055150358,4.10309565041524,3.2169989002793544,0.0
2024-11-27,19.983357708406878,19.535780926925213,11.895456150083211,14.108124464168641,12.412375813202885,8.63634071309698,6.127389177467347,4.092490796308438,3.208684250340411,0.0
2024-12-04,19.342005711078027,18.908793595782587,11.56249237302614,13.655334000439314,12.014009225587582,8.359163351475361,5.93073487418544,3.9611451443633614,3.1057037561320873,3.1606179679301003
2024-12-11,19.35617810126273,18.92264856019344,11.50379796302176,13.665339618494004,12.016706152455853,8.36528832767506,5.935080477737342,3.9640475783406197,3.1079793859756246,3.162933834843563
2024-12-13,19.364454924191516,18.930740003176506,11.465956433030751,13.671183003262025,12.021844571233094,8.368865377331982,5.93761835530415,3.965742629900673,3.1093083774175025,3.1642863251518003
2024-12-16,19.372738828590986,18.938838369023173,11.531974185978292,13.677031387503666,11.923095726997165,8.37244548743522,5.940158404224113,3.9674391317101794,3.1106385059157136,3.1656399726214923
2024-12-17,19.37155497977292,18.937681035431,11.537380379120275,13.676195597707192,11.92236711846592,8.37193385561164,5.93979540704709,3.9671966854475014,3.110448417887828,3.1654465235086344
2024-12-19,19.36682103102357,18.933053115186766,11.571217360491685,13.672853459757334,11.91945357461419,8.369887953470755,5.938343861878521,3.9540083821067684,3.109688298041324,3.164672963429088
2025-01-03,19.378660243792105,18.944627159467423,11.59051729407881,13.607854164883667,11.92674010587962,8.375004584856525,5.941974055825213,3.9564255235906147,3.1115892946656722,3.1666075729603502
2025-01-06,19.377475671181966,18.943469118294292,11.595921560956526,13.60702234828109,11.926011051885178,8.374492640226906,5.941610836715732,3.956183676463397,3.1113990904200692,3.1664140055748446
2025-01-14,19.3680043012855,18.934209883180998,11.639131922381347,13.600371474656631,11.920181827068772,8.370399335255877,5.938706681655995,3.9542499633413173,3.1098782931717093,3.1648663180018577
2025-01-16,19.370371275633662,18.936523843277197,11.762764891354827,13.602033583457581,11.78720700021998,8.371422286314862,5.9394324542321515,3.9547332143817364,3.1102583530907046,3.165253098037299
2025-02-04,19.364454924191516,18.930740003176506,11.801932780295903,13.59787907294963,11.783606797717805,8.368865377331982,5.925401033585417,3.9535253081819404,3.1093083774175025,3.1642863251518003
2025-02-05,19.364454924191516,18.930740003176506,11.814150102014636,13.59787907294963,11.77138947599907,8.368865377331982,5.925401033585417,3.9535253081819404,3.1093083774175025,3.1642863251518003
2025-02-06,19.3680043012855,18.934209883180998,11.773547094188377,13.624810596803364,11.773547094188377,8.370399335255877,5.926487120582628,3.9542499633413173,3.1098782931717093,3.1648663180018577
2025-02-21,19.369187716146694,18.935366792535834,11.774266476029867,13.6256430936931,11.768156322176191,8.370910779533428,5.926849238063815,3.9544915740978355,3.1100683115200844,3.1650596962031505
2025-02-24,19.36682103102357,18.933053115186766,11.821703058369277,13.623978201634879,11.73006194938967,8.369887953470755,5.926125047347906,3.9540083821067684,3.109688298041324,3.164672963429088
2025-02-26,19.36682103102357,18.933053115186766,11.827812465634583,13.623978201634879,11.73006194938967,8.369887953470755,5.926125047347906,3.947898974841461,3.109688298041324,3.164672963429088
2025-03-04,19.36327208756841,18.92958365910868,11.85618647380766,13.609265050820953,11.727912431587177,8.368354182955434,5.9250390930414385,3.94717552775606,3.1091184519155592,3.164093041438624
2025-03-10,19.36327208756841,18.92958365910868,11.868403049257232,13.609265050820953,11.727912431587177,8.368354182955434,5.912822517591869,3.94717552775606,3.1091184519155592,3.164093041438624
2025-03-12,19.36563790533441,18.931896488527233,11.86985313882169,13.610927840089925,11.717127287833248,8.369376634166606,5.913544950272463,3.947657796349241,3.1094983261246734,3.1644796324805124
2025-03-17,19.370371275633662,18.936523843277197,12.001075452790067,13.614254637890157,11.567228020433603,8.371422286314862,5.914990345366998,3.9486226871654484,3.1102583530907046,3.165253098037299
2025-03-25,19.369187716146694,18.935366792535834,12.00645232246948,13.613422785985751,11.56652124500495,8.370910779533428,5.914628930356466,3.9483814202441616,3.1100683115200844,3.1650596962031505
2025-03-26,19.38102982355315,18.94694366662183,12.240006847556279,13.6217458822954,11.286240080214231,8.376028661914138,5.918245069148091,3.950795417028405,3.1119697729301428,3.1669947787383377
2025-03-27,19.373922822114388,18.939995844079647,12.302746574421533,13.616750803681658,11.251543191013432,8.37295718179707,5.916074855459534,3.9493466648739166,3.110828617178619,3.1658334453802053
2025-04-01,19.364454924191516,18.930740003176506,12.35171225763888,13.61009639466836,11.239935981234193,8.368865377331982,5.913183711866685,3.9474166473225742,3.1093083774175025,3.1642863251518003
2025-04-02,19.326675689846486,18.893806928338883,12.528807111241175,13.583543670970968,11.21191059735889,8.352538074160783,5.901647339990976,3.939715404031167,3.1032422479911235,3.1581129360695517
2025-04-07,19.321963647889213,18.889200424229866,12.550133486121101,13.580231863563775,11.209177018444247,8.350501639624044,5.900208457778157,3.938754860967195,3.1024856456705394,3.157342955711865
2025-04-08,19.287869937694705,18.855870327102803,12.710523753894082,13.556269470404986,11.195482866043614,8.335767133956386,5.889797507788162,3.9318049065420557,3.0970112928348907,3.139602803738318
2025-04-09,19.269111067885625,18.83753160863645,12.923069441742852,13.54308500291772,11.178515852946898,8.327659988329119,5.7624975685664275,3.9279809375607857,3.093999221941256,3.136549309472865
2025-04-10,19.291391292705782,18.859312812648337,13.065809812441426,13.327491145433964,11.179269969937074,8.337288981390198,5.76916055062621,3.932522729762296,3.097576709144241,3.1401759959104685
2025-04-11,19.227036731525065,18.796399631229075,13.355815420447378,13.283031685186083,11.141976806249696,8.309476442331022,5.749915085642195,3.919404143820661,3.087243437333204,3.129700616235625
2025-04-15,19.208395947452615,18.778176353676862,13.45799602501333,13.27015366716758,11.112996267390567,8.30142033060255,5.744340491541034,3.915604246449173,3.0842503272092685,3.1266663434970186
2025-04-16,19.139969327746314,18.711282317566507,13.748173551822825,13.222881018222216,11.091521657750782,8.271847942906135,5.723877262682494,3.9016555771576242,3.07326321382425,3.115528130320851
2025-04-17,19.143436881008743,18.71467220638678,13.732547466061163,13.225276583409826,11.093531088458379,8.27334653848012,5.724914247065076,3.9023624329677764,3.0738199913039277,3.116092564858206
2025-04-22,19.10421136369115,18.67632524166526,13.909312248390906,13.198177566714076,11.070800086782537,8.256394185569993,5.713183713810476,3.894366366945496,3.0675216353687054,3.1097075910613987
2025-04-24,19.10306010533801,18.675199768593846,13.908474045148306,13.197382217883359,11.070132938014488,8.255896638584566,5.718865627749454,3.894131684564486,3.067336780320835,3.1095201938026538
2025-04-25,19.101908985730816,18.674074431160818,13.919687620516777,13.196586964905515,11.069465869649054,8.255399151561898,5.712495179328963,3.8938970304666407,3.067151947551099,3.1093328191284226
2025-04-28,19.098456459134123,18.712872480148448,14.085864732320372,13.194201780916003,11.055415647479848,8.253907050162065,5.711462688725284,3.893193237820969,3.0665975828704317,2.9280283404224554
2025-04-29,19.083509921017143,18.656087459063762,14.237382007320361,13.14775573107301,11.046763629358505,8.24744750529763,5.700972837603545,3.8901464072433054,3.0641976497784627,2.925736852244269
2025-04-30,19.083509921017143,18.656087459063762,14.243402041995761,13.14173569639761,11.046763629358505,8.24744750529763,5.700972837603545,3.8901464072433054,3.0641976497784627,2.925736852244269
2025-05-02,19.081212529795586,18.653841523607735,14.253725952856763,13.14015361278983,11.045433751474732,8.246454626441626,5.700286519153444,3.8896780873040715,3.0638287626706475,2.925384633905569
