date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,MASON SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CMB WING LUNG BANK LTD
2024-03-01,58.90015260518857,41.09984739481142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,58.868068417038884,41.13193158296111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,58.83601916376306,41.16398083623694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,48.903771749213746,34.21499196778062,13.141163427381949,0.0,0.0,0.0,0.0,0.0,0.0,3.740072855623685
2024-03-07,48.90155885879771,34.23154370008371,13.126993823389668,0.0,0.0,0.0,0.0,0.0,0.0,3.7399036177289076
2024-03-11,45.45053096414678,31.899905372726316,12.20060982020818,0.0,0.0,0.0,6.972978656292714,0.0,0.0,3.4759751866260116
2024-03-12,41.973414636514576,29.474992474924505,11.267222713105284,0.0,0.0,7.654215498742584,6.420103117808698,0.0,0.0,3.210051558904349
2024-03-14,41.97178449020807,29.477731496315286,11.266785121318925,0.0,0.0,7.653918227452351,6.419853776470245,0.0,0.0,3.2099268882351226
2024-03-15,41.973414636514576,29.478876384856633,11.267222713105284,0.0,0.0,7.654215498742584,6.416219207876569,0.0,0.0,3.210051558904349
2024-03-18,41.939208134040925,29.53246728047112,11.258040417956206,0.0,0.0,7.647977646910443,6.414871013747538,0.0,0.0,3.207435506873769
2024-03-22,41.94396221474362,29.522156164835273,11.269627287627657,0.0,0.0,7.645307393147058,6.412631293097595,0.0,0.0,3.2063156465487976
2024-03-25,41.86276123087049,29.658597024460597,11.24780996815379,0.0,0.0,7.630506538636518,6.400216825252398,0.0,0.0,3.200108412626199
2024-03-26,41.78833351047897,29.799116848482505,11.212352526257813,0.0,0.0,7.616940276153943,6.388837892417845,0.0,0.0,3.1944189462089225
2024-03-27,40.400758191172486,28.796324827025966,10.835037396005491,0.0,0.0,7.386761533936524,6.177577336433327,3.3166195131516285,0.0,3.086921202274574
2024-03-28,40.369095268750996,28.84839663746373,10.826545749713103,0.0,0.0,7.384704378574561,6.172735839374516,3.3140202088056654,0.0,3.0845019173174353
2024-04-02,40.30146914971912,28.9619064476761,10.810407952227015,0.0,0.0,7.3736969098480545,6.163534902786447,3.3090804073000997,0.0,3.0799042304431667
2024-04-03,40.23364833692983,29.08326512389315,10.793213780787262,0.0,0.0,7.353597737926928,6.153731676464023,3.3038172483071655,0.0,3.078726095691644
2024-04-05,36.939061485354934,27.485559998632898,9.904644724700093,0.0,7.402850405003589,6.768857445572303,5.663214737345774,3.0076215865203872,0.0,2.8281896168700227
2024-04-08,36.82578622781015,27.656819653139802,9.874271695798836,0.0,7.376741967358343,6.748100446352516,5.645848240144468,3.0529149204402195,0.0,2.8195168489556712
2024-04-09,36.69609507640068,27.98641765704584,9.840407470288625,0.0,7.351443123938879,6.724957555178268,5.626485568760612,2.964346349745331,0.0,2.8098471986417657
2024-04-10,36.586150278450155,28.203869526211555,9.810924725358431,0.0,7.329417539820912,6.703116271984021,5.609628112463396,2.9554649017384094,0.0,2.8014286439731197
2024-04-11,36.567580827989914,28.25722841626203,9.805945150320605,0.0,7.325697463921363,6.747085793560831,5.542490737137733,2.9539648434195613,0.0,2.8000067673879574
2024-04-12,36.52432532909745,28.3420923669669,9.818003616269834,0.0,7.31703195498251,6.715446879699884,5.535934569173834,2.9504706220322086,0.0,2.7966946617773796
2024-04-15,36.422155940886036,28.73464435569486,9.766948081492341,0.0,7.296564042936825,6.686551067522707,5.520448915626106,2.783816119845643,0.0,2.788871475995484
2024-04-16,36.30957380684395,28.881011977757993,9.736758109765317,0.0,7.2740101130579395,6.84059334419675,5.436188620289952,2.7416130495405446,0.0,2.78025097854755
2024-04-17,36.19647312980423,28.98531308090366,9.706429085793713,0.0,7.251352301843819,6.963307822417229,5.39246060321873,2.733073200140673,0.0,2.7715907758779497
2024-04-18,36.05758804197321,29.211083863003186,9.66918572644012,0.0,7.223529019234939,6.9999833174849435,5.355087332966318,2.7225864571342773,0.0,2.760956241763008
2024-04-19,36.087340906437134,29.208160269562462,9.668217985287495,0.0,7.222806051810705,6.975929540109092,5.354551368663365,2.722313966871841,0.0,2.7606799112579026
2024-04-22,36.12513959031285,29.18479257296198,9.660483024151208,0.0,7.21702751804257,6.980349017450872,5.353601013384003,2.72013600680034,0.0,2.7584712568961782
2024-04-23,36.05782827862716,29.29345023207839,9.642482822871782,0.0,7.20358016270442,6.9906336821441055,5.343625746560416,2.7150676271440215,0.0,2.7533314478697033
2024-04-24,36.07271759559569,29.286629077058695,9.64023751309815,0.0,7.2019027659963735,6.9890058712971745,5.342381451358049,2.7144354074147996,0.0,2.7526903181810622
2024-04-25,36.0466082678147,29.334618772959224,9.634148368544405,0.0,7.197353767390835,6.984591346553415,5.3390069978889985,2.7127208656771,0.0,2.7509516131713236
2024-04-29,36.02160365600333,29.36767760697964,9.631906938097217,0.0,7.195679268799335,6.982966348151226,5.337764852513502,2.7120897382633986,0.0,2.7503115911923555
2024-04-30,34.834447756384435,28.47337468782728,9.444936759848547,0.0,6.9765568355756065,6.776766293402078,5.126883106420688,2.85184886812213,2.845404011922984,2.669781680496254
2024-05-02,34.720769713449066,28.65831094235194,9.373642462954322,0.0,6.966679001818093,6.767171335253326,5.1196241532991165,2.8864254340096216,2.841375315753061,2.6660016411114507
2024-05-03,34.713268275429655,28.655487853893025,9.39856272407196,0.0,6.961302872944166,6.761949164804425,5.115673381456889,2.8906287680262372,2.8391826497966273,2.6639443095770163
2024-05-06,34.64086890953138,28.820330172787216,9.404630119844057,0.0,6.946784104217805,6.773515586144936,5.105003930628419,2.817217756814426,2.8332611381174697,2.6583882819142963
2024-05-07,34.548858345200564,28.967790453941788,9.350848840744355,0.0,6.928332559962878,6.755524265164728,5.091444389330688,2.8801382466358385,2.8257356353104948,2.651327263708658
2024-05-08,34.52177387135437,28.995605273671593,9.348781462245306,0.0,6.919696364362765,6.747103475829006,5.085097882540951,2.911705952856572,2.8222133439872152,2.6480223731522172
2024-05-09,34.487603173842935,29.120168590449737,9.285246739147789,0.0,6.912847039289876,6.740424988425371,5.080064498619027,2.9088238581030383,2.8194198317288506,2.6454012803933775
2024-05-10,34.42223461017759,29.274508242414587,9.260173608345942,0.0,6.896551724137931,6.724536115314167,5.068089511826073,2.901967030341642,2.812773751692283,2.639165405749781
2024-05-13,34.335827653591345,29.20102314792749,9.243283605802075,0.0,6.879239947253865,6.952321942074575,5.055367554771777,2.894682490507284,2.805713105508158,2.6325405525634302
2024-05-14,34.208651882805455,29.472751159440936,9.196384760276683,0.0,6.853760070911882,6.929737087864255,5.036643082134321,2.8839609351504505,2.79532108203935,2.622789939376672
2024-05-16,34.1610685212993,29.592981901525327,9.1614636845017,0.0,6.844226665612899,6.920098000474195,5.029637240180194,2.8799494191100927,2.791432861771912,2.6191417055243815
2024-05-17,34.09639504614657,29.593752465094266,9.144119271120928,0.0,6.831269227735269,6.906996923562357,5.023270489863532,3.003865267807841,2.7861481423049614,2.614183166364282
2024-05-20,34.07274275173817,29.793942833719594,9.137776096107459,0.0,6.826530451370824,6.902205615727822,5.019785902347507,2.8504311907802427,2.7842154219678696,2.6123697362405207
