date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,ABCI SECURITIES CO LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-13,0.0,0.0,0.0,93.58495062995026,0.0,0.0,0.0,0.0,0.0,6.415049370049738
2024-04-11,0.0,0.0,0.0,92.29675468635179,0.0,1.3764990363591734,0.0,0.0,0.0,6.326746277289039
2024-04-12,0.0,0.0,0.0,92.29725278604936,0.0,1.3764100305277607,0.0,0.0,0.0,6.326337183422879
2024-04-15,0.0,0.0,49.31673519414956,46.781405572753386,0.0,0.6972263319787241,0.0,0.0,0.0,3.2046329011183303
2024-04-16,0.0,0.0,49.30035803740084,46.79778272950211,0.0,0.6972263319787241,0.0,0.0,0.0,3.2046329011183303
2024-04-18,0.0,0.0,49.30035803740084,46.80597130787646,0.0,0.6972263319787241,0.0,0.0,0.0,3.196444322743973
2024-04-22,0.0,0.0,49.29874329090806,46.807713584701354,0.0,0.6972034955568591,0.0,0.0,0.0,3.196339628833726
2024-04-24,0.0,0.0,49.29710562887368,46.80935124673573,0.0,0.6972034955568591,0.0,0.0,0.0,3.196339628833726
2024-05-03,0.0,0.0,49.294683787909605,46.80705162279422,0.0,0.7020819884694606,0.0,0.0,0.0,3.1961826008267162
2024-05-10,0.0,0.0,49.28391051559373,46.81548468208651,0.0,0.7022084800734293,0.0,0.0,0.0,3.198396322246328
2024-05-13,0.0,0.0,49.27560248513137,46.823153736952584,0.0,0.7023235119992478,0.0,0.0,0.0,3.1989202659167897
2024-05-27,0.0,0.0,48.995873964615996,46.588323467534856,0.0,0.7020610356980901,0.0,0.0,0.5308646816802053,3.182876850470849
2024-05-30,0.0,0.0,48.98755929793243,46.59591827232986,0.0,0.7021754853310334,0.0,0.0,0.5309512229705939,3.1833957214360753
2024-06-06,0.0,0.0,48.99155258692427,46.59971660337897,0.0,0.7022327241417865,0.0,0.0,0.5309945041975888,3.175503581357384
2024-06-13,0.0,0.0,48.99235132284835,46.6004763439003,0.0,0.7022441730237716,0.0,0.0,0.5310031612897526,3.1739249989378244
2024-06-24,0.0,0.0,48.66703327394252,46.291040776246504,0.0,0.6975811450601181,0.6640180357175681,0.0,0.5274772045285581,3.152849564504728
2024-07-08,0.0,0.0,48.666245110216444,46.29029109177372,0.0,0.6975698477173884,0.6656267842360561,0.0,0.5274686620230677,3.15279850403333
2024-08-08,0.0,0.0,48.68488965619343,46.30802538499058,0.0,0.697837094000073,0.6658817927980294,0.0,0.48935969800134205,3.154006374016549
2024-09-03,0.0,0.0,48.685013491039506,46.30814317404662,0.0,0.6978388690179428,0.6658834865344208,0.0,0.48910658281689223,3.1540143965446195
2024-10-08,0.0,66.95878138222595,16.090553427134253,15.304990148365052,0.0,0.23117344612787943,0.20936748959450158,0.0,0.1616512975564183,1.0434828089959434
2024-10-09,0.0,66.95114457799743,16.09270766593611,15.307039214221552,0.0,0.23655968441200523,0.20778893369414625,0.0,0.1616729397888713,1.043086983949896
2024-10-10,0.0,66.95257877943736,16.090910236478475,15.307367115675971,0.0,0.23656475190177187,0.207793384868055,0.0,0.16167640308385312,1.0431093285545143
2024-10-16,0.0,66.95975070842299,16.081921933951477,15.309006833695976,0.0,0.236590092607568,0.20781564359844484,0.0,0.16169372178468147,1.0432210659388694
2024-10-22,0.0,66.96692417408059,16.07293170557264,15.310646903045274,0.0,0.23661543874291488,0.20783790709803518,0.0,0.16171104419624963,1.0433328272643019
2024-10-23,0.0,66.97409917690409,16.063939550722946,15.31228732383679,0.0,0.23664079030955776,0.20786017536835896,0.0,0.1617283703197503,1.043444612538507
2024-10-24,0.0,66.98131770467441,16.054955532843422,15.313937695736268,0.0,0.23660361055307372,0.20788257872229252,0.0,0.16174580154684778,1.043557075923681
2024-10-25,0.0,66.94630295906589,16.058757212906087,15.332914156588778,0.0,0.2411882735895788,0.21189521764402078,0.0,0.1640919672461503,1.044850212959503
2024-10-28,0.0,66.93156677118441,16.065134448293552,15.339003146007823,0.0,0.24289399533419684,0.21197936523168767,0.0,0.16415713126142542,1.0452651426869
2024-10-29,0.0,66.92018904655819,16.069618779826918,15.343284789321762,0.0,0.2397410139580401,0.21740650503590114,0.0,0.16420295316241929,1.045556912136771
2024-10-31,0.0,66.92126674042876,16.068267150988383,15.343531880135572,0.0,0.23974487478725992,0.21741000618646927,0.0,0.1642055975141265,1.045573749959431
2024-11-06,0.0,65.1617903971935,15.640577577379755,14.940123775661283,0.0,0.2334415655980265,0.21064853548470017,2.502328370722982,0.2930059780231952,1.018083799936563
2024-11-07,0.0,65.16247159524762,15.635514108527163,14.940279958958005,0.0,0.23344400598432147,0.21065073759381353,2.5065361096632244,0.2930090410928387,1.0180944429330068
2024-11-08,0.0,65.16076862681614,15.635105487026394,14.939889506838789,0.0,0.2334379051142504,0.21064523240735558,2.509084022399154,0.29300138353880634,1.0180678358591166
