date,ABN AMRO CLEARING HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,SOUTH CHINA SECURITIES LTD,LONG BRIDGE HK LTD,ZINVEST GLOBAL LTD,ZHONGCAI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,XIN YONGAN INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD
2025-03-24,0.0,97.3360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.663934426229508
2025-03-26,92.39744305840006,2.8920747222739402,0.0,0.0,0.0,1.5515422329795816,0.006206168931918326,2.7865698504313285,0.31030844659591633,0.05585552038726494
2025-03-27,90.408004313702,3.337127793421604,0.0,1.192259301419927,0.005991252770954406,1.4978131927386016,0.02995626385477203,2.6900724941585286,0.29956263854772036,0.5392127493858966
2025-03-28,90.4839280253746,4.424964474370582,0.0,1.3190951007608782,0.0059958868216403545,1.4989717054100886,0.22844328790449753,1.2171650247929922,0.29979434108201775,0.5216421534827108
2025-03-31,90.71352387150424,3.9770775710902617,0.0,1.2413302721887787,0.006025875107712518,1.5064687769281293,0.5188278467740478,1.223252646865641,0.30129375538562586,0.512199384155564
2025-04-01,88.83199352534221,4.311250496105089,0.0,1.6031003649777043,0.007782040606687886,1.9455101516719715,0.670033696235827,1.5797542431576408,0.3891020303343943,0.6614734515684703
2025-04-02,68.12548741033581,5.327732779455027,0.0,1.9998301302592059,0.0077213518542826485,1.930337963570662,0.4331678390252566,1.5674344264193774,20.461582413849015,0.14670568523137031
2025-04-03,51.28589637849591,25.492989427907325,0.0,5.148584139361676,0.02499312689010522,8.647621903976406,2.9266951588313215,5.07360475869136,1.249656344505261,0.14995876134063132
2025-04-07,54.08526024733372,17.653672024551064,0.0,6.320075354744614,0.030384977667041416,10.51320227279633,3.5276959071435083,6.168150466409407,1.5192488833520708,0.18230986600224847
2025-04-08,51.068704591359925,20.891742787374515,0.0,6.270537517711254,0.030146814988996413,10.43079798619276,3.5000452202224834,6.119803442766272,1.5073407494498208,0.18088088993397847
2025-04-09,60.670007913479296,14.412124409486582,0.0,5.347593582887701,0.5035850459221601,11.41459437423563,1.4412124409486584,4.867988777247548,1.1990120141003813,0.14388144169204575
2025-04-10,66.40486385465213,10.148801778997422,0.0,5.275484374630361,0.4967944926781954,10.125144898393698,1.421778524283788,4.8023467625558895,1.1828440301861798,0.14194128362234154
2025-04-11,46.09798794061075,21.590196883577185,0.0,5.273281320913748,0.45384798253765857,11.670376693825506,1.9688357718657474,4.3871971645307,4.106243651531197,4.452032590607509
2025-04-14,65.15202803608052,12.723760976483941,0.0,6.033332669600366,0.41815176918022345,9.298898867007825,1.2166225284243644,4.0421337687421595,0.9955994504291034,0.11947193405149241
2025-04-15,57.10482814881605,15.113458276979886,0.0,6.504798093643331,0.4508275906485477,12.344088791567378,1.311693608982203,4.358000042935961,1.073399025353685,1.7389064210729697
2025-04-16,55.89530089042051,14.720822294376607,5.975976574171829,6.035736339913548,0.418318360192028,10.079480488436484,0.6195095715224797,4.043744148522937,0.9959960956953049,1.215115236748272
2025-04-17,54.686129679795755,14.850616826801271,5.8466995381107365,5.905166533491844,0.4092689676677515,9.861433220946775,2.3211397166299625,3.956266687454932,0.9744499230184561,1.1888289060825163
2025-04-22,61.33133881824981,9.525691141812844,4.2336405074723755,4.275976912547099,8.763635850467818,6.181115140909668,1.2573912307192954,2.8647634100563075,0.705606751245396,0.8608402365193829
2025-04-23,60.13853465456928,10.606123956460538,4.181126395450935,3.986007163663224,8.376189878886706,6.104444537358365,1.7295926189182032,2.8292288609217993,0.6968543992418224,1.3518975345291355
2025-04-24,55.15458821203091,12.471575260236438,7.909492803773959,4.745695682264374,8.488580669764552,6.186353300094631,1.2867049900425136,2.86719114136806,0.7062047146226748,0.18361322580189546
2025-04-25,55.62080204800676,13.604993336060488,7.389715100091052,3.774033068975073,7.93074781277629,5.77981288185693,2.38978107969016,2.678771723783006,0.6597959910795582,0.17154695768068512
2025-04-28,50.86097620031049,16.25101479825099,7.975958183190668,4.073435786415234,8.559912264459985,6.238338721852702,2.365726168264232,2.891284841406617,0.7121391234991667,0.07121391234991668
2025-04-29,57.052546335601676,12.48677525110696,7.31442901738483,3.9706900380089083,7.849949713300505,5.7209284100259925,2.221757814030642,2.651480518802001,0.6530740194093599,0.07836888232912317
2025-04-30,47.136920919581634,14.189962820496326,9.854498205349218,7.16573825114819,7.718928098184766,5.634817511674878,4.69696774774543,2.611570673219179,0.9134064916185305,0.07718928098184766
2025-05-02,40.76314805020575,14.12520478322003,9.881193483056204,9.455502380000258,7.739838237380839,5.6500819132880125,5.045084557732744,4.231111569768191,2.167154706466635,0.9416803188813353
