date,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK LTD,HANG SENG SECURITIES LTD,DEUTSCHE BANK AG,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD
2024-03-15,0.0,0.0,0.0,0.0,29.482129240971144,21.463094080828196,19.940734680621574,29.114041997579086,0.0
2024-03-20,0.0,34.56316190214144,0.0,0.0,19.22718940251577,13.997461705805387,12.716395107483974,19.495791882053435,0.0
2024-03-21,0.0,34.54559008723062,0.0,0.0,19.217414353161406,13.990345435395518,12.709930127752253,19.5367199964602,0.0
2024-03-26,0.0,36.52638045931641,0.0,0.0,20.319310983990587,14.792530069399765,13.438697740734515,14.92308074655872,0.0
2024-04-08,0.0,36.49224199675652,0.0,0.0,20.330239461715497,14.800486039731922,13.445925569917657,14.931106931878405,0.0
2024-04-09,0.0,36.51500505054044,0.0,0.0,20.32295250420263,14.795181108959001,13.441106153573168,14.925755182724759,0.0
2024-04-10,0.0,36.6058943202953,0.0,0.0,20.29385683657534,14.773999360296115,13.421862987153006,14.904386495680244,0.0
2024-04-15,0.0,36.696523716059936,0.0,0.0,20.264844360366187,14.752878175279074,13.402674841512031,14.883078906782771,0.0
2024-04-25,0.0,36.730442968070555,0.0,0.0,20.253986056791643,14.744973291975908,13.395493423803995,14.875104259357899,0.0
2024-05-02,0.0,36.764325890337986,0.0,0.0,20.243139383172267,14.737076875321131,13.388319697865253,14.867138153303367,0.0
2024-05-14,0.0,36.757764227686536,0.0,0.0,20.239526406504748,14.734446615562993,13.385930163032242,14.882332587213485,0.0
2024-05-17,0.0,36.724991016687376,0.0,0.0,20.221480851140317,14.721309387604936,13.373995271918199,14.958223472649172,0.0
2024-05-28,0.0,22.775712776133123,0.0,37.98306780855542,12.540742067557641,9.129704460603717,8.294141579072514,9.276631308077583,0.0
2024-06-03,0.0,22.770676423756857,0.0,37.996781501157756,12.537968955834074,9.127685625487263,8.292307510472272,9.274579983291774,0.0
2024-06-19,0.0,22.82283742902487,0.0,37.95481709917241,12.524121773295041,9.11760482775517,8.283149320962329,9.297469549790181,0.0
2024-06-20,0.0,22.842403066741415,0.0,37.95062575650621,12.522738737096816,9.116597972524426,8.282234614482022,9.285399852649109,0.0
2024-07-04,0.0,22.981777541668446,0.0,37.92549712729988,12.51444693025307,9.110561507894182,8.276750615246739,9.190966277637685,0.0
2024-07-05,0.0,22.996235512385418,0.0,37.91294528757049,12.510305143221427,9.107546272325669,8.274011338109409,9.198956446387589,0.0
2024-07-09,0.0,22.991162735288135,0.0,37.926641172230106,12.507545474606257,9.105537223839546,8.272186160453874,9.196927233582084,0.0
2024-07-10,0.0,22.99965555107081,0.0,37.92245848374691,12.506166096818172,9.104533031944289,8.271273873556991,9.19591296286283,0.0
2024-07-31,0.0,3.6308833821053854,0.0,5.986699409974747,1.9743091610201424,1.4373040332761418,1.3057600271297238,1.458693949432559,0.0
2024-08-02,0.0,23.00648884379262,0.0,37.897381713887206,12.497896215023152,9.098512528826856,8.265804375015312,9.233916323454856,0.0
2024-08-07,0.0,23.031936961880497,0.0,37.88485576162716,12.493765374203532,9.095505262139305,8.2630723374362,9.230864302713314,0.0
2024-08-09,0.0,23.040415930016888,0.0,37.8806822840551,12.49238903401346,9.094503281626116,8.262162059532711,9.229847410755733,0.0
2024-08-12,0.0,23.08278276428154,0.0,37.85982868138098,12.485511879177327,9.089496688647369,8.257613676704581,9.224766309808203,0.0
2024-08-15,0.0,23.125102977684655,0.0,37.83899802620671,12.478642292026837,9.084495604970467,8.253070298959548,9.219690800151783,0.0
2024-08-20,0.0,23.084459209222324,0.0,37.94824975036324,12.45671032274952,9.068529053975134,8.238565028273491,9.203486635416288,0.0
2024-08-23,0.0,23.10135346255792,0.0,37.939914538280824,12.453974246037882,9.066537180477997,8.236755453728756,9.20146511891662,0.0
2024-08-30,0.0,23.096280438188323,0.0,37.93158298699984,12.451239371003355,9.064546181806037,8.234946673944018,9.221404348058432,0.0
2024-09-05,0.0,23.073479373521526,0.0,37.894136244052845,12.438947282896795,9.055597498306126,8.226816986042854,9.311022615179851,0.0
2024-09-10,0.0,23.065889019618133,0.0,37.881670421265596,12.43485531174089,9.052618528870866,8.224110655913288,9.340856062591229,0.0
2024-09-12,0.0,23.06083155747024,0.0,37.87336442819974,12.43212882632339,9.050633637869694,8.222307424817057,9.36073412531987,0.0
2024-09-16,0.0,23.022971168114854,0.0,37.81118539012488,12.41171823372581,9.03577465446362,8.208808355638764,9.50954219793208,0.0
2024-09-19,0.0,23.001081012499817,0.0,37.81118539012488,12.41171823372581,9.03577465446362,8.208808355638764,9.531432353547114,0.0
2024-09-23,0.0,22.99353103291307,0.0,37.798774074426674,12.40764415480534,9.03280871063887,8.20611385899824,9.561128168217808,0.0
2024-09-26,0.0,22.96338061436763,0.0,37.74921018372988,12.391374549937135,9.02096438090644,8.195353538318212,9.679716732740703,0.0
2024-09-30,0.0,3.6587395960174867,0.0,6.0145556238868485,1.9743091610201424,1.4373040332761418,1.3057600271297238,1.5457446179078742,0.0
2024-10-02,0.0,22.955855360349524,0.0,37.67129817115294,12.387313813293535,9.018008150306311,8.192667865934878,9.774856638962815,0.0
2024-10-04,0.0,22.9408196390795,0.0,37.570209251386856,12.379200319160674,9.012101497958563,8.187301798386688,9.910367494027717,0.0
2024-10-07,0.0,22.918986834283807,0.0,37.570209251386856,12.379200319160674,9.012101497958563,8.187301798386688,9.932200298823416,0.0
2024-10-15,0.0,22.893994828279826,0.0,37.52924082193705,12.365701421895366,9.002274253134262,8.178373956280005,10.030414718473489,0.0
2024-10-17,0.0,22.85163327572661,0.0,37.45979916619783,12.342820735734211,8.985617032901052,8.16324122733744,10.196888562102853,0.0
2024-10-21,0.0,22.84417397561452,0.0,37.4475714238414,12.338791754392412,8.982683920272647,8.160576557137839,10.226202368741179,0.0
2024-10-22,0.0,22.816864822361932,0.0,37.402804584469465,12.324041299622971,8.971945537170672,8.150820965359108,10.333522791015852,0.0
2024-11-01,0.0,22.81934477427929,0.0,37.406869873792346,12.325380792585241,8.972920692772048,8.151706873402938,10.323776993168142,0.0
2024-11-07,0.0,22.816864822361932,0.0,37.402804584469465,12.324041299622971,8.971945537170672,8.150820965359108,10.333522791015852,0.0
