date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,58.08245896246954,24.541057283780546,4.888947671727239,0.0,0.0,4.023666199743894,0.0,3.0102347983142685,2.995205095326965,2.4584299886375445
2024-03-04,58.25793346203646,24.573035575989547,4.9038990843470645,0.0,0.0,4.038125069455751,0.0,3.019440718601047,2.7416177138224915,2.4659483757476455
2024-03-05,58.28483549516056,24.539475215040838,4.905800867143932,0.0,0.0,4.039691096133014,0.0,3.0206116889485255,2.742680941534574,2.4669046960385606
2024-03-06,58.20958789390469,24.507793961584046,4.899467320101113,0.0,0.0,4.034475724720943,0.0,3.016711981898007,2.8682432752282763,2.4637198425629228
2024-03-07,58.281216702069884,24.468307244942153,4.891573346532203,0.0,0.0,4.02797541710491,0.0,3.007554978105,2.863621989867118,2.459750321378732
2024-03-08,53.789054696393634,22.57320228691745,4.512714081411978,7.74315938343285,0.0,3.6961843486312422,0.0,2.7746155968277426,2.6418304218367004,2.2692391845484035
2024-03-11,53.790120745736324,22.573649666920616,4.5128035192336196,7.743312845694226,0.0,3.694275696026117,0.0,2.774670587144079,2.6418827804736122,2.269284158771408
2024-03-12,50.435512680711,21.173282609002676,4.231363602914122,7.260402984886023,6.18444359705674,3.4713162978671845,0.0,2.6016289170310807,2.5142885176736085,2.127760792857562
2024-03-13,49.96611733981719,21.37620634277395,4.271916790490342,7.3243579930058385,6.243715010431206,3.5045852282107854,0.0,2.6265628048688967,2.5383853392768696,2.1481531511249194
2024-03-14,49.96706343103015,21.37099406166416,4.270875144894645,7.322572053433768,6.242192570140262,3.5149846383542216,0.0,2.6259223552272735,2.5377663904446437,2.1476293548108774
2024-03-15,49.95106985407325,21.38743062283607,4.275285582317554,7.311357952369151,6.248638743062283,3.5073489098678925,0.0,2.6286340866247584,2.5403870851452135,2.1498471637038206
2024-03-18,49.990496153383816,21.31953209520375,4.2767309772809226,7.3025604038947,6.250751292222622,3.5085346796489962,0.0,2.62952277918019,2.5712976319269143,2.1505739872580842
2024-03-19,49.992374097476315,21.320332985221526,4.2768916370521195,7.310347936498395,6.250986108084959,3.4973966746557075,0.0,2.6296215598915094,2.5713942253510544,2.1506547757684134
2024-03-20,49.97358711742649,21.32353714710811,4.296320230840328,7.303932250768341,6.251925547982777,3.4979222867619986,0.0,2.6300167569639084,2.5717806716311364,2.150977990516911
2024-03-21,49.919007779466426,21.34248461411138,4.301653700889297,7.312999383059723,6.259686714717787,3.502264622236935,0.0,2.6332816708548386,2.5749732910001955,2.1536482236634216
2024-03-25,49.83596982417532,21.37867494667983,4.308947991167316,7.325399995478148,6.270301230697345,3.5063192879590623,0.0,2.637746911952008,2.579339658901642,2.157300152989321
2024-03-26,49.85564141145592,21.39897350031866,4.272682362080604,7.31597862527482,6.275148676524382,3.5014877080245728,0.0,2.6397861019032858,2.5813336953611414,2.158967919056616
2024-03-27,49.7820305338328,21.376059573793867,4.292995024199968,7.3184625192864114,6.277279191800305,3.49513171346333,0.0,2.6406823523198395,2.6501133607209817,2.167245730582497
2024-03-28,49.83621136605322,21.368323853422797,4.306641992408503,7.341727122383563,6.297233985384665,3.481643789996329,0.0,2.6490767967363373,2.5450059225788384,2.174135171035751
2024-04-02,49.899426812440296,21.480999893854154,4.200342699440459,7.354390647034741,6.30809589518856,3.4857537113136305,0.0,2.6536461097548028,2.4394589594674514,2.177885271505906
2024-04-03,48.37410807174393,20.80496869749984,4.067670748429361,7.131749888796168,6.117129801524135,3.38758119717818,3.065917220235054,2.5733118155450088,2.365608790433162,2.111953768615154
2024-04-05,48.28462838770978,20.842512696431005,4.0750111404507,7.144619622660965,6.128168583560746,3.386328733524102,3.0714498790202294,2.5816383275697614,2.369877694423882,2.115764934648827
2024-04-08,48.18649045521292,20.88057763118087,4.082453382920477,7.157667928482353,6.1393605324714615,3.3962027464783535,3.077059305337259,2.5863532050856337,2.374205830916698,2.119628981913975
2024-04-09,48.1693367220843,20.876341329359295,4.081625124957118,7.200481015739986,6.138114964237365,3.3789142471402798,3.0764350241430063,2.5858284795254765,2.3737241463261687,2.119198946486999
2024-04-10,48.1569019372112,20.874639976692986,4.080571464395954,7.198622230909084,6.1549695201779,3.3780419895044678,3.0793286694718676,2.5851609548500347,2.373111375814547,2.1186518809719614
2024-04-11,48.14337835195685,20.881570647021285,4.081926270783147,7.2010122734466355,6.157013055523789,3.375474503178111,3.0803510493483306,2.5860192641834487,2.3738992817432942,2.119355302815109
2024-04-12,48.136275280049276,20.85451453821838,4.08132402356213,7.199949836415074,6.156104650090553,3.369443737482157,3.0798965744910793,2.5856377230158643,2.4104340256645753,2.126419611010907
2024-04-15,48.638604912918865,21.072143354962304,3.0803576420076553,7.27508544125704,6.220347131894466,3.4046058148505662,3.112037061193457,2.612620335205525,2.4355882868142804,2.148610018895842
2024-04-16,48.559111005077206,21.074599825541085,3.1890940810712074,7.2765770265938015,6.184344921679876,3.405303849279425,3.1126751112734756,2.613155991620008,2.436087646966726,2.1490505408971963
2024-04-17,48.55153452733126,21.063817087774144,3.1876834923133743,7.281870306607028,6.188843667346855,3.4077810067036483,3.114939398574216,2.615056908264102,2.4378597568482037,2.1506138482371684
2024-04-18,48.500650384080686,21.044975270496415,3.181104944782578,7.275356593105556,6.183307678259282,3.505365202774475,3.1121530508417723,2.6127177109462063,2.431951934939229,2.1524172297738007
2024-04-19,48.48421688454053,21.053214416214885,3.1823503530973385,7.278204908314007,6.18572845435089,3.5067375595642027,3.1096428757858,2.6137405946353067,2.4329040485014803,2.1532599049955627
2024-04-22,48.44559798184858,21.071284631000715,3.1850818008120374,7.284451874850728,6.191037735849057,3.504149749223788,3.112311917840936,2.615983998089324,2.43499223787915,2.1551080726056844
2024-04-23,49.241823243251,20.766897012347012,3.120681937963712,7.179223503718521,6.101604401982084,3.4204292307675335,3.0673526650108847,2.5781945062021943,2.399817282877221,2.123976215879839
2024-04-24,49.48475404994517,20.381147827295486,3.1363118377382775,7.215180562480987,6.132164217805306,3.430167808392601,3.0790191642144786,2.5948036654004367,2.411836740276047,2.134614126451214
2024-04-25,49.486583223271886,20.37820476566985,3.1364277695655245,7.215447267167829,6.1323908894628225,3.43029460242405,3.079132978253485,2.594899580713021,2.41192589232941,2.1346930311421217
2024-04-26,49.86544180583009,20.243141093877888,3.1156399987221652,7.173132277553035,6.055026939178374,3.3947073409765958,3.058724948657117,2.577700977139611,2.3959400108028435,2.120544607262287
2024-04-29,49.88384415111529,20.23571066493855,3.1144963747409022,7.170499314150092,6.0528043865029435,3.393461282790765,3.0576022158623117,2.5767548085658376,2.3950605592438876,2.119766242089418
2024-04-30,49.898451966439374,20.19731431256077,3.1167844628753687,7.175767175282301,6.057251124668808,3.3977909583496944,3.0598485062759955,2.578647840823228,2.3968201084574874,2.121323544266972
2024-05-02,49.903091632102864,20.187303553576065,3.124418301968604,7.174046253873856,6.054248860101326,3.4034497836955295,3.060167631834114,2.577369739109236,2.3956321293002514,2.1202721144381536
2024-05-03,49.904860998593946,20.201395616955942,3.0953700978798278,7.179054209207339,6.058475123327995,3.4003145704306,3.0623038297719125,2.5791689124173756,2.397304437823843,2.121752203591217
2024-05-06,49.797749397890435,20.257961165084314,3.1040373855052326,7.199156143949227,6.038596171920565,3.4135200447128753,3.070878529161556,2.5863907948067335,2.4040170849165152,2.127693282052548
2024-05-07,49.83456819147419,20.07670405448877,3.203986134607214,7.222326421886302,6.039486227281453,3.4140231785090096,3.0713311595113435,2.5867720143694815,2.404371423612659,2.146431194259577
2024-05-08,49.82631885493121,20.07189651558304,3.2234807919226576,7.21322901781093,6.038040020527126,3.413205661390105,3.0779636590301487,2.586152589633949,2.403795676262324,2.1459172129085116
2024-05-09,49.83108872782706,20.052320353964713,3.220336924530392,7.206193940834867,6.0321511077775005,3.4098767549456093,3.067600944681236,2.5836303097375257,2.452976640228007,2.1438242954730895
2024-05-10,49.93341668021329,20.029781770371393,3.2199979670896024,7.184907144799364,6.0143323852534,3.399804121377227,3.0585393795660214,2.575998373671682,2.4457306496469746,2.1374915280110467
2024-05-13,49.86169877040673,20.036797054472206,3.231131131020806,7.215396863359707,6.021402983221264,3.4038010152254423,3.0621350741396722,2.5790267810990404,2.448605911114687,2.1400044159404428
2024-05-14,49.8681158552335,20.038637516823083,3.231427923725809,7.216059627285376,6.021956073890393,3.4077878331502984,3.047719684741965,2.579263675333164,2.448830825654635,2.140200984161778
2024-05-16,49.82034055454171,20.066558250426798,3.2506475540118913,7.226114087243187,6.030346735739094,3.412536056984753,3.055645493612763,2.5828574792488372,2.4117707658797904,2.143183022311179
