date,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,KGI ASIA LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,BOCI SECURITIES LTD
2024-03-01,0.0,0.0,24.28525114918276,22.479422542641824,23.08849674625029,7.361720535514195,0.0,0.0,13.485266347658047,9.299842678752881
2024-03-04,16.14102666002184,0.0,20.389398396269453,19.079274526788545,19.384627963631747,5.835806380004489,0.0,0.0,11.361909044760331,7.807957028523595
2024-03-05,16.146004114328676,0.0,20.4371162658928,19.108534976585176,19.397213462141526,5.728819043734543,0.0,0.0,11.369285781090758,7.813026356226518
2024-03-06,16.201212228307295,0.0,20.506997001473714,19.192276036414054,19.51911596277827,5.332128393286483,0.0,0.0,11.408528900760679,7.839741476979506
2024-03-07,16.188703204193676,0.0,20.492047991570335,19.19911397982786,19.52050883940207,5.38943142096068,0.0,0.0,11.377573844445052,7.832620719600332
2024-03-08,16.189138486756182,0.0,20.453069094280885,19.169798270707247,19.493459942537942,5.484267217131259,0.02023711116472038,0.0,11.373710591714453,7.816319285707314
2024-03-11,16.188503075850434,0.0,20.446241345032227,19.158263137726212,19.48585201244119,5.5392967616977655,0.020230355507664076,0.0,11.347903310144346,7.81371000160016
2024-03-12,12.898785842956103,13.72736002502291,16.294172091774755,15.25856394462442,15.499348683126641,4.38204846914966,0.016114898503096216,6.8080131524572405,8.891424287898129,6.224168604487048
2024-03-13,12.887074236659485,13.714896104925131,16.29163946916868,15.27740805659423,15.511551290009518,4.378069736029488,0.016100266788989473,6.801831735797213,8.895613078365171,6.225816025662098
2024-03-14,12.901490387373018,13.733660709206157,16.325623496268374,15.331053520903422,15.547391493205028,4.19169438764923,0.016122295037165987,6.811137944165976,8.907491631959527,6.234334134232099
