date,CHINA INTERNATIONAL CAPITAL CORPORATION,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,61.620769157536145,0.0,38.379230842463855
2024-03-04,0.0,0.0,48.62870507686176,21.12310295491517,30.248191968223065
2024-03-05,0.0,0.0,48.5307087745889,21.15576838900612,30.31352283640497
2024-03-06,28.69791513388296,6.865469588870623,31.23073947792161,13.698356575589536,19.50751922373527
2024-03-07,28.711192990868444,6.868646081759181,31.245189213744023,13.70469448615545,19.470277227472902
2024-03-08,56.42908473442352,4.198039060735419,19.096707446858556,8.376154788512665,11.900013969469844
2024-03-11,55.937285572473805,4.161451685596897,18.930272978488837,9.174688567709877,11.79630119573058
2024-03-12,55.70023980340698,4.435634752782129,18.850052047656987,9.686456956554682,11.327616439599215
2024-03-13,55.66916189996306,4.709598354191925,18.83953467646581,9.681052405783051,11.100652663596154
2024-03-14,55.68893473364726,4.668141562610662,18.87413355867603,9.684490967323669,11.084299177742382
2024-03-18,55.67339775363725,4.666839170627604,18.868867754307352,9.68178903482512,11.109106286602666
2024-03-20,55.73701300036864,4.6721717376573535,18.890428279192935,9.69285193781116,11.007535044969908
2024-03-21,55.87890203668774,4.233478880489986,19.36873865800603,10.766350303855846,9.752530120960394
2024-03-22,55.823479467036464,4.046172242220808,19.34952809322747,10.755671876437683,10.025148321077577
2024-03-25,55.81638195932606,4.045657803870476,19.11058387309766,10.75430437901899,10.273071984686817
2024-03-26,77.23492119617147,2.0844766183170287,9.846498932200323,5.54102623382608,5.293077019485101
2024-03-27,77.24807822676453,2.084831710575983,9.84817629116799,5.5419701520763525,5.276943619415137
2024-03-28,77.23390930253173,2.0844493085379856,9.843749627425977,5.5409536380479425,5.296938123456364
2024-04-02,77.23593311632656,2.0845039288116882,9.778498332803014,5.603987699251913,5.2970769228068235
2024-04-03,77.17627516108912,2.0828938331339417,9.763090267696239,5.713557140952109,5.264183597128587
2024-06-27,68.23986202157167,11.019306972651407,9.763090267696239,5.713557140952109,5.264183597128587
2024-11-06,69.76048190293048,11.264855201575328,7.752300167799099,5.840874933286816,5.381487794408269
2024-11-18,69.67748712392348,11.251453284866933,7.862048226479818,5.8339259829488554,5.375085381780912
