date,BRIGHT SMART SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,EAST ASIA SECURITIES CO LTD,SINOLINK SECURITIES (HONG KONG) CO LTD,UPMAX SECURITIES LTD
2024-03-11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,76.3842579396382,0.0,15.620753428743777,0.0,7.994988631618022,0.0,0.0
2024-03-15,2.512514003380238,74.39178382018689,0.0,15.2855394458223,0.0,7.81016273061058,0.0,0.0
2024-03-18,2.5231341487998855,74.28354045143291,0.0,15.350149892376624,0.0,7.843175507390572,0.0,0.0
2024-03-21,2.5223140280964977,74.2593952947142,0.0,15.377664519232646,0.0,7.840626157956665,0.0,0.0
2024-03-22,2.523626477264597,74.2980350836114,0.0,15.333632526163113,0.0,7.844705912960903,0.0,0.0
2024-04-09,2.280059402599168,67.12718186038803,9.633841558378291,13.871340772771484,0.0,7.0875764058630315,0.0,0.0
2024-04-19,2.2812659179665595,67.1627028544428,9.638939398317877,13.825764964171041,0.0,7.09132686510172,0.0,0.0
2024-05-03,2.12602733901295,62.59232705226502,8.928221673199406,12.884931153837503,6.859725839459566,6.6087669422255635,0.0,0.0
2024-05-07,2.1323367187201385,62.77808137013405,8.954717823842664,12.626401059947213,6.880083345787994,6.628379681567936,0.0,0.0
2024-05-09,2.13058035993135,62.72637244724692,9.029709817426012,12.616000971500716,6.874416372675405,6.622920031219593,0.0,0.0
2024-05-20,2.2645026246161137,62.633510729424536,9.02730811965928,12.597323922652595,6.86423931176008,6.613115291887397,0.0,0.0
2024-05-21,2.2618857922382323,62.561132187207136,9.016876269452595,12.5827666045214,6.8563070782155995,6.60547325428216,0.0,0.11555881408287336
2024-05-22,2.2939923051614195,62.540581148184756,9.013914267813638,12.578633224602296,6.854054813440529,6.603303387243886,0.0,0.11552085355347483
2024-05-24,2.287979580519421,62.360275912863585,8.990288127343591,12.55112426210952,6.836089825423063,6.58599563738538,0.0,0.38824665435544353
2024-06-13,2.3146504737213336,62.343254422040104,8.98783419165104,12.547698381718126,6.834223886914476,6.584197963102125,0.0,0.3881406808527991
2024-06-14,2.309607140455517,62.207416284707676,8.968250827475316,12.52035851966275,6.819332969660994,6.569851820998583,0.0,0.6051824370391697
2024-06-18,2.3042100117870667,62.062048951909155,8.947293668658569,12.512838566367268,6.803397438104314,6.55449928117071,0.0,0.8157120820029216
2024-07-02,2.3040847972762677,62.06411056172636,8.946807458202938,12.512158598416523,6.8030277304484885,6.55414309904459,0.0,0.8156677548848296
2024-07-03,2.302833400241325,62.03040223466084,8.941948258429287,12.505362981263326,6.799332862646497,6.550583405733637,0.0,0.8695368570250852
2024-07-10,2.3035840752906895,62.050622835619095,8.94486314469488,12.476841577606294,6.801549301548147,6.552718757566275,0.0,0.8698203076746212
2024-07-17,2.3237841970672033,62.594744559255275,9.023300622508353,12.586250963596305,6.86119206676517,6.610179528497062,0.0,0.0005480623106290574
2024-07-31,2.3255685761495224,62.642809587408756,9.03022940225675,12.519128007220012,6.866460614343367,6.615255329466837,0.0,0.0005484831547522458
2024-08-14,2.31288280358271,62.30109855660021,8.98097029306598,12.996328489471242,6.829004674068856,6.579169691983743,0.0,0.0005454912272600731
2024-08-22,2.312504368328933,62.29090481396597,8.979500821389006,13.01056408171856,6.827887308280639,6.578093204343221,0.0,0.0005454019736624841
2024-08-23,2.306102406556554,62.1184580083091,8.954641875485644,12.974545497265705,6.8089849121890325,6.559882340914763,0.27684106720219004,0.0005438920770180552
2024-08-26,2.305726186695139,62.10832394071662,8.953181006221627,12.98874291726731,6.807874087555765,6.558812155125016,0.2767959030726004,0.0005438033459186647
2024-08-30,2.3067297125637967,62.13535547208108,8.95707771728748,12.950872831976692,6.810837092355228,6.561666760196215,0.27691637351296516,0.0005440400265480653
2024-09-02,1.6378176589116549,62.560800214702006,9.018407399802602,13.039548284412023,6.857471328399669,6.6065949110814275,0.2788124375873018,0.0005477651033149347
2024-09-04,2.3067297125637967,62.13535547208108,8.95707771728748,12.950872831976692,6.810837092355228,6.561666760196215,0.27691637351296516,0.0005440400265480653
2024-09-05,1.6378176589116549,62.560800214702006,9.018407399802602,13.039548284412023,6.857471328399669,6.6065949110814275,0.2788124375873018,0.0005477651033149347
2024-09-09,1.6369210107051075,62.52655035238831,9.013470135402656,13.032409585229127,6.853717101343559,6.602978030138562,0.2786597974745484,0.05529398731813239
2024-09-16,1.6395239995743816,62.625978433240704,9.027803119268436,12.778965488321395,6.864615702565781,6.613477912664421,0.27910291497771245,0.17053242938716814
2024-09-17,1.6381765933000054,62.65669344026152,9.020383820392729,12.768463380219611,6.8589741710778505,6.60804277317437,0.2788735404647836,0.17039228110913102
2024-09-24,1.634448261445258,62.09871681964822,9.81972442930809,12.65475638969493,6.797892951838266,6.549196173186464,0.27639008806499543,0.16887488681377913
2024-10-02,1.6276428478980465,62.20245330118279,9.77883767428655,12.656139818954745,6.769588309912175,6.52192703936822,0.2752392722857494,0.1681717361117251
2024-10-04,1.6679302050273421,61.93057343413372,9.793135768625156,12.853351758546742,6.779486440499122,6.531463052868433,0.27564171245419383,0.1684176278452933
