date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CATHAY SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,EDDID SECURITIES AND FUTURES LTD
2024-03-08,0.0,87.71498771498771,12.285012285012286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,95.9049959049959,4.095004095004095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,0.0,98.22353811991118,1.776461880088823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28,0.0,98.28693790149893,1.7130620985010707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-27,0.0,93.49152542372882,1.6271186440677967,0.0,4.88135593220339,0.0,0.0,0.0,0.0,0.0
2024-07-04,0.0,92.47058823529412,1.8823529411764703,0.0,5.647058823529412,0.0,0.0,0.0,0.0,0.0
2024-07-10,0.0,90.15384615384615,2.4615384615384617,0.0,7.384615384615385,0.0,0.0,0.0,0.0,0.0
2024-07-19,0.0,90.35175879396985,2.4120603015075375,0.0,7.236180904522612,0.0,0.0,0.0,0.0,0.0
2024-07-23,0.0,90.3420523138833,2.414486921529175,0.0,7.2434607645875255,0.0,0.0,0.0,0.0,0.0
2024-07-24,0.0,91.82282793867121,2.0442930153321974,0.0,6.132879045996593,0.0,0.0,0.0,0.0,0.0
2024-08-08,0.0,89.72162740899357,2.569593147751606,0.0,7.708779443254818,0.0,0.0,0.0,0.0,0.0
2024-08-14,0.0,86.1671469740634,3.45821325648415,0.0,10.37463976945245,0.0,0.0,0.0,0.0,0.0
2024-09-04,51.488095238095234,41.294642857142854,1.7857142857142856,0.0,5.4315476190476195,0.0,0.0,0.0,0.0,0.0
2024-09-30,44.35897435897436,35.57692307692308,15.384615384615385,0.0,4.67948717948718,0.0,0.0,0.0,0.0,0.0
2024-10-02,44.35897435897436,35.57692307692308,15.384615384615385,0.0,4.67948717948718,0.0,0.0,0.0,0.0,0.0
2024-10-03,55.53772070626003,19.26163723916533,19.26163723916533,0.0,5.858747993579454,0.0,0.0,0.0,0.0,0.08025682182985554
2024-10-04,55.53772070626003,19.26163723916533,19.26163723916533,0.0,5.858747993579454,0.0,0.0,0.0,0.0,0.08025682182985554
2024-10-07,55.62700964630225,19.292604501607716,19.292604501607716,0.0,5.707395498392283,0.0,0.0,0.0,0.0,0.08038585209003216
2024-10-08,49.32287954383464,17.106200997861727,17.106200997861727,11.404133998574483,4.989308624376337,0.0,0.0,0.0,0.0,0.07127583749109052
2024-10-09,4.233983286908078,1.4856081708449396,92.85051067780873,0.9904054472299597,0.4333023831631074,0.0,0.0,0.0,0.0,0.006190034045187249
2024-10-10,4.211822660098522,1.477832512315271,92.36453201970444,0.9852216748768473,0.43103448275862066,0.18472906403940886,0.0,0.0,0.3078817733990148,0.03694581280788178
2024-10-14,4.071054164239953,4.781595806639487,87.36167734420502,0.9318578916715201,0.553290623179965,0.17472335468841002,1.7472335468841003,0.0,0.29120559114735,0.08736167734420501
2024-10-15,3.9781458084343524,6.721302145580786,85.36793580331228,0.9675032724375391,0.5463547891411986,0.34147174321324913,1.7073587160662456,0.0,0.2845597860110409,0.08536793580331228
2024-10-16,27.716098334655037,44.3695479777954,0.7137192704203014,6.740681998413957,2.8152260111023,3.1720856463124503,11.895321173671688,0.0,1.9825535289452814,0.5947660586835845
2024-10-17,26.96272799365583,44.3695479777954,1.2291831879460746,6.740681998413957,2.8152260111023,3.409992069785884,11.895321173671688,0.0,1.9825535289452814,0.5947660586835845
2024-10-21,23.43211578221916,51.654031702274295,1.0682288077188147,5.85802894555479,2.4465885596140593,2.963473466574776,10.337698139214336,0.0,1.722949689869056,0.5168849069607168
2024-10-22,21.978021978021978,54.65416936005171,1.0019392372333549,5.4945054945054945,2.2947640594699417,2.779573367808662,9.696186166774403,0.0,1.616031027795734,0.4848093083387201
2024-10-23,21.949644932214333,54.58360232408005,1.000645577792124,5.487411233053583,2.291801162040026,2.905100064557779,9.683666881859263,0.0,1.6139444803098775,0.48418334409296315
2024-10-29,26.682838083687084,51.27349909035779,0.939963614311704,5.154639175257731,2.152819890842935,2.72892662219527,9.096422073984233,0.0,1.5160703456640388,0.4548211036992117
2024-10-31,26.634382566585955,50.57506053268766,0.9382566585956418,5.145278450363197,2.1489104116222757,2.9055690072639226,9.685230024213075,0.0,1.513317191283293,0.45399515738498786
2024-11-07,26.723352566049197,50.744002429395685,0.6073489219556636,5.162465836623141,2.1560886729426056,2.915274825387185,9.717582751290617,0.0,1.5183723048891589,0.4555116914667477
2024-11-08,26.723352566049197,50.744002429395685,1.2146978439113272,5.162465836623141,2.1560886729426056,2.915274825387185,9.110233829334954,0.0,1.5183723048891589,0.4555116914667477
2024-11-11,26.723352566049197,39.204372912238085,15.79107197084725,5.162465836623141,2.1560886729426056,2.915274825387185,6.0734892195566355,0.0,1.5183723048891589,0.4555116914667477
2024-11-12,26.723352566049197,50.744002429395685,4.251442453689645,5.162465836623141,2.1560886729426056,2.915274825387185,6.0734892195566355,0.0,1.5183723048891589,0.4555116914667477
2024-11-13,26.723352566049197,50.744002429395685,7.288187063467963,5.162465836623141,2.1560886729426056,2.915274825387185,3.0367446097783177,0.0,1.5183723048891589,0.4555116914667477
2024-11-20,34.74141334386103,35.96525858665614,9.4749309119621,6.7114093959731544,2.8030003947887883,3.7899723647848402,3.9478878799842083,0.0,1.9739439399921042,0.5921831819976312
2024-11-22,41.256446319737464,23.95686826066573,11.251758087201125,7.969995311767464,3.3286451007969995,4.50070323488045,4.688232536333802,0.0,2.344116268166901,0.7032348804500703
2024-11-26,40.9683426443203,23.78957169459963,11.1731843575419,7.9143389199255125,3.3054003724394785,4.4692737430167595,4.655493482309125,0.0,3.026070763500931,0.6983240223463687
2024-11-27,41.256446319737464,23.95686826066573,11.251758087201125,7.969995311767464,3.3286451007969995,4.50070323488045,4.688232536333802,0.0,2.344116268166901,0.7032348804500703
2024-12-02,29.206770660471292,46.16661135081314,7.965482907401261,5.6422170594092265,2.356455360106206,3.1861931629605045,3.318951211417192,0.0,1.659475605708596,0.49784268171257884
2024-12-03,31.734583483591777,36.458708979444644,13.703570140641904,6.130544536602957,2.560403894698882,3.461954561846376,3.606202668589975,0.0,1.8031013342949875,0.5409304002884963
2024-12-09,31.734583483591777,36.458708979444644,11.53984853948792,6.130544536602957,2.560403894698882,3.461954561846376,3.606202668589975,0.0,3.966822935448972,0.5409304002884963
2024-12-10,31.734583483591777,36.458708979444644,13.703570140641904,6.130544536602957,2.560403894698882,3.461954561846376,3.606202668589975,0.0,1.8031013342949875,0.5409304002884963
2024-12-11,31.734583483591777,22.75513883880274,27.40714028128381,6.130544536602957,2.560403894698882,3.461954561846376,3.606202668589975,0.0,1.8031013342949875,0.5409304002884963
2024-12-12,31.734583483591777,22.75513883880274,27.046520014424814,6.130544536602957,2.560403894698882,3.822574828705373,3.606202668589975,0.0,1.8031013342949875,0.5409304002884963
2024-12-18,31.734583483591777,22.75513883880274,27.01045798773891,6.130544536602957,2.560403894698882,3.822574828705373,3.606202668589975,0.0,1.8031013342949875,0.576992426974396
2024-12-30,38.94698882077173,15.542733501622791,27.01045798773891,6.130544536602957,2.560403894698882,3.822574828705373,3.606202668589975,0.0,1.8031013342949875,0.576992426974396
2025-01-03,39.95560488346282,13.355530891601925,27.70995190529042,6.289308176100629,2.6267110617832037,3.9215686274509802,3.699593044765076,0.0,1.849796522382538,0.5919348871624122
