date,YUANTA SECURITIES (HONG KONG) CO LTD,SDICS INTERNATIONAL SECURITIES (HONG,THE HONGKONG AND SHANGHAI BANKING,FUBON SECURITIES (HONG KONG) LTD,FULBRIGHT SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD
2024-10-03,50.19606602914165,34.33910435982115,3.627527875542475,2.8264920763304864,2.850872882461832,2.95259969425124,1.7007714070245608,1.5065656754266006
2024-10-04,50.197322128556145,34.3382382971341,3.627436386070114,2.8264207896918805,2.850800980917658,2.9525252270665923,1.7007285120602837,1.506527678503227
2024-10-10,50.196900125099596,34.33794961927961,3.62740589060485,2.8272377174595995,2.8507770145422247,2.952500405506427,1.7007142142196758,1.5065150132880174
2024-10-21,50.196900125099596,34.33794961927961,3.62740589060485,2.8356446092748224,2.8507770145422247,2.952500405506427,1.6923073224044523,1.5065150132880174
2024-11-05,50.1947902142445,34.33650630281061,3.6272534209693665,2.8397286887230813,2.850657188709286,2.9523763039655004,1.6922361901715695,1.5064516904060867
2024-11-06,50.196900125099596,34.33794961927961,3.62740589060485,2.839007366000912,2.8507770145422247,2.952500405506427,1.688944565678363,1.5065150132880174
2024-11-13,50.19774081428112,34.33794961927961,3.62740589060485,2.8381666768193896,2.8507770145422247,2.952500405506427,1.688944565678363,1.5065150132880174
2024-11-18,50.13662430368838,34.296142644949754,3.7447409852364446,2.834711165855071,2.8473061503005175,2.948905691493782,1.6868882500600824,1.5046808084159617
2024-11-20,50.15810348181605,34.310835555914416,3.752225458167888,2.8342455420652524,2.8485259730715087,2.903127621036607,1.6876109347981898,1.5053254331300927
2024-11-26,50.14293979915657,34.30046278290198,3.7813228643399857,2.8333886994616546,2.847664813240803,2.902249954161078,1.6871007401358815,1.5048703466020406
2024-11-27,50.14293979915657,34.30046278290198,3.7813228643399857,2.8333886994616546,2.847664813240803,2.8812556691917415,1.708095025105218,1.5048703466020406
2024-12-05,50.16653171352144,34.31660091887667,3.7831019511976516,2.8347217896998376,2.8490046202940573,2.83556195620538,1.708898672273109,1.5055783779318639
2024-12-30,50.16021027423393,34.31227671503294,3.7826252459424525,2.8343645889710154,2.84864561979867,2.8478055591617495,1.7086833354970496,1.505388661362199
2025-01-03,50.163581510252634,34.31458282145699,3.776158537018744,2.8345550848230108,2.848837075469718,2.8479969583728533,1.7087981750237118,1.505489837582346
2025-01-09,50.164002946617856,34.31487110655592,3.775350137283848,2.834578898604962,2.848861009238123,2.848020885083231,1.7088125310499387,1.505502485566121
2025-01-13,50.16274686221263,34.315735990916885,3.7754452925674205,2.8346503423516607,2.848932812956278,2.8480926676265943,1.7088556005759563,1.5055404307925833
2025-01-16,50.17998647509874,34.31890760661089,3.7539484388430173,2.834912333570943,2.849196124226161,2.8483559012464426,1.7090135407478655,1.5056795796559366
2025-01-17,50.17998647509874,34.31890760661089,3.7489071009647055,2.8399536714492553,2.849196124226161,2.8483559012464426,1.7090135407478655,1.5056795796559366
2025-01-20,50.20486779178095,34.328143031032624,3.7110751410975995,2.8414888015453483,2.8498930866726635,2.849052658159932,1.709431594895959,1.5060478948149256
2025-01-21,50.20486779178095,34.328143031032624,3.702670855970284,2.8498930866726635,2.8498930866726635,2.849052658159932,1.709431594895959,1.5060478948149256
2025-01-23,50.2061336317675,34.32900856336093,3.691838367091617,2.8583694394552843,2.8499649424266007,2.8491244927237322,1.7094746956342393,1.5060858675400968
2025-01-24,50.206977560554954,34.32958560916143,3.6902194965634685,2.8584174865778293,2.8500128482756306,2.849172384445411,1.7095034306672463,1.5061111837540342
2025-02-03,50.213307930921694,34.33391407110042,3.6780762326159158,2.858777891490294,2.850372193485324,2.849531623684827,1.709718974210896,1.5063010824906222
2025-02-17,50.2124637893083,34.3333368797778,3.6780144000593062,2.860410943590164,2.8503242755551708,2.8494837198855882,1.7096902319313527,1.5062757598923227
2025-02-18,50.21457419656012,34.33477989447301,3.6739660303602264,2.8605311653746175,2.850444073401507,2.8496034824037477,1.7097620894422487,1.506339067984518
2025-02-19,50.212885856567226,34.333625473013285,3.673842502402838,2.8637972380785452,2.850348234318857,2.849507671583877,1.7097046029503258,1.5062884210850465
2025-02-26,50.211619676076346,34.343686747870166,3.666184988033599,2.8628844823232527,2.850276359236098,2.8494358176969543,1.7096614906181726,1.5062504381454107
2025-02-28,15.692014996631077,10.734057378071926,1.145747342622716,0.8941764264727708,0.890761534127252,0.8904988501006736,0.5342993100604042,0.47072977562843865
2025-03-03,50.2065555926148,34.35451078683081,3.6658152356359537,2.8583934628146492,2.8499888951498016,2.8491484383833168,1.7094890630299902,1.5060985255406796
2025-03-06,50.20739953558814,34.355088266158745,3.6658768558561254,2.858441510744835,2.8500368018040976,2.849196330910024,1.7095177985460144,1.5044429003920186
2025-03-11,50.20530008384041,34.37722944001229,3.652460019414326,2.858465535315677,2.850060755735213,2.849220277777167,1.7070107327921606,1.500253155112756
2025-03-18,50.213740792305806,34.383009072263604,3.636261699815076,2.8589461115536774,2.8505399189292913,2.849699299666853,1.7072977220127956,1.5005053834529003
2025-03-20,50.21206668447452,34.38416523192828,3.636383972391588,2.8590422461930483,2.85063577090286,2.849795123373841,1.7073551314372482,1.5005558392986154
2025-03-28,50.214177305678206,34.38561054085502,3.6356961418114633,2.8591624235843707,2.8507555949351957,2.8499149120702785,1.7074268986474146,1.497256182418043
2025-04-03,50.21333303590474,34.38503240270401,3.635635013490285,2.859114351415489,2.850707664113474,2.8498669953832723,1.7090795284997617,1.49723100848897
2025-04-10,50.23634214898542,34.36914121843559,3.63395478980297,2.857792999948644,2.8493901978317706,2.8485499176200832,1.7082896703603627,1.496539057015153
2025-04-15,50.240141570696906,34.37174058884682,3.6275068791118166,2.858009137515721,2.849605699887036,2.847925012361299,1.708418869911632,1.4966522416687735
2025-04-25,50.246851874373874,34.37000763155424,3.6231224801947737,2.8578650421719227,2.849462028228459,2.8477814254397664,1.7083327347061212,1.496576783330842
2025-04-30,15.711978982651035,10.744302055108482,1.1326131412937976,0.8933883743930356,0.890761534127252,0.885770537622263,0.5340366260338258,0.4678402513360766
2025-05-02,50.26155934666178,34.370296445634516,3.6231529255993267,2.8578890570535176,2.849485972498818,2.833520111844887,1.7075067815150686,1.4965893591920951
