date,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,SINO GRADE SECURITIES LTD,CHIEF SECURITIES LTD,REALINK FINANCIAL TRADE LTD,VALUABLE CAPITAL LTD,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,89.83683388300642,0.0,0.0,10.163166116993578,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,89.84463154240083,0.0,0.0,10.155368457599167,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,79.35315757204168,0.0,3.4756284488044145,9.055027590435316,0.0,0.0,3.5101164929491104,0.0,4.606069895769466
2024-03-08,0.0,79.27417502488325,0.0,3.4721690529055964,9.145547814103056,0.0,0.0,3.506622770078861,0.0,4.6014853380292475
2024-03-11,0.0,67.85725988793132,14.513222138480192,2.972113903725792,7.717010191041059,0.0,0.0,3.001605662417669,0.0,3.938788216403972
2024-03-12,0.0,67.84836669833885,14.779987549556042,2.971724386487992,7.46043707611153,0.0,0.0,3.0012122800694603,0.0,3.9382720094361257
2024-03-13,0.0,65.68129916264908,14.307916772392792,2.8768079167723926,7.266556711494545,0.0,3.1495813245369195,2.9053539710733314,0.0,3.8124841410809442
2024-03-15,0.0,65.72798272906216,14.321544225030161,2.87954790780367,7.194107562384914,0.0,3.15258111626135,2.908121150549241,0.0,3.8161153089085023
2024-03-19,0.0,65.73841806115645,14.323817991299654,2.880005080494078,7.17937319404312,0.0,3.1530816371892167,2.9085828596831043,0.0,3.8167211761343793
2024-03-20,0.0,65.70757113821138,14.367378048780488,2.8804623983739837,7.164634146341463,0.0,3.1535823170731705,2.9090447154471546,0.0,3.8173272357723573
2024-03-25,0.0,65.70339790409653,14.366465544617338,2.8802794537948553,7.138774214036202,0.0,3.153382026040013,2.940616068593204,0.0,3.8170847888218478
2024-03-28,0.0,65.69704668148619,14.366465544617338,2.8802794537948553,7.145125436646555,0.0,3.153382026040013,2.940616068593204,0.0,3.8170847888218478
2024-04-02,0.0,65.67202082407466,14.399085772331915,2.8791822741413244,7.142403656910673,0.0,3.152180813916577,2.939495905021903,0.0,3.815630753602946
2024-04-03,0.0,65.74850679883085,14.264836700978522,2.8815605540729443,7.189604778243741,0.0,3.1547845977887916,2.941924005591562,0.0,3.818782564493582
2024-04-05,0.0,65.74215275130258,14.264836700978522,2.8815605540729443,7.195958825772017,0.0,3.1547845977887916,2.941924005591562,0.0,3.818782564493582
2024-04-08,0.0,65.65871303464907,14.373651478614038,2.87790328721919,7.186825739307019,0.0,3.15078055590811,2.938190125650463,0.0,3.8139357786521133
2024-04-09,0.0,65.65871303464907,14.367305495621272,2.87790328721919,7.193171722299785,0.0,3.15078055590811,2.938190125650463,0.0,3.8139357786521133
2024-04-12,0.0,65.65662975537012,14.366849636704002,2.8778119744899575,7.196116381635307,0.0,3.150680585081067,2.938096900085668,0.0,3.81381476663388
2024-04-16,0.0,65.62747772033872,14.360470647933779,2.8765342044337316,7.237322000570867,0.0,3.1492816593194,2.9367923630712633,0.0,3.8121214043322444
2024-04-19,0.0,65.62331525703232,14.359559826213808,2.876351758475248,7.243205530713856,0.0,3.1490819141851394,2.936606095201852,0.0,3.8118796181777816
2024-04-24,0.0,65.6211347562716,14.360470647933779,2.8765342044337316,7.243664964637975,0.0,3.1492816593194,2.9367923630712633,0.0,3.8121214043322444
2024-04-25,0.0,65.61459159397303,14.363203806502774,2.8770816812053925,7.245043616177636,0.0,3.149881046788263,2.9373513084853293,0.0,3.812846946867565
2024-04-26,0.0,65.61875456016242,14.405354820289947,2.8772642197760363,7.197918979792532,0.0,3.1500808933159914,2.937537670906957,0.0,3.8130888557561144
2024-05-02,0.0,65.64791012091783,14.411755371481163,2.8785426386111905,7.156685391475451,0.0,3.15148052937256,2.938842870291028,0.0,3.814783077850773
2024-05-03,0.0,65.69377838473021,14.390065741417093,2.880553879378791,7.12357480865119,0.0,3.1536824721313557,2.9408962428938925,0.0,3.8174484707974723
2024-05-07,0.0,65.69377838473021,14.390065741417093,2.8170356019944736,7.155333947343348,0.0,3.185441610823515,2.9408962428938925,0.0,3.8174484707974723
2024-05-08,0.0,65.69586482881282,14.390522772025664,2.8171250714603318,7.152385187067269,0.0,3.1855427809185035,2.9409896461919582,0.0,3.8175697135234707
2024-05-14,0.0,65.70003811459789,14.391436920340489,2.8173040274425105,7.092491424215474,0.0,3.2397408207343417,2.941176470588235,0.0,3.8178122220810575
2024-05-16,0.0,65.72871343729159,14.380537999809444,2.8170356019944736,7.075936100612952,0.0,3.2394321466001843,2.9408962428938925,0.0,3.8174484707974723
2024-05-17,0.0,65.75729666211453,14.380537999809444,2.8170356019944736,7.047352875790009,0.0,3.2394321466001843,2.9408962428938925,0.0,3.8174484707974723
2024-05-20,0.0,65.75312013719076,14.379624630823463,2.8168566801105146,7.053256692813363,0.0,3.2392263965194195,2.9407094540950807,0.0,3.8172060084473944
2024-05-27,0.0,62.35131147047309,13.659770530309876,2.6711235582859034,6.742554280723943,0.0,3.071641521365977,2.7885686752793086,5.095311229560032,3.619718734001867
2024-05-28,0.0,62.356944946392,13.630887844837972,2.6713648957956875,6.764245271654018,0.0,3.0719190458980847,2.788820624021202,5.095771593783882,3.620045777617155
2024-05-30,0.0,62.35318918267782,13.630066855387579,2.6712039992772394,6.769860868517738,0.0,3.0717340239715716,2.788652653134976,5.095464675058724,3.6198277419743423
2024-05-31,0.0,10.352500000000001,2.2755,0.44349999999999995,1.124,0.0,0.51,0.46299999999999997,0.8460000000000001,0.601
2024-06-03,0.0,62.250082679414334,13.682691440425723,2.6667869276329634,6.848862030606416,0.0,3.066654640570037,2.7840413697724062,5.087038874357355,3.613842037220769
2024-06-05,0.0,62.2523524636984,13.681868743047831,2.666626582088206,6.848450229985269,0.0,3.06647025223221,2.78387397408532,5.086733006644019,3.613624748218742
2024-06-07,0.0,62.19252139960955,13.668719026880913,2.664063673224208,6.937978675476798,0.0,3.0635230515092355,2.781198378134855,5.081844120738849,3.6101516744255893
