date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,BOCI SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,INTERACTIVE BROKERS HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-03-01,32.358593031999334,22.942601721112872,0.0,0.0,0.0,9.037632932695177,16.922287337526708,18.73888497666591,0.0
2024-03-04,27.007022961597848,18.966977138018628,0.0,16.681775165612393,0.0,7.979279772874433,13.725158141156546,15.63978682074015,0.0
2024-03-05,27.0140196693869,18.890184238583487,0.0,16.765810739445392,0.0,8.057075100389602,13.62907163283811,15.64383861935651,0.0
2024-03-06,27.007022961597848,18.911191911142105,0.0,16.76146834686457,0.0,8.080888578970962,13.599641380684366,15.63978682074015,0.0
2024-03-07,27.00648490342375,18.934722623447257,0.0,16.761134409833943,0.0,8.080727584248956,13.577455248189507,15.639475230856585,0.0
2024-03-08,27.001643344454955,18.82376375678502,0.0,16.85772620885414,0.0,8.18086748667895,13.499327722722972,15.636671480503958,0.0
2024-03-11,26.93812923849072,18.821139425805875,0.0,16.85537597466615,0.0,8.253418177834872,13.497445702506496,15.634491480695884,0.0
2024-03-12,26.92954773969398,18.45476899184677,0.0,16.96946770066998,0.0,8.563379159988452,13.453325501986043,15.629510905814776,0.0
2024-03-13,26.934374159887685,18.448119641950356,0.0,16.972509035874666,0.0,8.624655242798681,13.388029830832496,15.63231208865612,0.0
2024-03-14,27.03396859978214,18.376422853602232,0.0,17.175179636828798,0.0,8.818444380040575,12.905869302339527,15.690115227406734,0.0
2024-03-15,27.019927083853567,18.358887279628426,0.0,17.166258802377264,0.0,8.873795135594067,12.89916595914698,15.68196573939969,0.0
2024-03-18,26.960681716250562,18.179100014949917,0.0,17.26815169183236,0.0,9.153336323316887,12.791149648676933,15.64758060497334,0.0
2024-03-19,26.954771465866855,18.07547057006487,0.0,17.3640104825772,0.0,9.241009595743197,12.720587502615663,15.644150383132219,0.0
2024-03-20,26.925795053003533,17.892798487035286,0.0,17.345344149703877,0.0,9.501816553028418,12.706912855223212,15.627332902005673,0.0
2024-03-21,26.910794759304025,17.733607902826275,0.0,17.43516280180261,0.0,9.60197371693477,12.69983386556043,15.61862695357189,0.0
2024-03-22,26.883515697206406,17.717619232183495,0.0,17.41748904326049,0.0,9.69162119992447,12.686960237719012,15.602794589706132,0.0
2024-03-25,26.853625850002484,17.68997865687199,0.0,17.398123790142453,0.0,9.79997021889115,12.67285451928327,15.585446964808655,0.0
2024-03-26,26.853625850002484,17.61056236660545,0.0,17.477540080408993,0.0,9.859532436591056,12.613292301583362,15.585446964808655,0.0
2024-03-27,22.49507288799448,14.61086209907445,16.24075906630188,14.798799198356798,0.0,8.382327260026777,10.416372148719782,13.055807339525833,0.0
2024-03-28,22.49469876512411,14.5025154879215,16.240488960957965,14.906656687871605,0.0,8.383850983327097,10.416198910648205,13.055590204149517,0.0
2024-04-02,22.49582117107003,14.476627664263319,16.241299303944317,14.907400477342847,0.0,8.585518382689253,10.438340443579571,12.854992557110661,0.0
2024-04-03,22.491964485934734,14.484688919711303,16.22052606662625,14.888333347175736,0.0,8.757256878981421,10.35024044251389,12.806989859056667,0.0
2024-04-05,22.415612252527687,14.490682662191464,16.225377387489925,14.892786228783637,0.0,8.844616880041873,10.320104347537114,12.810820241428297,0.0
2024-04-08,22.429790097101897,14.488034621103257,16.22241234664297,14.890064706908438,0.0,8.843000606367692,10.318218441884225,12.808479179991528,0.0
2024-04-09,22.430706104175492,14.480908358459379,16.221873364730506,14.889569991610808,0.0,8.842706801890476,10.326181754753183,12.808053624380156,0.0
2024-04-10,22.355795193034638,14.484036322247793,16.225377387489925,14.892786228783637,0.0,9.025729643506942,10.20545498350877,12.810820241428297,0.0
2024-04-12,22.3094588656657,14.472255154746014,16.191747431954038,14.86191830339007,0.0,9.179468897419103,10.200883789183946,12.78426755764113,0.0
2024-04-15,22.306869710107684,14.470575556863494,16.18986827598213,14.860193482603973,0.0,9.178403561273637,10.211305551640955,12.782783861528133,0.0
2024-04-16,22.3053904624541,14.46961596167077,16.19045250706654,14.85920805046461,0.0,9.177794908777427,10.215601919777187,12.781936189789372,0.0
2024-04-17,22.305760255974537,14.466540116216416,16.190720923099878,14.85945439624659,0.0,9.177947064333496,10.217429146944967,12.782148097184114,0.0
2024-04-18,22.304281155456092,14.465580836338015,16.189647312362716,14.858469062124415,0.0,9.177338472377636,10.223382651581085,12.78130050976004,0.0
2024-04-19,22.298557186306116,14.482832920351049,16.186695616862938,14.85576006696114,0.0,9.175665260593203,10.221518725086396,12.778970223839162,0.0
2024-04-23,22.124524517888073,14.482832920351049,16.186695616862938,14.85576006696114,0.0,9.175665260593203,10.221518725086396,12.953002892257203,0.0
2024-04-24,21.838220004158867,14.536078186733208,16.246205032231234,14.910376377625287,0.0,9.209399043460179,10.25909752547307,13.000623830318153,0.0
2024-04-25,21.83458771674498,14.550293151482391,16.243502848351284,14.907896378227786,0.0,9.207867270988398,10.25739115971558,12.998461474489584,0.0
2024-04-26,21.092890911571832,14.115437405186738,15.677398123399714,14.388339072294862,0.0,8.986491367478147,9.899909300328284,12.555081990897927,3.2844518288424953
2024-04-29,21.070228750571275,14.164414974222463,15.660554357325552,14.372880268759872,0.0,9.028150832658493,9.969451816454326,12.453395979826974,3.280923020181044
2024-04-30,21.032454279883147,14.039777502100925,15.634078994757694,14.347112729601024,0.0,9.144823722437872,9.951578694625635,12.57513305854576,3.275041018047941
2024-05-02,21.000567777431247,14.125662740205838,15.621076537997105,14.335180609201192,0.0,9.1372182104615,9.943302225527594,12.564674647538165,3.2723172516373586
2024-05-03,20.95900141264356,14.116858344573293,15.590157785102596,14.306807026505025,0.0,9.162230540236397,10.059299105325746,12.539805422316574,3.2658403632968067
