date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,GRANSING SECURITIES CO LTD,ZHESHANG INTERNATIONAL FINANCIAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,TIGER FAITH SECURITIES LTD,ASTRUM CAPITAL MANAGEMENT LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD
2024-06-17,47.111836580660636,30.755442982189514,8.493795423637156,5.0031224941677,4.333534840416506,0.0,1.3095062696806956,2.992761409247791
2024-06-18,46.74687417895369,30.51718904961095,8.24119589334176,4.964364684368048,5.261436995681048,0.0,1.2993618858502178,2.969577312194285
2024-06-26,46.744305985736844,30.51551248750298,8.240743136151817,4.964091950673395,5.266641770099759,0.0,1.2992905011332698,2.9694141687019333
2024-07-02,46.76357431594014,30.528091195401895,8.903670955618228,4.966138184131098,5.2275920165704575,0.0,1.2998260777747004,2.3111072545634737
2024-07-08,46.60093615037491,30.421918114689895,9.565542835753535,4.948866544483672,5.208041826853001,0.0,1.2953054368285044,1.9593890910164797
2024-07-09,46.60795609676231,30.42650086026989,9.545072570736918,4.949612039761033,5.215673618742643,0.0,1.2955005611215549,1.95968425260565
2024-07-10,46.60923267788467,30.4273342350812,9.545334008063843,4.949747608488394,5.213077497996589,0.0,1.295536044581866,1.9597379279034357
2024-07-11,46.595194130558994,30.41816962225426,9.542458984908288,4.948256760815956,5.2060310324937085,0.0,1.2951458333934585,1.9947436355753374
2024-07-15,46.59838396686119,30.420252004000233,9.543112247173854,4.952703019943013,5.195434072210851,0.0,1.2952344971123912,1.9948801926984714
2024-07-16,46.597745964661804,30.41983550484228,9.542981587565425,4.954004360877096,5.1953629388778335,0.0,1.2952167633974525,1.994852879778106
2024-07-17,46.59455621570337,30.417753180115863,9.542328343187414,4.9646177026356195,5.190900129857265,0.0,1.2951281021063006,1.9947163263941647
2024-07-22,45.89147882082432,29.95877177969333,8.73762609176911,4.891053692153057,5.112573285762387,2.126492847735038,1.2755855768411566,2.006417905221608
2024-07-23,45.65202152250703,29.65221711473996,8.692034003839003,4.865532647001722,5.08723773610838,2.7860786705076444,1.2689296946632154,1.995948610633049
2024-07-24,45.85870582613727,29.51697689821743,8.731386193190097,4.887560789313887,4.975526004591287,2.750184620315983,1.2746746286562896,2.004985039577758
2024-07-25,45.875395651493996,30.03049592202609,8.734563895396498,4.889339569035742,4.438166170920842,2.7511855229839703,1.275138533961851,2.0057147341810087
2024-07-26,45.91934174102548,30.05926347473539,8.742931124093154,4.894023285686012,4.346623224083966,2.7538210064189093,1.2763600460901439,2.0076360978669494
2024-07-29,45.972064119457414,30.09377607452914,8.752969336877833,4.899642367709832,4.236798619952782,2.756982811177633,1.2778255012733841,2.0099411690219826
2024-07-30,46.00562126985138,30.075190336000567,8.75935853679864,4.90727410354397,4.2033939281984765,2.7589952613166537,1.2787582456115991,2.01140831867871
2024-07-31,45.96523440449299,29.98531167373708,8.751668975738774,5.054229583425298,4.199703902937635,2.75657322750714,1.2776356645950637,2.00964256756602
2024-08-01,45.94971986937585,29.94143804383392,8.748715045939072,5.120029160872263,4.198286386970886,2.7556428079695223,1.2772044272992666,2.008964257739227
2024-08-02,45.81610917070269,29.85437556624563,8.72327589346756,5.1051413514284665,4.186078783116329,3.038405935653109,1.2734906249874132,2.0031226743988064
2024-08-05,45.747134991806334,29.80943108976306,8.710143377351962,5.2480014736702785,4.179776821817409,3.0338317463917583,1.271573439705192,2.0001070594940016
2024-08-07,45.72930944123821,29.836781120223744,8.706749435824117,5.245956569313596,4.178148155385858,3.032649601953201,1.271077966127347,1.9993277099339242
2024-08-08,45.876632418128345,29.59591350270836,8.73479937275943,5.277684699441259,4.191608608466401,3.042419680983118,1.2751729107507719,2.0057688067623136
2024-08-09,45.88467302697416,29.583574067775288,8.736330285152103,5.278609697551256,4.192343254482881,3.0429529133785707,1.2753964050668474,2.0061203496188886
2024-08-12,45.666110136813835,29.917647507640133,8.694716441780145,5.254807824111506,4.172373826833145,3.0284583874400544,1.269321297498191,1.9965645778829892
2024-08-13,45.720708973999145,29.83385637802936,8.70511192775333,5.261090522505767,4.17736235680789,3.0320792411962194,1.2708389101577826,1.998951689550508
2024-08-16,45.56096195618567,30.079015135332444,8.674696483605649,5.242708403324392,4.1627667568313935,3.021485231885675,1.2663986306744859,1.991967402160291
2024-08-19,45.58659296627239,29.972707981466684,8.679576565665467,5.245657768443078,4.232080627868158,3.023185014224112,1.2671110624292814,1.9930880136308362
2024-08-20,45.788371350679604,30.22914916071755,8.717994679913541,5.307892162965975,3.5108596672748167,3.1711033942146436,1.2727196329848978,2.0019099512489724
2024-08-21,45.62876371762269,30.472354149895654,8.687605774284926,5.302796882526577,3.3511468315678687,3.2941176584151717,1.2682832277978682,1.9949317578892474
2024-08-22,45.51891638068012,30.63973599674526,8.666691108162961,5.29003085363529,3.343079232861286,3.2861873525539007,1.2652299446555788,1.990129130705604
2024-08-26,45.4223235715234,30.574717353792636,8.64830007193464,5.293485970994113,3.335985096181165,3.4767368515031953,1.262545080333208,1.9859060037376461
2024-08-30,45.43445106468817,30.582880623448776,8.650609117174128,5.281549594765941,3.323526078735796,3.477665119788192,1.2628821724418455,1.9864362289571522
2024-09-10,45.42717379180114,30.607346787382493,8.649223542093775,5.280703644682539,3.3229937468674593,3.4771080993446004,1.2626798955797363,1.972770492248256
2024-09-20,45.436877340475256,25.75967246915738,8.651071074190284,5.28183163836061,2.8163876486112542,3.4778508329304887,1.262949612465113,7.313359383809607
2024-09-23,45.44476452674079,25.76414397659353,8.652572775296353,5.191949882117773,2.8168765328674077,3.4784545376507205,1.2631688422938454,7.388068926439583
2024-09-24,45.542671730884216,25.685835781202865,8.671214069137326,5.189754029978979,2.82829787531055,3.4859485969129493,1.2658902411391912,7.33038767543392
2024-09-25,45.4277801421678,25.84127531325237,8.649338989730692,5.20869630303321,2.821162860523147,3.4771545108995126,1.2626967495099668,7.311895130883296
2024-09-26,45.39869357161142,25.891425618084078,8.643800977351406,5.205361270767693,2.816688682037152,3.4749281529374856,1.261888268048161,7.307213459162607
2024-09-27,45.3660156697208,25.936771084267455,8.637579184209839,5.2096122193895695,2.8146612343472133,3.4724269056035837,1.2609799630337193,7.301953739427816
2024-09-30,45.48667316343525,25.746471717704654,8.660552077922047,5.216785413174958,2.8221472338377573,3.4816623282289036,1.264333722003241,7.321374343693186
2024-10-02,45.36782987451271,25.940474332128975,8.637924604395304,5.20315548834231,2.814773793755915,3.47256576931993,1.261030390117907,7.302245747426948
2024-10-03,45.362441710128095,25.922160405082877,8.631826245552318,5.226123510013537,2.8301035045514022,3.4701141442899526,1.2601401049877337,7.2970903753940854
2024-10-04,45.57309375720719,25.718678167004764,8.67191032833331,5.305260915200042,2.6478601707304343,3.48622850278864,1.2659918863891495,7.3309762723464695
2024-10-07,45.85932375125855,25.42515579967739,8.738241116325172,5.181371692778428,2.7064799413311915,3.5101859247679377,1.2746918043148765,7.3045499695464535
2024-10-08,45.87848769311859,25.435780601084634,8.735152612610895,5.246893731106458,2.609205668117766,3.5116527802179887,1.2752244794096919,7.307602434333973
2024-10-09,45.70842820252305,25.67725201896835,8.702773698695697,5.21938675161892,2.642510690337123,3.4986360067151896,1.270497557571858,7.280515073569813
2024-10-10,45.64222587333304,25.77416962429244,8.690168936031043,5.222555796572451,2.638683379499947,3.4935687169014527,1.268657417780378,7.269970255589249
2024-10-14,45.63732962498154,25.7821321653969,8.689236702238471,5.221995549351369,2.638400315979275,3.4931939459575805,1.2685213231515213,7.269190372943338
2024-10-15,45.571943144717615,25.887128148503585,8.676787275227552,5.186394562537903,2.6640784005814004,3.488189103236011,1.2667038604484622,7.258775504747478
2024-10-16,45.571332939819506,25.886781521800746,8.67667109369721,5.187664109598057,2.6640427287715807,3.48814239664574,1.266686899378849,7.258678310288308
2024-10-17,45.554863582310276,25.93230496039931,8.673535368033429,5.167050181500694,2.663079950873951,3.4868817913382477,1.2662291221304705,7.256055043413616
2024-10-18,45.571943144717615,25.94202757585917,8.676787275227552,5.131495135182314,2.6640784005814004,3.488189103236011,1.2667038604484622,7.258775504747478
2024-10-21,45.868594626783846,25.29147986994372,8.733268996812162,5.441182687572402,2.573602133513962,3.5108955404821964,1.2749494947491056,7.306026650142602
2024-10-22,45.87292231826298,25.293866115321816,8.734092978757326,5.432261084648006,2.573844952290393,3.51122679267857,1.2750697859441957,7.306715972096707
2024-10-23,45.91872219744852,25.319119706191383,8.742813164501042,5.364827917361891,2.5494307068461044,3.514732428569433,1.2763428254454554,7.314011053636167
2024-10-24,45.91376645060721,25.316387157429055,8.741869602340541,5.375041353901089,2.549155561272187,3.514353103464174,1.2762050770146864,7.313221693971052
2024-10-25,45.91748316044652,25.318436513700988,8.742577254865628,5.367381483190582,2.549361914884381,3.5146375896165463,1.2763083855500865,7.313813697745264
2024-10-28,45.90571564304084,25.311948023438607,8.740336748136247,5.391633487196356,2.548708576359663,3.5137368747653865,1.2759812992180786,7.311939347844825
2024-10-29,45.840175812686454,25.371439335479394,8.72785812364061,5.431077034319404,2.5450697717930097,3.5087202942490783,1.274159574042582,7.301500053789469
2024-10-30,45.87230402662581,25.331264595982685,8.733975257531512,5.422753016585754,2.546853546498694,3.5111794671093146,1.2750526000980449,7.3066174895681835
2024-10-31,45.875395651493996,25.332971830211026,8.734563895396498,5.416378857385724,2.5470251950767855,3.511416107713869,1.275138533961851,7.307109928760247
2024-11-01,45.8760140264757,25.338705083623687,8.734681632490911,5.409712143489645,2.5470595275688774,3.511463439662521,1.2751557221246215,7.307208424564031
2024-11-04,45.8451156852508,25.32163899860115,8.72879866337734,5.3952923076478765,2.6234721746149456,3.509098404297966,1.2742968812367808,7.302286884973137
2024-11-05,45.85129202335081,25.32505037626623,8.72997462314854,5.382546987850419,2.6238256135997577,3.509571156473354,1.2744685568506526,7.303270662460242
2024-11-08,45.848821288420545,25.32368571490525,8.729504201219518,5.3876455278446835,2.6236842265786207,3.509382040318413,1.274399881054574,7.3028771196584
2024-11-11,45.848512465276606,25.323515142576042,8.72944540204308,5.3882828067090465,2.6236665542723596,3.5093584022321,1.2743912971004652,7.302827929790297
2024-11-12,45.851600883940705,25.325220969277968,8.730033429454597,5.381909631713612,2.6238432880488523,3.509594797425873,1.2744771418455985,7.303319858292799
2024-11-13,45.88250797042001,25.342291884568063,8.735918063643364,5.357226557101138,2.5865160054372787,3.511960502173804,1.2753362258138687,7.308242790842476
2024-11-14,46.12642736322289,24.440209527809962,8.782359723524586,5.928843969442613,2.5623179052874407,3.5306306950453488,1.2821161350119574,7.347094680655203
2024-11-15,46.06524367154102,24.540434652279135,8.77071049725063,5.92097974534826,2.5589191580254096,3.525947544143867,1.280415491741079,7.337349239670603
2024-11-18,45.95514876520329,24.48178356006318,8.749748694517201,5.873071988089712,2.8255579184258637,3.5175206080487893,1.2773553272352371,7.319813138416724
2024-11-19,46.04156303135461,24.25861023262854,8.766201760882153,5.897643828334842,2.898511557877531,3.5241349694464583,1.2797572718743784,7.3335773476014845
2024-11-20,45.980604117786726,24.185961358544414,8.754595331815088,5.888484344910553,3.068955237206876,3.5194690236170834,1.2780628764675384,7.323867709651719
2024-11-21,46.016662330194166,24.003468586692893,8.761460727867892,5.574011876614681,3.5405327549139374,3.5222290082682175,1.2790651395642056,7.302569575884012
2024-11-22,45.95763097343801,23.972676320462043,8.75022130093552,5.500694592048169,3.7304402367725698,3.517710602398796,1.277424321939794,7.293201652005103
2024-11-25,45.971287913273194,23.979800129745996,8.752821549105851,5.491523245963008,3.712638370699175,3.5187559383100906,1.2778039260825496,7.295368926820137
2024-11-28,46.02101800840508,24.00574061990467,8.762290038418802,5.520451269417608,3.639578868317646,3.4684741908550905,1.2791862086699737,7.303260796011128
2024-11-29,46.027241836415676,24.008987127855843,8.763475040153622,5.5211978487139515,3.6265471990042273,3.4689432631997996,1.2793592042989455,7.304248480357933
2024-12-02,46.05340030730407,24.022632055637434,8.768455549468817,5.548692509842686,3.6286082594880953,3.389725347552767,1.2800862971936358,7.308399673512501
2024-12-03,46.12080167595126,24.05779033424995,8.781288606333513,5.552747876962153,3.6271432165174913,3.259172656558171,1.2819597651209038,7.319095868306555
2024-12-04,46.276324379027756,24.138914955827833,8.810899751216624,5.296811374985057,3.631215966912873,3.2157745524336088,1.2862826268375696,7.3437763927586825
2024-12-05,46.29835764602767,24.150408071701808,8.81509483173205,5.183703208284879,3.700962584987243,3.217305659760651,1.2868950568206066,7.347272940685092
2024-12-06,46.36142560526506,24.183305933079037,8.827102817971474,5.054543759761475,3.7060040631155524,3.221688296910662,1.2886480746189244,7.357281449277813
2024-12-09,46.40441005399184,24.205727721459212,8.83528695259485,5.061957069895668,3.709440120992387,3.129232399135693,1.2898428572721141,7.364102824658233
2024-12-10,46.42339913108894,24.21563290998245,8.83890242674747,5.091309029431795,3.710958055265501,3.0623114977826713,1.290370671879204,7.3671162778219665
2024-12-11,46.50777155359232,24.259643724556764,8.85496673104173,5.033603397255099,3.6575762340644142,3.0132168198961313,1.292715862053804,7.380505677539741
2024-12-12,46.50332325459374,24.257323377972074,8.854119785717833,5.090509766616381,3.6503945174545285,2.9719373201100368,1.292592218488814,7.3797997590466
2024-12-13,46.547844572963406,25.965534378562836,8.862596536587981,5.102221738681858,3.6648308070911435,2.8448525455093114,1.9776720659630609,5.034447354640405
2024-12-16,46.581610319328234,25.909092519152537,8.869025452674936,5.105922883744663,3.6702266242469563,2.8469161978734165,1.9791066667267425,5.038099336252517
2024-12-18,46.63522630364134,25.829294017195647,8.879233805848717,5.11179986136227,3.6689700898012303,2.8501930320824433,1.981384641903422,5.043898248164935
2024-12-19,46.69729375983356,25.7305792170495,8.89105129873868,5.11860322523774,3.673853171933964,2.8539863927065845,1.9840216936389612,5.0506112408610075
2024-12-20,46.6864040208821,25.72457888452092,8.888977918894756,5.13524240125562,3.6784834584538406,2.853320847355125,1.9835590227521023,5.049433445885539
2024-12-23,46.68448282944768,25.72352029280362,8.88861212871244,5.139146179315826,3.6783320852422983,2.8532034303964506,1.9834773973477886,5.049225656733893
2024-12-27,46.602020913026024,25.84787341141536,8.872911580135302,5.1300685625782565,3.6786811844958307,2.848163626835364,1.9799738488997556,5.040306872614107
2024-12-30,46.69601235040743,25.729873150292864,8.890807321496636,5.108858499388969,3.686100702478624,2.8539080771389957,1.9839672505675285,5.050472648228958
2025-01-02,46.68960635801765,25.726343397680285,8.88958763610652,5.108157640642787,3.699313524620693,2.853516563763376,1.9836950800230002,5.049779799145688
2025-01-06,46.67295900049604,25.717170571655995,8.886418019672764,5.1063363075206265,3.7336499022941054,2.8524991315308887,1.9829877859636378,5.047979280865941
2025-01-07,46.67263897534726,25.68888153064368,8.886357087661814,5.106301294612264,3.7624226819027613,2.852479572636863,1.9829741890978119,5.047944668097542
2025-01-08,46.65600371304184,25.602957080170885,8.883189774127839,5.159315791259269,3.8186578948564676,2.851462879624566,1.9822674089262866,5.04614545799285
2025-01-09,46.74282940240969,25.269481230676995,8.899721174473825,5.148315945539177,4.041390291631181,2.8567693827651475,1.9859563604136456,5.055536212090338
2025-01-14,48.25384224343644,26.086344717842557,9.187414348980168,5.314740862533427,4.172032631950032,2.949117562719091,2.050154561521024,1.9863530710172574
2025-01-15,48.25521057870733,26.08708444889622,9.187674876691899,5.312055870547563,4.172150938371576,2.9492011909109914,2.0502126977992323,1.98640939807519
2025-01-16,48.253158104901196,26.085974868047483,9.187284090664908,5.316083301425007,4.171973481255266,2.9490757504016503,2.0501254946182956,1.9863249086861914
2025-01-20,48.24358220193069,26.080798071874177,9.185460862000303,5.315028317671054,4.190990679711027,2.948490502423122,2.0497186445055813,1.9859307198840381
2025-01-21,48.222733567072574,26.06952716264665,9.181491332567065,5.3120229609382115,4.233103330734007,2.9472163018131763,2.0488328513361953,1.9850724928921228
2025-01-23,48.22136707300624,26.068788426960293,9.181231155416206,5.314706146838415,4.232983376717391,2.9471327861496976,2.0487747932849993,1.9850162416267525
2025-01-24,48.22820031789814,26.072482524124453,9.182532188644881,5.301288696445933,4.2335832147931685,2.947550411805689,2.0490651164496176,1.9852975298381148
2025-01-27,48.22136707300624,26.068788426960293,9.181231155416206,5.314706146838415,4.232983376717391,2.9471327861496976,2.0487747932849993,1.9850162416267525
2025-02-03,48.22205031035864,26.069157789569985,9.18136124214844,5.313364572897032,4.233043352875899,2.94717454338978,2.0488038218992917,1.9850443668609319
2025-02-05,48.201561608357665,26.058081462414055,9.177460243056885,5.3111070176364,4.273733050299695,2.945922340702923,2.047933321149216,1.9842009563831615
2025-02-12,48.22205031035864,26.069157789569985,9.18136124214844,5.270858269538126,4.275549656234805,2.94717454338978,2.0488038218992917,1.9850443668609319
2025-02-13,48.22410013858834,26.070265940202685,9.181751524464106,5.266831512740256,4.275731401770851,2.947299822210112,2.048890912677975,1.9851287473456731
2025-02-18,48.22478345339182,26.070635344682948,9.181881625942838,5.266906141482519,4.274375029965101,2.9473415841837527,2.048919944582922,1.9851568757681004
2025-02-24,48.25811854884245,26.088656516691177,9.18822854714183,5.20142245239227,4.277329666345238,2.9493789165676154,2.050336248338632,1.9865291036807908
2025-02-27,48.23554821642268,26.076454846429815,9.183931210675057,5.2457597674909735,4.275329158340752,2.947999491414283,2.0493773056345055,1.9856000035919377
2025-02-28,48.24648877068694,26.082369382074493,9.186014265631098,5.235608826703023,4.264958109165281,2.948668142432036,2.049842135504783,1.986050367802352
2025-03-03,48.230079799770365,26.073498584395104,9.182890037427875,5.26783886412771,4.263507566849004,2.947665279611868,2.049144969745324,1.9853748980727517
2025-03-05,48.23042153948574,26.07368333113453,9.182955103839555,5.267167628626591,4.263537776416736,2.9476861656294293,2.0491594891950458,1.9853889656723782
2025-03-10,48.24409510038098,26.08107534815224,9.185558516619347,5.240310406341111,4.264746510272965,2.9485218491046976,2.0497404359536517,1.985951833175011
2025-03-12,48.242727395414406,26.08033595784524,9.185298108916024,5.240161845184472,4.267460574686472,2.9484382594349428,2.0496823264550983,1.9858955320633425
2025-03-13,48.20992572480268,26.129179623721605,9.179052750510607,5.23659890270427,4.265975521369363,2.9464335282386256,2.0482886862493945,1.9845452624034587
2025-03-18,48.210608637971625,26.129549754158248,9.179182775519102,5.23667308125355,4.264619410048918,2.9464752656656725,2.048317701090148,1.984573374292737
2025-03-19,47.815053962292694,26.80166747389524,9.10387012611794,5.127676471868528,4.229629390314811,2.922300253131431,2.0315118223254482,1.9682905000539093
2025-03-20,46.74523692317179,28.440785076292723,8.900179560578783,4.996467699923339,4.150103725003254,2.8569165225872224,1.9860586484272607,1.9242518440156242
2025-03-21,46.82240874876156,28.322647793931537,8.914872888711775,5.004716380629293,4.156955141359787,2.8616330130388166,1.989337437491468,1.9274285960757587
2025-03-24,46.745878970593694,28.507103874997036,8.900301804848306,4.996536326577443,4.082859059859772,2.8569557624330053,1.9860859270104687,1.9242782736802675
2025-03-25,46.586551869149986,28.738458489821173,8.869966311757402,4.979506298097873,4.081262576668132,2.8472182092923806,1.979316617695143,1.9177196275179085
2025-03-26,46.57953836847426,28.749186754727724,8.86863095826535,4.9787566446166585,4.080648151760281,2.846789566990394,1.9790186360270714,1.9174309191382621
2025-03-27,46.568703474666904,28.742499389492988,8.86656802080364,4.977598533106184,4.102960008591595,2.846127373595384,1.9785582953385374,1.9169849044047658
2025-03-28,46.69969659207228,28.547547734423183,8.891508792160174,4.986111435395058,4.114501225804297,2.8541332459813917,1.9841237824519087,1.9223771917117038
2025-03-31,46.57252697921419,28.744859280770097,8.867296006781707,4.971165167219638,4.101928470542355,2.8463610537312505,1.978720744066435,1.917142297674326
2025-04-01,46.57252697921419,28.744859280770097,8.867296006781707,4.949270608502443,4.123823029259549,2.8463610537312505,1.978720744066435,1.917142297674326
2025-04-07,46.57571371264756,28.746826152873652,8.867902753086476,4.9427667454556135,4.12410520258303,2.8465558164920814,1.9788561383849186,1.917273478476674
2025-04-08,46.57698852813382,28.747612977083936,8.868145474858386,4.936059327982645,4.128323705756807,2.846633729059557,1.9789103013005072,1.91732595582435
2025-04-09,46.58336365249074,28.751547744304514,8.869359283050029,4.936734940405076,4.115201477849919,2.847023355881618,1.9791811603590392,1.9175883856590692
2025-04-16,46.586551869149986,28.753515531864494,8.869966311757402,4.930228705956085,4.115483126766595,2.8472182092923806,1.979316617695143,1.9177196275179085
2025-04-22,46.58718956485177,28.753909121699543,8.870087727469985,4.930296192935233,4.114170620435388,2.8472571831752127,1.979343711387398,1.9177458780454668
2025-04-29,46.58336365249074,28.751547744304514,8.869359283050029,4.938103668731742,4.113832749523253,2.847023355881618,1.9791811603590392,1.9175883856590692
