date,BNP PARIBAS,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,ONE CHINA SECURITIES LTD,MERRILL LYNCH FAR EAST LTD
2024-03-12,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,85.33333333333334,0.0,0.0,13.866666666666665,0.8,0.0
2024-04-05,0.0,85.33333333333334,0.0,0.0,12.520000000000001,2.1466666666666665,0.0
2024-04-09,0.0,84.66666666666667,0.0,0.0,13.186666666666666,2.1466666666666665,0.0
2024-04-16,0.0,84.66666666666667,0.0,0.0,12.959999999999999,2.373333333333333,0.0
2024-04-17,50.33333333333333,42.333333333333336,0.0,0.0,6.3133333333333335,1.02,0.0
2024-04-18,50.50167224080268,42.474916387959865,0.0,0.0,6.334448160535117,0.6889632107023411,0.0
2024-04-23,64.92890995260665,30.568720379146917,0.0,0.0,4.488151658767772,0.014218009478672987,0.0
2024-05-02,64.92890995260665,31.04265402843602,0.0,0.0,3.4407582938388623,0.5876777251184834,0.0
2024-05-03,64.92890995260665,31.04265402843602,0.0,0.0,3.2796208530805684,0.7488151658767772,0.0
2024-05-06,49.31506849315068,44.86301369863014,0.0,0.0,4.739726027397261,1.0821917808219177,0.0
2024-05-07,49.31506849315068,45.20547945205479,0.0,0.0,4.739726027397261,0.7397260273972602,0.0
2024-05-09,65.09433962264151,31.132075471698112,0.0,0.0,3.264150943396226,0.5094339622641509,0.0
2024-05-14,65.33018867924528,31.132075471698112,0.0,0.0,3.1839622641509435,0.3537735849056604,0.0
2024-05-16,65.73426573426573,30.76923076923077,0.0,0.0,3.146853146853147,0.34965034965034963,0.0
2024-05-22,73.70304114490162,23.613595706618963,0.0,0.0,2.415026833631485,0.26833631484794274,0.0
2024-05-29,70.94017094017094,22.564102564102566,0.0,3.9316239316239314,2.307692307692308,0.2564102564102564,0.0
2024-05-30,71.18353344768438,22.641509433962266,0.0,3.6020583190394513,2.3156089193825045,0.2572898799313894,0.0
2024-05-31,71.18353344768438,22.641509433962266,0.0,3.6020583190394513,2.257289879931389,0.3156089193825043,0.0
2024-06-03,80.0711743772242,15.658362989323843,0.0,2.491103202846975,1.5610913404507711,0.21826809015421117,0.0
2024-06-18,80.0711743772242,15.658362989323843,0.0,2.491103202846975,1.5160142348754448,0.2633451957295374,0.0
2024-06-26,84.76881233000907,11.967361740707162,0.0,1.9038984587488668,1.1586582048957388,0.20126926563916592,0.0
2024-07-15,82.73381294964028,13.566289825282633,0.0,2.158273381294964,1.3134635149023637,0.22816032887975332,0.0
2024-07-16,76.43758765778401,18.513323983169705,0.0,2.9453015427769986,1.7924263674614305,0.31136044880785413,0.0
2024-09-24,71.18353344768438,22.641509433962266,0.0,3.6020583190394513,2.1921097770154376,0.38078902229845624,0.0
2024-09-30,71.23287671232876,22.602739726027394,0.0,3.595890410958904,2.1883561643835616,0.38013698630136983,0.0
2024-10-02,62.99559471365639,29.074889867841406,0.0,4.6255506607929515,2.814977973568282,0.4889867841409692,0.0
2024-10-03,62.637362637362635,29.010989010989015,0.0,5.054945054945055,2.8087912087912086,0.4879120879120879,0.0
2024-10-04,61.79775280898876,29.662921348314608,0.0,5.168539325842696,2.8719101123595507,0.49887640449438203,0.0
2024-10-07,65.83333333333333,22.0,5.833333333333333,3.833333333333333,2.13,0.37,0.0
2024-10-08,56.38297872340425,28.085106382978726,7.446808510638298,4.8936170212765955,2.719148936170213,0.4723404255319149,0.0
2024-10-10,70.54794520547945,18.08219178082192,6.164383561643835,3.1506849315068495,1.7506849315068493,0.3041095890410959,0.0
2024-10-14,81.41592920353983,11.68141592920354,3.5398230088495577,1.9469026548672566,1.1309734513274337,0.19646017699115045,0.08849557522123894
2024-10-18,79.0,13.200000000000001,4.0,2.1999999999999997,1.278,0.22200000000000003,0.1
2024-10-25,79.20792079207921,13.06930693069307,3.9603960396039604,2.178217821782178,1.2653465346534654,0.21980198019801978,0.09900990099009901
2024-10-28,79.05138339920948,13.043478260869565,4.150197628458498,2.1739130434782608,1.2628458498023716,0.21936758893280633,0.09881422924901186
2024-11-14,81.23893805309734,11.68141592920354,3.7168141592920354,1.9469026548672566,1.1309734513274337,0.19646017699115045,0.08849557522123894
