date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CHINA MERCHANTS BANK CO LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,ORIENTAL PATRON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,GRAND CHINA SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,98.75270976368584,0.0,0.0,0.0,0.0,1.247290236314153,0.0,0.0,0.0,0.0
2024-03-04,98.75899324651162,0.0,0.0,0.0,0.0,1.2410067534883666,0.0,0.0,0.0,0.0
2024-03-05,98.7224219228316,0.0,0.0,0.0,0.0,1.277578077168395,0.0,0.0,0.0,0.0
2024-03-07,98.71793774677352,0.0,0.0,0.0,0.0,1.2820622532264745,0.0,0.0,0.0,0.0
2024-03-08,86.21120842627788,0.0,0.0,12.68110699265354,0.0,1.1076845810685836,0.0,0.0,0.0,0.0
2024-03-11,86.19470892789735,0.0,0.0,12.685333637051249,0.0,1.1199574350514092,0.0,0.0,0.0,0.0
2024-03-14,86.18527444289295,0.0,0.0,12.68161001690585,0.0,1.1331155402012036,0.0,0.0,0.0,0.0
2024-03-18,65.39718832022228,24.087144305787774,0.0,9.648435209737666,0.0,0.8672321642522653,0.0,0.0,0.0,0.0
2024-03-19,65.32943988328088,24.095344651148164,0.0,9.637996491156196,0.0,0.9372189744147528,0.0,0.0,0.0,0.0
2024-03-20,65.32445658659043,24.09549687611989,0.0,9.636374720229629,0.0,0.9436718170600575,0.0,0.0,0.0,0.0
2024-03-21,65.27659775884558,24.083248395990957,0.0,9.671351095614849,0.0,0.9688027495486022,0.0,0.0,0.0,0.0
2024-03-22,64.36062762802001,23.68174251777216,0.0,9.533887217944342,0.0,0.9497048111978947,0.0,0.0,0.0,1.4740378250655952
2024-03-26,64.35491307524279,23.6796398259175,0.0,9.533040708149661,0.0,0.958499444816545,0.0,0.0,0.0,1.4739069458734961
2024-03-27,64.34501025397297,23.68250627799578,0.0,9.531573780548028,0.0,0.9672295438281707,0.0,0.0,0.0,1.4736801436550506
2024-03-28,64.37053525733131,23.685980142589464,0.0,9.535946931963903,0.0,0.9332729307137256,0.0,0.0,0.0,1.4742647374015967
2024-04-02,64.34767609834203,23.67756881613813,0.0,9.532560542117062,0.0,0.9684533444786836,0.0,0.0,0.0,1.4737411989240956
2024-04-03,64.38158967385512,23.660438966233375,0.0,9.503830525140614,0.0,0.9352097302169913,0.0,0.0,0.0,1.5189311045539082
2024-04-05,64.37129750901018,23.656656562919355,0.0,9.502311224500188,0.0,0.9510464182663398,0.0,0.0,0.0,1.518688285303943
2024-04-08,64.37205977874184,23.655752523041823,0.0,9.502423748629848,0.0,0.9510576803338469,0.0,0.0,0.0,1.5187062692526363
2024-04-10,64.3808271784092,23.65897440902022,0.0,9.503717967691646,0.0,0.9375673295989113,0.0,0.0,0.0,1.518913115280022
2024-04-11,64.36177066036267,23.681571107379394,0.0,9.500904897700195,0.0,0.937289812680919,0.0,0.0,0.0,1.5184635218768148
2024-04-15,64.35034216361464,23.677366052801,0.0,9.522893393217924,0.0,0.931204496799162,0.0,0.0,0.0,1.5181938935672805
2024-04-16,64.34881867069356,23.666151751683195,0.0,9.522667938928405,0.0,0.9442036883342589,0.0,0.0,0.0,1.5181579503605793
2024-04-17,54.63243072658071,20.095179687043114,13.363910300501116,8.084787059854348,0.0,0.8498734790371859,0.0,1.6848959544839102,0.0,1.2889227924996212
2024-04-18,54.598135998551214,20.082565225030248,13.355521296697498,8.079711950259066,0.0,0.9070916689898747,0.0,1.6888601708447533,0.0,1.2881136896273544
2024-04-19,54.6145920929906,20.08861818973104,13.35954670371417,8.124846101881793,0.0,0.8345257794977049,0.0,1.6893691999893945,0.0,1.288501932195301
2024-04-22,54.54225937976782,20.06201240173787,13.341853039375149,8.196861698128673,0.0,0.8830863038984542,0.0,1.6871317639272125,0.0,1.2867954131648232
2024-04-23,54.51627741838827,20.052455584008907,13.335497462720591,8.192957009424974,0.0,0.9303020198038399,0.0,1.686328075322614,0.0,1.2861824303308071
2024-04-24,54.50862429957143,20.049640574759913,13.333625395305193,8.191806863515835,0.0,0.9442096489688176,0.0,1.6860913447581707,0.0,1.2860018731206386
2024-04-25,54.50097332917739,20.04682635575476,13.33175385342617,8.190657040481558,0.0,0.9581133739127529,0.0,1.6858546806499464,0.0,1.2858213665974167
2024-04-26,54.52672297169848,20.045419542489647,13.330818279493647,8.190082250000009,0.0,0.935489450473301,0.0,1.685736373508172,0.0,1.2857311323367415
2024-04-30,54.53378541616786,20.046725862544452,13.331687022361741,8.220693523351748,0.0,0.8954470251120306,0.0,1.6858462295891168,0.0,1.2858149208730552
2024-05-03,54.5393909890425,20.04351606439789,13.331219223671143,8.220405065509945,0.0,0.8939117802309519,0.0,1.6857870745356396,0.0,1.2857698026119282
2024-05-07,54.52381208435332,20.03328054981111,13.327411227470416,8.218056947852237,0.0,0.8139765159513743,0.0,1.7980601456731402,0.0,1.285402528888407
2024-05-08,54.31748291839283,19.957470552137067,13.276977599705683,8.186958153196374,0.0,0.8203817326123592,0.0,2.160190739001202,0.0,1.280538304954491
2024-05-09,54.31206001989174,19.95248294450837,13.27565206512536,8.186140791258522,0.0,0.8332786475766601,0.0,2.1599750718809454,0.0,1.2804104597584065
2024-05-13,54.33185883808227,19.932291182332367,13.280491546844555,8.189124951924658,0.0,0.8245937973802849,0.0,2.1607624652099515,0.0,1.2808772182259132
2024-05-14,54.361182869456655,19.922226160171068,13.293768494375795,8.172318563005977,0.0,0.8054235083029286,0.0,2.1629226510567534,0.0,1.2821577536308233
2024-05-16,54.12180486606499,19.833006178038453,13.235229743161048,8.156238595374782,0.0,0.765049606393432,0.0,2.153398279467123,0.4587609249752854,1.2765118065248833
2024-05-17,54.11264866806561,19.829650877306364,13.232990638526685,8.179240222523898,0.0,0.7698959894017586,0.0,2.1530339726767798,0.4462437822000984,1.2762958492988075
2024-05-20,54.0457146095477,19.81347201013722,13.215893089720646,8.288931396331318,0.0,0.7629379932473236,0.0,2.1502521673816317,0.44566721753274763,1.2771315161014083
2024-05-21,54.04249191524574,19.81229055174019,13.215105038648268,8.288437135275224,0.0,0.7688554043979163,0.0,2.150123949900234,0.44564064282256227,1.277055361969864
