date,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.,SHANGHAI COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,ANUENUE SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS
2024-03-01,0.0,0.0,0.0,0.0,67.90392838068664,0.0,20.85286714066605,0.0,10.476851527636375,0.766352951010938
2024-03-04,0.0,0.0,0.0,0.0,67.90231008072675,0.0,20.853918552641247,0.0,10.47737977572256,0.7663915909094462
2024-03-05,0.0,0.0,0.0,0.0,67.9350565415541,0.0,20.889954498294273,0.0,10.498023082818744,0.6769658773328736
2024-03-06,0.0,0.0,0.0,0.0,68.02431542931853,0.0,20.838369692634803,0.0,10.47209969076061,0.6652151872860445
2024-03-07,89.1381907369302,0.0,0.0,0.0,7.384093036679938,0.0,2.2687906046728656,0.0,1.1387794387705834,0.07014618294640745
2024-03-08,89.13135236676682,0.0,0.0,0.0,7.380786679832169,0.0,2.275740226154658,0.0,1.1419799256697103,0.07014080157664247
2024-03-11,88.68756964605961,0.0,0.0,0.0,7.374026498213365,0.0,2.2644093738522044,0.5207977985862441,1.0763169044026613,0.07687977888590437
2024-03-12,88.69192195372905,0.0,0.0,0.0,7.369480914920591,0.0,2.264520498853418,0.5208233565337903,1.0763697242322772,0.07688355173087694
2024-03-13,76.73293909389326,0.0,13.484205777380334,0.0,6.375799709168832,0.0,1.9582350773983805,0.4449359179954364,0.9312348934676952,0.07264953069606134
2024-03-14,76.72931938672178,0.0,13.48356968971146,0.0,6.380216224334527,0.0,1.958142701977384,0.44491492912478664,0.9311909645153833,0.07264610361467529
2024-03-15,76.73655914260036,0.0,13.484841925066938,0.0,6.386007723396299,0.0,1.9380412459618106,0.44495690884648037,0.9275046469233008,0.08208840720480892
2024-03-18,76.73655914260036,0.0,13.484841925066938,0.0,6.3930843102243005,0.0,1.9309646591338099,0.44495690884648037,0.9275046469233008,0.08208840720480892
2024-03-19,76.73040526301486,0.0,13.483760509710768,0.0,6.346813359277291,0.0,1.9845875524904422,0.44492122557805686,0.9274302657942024,0.08208182413438006
2024-03-21,76.71231133643998,0.0,13.480580881351193,0.0,6.345316706489995,0.0,2.007700732590991,0.444816307951731,0.9272115668954399,0.08206246828067475
2024-03-22,64.23945268808276,9.645779379554432,11.288737396236836,6.517120906407649,5.245290020946203,0.0,1.6694151063378522,0.5403423165098642,0.7764537731393937,0.07740841278500568
2024-03-25,64.25264820679583,9.681732625617698,11.291056232081875,6.516484487586519,5.200149888730399,0.0,1.643686570847258,0.5602044093517778,0.7766132656298269,0.07742431335882302
2024-03-26,64.29862106710567,9.74558378793664,11.299134998722552,6.498614676610777,5.180942933849013,0.0,1.5104590513543152,0.645991039874684,0.743172733982233,0.07747971056410514
2024-03-27,64.3561160810761,9.73055867840818,11.305281961151334,6.509173553152333,5.054612829080878,0.0,1.5240750865265738,0.6813865916439782,0.7596635945303793,0.07913162443024785
2024-03-28,64.38235368426925,9.729775935764334,11.309891056916369,6.493223791045056,5.004029580330115,0.0,1.5266755399619236,0.7149132209638652,0.7599733048293734,0.0791638859197264
2024-04-02,64.48802973096561,9.745746216397057,11.328454910318229,6.490005233511333,4.9634774033792555,0.0,1.5291813979559077,0.6225199543205724,0.753291329042319,0.07929382410971779
2024-04-03,64.48572873695119,9.745398478936266,11.328050700311348,6.49215239381912,4.962507391853436,0.0,1.5311091101852363,0.6224977422186563,0.7532644508938242,0.07929099483092886
2024-04-05,64.78585188062111,9.66660335743123,11.236459255048693,6.43966096026657,4.92081070128445,0.0,1.5199092798593934,0.6158916216674224,0.749533528437776,0.065279415383353
2024-04-08,64.7784643921715,9.665501080953002,11.235177968926005,6.438926649925926,4.933225337841729,0.0,1.5224883981331383,0.6154281872990864,0.7455160131354417,0.06527197161417896
2024-04-09,64.78839968113606,9.66698351106504,11.236901145613457,6.439914209564594,4.93594828782919,0.0,1.5227219072526053,0.6123764579280648,0.7456303554108832,0.0511244442001133
2024-04-10,64.78483281652184,9.666451304349307,11.236282508553936,6.450570478651778,4.927418434427385,0.0,1.5265705082708643,0.6123427441161925,0.7455893054305921,0.049941899678104
2024-04-12,64.7855971115907,9.66656534371229,11.236415067903716,6.450646578859094,4.931015796836755,0.0,1.5265885178922682,0.6123499681919434,0.7408791261486433,0.04994248886458477
2024-04-15,64.78534234456404,9.666527330292325,11.236370881106266,6.450621211923814,4.931389652192162,0.0,1.5265825146379188,0.6123475601477542,0.7408762126681708,0.04994229246754654
2024-04-16,64.78330428048254,9.66622323369529,11.236017399237213,6.450418283623682,4.9328074530808985,0.0,1.5265344903028155,0.6123282964760257,0.7408529056492799,0.05151365745225884
2024-04-17,64.7850875795411,9.664523092916527,11.236326694656341,6.450595845188044,4.931763504607235,0.0,1.5265765114307843,0.612345152122504,0.7444125028692619,0.04836911666820878
