date,CHINA MERCHANTS SECURITIES (HK) CO LTD,LINKWAYS INVESTMENT MANAGEMENT LTD,FUTU SECURITIES INTERNATIONAL,ZHONGTAI INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA GALAXY INTERNATIONAL SECURITIES,SINOPAC SECURITIES (ASIA) LTD,CHINA INDUSTRIAL SECURITIES,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,37.99421406902322,0.0,0.0,23.188106795180467,24.603231135120243,0.0,14.214448000676072,0.0
2024-03-05,0.0,0.0,33.852600690431366,0.0,0.0,17.712970737037537,21.791240206004627,0.0,12.589828103363898,14.053360263162567
2024-03-06,0.0,0.0,33.799100882287526,0.0,0.0,17.727519599552465,21.80913882744389,0.0,12.600168981858065,14.06407170885805
2024-03-07,0.0,0.0,33.848192856752405,0.0,0.0,17.66309897736747,21.729885873600395,0.0,12.745858480657452,14.012963811622278
2024-03-08,0.0,0.0,33.57973512621504,0.0,0.745471518040482,17.52110283615039,21.555196259558578,0.0,12.698182638768643,13.900311621266864
2024-03-11,0.0,0.0,33.52357478722041,0.0,0.7448729490514239,17.507034439762307,21.537888727718936,0.0,12.797478592840871,13.889150503406045
2024-03-12,0.0,0.0,33.58295013945789,0.0,0.7441667874340935,17.49043725259048,21.51747017129637,0.0,12.788992471860885,13.875983177360279
2024-03-13,0.0,0.0,33.53563717703705,0.0,0.7444925417325204,17.498093580731705,21.52688930759476,0.0,12.794590772323373,13.900296620580587
2024-03-18,0.0,0.0,33.51951734682564,0.0,0.7432453630879603,17.46878066299096,21.49082732560933,0.0,12.773157192424783,14.004472109061325
2024-03-19,0.0,0.0,33.66129489799849,0.0,0.7426773870965435,17.455431305553084,21.474404385672084,0.0,12.763396153903466,13.90279586977633
2024-03-20,0.0,0.0,29.669617656167972,0.0,0.6537952286050485,15.366399864993161,18.88516941654262,11.985100618922305,11.23589818567259,12.204019029096306
2024-03-21,0.0,0.0,29.668223003228185,0.0,0.6539869233377616,15.37090533977487,18.871480177905976,11.988614686567898,11.239192584905345,12.207597284279966
2024-03-22,0.0,0.0,29.65778736420996,0.0,0.6541808273892168,15.375462741021833,18.838611227536713,11.992169254520416,11.242524952724224,12.239263632597636
2024-03-25,0.0,0.0,29.662296509887437,0.0,0.6541388924466045,15.37447712799148,18.83740361635698,11.991400520695713,11.241804273335633,12.238479059286158
2024-03-26,0.0,0.0,29.652792347633415,0.0,0.6539292983523507,15.369550957654448,18.83136788205857,11.98755832944246,11.238202261879572,12.266598922979183
2024-03-27,15.152794133499924,0.0,25.163390453112783,0.0,0.5548051847222761,13.039798919615514,15.976865637772944,10.17045654643817,9.534689602619462,10.407199522218923
2024-03-28,13.380855572667178,0.0,22.153616765102633,11.701009030900254,0.5499409729862291,11.51494994934609,14.108561742438846,8.981142946772367,8.419721364840717,9.190201654945684
2024-04-02,13.373471738306042,0.0,22.10540362596166,11.69455217079343,0.5544359458177238,11.508595760509582,14.100776344680513,8.976186965330635,8.415075187502708,9.271502261097703
