date,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,REALINK FINANCIAL TRADE LTD,THE HONGKONG AND SHANGHAI BANKING,ARISTO SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,1.9084460409034392,0.0,0.0,0.0,0.0,1.9084460409034392
2024-03-05,0.0,0.0,2.4410577917097407,0.0,1.9084460409034392,0.0,0.0,0.0,0.0,4.3495038326131805
2024-03-25,0.0,0.0,2.4410577917097407,0.0,1.9084460409034392,0.0,0.0,0.0,1.3339113615900222,5.683415194203202
2024-03-26,0.0,0.0,2.429624265753255,0.0,1.9084460409034392,0.0,0.0,0.0,1.3329585677603153,5.671028874417009
2024-03-27,0.0,0.0,2.412473976818526,0.0,1.9084460409034392,0.0,0.0,0.0,1.3329585677603153,5.65387858548228
2024-03-28,0.0,0.0,2.412473976818526,0.0,1.9084460409034392,0.0,0.0,0.0,1.3396281245682653,5.660548142290231
2024-04-03,0.0,0.0,2.40771000766999,0.0,1.9084460409034392,0.0,0.0,1.2567350613837425,1.3396281245682653,6.912519234525437
2024-04-05,0.0,0.0,2.410568389159112,0.0,1.9084460409034392,0.0,0.0,1.2567350613837425,1.3396281245682653,6.915377616014559
2024-04-15,0.0,0.0,2.410568389159112,0.0,1.9084460409034392,0.0,0.0,1.2567350613837425,1.3148554849958793,6.890604976442173
2024-04-19,0.0,0.0,2.410568389159112,0.0,1.9084460409034392,0.0,1.6773935371994533,1.2567350613837425,1.3148554849958793,8.567998513641625
2024-04-23,0.0,0.0,2.410568389159112,0.0,1.907493247073732,0.0,1.6773935371994533,1.2567350613837425,1.3148554849958793,8.567045719811919
2024-04-24,0.0,2.713556827005988,2.410568389159112,0.0,1.907493247073732,0.0,1.6564320729458955,1.2567350613837425,1.3148554849958793,11.259641082564348
2024-04-25,0.0,2.718320796154524,2.423907502775012,0.0,1.907493247073732,0.0,1.616414732098195,1.2567350613837425,1.3148554849958793,11.237726824481085
2024-04-30,0.0,2.718320796154524,2.423907502775012,0.0,1.909398834733146,0.0,1.6059339999714162,1.2567350613837425,1.3148554849958793,11.22915168001372
2024-05-02,0.0,2.718320796154524,2.428671471923548,0.0,1.909398834733146,0.0,1.6059339999714162,1.2567350613837425,1.3148554849958793,11.233915649162256
2024-05-07,0.0,2.7383294665783744,2.428671471923548,0.0,1.9084460409034392,0.0,1.6059339999714162,1.2567350613837425,1.3148554849958793,11.252971525756399
2024-05-09,0.0,2.7392822604080815,2.428671471923548,0.0,1.9084460409034392,1.5339980658285257,1.6059339999714162,1.2567350613837425,1.3148554849958793,12.787922385414632
2024-05-13,0.0,2.7392822604080815,2.3857957495867255,0.0,1.9084460409034392,1.5339980658285257,1.6059339999714162,1.2710269688293498,1.3148554849958793,12.759338570523418
2024-05-17,0.0,2.7392822604080815,2.3857957495867255,0.0,1.9084460409034392,1.5339980658285257,1.6059339999714162,1.283413288615543,1.3148554849958793,12.77172489030961
2024-05-24,0.0,2.7392822604080815,2.3857957495867255,0.0,1.907493247073732,1.5339980658285257,1.6059339999714162,1.283413288615543,1.3148554849958793,12.770772096479904
2024-05-27,0.0,2.7392822604080815,2.3857957495867255,0.0,1.9008236902657818,1.5339980658285257,1.6059339999714162,1.283413288615543,1.3148554849958793,12.764102539671955
2024-06-03,0.0,2.7392822604080815,2.3857957495867255,0.0,2.13616376620345,1.5339980658285257,1.6059339999714162,1.283413288615543,1.3148554849958793,12.999442615609622
2024-06-05,0.0,2.7268959406218882,2.3857957495867255,0.0,2.13616376620345,1.5339980658285257,1.6059339999714162,1.2986579898908575,1.3148554849958793,13.002300997098743
2024-06-06,0.0,2.7535741678536887,2.3953236878837973,0.0,2.0789961364210208,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3148554849958793,12.999442615609622
2024-06-07,0.0,2.7535741678536887,2.3953236878837973,0.0,3.481508653749958,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3148554849958793,14.40195513293856
2024-06-11,0.0,2.7611965184913463,2.3953236878837973,0.0,3.4071907350328,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3148554849958793,14.335259564859056
2024-06-12,0.0,2.7611965184913463,2.3953236878837973,0.0,3.4062379412030928,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3148554849958793,14.33430677102935
2024-06-13,0.0,2.770724456788418,2.3953236878837973,0.0,3.382418095460414,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3177138664850006,14.322873245072865
2024-06-17,0.0,2.770724456788418,2.3953236878837973,0.0,3.3633622188662704,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3177138664850006,14.303817368478722
2024-06-18,0.0,2.770724456788418,2.3953236878837973,0.0,3.2728468050440904,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3177138664850006,14.21330195465654
2024-06-20,0.0,2.770724456788418,2.3953236878837973,0.0,3.2652244544064333,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3177138664850006,14.205679604018883
2024-06-25,0.0,2.770724456788418,2.3953236878837973,0.0,3.266177248236141,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3177138664850006,14.206632397848592
2024-06-26,0.0,2.770724456788418,2.3953236878837973,0.0,3.23282946419639,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3177138664850006,14.173284613808839
2024-06-27,0.0,2.770724456788418,2.3953236878837973,0.0,3.1985288863269323,1.5339980658285257,1.6059339999714162,1.3167610726552936,1.3177138664850006,14.138984035939384
2024-07-02,0.0,2.775488425936954,2.3953236878837973,0.0,3.1708978652654247,1.5339980658285257,1.4449118427509062,1.3167610726552936,1.3177138664850006,13.955094826805903
2024-07-05,0.0,2.775488425936954,2.3953236878837973,0.0,3.0022533574072576,1.5339980658285257,1.4449118427509062,1.3167610726552936,1.3177138664850006,13.786450318947734
2024-07-08,0.0,2.8002610655093396,2.3953236878837973,0.0,2.964141604218971,1.5339980658285257,1.4449118427509062,1.3167610726552936,1.3177138664850006,13.773111205331833
