date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,ABN AMRO CLEARING HONG KONG LTD,UBS SECURITIES HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.6364331674265238,0.4503284589532868,0.01219628365955324,0.042818063318475666,0.023172757163262062,0.0037011694260700575,0.0,0.032878264836334416,0.0,0.009845740393522187,1.2113739051770283
2024-03-04,0.6358296249947201,0.4502611966943207,0.012496236976564164,0.04287623608298687,0.02288007544181504,0.0037138947183068846,0.0,0.032612851598252016,0.012025037584023368,0.009873008876886816,1.222568162967876
2024-03-05,0.6356514709034043,0.4408272103996045,0.012538048651056595,0.04273807576727275,0.022143826390970046,0.0038538729329119824,0.0,0.03240197532689889,0.012126839921917985,0.009938453236961927,1.2122197735309992
2024-03-06,0.6348206911102287,0.4408362998940593,0.013057967733875532,0.042379949685750616,0.02204565985085738,0.004130193564340227,0.0,0.03236743524797035,0.012174105293083342,0.009985718608127284,1.2117980209882928
2024-03-07,0.6347716078401724,0.4404981707003379,0.013079782520567233,0.04239812867466037,0.02180933299503059,0.0037884285728368716,0.014692367910795777,0.03205112084094065,0.012312265608797465,0.010205684373935296,1.2256068900380745
2024-03-08,0.6343225868141015,0.4406526921060709,0.013079782520567233,0.04237449598907769,0.02112216721424193,0.0038665982251488095,0.014692367910795777,0.03194022900859116,0.012428611137819883,0.010280218228465282,1.22475974915488
2024-03-11,0.6345207377932178,0.439832819706241,0.013077964621676258,0.04207454267206677,0.02108399133753145,0.0182298173627446,0.014692367910795777,0.032307444584568176,0.012448608025620613,0.01029294352070211,1.2385612375351644
2024-03-12,0.65074352206437,0.43953286638923,0.01309250781280406,0.04168914810718,0.021051269157493894,0.018331619700639217,0.014692367910795777,0.03477084301375097,0.012426793238928908,0.010267492936228455,1.2565984303314213
2024-03-13,0.652397519191335,0.43817853171545346,0.013130683689514542,0.04171459869165366,0.021034908067475117,0.01837161347624067,0.014692367910795777,0.03469660002304354,0.012470422812312315,0.010285671925138207,1.2569729175029623
2024-03-14,0.6550361630736078,0.4383821363912427,0.011905419836997194,0.04086018621289527,0.019640579618097065,0.01837161347624067,0.014692367910795777,0.03463937256595564,0.012292268720996737,0.010282036127356257,1.256102143934185
2024-03-15,0.6769940911239867,0.43812035895094226,0.011490938889854828,0.04036571771454999,0.019715113472627055,0.01837161347624067,0.014692367910795777,0.014053958178263075,0.012246821248722355,0.010274764531792357,1.2563257454977752
2024-03-18,0.6779262006013453,0.43814762743430685,0.011341871180794855,0.039956690464080555,0.019729656663754855,0.018382520869586524,0.014692367910795777,0.011278499225455454,0.01215229050639164,0.010274764531792357,1.2538824893883043
2024-03-19,0.7071962633608943,0.43814762743430685,0.011367321765268508,0.03999486634079103,0.019647851213660965,0.018382520869586524,0.014703275304141629,0.008391384922764132,0.012205009574229922,0.010231134958408949,1.2802672557440526
2024-03-20,0.708030242656118,0.4380585503886491,0.011363685967486556,0.03970945621490791,0.019707841877063155,0.0037722492727071916,0.014812349237600147,0.008355463240678462,0.012234095956485528,0.010249313947318702,1.2662932487590146
2024-03-21,0.6973474325392574,0.43782585933060425,0.011401861844197038,0.03968764142821621,0.019949622429562865,0.0037722492727071916,0.014826892428727948,0.01851024644566645,0.012281361327650887,0.010229317059517974,1.2658324841061082
2024-03-22,0.6816659458418819,0.4376422515426157,0.011449127215362396,0.03956947800030281,0.019953258227344818,0.0037722492727071916,0.014826892428727948,0.019091974090778542,0.012363166777744773,0.010240224452863827,1.25057456785033
2024-03-25,0.6820367972156409,0.43841849436906216,0.011774531116846973,0.03945495037017137,0.018091729762986116,0.003768613474925241,0.014972324340005973,0.019270128182094122,0.012723110758157881,0.010336573094085515,1.2508472526839762
2024-03-26,0.6795408220383319,0.43800764921970176,0.011827250184685256,0.039607653877013295,0.01758090017462206,0.003768613474925241,0.014899608384366958,0.021411613075663017,0.012761286634868361,0.01054744936543865,1.2499528464296166
