date,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,69.48277802925175,0.0,30.517221970748253,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,62.189318716267195,0.0,27.292389809459795,0.0,0.0,10.518291474273015,0.0,0.0
2024-03-07,0.0,52.042644002967656,0.0,22.839422527270827,16.299958841858828,0.0,8.817974627902688,0.0,0.0
2024-03-08,0.0,48.51989088194418,0.0,21.293427919738413,15.196618840927323,6.773189483761071,8.216872873629017,0.0,0.0
2024-03-11,0.0,48.54158230778922,0.0,21.284455817296895,15.190215662372914,6.7703355632869595,8.213410649254012,0.0,0.0
2024-03-12,0.0,37.25293184103439,23.220787865183528,16.357179326353712,11.662190817956176,5.201116710666563,6.305793438805628,0.0,0.0
2024-03-14,0.0,37.28610176832025,23.21718002738734,16.30698752112388,11.672574806606415,5.2057477733661175,6.311408103196,0.0,0.0
2024-03-15,0.0,37.24746471178395,23.22638210336681,16.319140324760426,11.68127380814633,5.209627363657652,6.316111688284841,0.0,0.0
2024-03-18,0.0,35.41021487165024,22.08841522249097,15.519590867109386,11.10895468151894,4.954383848969776,6.005115701867501,4.913324806393186,0.0
2024-03-19,0.0,35.40912375024256,22.0877345956493,15.519112650360494,11.108612372998254,4.954231185838556,6.008012036465913,4.913173408444924,0.0
2024-03-20,0.0,35.41021487165024,22.077630078656824,15.519590867109386,11.10895468151894,4.954383848969776,6.015900845701647,4.913324806393186,0.0
2024-03-21,0.0,35.405850789440706,22.07490915213875,15.463759103754086,11.147639742639642,4.953773252889157,6.041348688561046,4.912719270576616,0.0
2024-03-25,0.0,35.40803269607589,22.076269531558427,15.433899269420865,11.148326722575973,4.954078532115293,6.066371228426902,4.9130220198266485,0.0
2024-03-26,0.0,35.423313575604354,22.08579688423699,15.363494766769376,11.15313795394412,4.970088283625356,6.0890262259942745,4.915142309825533,0.0
2024-03-27,0.0,35.42768196402475,22.068481062620222,15.329935005182122,11.154513354316675,5.013863048511074,6.089777122197148,4.915748443148013,0.0
2024-03-28,0.0,35.45488233604394,22.049643230371544,15.329698698666991,11.15434141071888,5.013785761262046,6.089683250043797,4.90796531289281,0.0
2024-04-02,0.0,35.48809920340681,22.053042643123952,15.33206209170253,11.15606108527507,5.000683362395828,6.1137477328209515,4.856303881274861,0.0
2024-04-03,0.0,35.46487248350385,22.044885812810698,15.326391172235404,11.151934756826453,4.99883374344313,6.150014883545025,4.863067147635443,0.0
2024-04-05,0.0,35.45503708144946,22.038772148781234,15.32214073486835,11.148842013096198,4.997447426893066,6.176042111948223,4.861718482963472,0.0
2024-04-08,0.0,35.45558334955599,22.009837745985056,15.322376808427881,11.17058407485691,5.003687363640152,6.176137268380369,4.861793389153643,0.0
2024-04-09,0.0,35.45667593626985,22.01051599335892,15.322848977371223,11.170928303624098,5.003841555499864,6.173246025417208,4.861943208458833,0.0
2024-04-10,0.0,35.45612963449586,22.0040138301571,15.32261288926206,11.170756186588635,5.002223699809693,6.182395462034592,4.861868297652061,0.0
2024-04-11,0.0,35.460500520108646,22.006726394344593,15.324501797863151,11.172133271397476,5.002840353342576,6.170830014194447,4.862467648749108,0.0
2024-04-16,0.0,35.46705886949443,22.01079649483429,15.327336034139554,11.17419953533351,5.003765618764025,6.159641428942315,4.857202018491874,0.0
2024-04-18,0.0,35.39490685766021,22.052386241380322,15.329462399436942,11.175749734928866,4.979796635313372,6.209822271894506,4.857875859385785,0.0
2024-04-19,0.0,35.410190081607844,21.983260518617197,15.336081532743028,11.18057532994084,5.0004522246096705,6.229466863039324,4.859973449442098,0.0
2024-04-22,0.0,35.4145591415047,21.985972906822756,15.337973763726401,11.181954836890256,5.001069201678427,6.214812449378718,4.863657699998742,0.0
2024-04-24,0.0,35.39625751164513,21.970199026373187,15.328044757024479,11.17471622074536,5.017868731542394,6.252404531775116,4.860509220894328,0.0
2024-04-25,0.0,35.414399778528264,21.971892295494904,15.329226107491634,11.175577469289255,5.018255464597007,6.254427835519932,4.836221049079003,0.0
2024-04-26,0.0,35.43351609833391,21.991463769446977,15.260387881911647,11.181609928239618,5.039471333285369,6.2547193985449905,4.838831590237492,0.0
2024-04-29,0.0,35.43843505959602,21.99451667444457,15.262506363651578,11.183162184751005,5.040170924152985,6.241705465564016,4.839503327839827,0.0
2024-04-30,0.0,5.511628205339743,3.4207379152556157,2.373729551449282,1.7392819976025522,0.7838819117881091,0.9659548861337898,0.7526727124575691,0.0
2024-05-02,0.0,34.16514557099101,21.20269462370448,14.720537479889687,10.786050086528913,4.86119535194698,5.976920406163861,4.66765342625369,3.619803054521383
2024-05-03,0.0,34.15803121948161,21.19827949770462,14.71747216065018,10.783804062095793,4.860183084856891,5.9846001295157185,4.678580557940911,3.6190492877542795
2024-05-06,0.0,34.146893799071584,21.19229048123809,14.71331412588489,10.780757381816542,4.858809967924043,6.012648675497644,4.677258748026833,3.6180268205403774
2024-05-07,0.0,34.155527782567844,21.19764891551735,14.717034362111523,10.783483277819252,4.860038509686038,5.988884135010632,4.678441384874443,3.6189416324129127
2024-05-08,0.0,34.164166133344196,21.20301006022376,14.720756480124656,10.78621055264685,4.819611540498226,6.006763706213937,4.679624619928704,3.6198569070196744
2024-05-09,0.0,34.17567223220154,21.205533890300458,14.722508716616112,10.787494453495317,4.820185226995066,5.988136052148021,4.6801816435461,3.6202877846973873
2024-05-13,0.0,34.177706347239614,21.340714649866648,14.604346218675357,10.788136518545036,4.756488781175994,5.988492462330998,4.723611760161752,3.6205032620046063
2024-05-14,0.0,34.170079664095184,21.343390777452314,14.601087289594226,10.785729168616111,4.747989117642587,6.009470932115823,4.72255769615213,3.619695354331629
2024-05-16,0.0,34.268981523795084,21.412626868316195,14.643348668577746,10.816947377162359,4.514066587360121,5.9776301116847295,4.736226664538537,3.6301721985652313
2024-05-17,0.0,34.22873665717478,21.411157418655726,14.642343763207588,10.820680628311305,4.509281239548615,6.021975577301314,4.735901639182848,3.62992307661782
2024-05-20,0.0,34.23394947125559,21.403603344497306,14.63819365479268,10.817613701427412,4.508003165059991,6.0336916561378935,4.7360507664788685,3.6288942403502555
2024-05-22,0.0,34.23088628633213,21.401688193131914,14.636883858675006,10.816645763117346,4.507599798006424,6.042099572357851,4.735626994184736,3.628569534194595
