date,BOCI SECURITIES LTD,MASON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,KINGSTON SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,INTERACTIVE BROKERS HONG KONG LTD,KGI ASIA LTD
2024-03-27,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0.0,0.0,85.51961224763662,0.0,0.0,0.0,14.480387752363374,0.0
2024-04-10,0.0,0.0,85.51885862303074,0.0,0.0,0.0,14.481141376969267,0.0
2024-04-22,0.0,0.0,85.51867020462221,0.0,0.0,0.0,14.481329795377782,0.0
2024-04-24,0.0,0.0,85.5143911458083,0.0,0.0,0.0,14.485608854191689,0.0
2024-04-25,0.0,0.0,75.34332707522037,0.0,0.0,0.0,12.822879458547437,11.833793466232184
2024-04-26,0.0,0.0,75.32951782032488,0.0,0.0,0.0,12.838857662926568,11.831624516748542
2024-04-29,0.0,0.0,75.34627551516263,0.0,0.0,0.0,12.826841774323361,11.826882710514003
2024-04-30,0.0,0.0,64.80521422650777,0.0,0.0,13.992125482597622,11.030376890736331,10.172283400158276
2024-05-02,0.0,0.0,64.83969796036546,0.0,0.0,13.999570882431634,10.983034947015648,10.177696210187264
2024-05-06,0.0,0.0,64.84033689412666,0.0,0.0,13.998723429723325,10.983143174414124,10.177796501735878
2024-05-09,41.18406558312727,33.20302630295888,16.607659562187266,0.0,0.0,3.5855155010324817,2.8128776965948985,2.606855354099199
2024-05-17,39.46749815009882,31.81911160627588,15.915446029122338,0.0,4.168521576137992,3.436069858584481,2.6951521429876744,2.498200636792809
2024-05-21,39.4590039100564,31.8122634607235,15.912020688644981,0.0,4.167624422161952,3.4353303437038996,2.694330267755925,2.519426906953338
2024-05-24,39.45895619993486,31.812224996322332,15.912122359932027,0.0,4.167619383061924,3.4353261900250938,2.6943270100248164,2.5194238606989465
2024-05-28,39.45399497715314,31.80822520639911,15.910121709343153,0.0,4.167095383184074,3.4348942622652654,2.6983404836049623,2.5273279780502977
2024-06-13,39.45411422268184,31.808019103969105,15.910169796003984,0.0,4.16710797778932,3.434904643870032,2.6983486390538025,2.5273356166319196
2024-06-18,39.45583143822249,31.809403528022173,15.910862276151272,0.0,4.167289348546718,3.4350541459372135,2.694113645792907,2.5274456173272295
2024-07-11,39.455736033437546,31.809326612413198,15.910823803450574,0.0,4.167521073460799,3.4350458399254,2.694107131386199,2.5274395059262833
2024-07-31,36.62265589640722,29.521670921572035,14.766552908834068,7.181678021614707,3.8734125618191317,3.1880050188556748,2.5003529665795075,2.3456717043176596
2024-08-06,36.622080606876075,29.521207178356057,14.766320947413151,7.181565207727217,3.8746981648534224,3.1879549398576423,2.500538097745494,2.3456348571709427
2024-08-07,36.62158751594886,29.520809695766904,14.766122129138306,7.181468512930296,3.875992425404025,3.187912016254418,2.5005044297334993,2.3456032748236955
2024-08-08,36.62569701277895,29.524122377769384,14.767779111705103,7.171052867765992,3.8764273704641945,3.18826974827026,2.5007850242059027,2.345866487040215
2024-08-12,36.630581059351194,29.524983796873343,14.768209988087714,7.167222232903701,3.873847230061384,3.1883627717455933,2.5008579890841536,2.3459349318929164
2024-08-16,36.629512327780304,29.524122377769384,14.770696705529668,7.167013122470442,3.8737342069338263,3.18826974827026,2.5007850242059027,2.345866487040215
2024-08-20,36.62959453568708,29.524188638992804,14.770729855522138,7.166804776657289,3.8737429007864157,3.188276903729495,2.500790636737686,2.3458717518870893
2024-08-21,36.630827698570236,29.525182593035876,14.771227123265495,7.163679477234103,3.8738733132582075,3.1883842394723207,2.500874827737637,2.3459507274261235
2024-09-17,36.63017000136669,29.524652475884682,14.770961909635824,7.163550855189358,3.873803758847208,3.18832699284346,2.50262539975586,2.345908606476912
2024-09-24,36.62104688928331,29.517299064373066,14.794208464218563,7.161542322407254,3.872838949077565,3.1875329079535155,2.5002070683317656,2.3453243343549572
2024-09-30,36.623512147088135,29.519286111660815,14.79520438162073,7.155292617611283,3.8730996610794612,3.187747486482721,2.5003753774193656,2.345482217037492
2024-10-02,36.61882507852619,29.520405606154448,14.796665303048687,7.1559991519746315,3.8734821021827766,3.1880622539228853,2.5008466874303372,2.3457138167600355
2024-10-03,36.626304839364686,29.506233906446937,14.799687669753151,7.157460836288708,3.874048838070317,3.188713447486481,2.501357510349303,2.3461929522404144
2024-10-04,36.62918248415009,29.5085521435858,14.79972805146337,7.151288806692502,3.874353213204149,3.1889639773901814,2.501554036273162,2.3463772872407422
2024-10-08,36.63066259183445,29.509744521679437,14.80032607712842,7.151577775126902,3.8745097676116975,3.18909283667035,2.4976143305714,2.3464720993773422
2024-10-09,36.62488512536152,29.504909363043264,14.80261453069679,7.150405992259848,3.88621976070705,3.188570305214361,2.4963072917593156,2.346087630957851
2024-10-10,36.624474104543495,29.504578245773118,14.802448409145486,7.1503257472103385,3.8861761478132593,3.188534521654339,2.4974015217453,2.3460613021146632
2024-10-14,36.62030775226477,29.51352102145175,14.804914347498757,7.139021978186304,3.887354039638998,3.1895009597688992,2.498607512824141,2.3467723883663756
2024-10-15,36.620472190608226,29.51365354776855,14.804980826885187,7.139054034960811,3.8873714952557834,3.1895152817745416,2.4981696965290534,2.346782926217849
2024-10-16,36.6208010717255,29.513918603972712,14.805113787449162,7.139118149373511,3.887406406959651,3.1895439261716967,2.4972940521430553,2.3468040022047107
2024-10-17,36.619978880008134,29.51325597238866,14.804781390516967,7.1389578655009585,3.8873191288757116,3.189472316143474,2.499483133618762,2.346751312947337
2024-10-25,36.6208010717255,29.513918603972712,14.805113787449162,7.139118149373511,3.887406406959651,3.1895439261716967,2.4972940521430553,2.3468040022047107
2024-10-29,36.61874566165261,29.51226208079972,14.804282823103263,7.138717453186471,3.887188219097769,3.1893649071300074,2.497153886903642,2.3522849681265194
2024-10-31,36.62877824774892,29.520347674800067,14.808338812442415,7.140673276527008,3.888253207801668,3.190238710354152,2.4978380422703372,2.3255320280554357
2024-11-04,36.62779119224036,29.519552174016784,14.807939764123127,7.1404808529401596,3.888148428938408,3.1901527412652744,2.5004654857904383,2.325469360685449
2024-11-12,36.62722194539254,29.519817336180772,14.808072777839895,7.140544992983466,3.888183354598704,3.1901813971134168,2.5004879464577034,2.3254902494335012
2024-11-18,36.624014403393105,29.517232208265177,14.815533258598872,7.139919676709193,3.8878428561729703,3.1899020245518743,2.5002689721625924,2.3252866001462174
2024-11-19,36.625905962761664,29.518756716105926,14.816298452179971,7.140288439723714,3.8828788495166924,3.1900667768095836,2.5003981062096177,2.3254066966928346
2024-11-21,36.62582371698705,29.51869042988179,14.819184412984912,7.140272405757092,3.8828701302681083,3.1900596133140677,2.497697815961087,2.325401474845892
2024-11-22,36.625412493654565,29.518359003226568,14.823284549356073,7.140192237004131,3.879682781888103,3.190023796319066,2.4976697725885377,2.3253753659629566
2024-11-25,36.62475455552933,29.517828736057943,14.82481466204729,7.140063970743784,3.8796130873497416,3.1899664907999434,2.497624904502262,2.32533359296971
2024-11-27,36.64236254549682,29.532019947399956,14.810824127729239,7.143496681113858,3.8545193564498432,3.191500122865149,2.4988256812663594,2.326451537678773
2024-11-28,36.64491463965885,29.534076815201725,14.804890809479316,7.143994216614023,3.8547878188431945,3.1917224068082644,2.498999721311544,2.3266135720830823
2024-11-29,36.64672601893606,29.53553670166184,14.801802988274815,7.1443473483707125,3.8538549410234837,3.1918801754886705,2.4991232483098584,2.326728577934562
2024-12-02,36.64845522984983,29.536930364287596,14.797782829638251,7.144684461252234,3.8540367888649714,3.1920307874159697,2.49924117183715,2.3268383668539947
2024-12-03,36.6501022491112,29.538257784309163,14.79395375439045,7.145005550718361,3.8542099932411302,3.1921742405617244,2.4993534903052272,2.326942937362745
2024-12-05,36.651584693023594,29.53945256434381,14.790507292394317,7.145294555914326,3.8543658904908225,3.1923033594176022,2.499454585558426,2.327037058857101
2024-12-13,36.65010113240299,29.54024913806517,14.790681419354822,7.145487239034037,3.854469828997272,3.1923894444579797,2.4995219869375225,2.3270998107502066
2024-12-17,36.652901593631796,29.542506330265045,14.784170512545694,7.1460332309782775,3.854764351876615,3.1926333772873643,2.499712977254021,2.3272776261611936
2024-12-18,36.64925087051826,29.54431369362687,14.78485023327924,7.146470413880081,3.8550001802041156,3.192828697499175,2.499865905702259,2.3274200052900085
2024-12-19,36.65180450711648,29.546372274332484,14.77891263510196,7.146968363714349,3.8552687878649134,3.1930511665543433,2.5000400906832843,2.327582174632185
2024-12-20,36.65394654125614,29.54809904710577,14.773932075999637,7.1473860525685815,3.855494100573857,3.1932377774102183,2.5001862000303343,2.3277182050554615
2024-12-23,36.65683044415739,29.550423867666975,14.767226557829268,7.147948403128845,3.8557974477348482,3.1934890187787377,2.50038291266066,2.327901348043278
2024-12-27,36.662929333152945,29.553092056239105,14.755294053031436,7.149137664265949,3.8564389674826858,3.1940203449953812,2.500798921291137,2.3282886595413617
2024-12-30,36.66762850986484,29.55687994783645,14.744368031999173,7.1500539866066095,3.8569332566329653,3.1944297303417115,2.501119454763661,2.3285870819545864
2025-01-02,36.66968993233603,29.5585416101522,14.739575033851308,7.150455956479145,3.857150090096383,3.194609318427889,2.5012600655437063,2.3287179931133375
2025-01-06,36.668535507197426,29.557611056238102,14.73888613711274,7.1502308477824545,3.857028660353301,3.194508746611983,2.504554363652935,2.3286446810510606
2025-01-08,36.66870042062415,29.557743988924333,14.7385026829535,7.15026300529992,3.8570460069913532,3.1945231136265586,2.5045656276599866,2.3286551539202023
2025-01-20,36.667845928694874,29.558142794157348,14.738701540890661,7.150359479587844,3.857098047841702,3.1945662154456684,2.5045994202890562,2.3286865730928437
2025-01-21,36.66792838515552,29.558209262742462,14.738509810377924,7.150375558888935,3.8571067214532913,3.1945733991952654,2.504605052482557,2.328691809704046
2025-01-23,36.66801084198701,29.55827573162652,14.738318079002877,7.150391638262341,3.85711539510389,3.1945805829771716,2.504610684701389,2.3286970463388004
2025-01-24,36.66809329918935,29.558342200809516,14.738126346765517,7.150407717708066,3.8571240687934973,3.1945877667913867,2.504616316945551,2.328702282997107
2025-02-03,36.66817575676255,29.558408670291463,14.737934613665843,7.150423797226106,3.857132742522116,3.1945949506379114,2.504621949215045,2.328707519678965
2025-02-06,36.6682582147066,29.55847514007236,14.737742879703845,7.150439876816465,3.8571414162897444,3.1946021345167455,2.50462758150987,2.3287127563843746
2025-02-11,36.668423131707264,29.558383203472882,14.737584286250968,7.150472036214141,3.857158763942033,3.1946165023713426,2.504638846175514,2.328723229865852
2025-02-13,36.66848497596497,29.55843305607389,14.737440484299333,7.150484096062848,3.857165269351871,3.1946218903501364,2.504643070451254,2.328727157445694
2025-02-24,36.61142970044764,29.512440849333405,14.870106964184457,7.139358115798034,3.8511636135075396,3.1896511359748976,2.50074590642741,2.325103714326627
2025-02-26,36.6115119033723,29.512507113037707,14.869915823706156,7.139374145658713,3.8511722604496286,3.189658297636002,2.500751521303121,2.3251089348363707
2025-03-03,36.6149647595707,29.515290457341663,14.861887148474336,7.1400474648140815,3.851535467083806,3.189959116445474,2.500987368853306,2.325328217416636
2025-03-10,36.614925087413994,29.516145447054665,14.860521217236391,7.140254295478396,3.8516470371599456,3.190051522184574,2.501059816674065,2.325395576797975
2025-03-19,36.61517175179917,29.51634428897096,14.859947656669553,7.140302397350284,3.851672984615691,3.190073012658622,2.501076665606037,2.325411242329691
2025-03-20,36.61525397399942,29.516410570205075,14.859756468096641,7.140318431451603,3.8516816338452955,3.190080176214317,2.501082281967142,2.3254164642205004
2025-03-21,36.62298450997448,29.522642335630746,14.841780907527943,7.141825958575321,3.8524948349077826,3.19075369413073,2.501610332559691,2.32590742669331
2025-03-26,36.62306676726683,29.52270864515342,14.841589637356556,7.141841999519927,3.8525034878288413,3.1907608607438,2.501615951317835,2.3259126508128007
2025-03-27,36.62323128296006,29.52284126509237,14.841207094436145,7.141874081625311,3.85252079378757,3.1907751940665197,2.501627188909844,2.3259230991221838
2025-03-31,36.62331354136094,29.522907575508654,14.841015821687112,7.141890122786091,3.8525294468252396,3.19078236077617,2.5016328077437087,2.3259283233120773
2025-04-02,37.02656432460586,29.84797744091135,13.903350063195244,7.2205278130270365,3.8949487520896815,3.2259153228631177,2.5291777044656976,2.3515385788420105
2025-04-03,37.02395802749549,29.845876443998094,13.909410399984134,7.220019560611029,3.8946745869365613,3.225688250923346,2.5289996758350917,2.351373054216252
2025-04-07,37.02025939699526,29.842894891651913,13.918010703610262,7.219298292924325,3.8942855155626948,3.225366010147785,2.528747033064452,2.3511381560433096
2025-04-09,37.00950394517863,29.834224670986142,13.943020001309353,7.217200878800162,3.893154113435722,3.2244289484070467,2.52801235920442,2.3504550826785238
2025-04-10,37.00967195105142,29.83436010444027,13.942629342789429,7.2172336415233405,3.8931717865381694,3.224443585809389,2.5280238352005173,2.3504657526474646
2025-04-11,37.00975595455982,29.834427821628438,13.942434012199408,7.217250022996477,3.8931806231495636,3.224450904560395,2.5280295732376374,2.3504710876682626
2025-04-14,37.009839958449554,29.834495539124013,13.942238680722674,7.217266404543976,3.893189459801072,3.2244582233446257,2.5280353113008065,2.3504764227132795
2025-04-15,37.009923962720634,29.834563256926995,13.942043348359217,7.217282786165841,3.8931982964926957,3.2244655421620796,2.528041049390023,2.350481757782515
2025-04-16,37.010007967373056,29.834630975037385,13.941848015109038,7.217299167862072,3.8932071332244336,3.224472861012759,2.5280467875052883,2.3504870928759694
2025-04-17,36.98977022914886,29.84449062568531,13.946228417420164,7.21968431713629,3.8944937475038492,3.225413594637698,2.5286551943537217,2.351263874114108
2025-04-24,36.98985421599375,29.84455838886928,13.946033028675615,7.219700709736275,3.8945025901173684,3.2254209180763036,2.528660935772775,2.3512692127586328
2025-04-25,36.9861591555787,29.84157709984706,13.954629294155804,7.218979505750303,3.8941135531054076,3.2250987182350523,2.5284083379963063,2.3510343353313665
2025-04-28,36.9821290224346,29.83832546378406,13.964005079809,7.218192902079175,3.893689237727559,3.2247473009066767,2.5281328343355476,2.3507781589233794
