date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,ABN AMRO CLEARING HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,FUTU SECURITIES INTERNATIONAL,IFAST SECURITIES (HK) LTD
2024-03-01,40.17188592969137,11.206615453399571,12.256776942080554,8.545717708524476,7.703695126997158,1.4444587696212299,5.631796100495966,7.929163139621645,2.891695542046389,2.21819528752164
2024-03-04,40.10221692355918,11.284412846231943,12.265885008901375,8.547416872730247,7.691395367621452,1.4971916942259573,5.632266618698235,7.810554690237565,2.8982974713463534,2.2703625064476913
2024-03-05,40.0017697407372,11.282173925476055,12.259380188069363,8.542778646347742,7.733653107740551,1.8011620536719892,5.630086615815758,7.579195353961832,2.8916129659761287,2.278187402203381
2024-03-06,39.918946549533494,11.262712425133218,12.283131153619637,8.524072798676912,7.711895498403335,1.9556116973367184,5.624841282571148,7.546295254726133,2.900952850930663,2.271540489068739
2024-03-07,40.08471081099245,11.240491760967448,12.280938374283348,8.511896306694563,7.701966055323929,1.898352500722014,5.649246661089195,7.4639906969901455,2.887693561855859,2.280713271081053
2024-03-08,40.35995358662511,11.337445494556638,12.286420510936933,8.593334329034946,7.767102102306913,1.324808969986273,5.702894774616348,7.4112908213709305,2.9131562700572373,2.3035931405086667
2024-03-11,40.29444108079049,11.383095076518606,12.288350633377231,8.586339728999938,7.759353930570442,1.0999878868549369,5.803038882991996,7.53286947895035,2.936271126604478,2.3162521743415274
2024-03-12,39.82455116163269,11.380618029112364,12.280679785210799,8.596159430730319,7.74823808974958,1.598340831838036,5.802650535453906,7.507455883014244,2.943152189053881,2.318154064204182
2024-03-13,39.70038305484872,11.368445561920916,12.33610257227513,8.58618146063713,7.609581113514974,1.9228307694825573,5.804444326929327,7.427178781419247,2.9133160851342335,2.331536273837765
2024-03-14,39.47720597264671,11.340965960844198,12.165872490746287,8.515511901592776,7.60090829840913,2.403878215418756,5.798588941635846,7.511439356364723,2.8533615661129517,2.332267296228626
2024-03-15,39.48655161593438,11.355813655287687,12.281714729563847,8.479316880700186,7.603555666321148,2.392461902603249,5.797460966508461,7.436244806369456,2.834449837743827,2.3324299389677625
2024-03-18,39.5768789004948,11.352779772599028,12.29446505675389,8.509628160038952,7.599100521415854,2.278379529289575,5.772936706103779,7.407997529415603,2.8775868481331424,2.3302469757553754
