date,BOCI SECURITIES LTD,EAST ASIA SECURITIES CO LTD,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD,CELESTIAL SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-04-02,0.0,0.0,0.0,100.0,0.0,0.0
2024-04-10,0.0,0.0,0.0,100.0,0.0,0.0
2024-06-21,58.917197452229296,0.0,0.0,41.082802547770704,0.0,0.0
2024-07-16,53.779069767441854,0.0,8.720930232558139,37.5,0.0,0.0
2024-08-13,53.32681017612525,0.0,8.806262230919765,37.866927592954994,0.0,0.0
2024-09-02,55.4989816700611,0.0,9.164969450101832,35.336048879837065,0.0,0.0
2024-09-03,56.06995884773662,0.0,8.23045267489712,35.699588477366255,0.0,0.0
2024-10-03,57.24789915966386,0.0,8.403361344537815,34.34873949579832,0.0,0.0
2024-10-07,57.202944269190326,0.0,8.412197686645637,34.38485804416404,0.0,0.0
2024-10-08,56.748140276301804,0.0,8.501594048884167,34.75026567481403,0.0,0.0
2024-10-17,48.843416370106766,14.679715302491104,7.11743772241993,26.423487544483987,2.9359430604982206,0.0
2024-10-18,51.64628410159925,15.428033866415806,7.525870178739416,25.117591721542805,0.28222013170272814,0.0
2024-10-21,44.80465502909393,13.632585203657523,19.11886949293433,22.194513715710723,0.24937655860349126,0.0
2024-10-23,44.29530201342282,13.758389261744966,19.29530201342282,22.399328859060404,0.25167785234899326,0.0
2024-10-25,49.706457925636,16.046966731898237,7.8277886497064575,26.125244618395303,0.29354207436399216,0.0
2024-10-31,51.10663983903421,13.682092555331993,8.048289738430583,26.86116700201207,0.30181086519114686,0.0
2024-11-01,51.20967741935484,13.709677419354838,8.064516129032258,26.713709677419356,0.3024193548387097,0.0
2024-11-05,76.91532258064517,13.709677419354838,8.064516129032258,1.0080645161290323,0.3024193548387097,0.0
2024-11-06,78.25641025641026,11.487179487179487,8.205128205128204,1.0256410256410255,0.3076923076923077,0.717948717948718
2024-11-07,78.39248434237996,11.691022964509393,8.350730688935283,1.0438413361169103,0.31315240083507306,0.20876826722338201
2024-11-08,75.2983293556086,13.365155131264917,9.54653937947494,1.1933174224343674,0.35799522673031026,0.23866348448687352
2024-11-11,72.61904761904762,14.814814814814813,10.582010582010582,1.3227513227513228,0.3968253968253968,0.26455026455026454
2024-11-12,73.59249329758714,13.672922252010725,10.723860589812332,1.3404825737265416,0.40214477211796246,0.2680965147453083
2024-11-14,71.57287157287158,14.71861471861472,11.544011544011545,1.443001443001443,0.4329004329004329,0.2886002886002886
2024-11-21,71.15666178623718,14.93411420204978,11.71303074670571,1.4641288433382138,0.43923865300146414,0.29282576866764276
2024-11-26,71.11436950146629,14.95601173020528,11.730205278592376,1.466275659824047,0.43988269794721413,0.2932551319648094
2025-01-09,71.11436950146629,14.95601173020528,11.730205278592376,1.466275659824047,0.43988269794721413,0.2932551319648094
