date,SINOMAX SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,SHANGHAI COMMERCIAL BANK LTD,CMB INTERNATIONAL SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-06-21,39.10682304003698,20.815760586977873,12.733260153677278,7.45277023513779,0.0,6.014212259518169,5.216939164596453,4.2983419030562136,4.361892656999249
2024-06-24,39.104563835932986,20.820335066435586,12.732524552281918,7.452339688041594,0.0,6.013864818024263,5.216637781629116,4.298093587521664,4.361640670132871
2024-06-25,39.08649959579628,20.85691188358933,12.622704700311814,7.448897101281904,0.0,6.01108673056935,5.2142279708973325,4.400046194710706,4.3596258228432845
2024-06-26,39.07747373282531,21.019512758341993,12.475464726936842,7.447177000346381,0.0,6.00969864911673,5.213023900242466,4.399030135088327,4.358619097101951
2024-06-27,39.07747373282531,21.019512758341993,12.313820574991341,7.447177000346381,0.0,6.00969864911673,5.213023900242466,4.56067428703383,4.358619097101951
2024-06-28,39.043663840341466,21.087846801638115,12.303166637826614,7.440733690949991,0.0,6.004499048278249,5.2085135836649945,4.556728384380227,4.354848012920344
2024-07-02,38.94482480869915,21.28761291064956,12.272021172544733,7.4218974742534956,0.0,5.989298659455727,5.195328231977447,4.54519302686842,4.343823715551464
2024-07-03,38.95154793416964,21.279779030958686,12.274139716883417,7.423178731729774,0.0,5.990332604442399,5.196225112210842,4.545977672919784,4.338819196685464
2024-07-10,38.926907815285524,21.329576168842372,12.266375294726553,7.418482948990741,0.0,5.98654321697625,5.192938064293519,4.5431019610098335,4.336074529875209
2024-07-11,38.93362475555045,21.316001380421028,12.268491890026457,7.419763027723455,0.0,5.987576210744277,5.193834119406419,4.543885885194984,4.336822730932934
2024-07-12,38.938104003681545,21.30694891854579,12.269903359410952,7.420616658996779,0.0,5.988265071329959,5.194431661297745,4.544408651633686,4.337321675103543
2024-07-23,38.938104003681545,21.312701334560515,12.269903359410952,7.420616658996779,0.0,5.988265071329959,5.194431661297745,4.544408651633686,4.331569259088817
2024-07-24,38.938104003681545,21.324206166589967,12.2583985273815,7.420616658996779,0.0,5.988265071329959,5.194431661297745,4.544408651633686,4.331569259088817
2024-07-25,38.931385517915686,21.337781100822454,12.256283430148962,7.419336285730719,0.0,5.987231839880371,5.193535400011503,4.543624547075401,4.330821878414907
2024-07-29,38.92914653784219,21.342305037957214,12.255578559926386,7.4189095928226365,0.0,5.986887508626639,5.193236714975845,4.543363239015412,4.330572808833678
2024-08-01,38.91124396412968,21.43596229018165,12.19245803633019,7.415497815589791,0.0,5.984134283743389,5.1908484709128535,4.541273856058864,4.328581283053576
2024-08-06,38.88888888888889,21.481098471791334,12.185453291968287,7.411237504308859,0.0,5.980696311616684,5.187866253016201,4.5386648282201545,4.32609445018959
2024-08-08,38.8219775177793,21.61619637531544,12.164487267721954,7.398485891259463,0.0,5.970406056434962,5.178940123881624,4.530855700848819,4.318651066758431
2024-08-13,38.81975110397431,21.62069163273499,12.16378964271377,7.398061593163961,0.0,5.97006365773929,5.178643115214773,4.53059585937948,4.318403395079429
2024-08-15,38.80639798199851,21.64765235337958,12.159605572435934,7.39551682623402,0.0,5.968010090007453,5.176861778363814,4.529037436220833,4.316917961359858
2024-08-20,38.79527739569005,21.670105456212745,12.156121045392023,7.393397524071527,0.0,5.966299862448418,5.175378266850069,4.5277395690050435,4.315680880330124
2024-08-22,38.60059306569343,22.06318430656934,12.095118613138686,7.356295620437956,0.0,5.936359489051095,5.149406934306569,4.505018248175182,4.294023722627737
2024-08-23,38.593990535378296,22.076515194708936,12.093049774787616,7.35503734534466,0.0,5.935344090313017,5.148526141741263,4.50424767660642,4.2932892411197905
2024-08-26,38.593990535378296,22.162038884771082,12.007526084725468,7.35503734534466,0.0,5.935344090313017,5.148526141741263,4.50424767660642,4.2932892411197905
2024-08-27,38.58959010318682,22.17091385895901,12.006157003591586,7.354198734393706,0.0,5.934667350778177,5.147939114075594,4.503734108659711,4.292799726355396
2024-08-28,38.58299133606931,22.18422252621979,12.004103967168263,7.352941176470589,0.0,5.933652530779754,5.147058823529411,4.50296397628819,4.292065663474692
2024-08-29,38.56980056980057,22.21082621082621,12.0,7.350427350427351,0.0,5.931623931623932,5.145299145299146,4.501424501424502,4.290598290598291
2024-09-09,38.578593411603784,22.238686880200614,11.957141228770091,7.352103043428701,0.0,5.9329761769064175,5.146472130400091,4.502450701014476,4.291576427675824
2024-09-11,38.60059306569343,22.228558394160583,11.929744525547445,7.356295620437956,0.0,5.936359489051095,5.149406934306569,4.505018248175182,4.294023722627737
2024-09-13,38.60059306569343,22.23426094890511,11.929744525547445,7.350593065693431,0.0,5.936359489051095,5.149406934306569,4.505018248175182,4.294023722627737
2024-09-16,38.5961911278367,22.24312920515452,11.928384080282814,7.349754818109249,0.0,5.935682517960998,5.148819705781731,4.504504504504505,4.293534040369484
2024-09-23,38.5961911278367,22.248831109590604,11.922682175846733,7.349754818109249,0.0,5.935682517960998,5.148819705781731,4.504504504504505,4.293534040369484
2024-09-24,38.60279441117764,22.167094382663244,11.993156544054747,7.351012261191901,0.0,5.936698032506415,5.149700598802395,4.505275163957799,4.2942686056458514
2024-09-26,38.58079224850385,22.108862923909946,11.986320889142206,7.346822456540325,0.0,5.933314334568253,5.146765460245084,4.502707324023938,4.3944143630664
2024-09-27,38.56980056980057,22.188034188034187,11.925925925925926,7.344729344729345,0.0,5.931623931623932,5.145299145299146,4.501424501424502,4.3931623931623935
2024-10-02,38.56101173521704,22.211461775093998,11.923208385553151,7.337359006494245,0.0,5.930272302609092,5.1441266947704225,4.500398769511222,4.392161330750826
2024-10-03,38.6270257931979,22.403560830860535,11.886555580917598,7.3213878110020545,0.0,5.940424560602602,5.152933120292171,4.473864414517234,4.194247888609906
2024-10-04,38.2873399715505,23.174964438122334,11.613086770981509,7.288762446657183,0.0,5.923186344238976,5.1322901849217635,4.438122332859175,4.142247510668564
2024-10-07,36.115285530270505,21.844139115500212,10.965006440532417,6.875268355517389,5.721339630742809,5.58716187204809,4.7928295405753545,4.186346071275225,3.912623443537999
2024-10-08,36.115285530270505,21.935379991412624,10.970373550880206,6.875268355517389,5.721339630742809,5.58716187204809,4.7928295405753545,4.186346071275225,3.8160154572778016
2024-10-09,36.17547443685824,21.71926240524703,11.020912854147626,6.8867265200795655,5.730874684156766,5.596473307886673,4.800817160367722,4.177194774474491,3.8922638567818932
2024-10-10,36.14632574129781,21.809196390201976,10.985174043833263,6.881177481736141,5.726256983240224,5.591963902019768,4.796948861194672,4.173828964331758,3.889127632144392
2024-10-14,36.123040584067,21.71999141077947,11.031780115954477,6.876744685419799,5.722568176937943,5.588361606184239,4.79385870732231,4.257032424307495,3.886622289027271
2024-10-15,36.231962093474046,21.957785914279558,10.855050613827267,6.897480077536076,5.739823390049537,5.605212147318544,4.808313590351066,4.006030583674349,3.898341589489554
2024-10-16,36.23391309030208,21.991276721770504,10.817941952506596,6.897851488880513,5.740132464595337,5.605513973399386,4.808572505519358,4.006246297991492,3.8985515050347317
2024-10-17,36.255387931034484,22.01508620689655,10.662715517241379,6.901939655172414,5.754310344827586,5.608836206896552,4.811422413793103,4.008620689655172,3.9816810344827585
2024-10-18,36.25929518267055,22.006681754499407,10.663864640586269,6.902683478823149,5.754930488199159,5.609440672486259,4.8119409419118435,4.009052699644358,3.9821101411790063
2024-10-21,36.241719179188884,22.044487531642158,10.658695535089137,6.89933753433511,5.752140895136533,5.606721602843755,4.809608445090753,4.007109387623203,3.9801798890504654
2024-10-22,36.253434620979476,22.083939442917945,10.608264640913744,6.901567803458865,5.754000323258445,5.60853402295135,4.811163191638382,3.99762943806907,3.981466515812725
2024-10-23,36.24367122697404,22.077992028439084,10.578476785521921,6.899709145750296,5.752450716363244,5.607023591511365,4.80986749973069,3.9965528385220295,4.034256167187332
2024-10-28,36.241719179188884,22.082188829643993,10.577907039370926,6.89933753433511,5.752140895136533,5.606721602843755,4.809608445090753,3.9963375881941077,4.034038886195939
2024-10-29,36.19882726343536,22.06681370703104,10.56538813276669,6.8911721986120815,5.745333261606326,5.600086072408414,4.803916294582818,3.9916079401796765,4.136855129377589
2024-10-30,36.189093255889,22.087770248467248,10.562547058190814,6.889319135204905,5.743788318812521,5.598580187157148,4.8026245025276975,3.9905345810476502,4.135742712703022
2024-11-01,36.16964093743281,22.12964953773382,10.556869490432165,6.8856159965598795,5.740700924532359,5.595570844979574,4.800043001505053,3.988389593635777,4.1335196731885615
2024-11-04,36.09204033469213,22.29671744260888,10.534220124436816,6.870843166702424,5.7283844668526065,5.58356575842094,4.78974468998069,3.9798326539369233,4.12465136236859
2024-11-05,36.08429858429859,22.31338481338481,10.531960531960532,6.86936936936937,5.727155727155727,5.582368082368083,4.788717288717289,3.978978978978979,4.123766623766624
2024-11-06,36.03019918612122,22.429856500321268,10.516170486185478,6.859070464767616,5.718569286785178,5.57399871492825,4.781537802527308,3.973013493253373,4.117584065110302
2024-11-07,36.02441244177954,22.442314899084533,10.514481503292467,6.857968842015097,5.717650837839285,5.57310348519728,4.78076984849296,3.9723753948284166,4.116922747470421
2024-11-08,35.98588159794641,22.418311139633136,10.50323546713728,6.850633723728541,5.711535376223328,5.5671426279480185,4.775656452216697,4.075084229103161,4.1125193860634255
2024-11-12,35.97049232907467,22.451488747527666,10.49874378574865,6.847704067995937,5.7090928529427485,5.5647618538515,4.773614155129096,4.07334152990859,4.110760677821136
2024-11-15,35.89182846170258,22.621079581822062,10.475784083635588,6.832728824407937,5.696607638148069,5.552592276509494,4.763174738638789,4.064433539577554,4.101770855557926
2024-11-26,35.8765195137556,22.611431008743867,10.407336319044573,6.829814459373,5.694177863083813,5.55022392834293,4.761143100874387,4.169332480272979,4.100021326508851
2024-12-02,35.87078202462818,22.677114984807293,10.352364198518044,6.828722213337598,5.69326723172877,5.549336318567088,4.760381683458607,4.1686657071272455,4.099365637827177
2024-12-06,35.87692635844931,22.748360262358023,10.265024262784621,6.83090705487122,5.695088785794273,5.551111822108463,4.761904761904762,4.169999466751986,4.100677224977337
2024-12-11,35.875013330489494,22.75247947104618,10.264476911592194,6.830542817532259,5.694785112509331,5.550815825957129,4.761650847819132,4.169777114215634,4.100458568838648
2024-12-16,35.91522980835958,22.665883734586025,10.275983558426306,6.838199967970961,5.701169059947686,5.557038381465863,4.766988736454385,4.174451502695777,4.105055250093418
2024-12-17,35.90947907771136,22.704953031596926,10.274338172502134,6.810418445772844,5.700256191289496,5.556148590947908,4.766225448334756,4.173783091374894,4.104397950469684
2024-12-23,35.8790856654561,22.708822901089512,10.280922879726555,6.814783165990174,5.703909421063876,5.559709463789789,4.769280068361461,4.176458021790216,4.107028412732322
2024-12-27,35.82950539472279,22.716590107894454,10.282021151586369,6.815511163337249,5.7045187479970085,5.560303386390343,4.769789552398248,4.214293344728127,4.1074671509454115
2025-01-02,35.81993912532707,22.73722432850964,10.279275911785122,6.813691461526139,5.702995674694292,5.558818817749773,4.768516046350189,4.213168152934266,4.106370481123511
2025-01-08,35.762648611185156,22.860798635176202,10.262835208188942,6.802793623713814,5.6938742869328784,5.549928026869969,4.76088926800661,4.206429599616143,4.099802740310285
2025-01-09,35.764555342290464,22.85668586052463,10.26338238430369,6.8031563233098735,5.694177863083813,5.55022392834293,4.761143100874387,4.2066538707613566,4.100021326508851
2025-01-10,35.77409204842408,22.836115407178283,10.266119140312517,6.804970401578582,5.695696229534425,5.551703909124846,4.7624126713241965,4.207775585302117,4.101114607220948
2025-01-13,35.75692963752665,22.87313432835821,10.261194029850747,6.801705756929638,5.692963752665245,5.549040511727079,4.7601279317697225,4.205756929637527,4.099147121535181
2025-01-14,35.764555342290464,22.85668586052463,10.26338238430369,6.8031563233098735,5.694177863083813,5.55022392834293,4.761143100874387,4.2066538707613566,4.100021326508851
2025-01-21,35.75692963752665,22.85181236673774,10.261194029850747,6.801705756929638,5.692963752665245,5.549040511727079,4.7601279317697225,4.227078891257996,4.099147121535181
2025-01-24,35.72836218375499,22.913448735019973,10.252996005326231,6.796271637816245,5.688415446071904,5.5446071904127825,4.756324900133156,4.2237017310253,4.0958721704394145
2025-01-27,35.78363384188627,23.028912834738076,10.034140616664889,6.806785447562147,5.69721540595327,5.553184679398272,4.763682919022725,4.230235783633842,4.10220847114051
2025-02-04,35.78172507601216,23.033018616311942,10.033605376860297,6.80642236091108,5.6969115058409345,5.552888462153945,4.763428815277111,4.230010134954926,4.101989651677602
2025-02-05,35.77981651376147,23.037123959889055,10.033070194154044,6.806059312993386,5.696607638148069,5.552592276509494,4.763174738638789,4.229784510347771,4.101770855557926
2025-02-06,35.75692963752665,23.086353944562898,10.026652452025587,6.801705756929638,5.692963752665245,5.549040511727079,4.7601279317697225,4.227078891257996,4.099147121535181
2025-02-07,35.768369414524905,23.09374000213288,10.029860296470087,6.803881838541111,5.694785112509331,5.550815825957129,4.761650847819132,4.228431267996161,4.068465394049269
2025-02-10,35.75692963752665,23.118336886993603,10.026652452025587,6.801705756929638,5.692963752665245,5.549040511727079,4.7601279317697225,4.227078891257996,4.067164179104477
2025-02-11,35.7493071839693,23.13472607120017,10.024515028778511,6.80025580899595,5.691750159880622,5.547857599658921,4.759113195480707,4.226177787252185,4.066297164783628
2025-02-14,35.720751903722245,23.19612332925076,10.016507801267373,6.794824005538101,5.687203791469194,5.543426167527557,4.755311784440066,4.222802066137707,4.063049150646999
2025-02-17,35.71694797934082,23.22560034076993,9.99414301687876,6.794100420637879,5.686598157712582,5.542835844736702,4.754805388424471,4.222352377402694,4.062616474096161
2025-02-19,35.61643835616438,23.441648083253693,9.966018901985771,6.774981416587024,5.670595731124562,5.527237973877031,4.7414250822979715,4.210470425825634,4.051184028883934
2025-02-21,35.62022090059473,23.444137638062873,9.956457094307563,6.775700934579438,5.6711979609175875,5.527824978759558,4.741928632115548,4.210917587085811,4.05161427357689
2025-02-24,35.62968077760663,23.42380623572529,9.959101290699527,6.777500398364052,5.672704095182451,5.5292930365963775,4.743187974717161,4.212035905879853,4.052690285228661
2025-02-25,35.62968077760663,23.42911775641366,9.959101290699527,6.777500398364052,5.672704095182451,5.5292930365963775,4.743187974717161,4.212035905879853,4.047378764540288
2025-03-03,35.608875676823445,23.47382949357681,9.953285911455568,6.773542838942563,5.669391655165092,5.526064338040132,4.740418303429239,4.209576388151608,4.045015394415543
2025-03-06,35.61643835616438,23.45757672294786,9.955399808856322,6.774981416587024,5.670595731124562,5.527237973877031,4.7414250822979715,4.210470425825634,4.04587448231921
2025-03-07,35.56356696002545,23.57120135722617,9.940621355105502,6.764924186194465,5.662177923868095,5.519032976354575,4.73438659739158,4.204220125119288,4.039868518714877
2025-03-10,35.56922424306697,23.574950951800204,9.926295137600084,6.766000318150485,5.66307863619492,5.51991091786415,4.735139721088075,4.2048889124555915,4.040511161779522
2025-03-11,35.5560267147249,23.608608078023956,9.922612106434856,6.763489875967349,5.660977419696809,5.517862822007845,4.733382805046114,4.2033287395314325,4.033711438566733
2025-03-17,35.567338282078474,23.584305408271476,9.92576882290562,6.765641569459173,5.662778366914104,5.519618239660658,4.734888653234359,4.2046659597030756,4.034994697773064
2025-03-19,35.56356696002545,23.592408016117062,9.924716360937333,6.764924186194465,5.662177923868095,5.519032976354575,4.73438659739158,4.204220125119288,4.034566853992153
2025-03-20,35.52589768033047,23.67333968859231,9.914204003813156,6.757758712000847,5.656180489354941,5.513187162376867,4.729371888571126,4.199766973837518,4.030293401122762
2025-03-24,35.52589768033047,23.710412032623662,9.919500052960492,6.757758712000847,5.656180489354941,5.513187162376867,4.729371888571126,4.199766973837518,3.9879250079440736
2025-03-26,35.52589768033047,23.72630018006567,9.903611905518483,6.757758712000847,5.656180489354941,5.513187162376867,4.729371888571126,4.199766973837518,3.9879250079440736
2025-03-27,36.15146588346357,23.49609272565165,9.80752084753763,6.692190695966854,5.601300676561598,5.459694760581109,4.6834845544658315,4.159018198982535,3.949231656789217
2025-03-28,36.87020526643168,23.247978436657682,9.693137051627618,6.614140576404727,5.535973460501762,5.396019075264358,4.628861704333402,4.110512129380054,3.903172299398715
2025-03-31,36.87674924847102,23.245568570540065,9.692132269099202,6.61345496009122,5.53539960609516,5.395459728412979,4.628381880377319,4.110086037109982,3.9027676998030474
2025-04-03,36.86146513314682,23.251476530929438,9.688115221220599,6.610713915656409,5.5331053776810695,5.3932235001554245,4.62646357890374,4.1083825510309815,3.9270541912755155
2025-04-07,36.947603468868465,23.305810873967907,9.710754530819962,6.392480656384691,5.54603520797632,5.405826452718492,4.637274757231136,4.1179830710910315,3.9362309809419953
2025-04-08,36.90161298687828,23.40127586743426,9.698667081582906,6.3845236242933465,5.539131787770344,5.399097557180644,4.631502515429697,4.112857216949328,3.931331362481199
2025-04-09,36.92267773741567,23.461338868707838,9.704203425012974,6.388168137000519,5.542293720809548,5.402179553710431,4.634146341463414,4.115204981837053,3.829787234042553
2025-04-10,36.911184893131356,23.588918862834614,9.701182818012036,6.386179705333056,5.540568582693505,5.400498028636647,4.632703880473127,4.113924050632911,3.7248391782527492
2025-04-11,36.86910560679863,23.681210488133488,9.690123328842368,6.378899367810136,5.534252254119599,5.394341382526687,4.62224064669914,4.109234117525133,3.720592807544823
2025-04-16,36.85764608371322,23.710111893908,9.687111479486116,6.371736427683381,5.532532117695815,5.392664732697886,4.620803978450063,4.107956900124327,3.7194363862411937
2025-04-17,36.85382782554647,23.723194861701025,9.686107945716357,6.3658966124520875,5.5319589764839945,5.392106081011085,4.620325287475397,4.1075313374080595,3.719051072205532
2025-04-24,36.82521608612391,23.79276434967134,9.678588064799959,6.360954401946069,5.527664199575591,5.387919879923399,4.616738264065007,4.104342425340303,3.7058123285544227
2025-04-25,36.773826752119085,23.795741161877196,9.665081662187307,6.3520777341327275,5.519950382468472,5.3804010750465165,4.61029563779202,4.098614843911515,3.8040107504651646
2025-04-29,36.773826752119085,23.800909654744675,9.665081662187307,6.346909241265247,5.519950382468472,5.3804010750465165,4.61029563779202,4.098614843911515,3.8040107504651646
2025-05-02,36.790940586379854,23.81715704017788,9.617870624127411,6.349862971198098,5.522519261595739,5.382905010600341,4.612441181033145,4.100522260716686,3.805781064170846
