date,FORTUNE ORIGIN SECURITIES LTD,KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HEAD & SHOULDERS SECURITIES LTD,CMB WING LUNG BANK LTD,HANG SENG SECURITIES LTD,UPBEST SECURITIES CO LTD,MASON SECURITIES LTD,SANFULL SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,6.224626434556341,0.0,0.0,0.0,0.0,0.0,0.0,6.224626434556341
2024-03-08,0.0,51.85387057140958,6.228466084306563,0.0,0.0,0.0,0.0,0.0,0.0,58.08233665571614
2024-03-12,0.0,51.937382953476884,6.228466084306563,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,59.55151655830077
2024-03-13,0.0,51.94698207785245,6.229425996744118,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,59.562075595113875
2024-04-03,0.0,52.04201340917043,6.222350162196085,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,59.650031091883825
2024-04-15,0.0,52.04201340917043,6.225229899508751,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,59.65291082919649
2024-04-19,0.0,52.05161253354598,6.225229899508751,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,59.66250995357204
2024-04-22,0.0,52.08040990667264,6.216590687570752,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,59.68266811476071
2024-05-07,0.0,52.09960815542375,6.220430337320973,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,59.70570601326204
2024-05-13,0.0,52.10056806786131,6.220430337320973,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,59.70666592569959
2024-05-20,0.0,53.46172390431483,6.220430337320973,0.0,0.0,0.0,0.0,1.3856675205173123,0.0,61.067821762153116
2024-05-21,0.0,53.48284197794104,6.22139024975853,0.0,0.0,0.0,0.0,1.3841703770855385,0.0,61.08840260478511
2024-05-28,0.0,53.48284197794104,6.225229899508751,0.0,0.0,0.0,0.0,1.3841703770855385,0.0,61.092242254535336
2024-05-29,0.0,53.48284197794104,6.225229899508751,0.0,0.05880679569114249,1.9916234457025819,0.0,1.3995289760864247,0.0,63.158031094929946
2024-05-30,0.0,53.48284197794104,6.215630775133197,0.0,0.05880679569114249,1.9916234457025819,0.0,1.3995289760864247,0.0,63.148431970554384
2024-06-07,0.0,53.48284197794104,6.215630775133197,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3937695014610925,0.0,63.15131170786705
2024-06-12,0.0,53.48284197794104,6.218510512445863,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3947294138986477,0.0,63.15515135761728
2024-06-17,0.0,70.14884171877749,6.22139024975853,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3947294138986477,0.0,79.8240308357664
2024-06-18,0.0,70.14884171877749,6.225229899508751,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3947294138986477,0.0,79.8278704855166
2024-06-21,0.0,70.16324040534082,6.231949286571639,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3918496765859816,0.0,79.84610882183017
2024-06-24,0.0,70.16324040534082,6.234829023884305,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3918496765859816,0.0,79.84898855914282
2024-06-26,0.0,70.16324040534082,6.237708761196971,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3918496765859816,0.0,79.85186829645549
2024-06-27,0.0,70.16324040534082,6.231949286571639,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3918496765859816,0.0,79.84610882183017
2024-07-04,0.0,70.16324040534082,6.21390709236616,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3736113402724295,0.0,79.80982829131112
2024-07-05,0.0,70.16324040534082,6.206227792865717,0.008639211937998385,0.05880679569114249,1.9916234457025819,0.0,1.3736113402724295,0.0,79.80214899181068
2024-07-09,0.0,69.06894022652769,6.206227792865717,1.1259772892524562,0.05880679569114249,1.9916234457025819,0.0,1.3736113402724295,0.0,79.82518689031201
2024-07-11,0.0,67.62907157019463,6.209107530178383,2.5639261207104096,0.05880679569114249,1.9916234457025819,0.0,1.3736113402724295,0.0,79.82614680274958
2024-07-12,0.0,65.95882392884826,6.199508405802829,4.243772886432318,0.05880679569114249,1.9916234457025819,0.0,1.3736113402724295,0.0,79.82614680274958
2024-07-15,0.0,65.57485895382612,6.20334805555305,4.659414971893796,0.05880679569114249,1.9916234457025819,0.0,1.3380945800828805,0.0,79.82614680274958
2024-07-17,0.0,65.57485895382612,6.398210280376793,4.46743248438272,0.05880679569114249,1.9916234457025819,0.0,1.3332950178951035,0.0,79.82422697787446
2024-07-22,0.0,65.57485895382612,6.402196476759148,4.46743248438272,0.05880679569114249,1.9916234457025819,0.0,1.3227359810819945,0.0,79.81765413744371
2024-07-23,0.0,65.57485895382612,6.405076214071813,4.46743248438272,0.05880679569114249,1.9916234457025819,0.0,1.3227359810819945,0.0,79.82053387475638
