date,UPBEST SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHIEF SECURITIES LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,EMPEROR SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,FIRST SHANGHAI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-04,0.0,0.0,0.0,0.0,70.94140444120251,0.0,0.0,0.0,0.0,29.05859555879749
2024-03-12,0.0,39.68677431504648,0.0,0.0,42.78704936469811,0.0,0.0,0.0,0.0,17.52617632025541
2024-03-14,0.0,39.657368576273285,0.0,0.0,42.807910208770124,0.0,0.0,0.0,0.0,17.53472121495659
2024-03-15,0.0,39.601590567453286,0.0,0.0,42.88835076757004,0.0,0.0,0.0,0.0,17.510058664976675
2024-03-19,0.0,39.64860330949425,0.0,0.0,42.8549674551593,0.0,0.0,0.0,0.0,17.496429235346447
2024-03-22,0.0,39.64012031271957,0.0,0.0,42.86099115254887,0.0,0.0,0.0,0.0,17.498888534731563
2024-03-25,0.0,39.754704312321145,0.0,0.0,42.74451491368752,0.0,0.0,0.0,0.0,17.50078077399134
2024-04-02,0.0,39.748257056054555,0.0,0.0,42.75380037540593,0.0,0.0,0.0,0.0,17.49794256853951
2024-04-03,0.0,39.741742096586634,0.0,0.0,42.75842330020339,0.0,0.0,0.0,0.0,17.49983460320998
2024-04-05,0.0,39.79056997819795,0.0,0.0,42.723775713243015,0.0,0.0,0.0,0.0,17.485654308559027
2024-04-08,0.0,39.80097635334213,0.0,0.0,42.71639149390252,0.0,0.0,0.0,0.0,17.482632152755357
2024-04-17,0.0,39.96763718311742,0.0,0.0,42.59813128268769,0.0,0.0,0.0,0.0,17.43423153419489
2024-04-23,0.0,39.972163674506774,0.0,0.0,42.59491934723478,0.0,0.0,0.0,0.0,17.43291697825845
2024-04-24,0.0,39.56530406290135,0.0,0.0,42.88362127958513,0.0,0.0,0.0,0.0,17.551074657513528
2024-04-29,0.0,39.62116168329288,0.0,0.0,42.80298535181286,0.0,0.0,0.0,0.0,17.575852964894263
2024-05-02,0.0,39.610407587758765,0.0,0.0,42.81850993851503,0.0,0.0,0.0,0.0,17.57108247372621
2024-05-09,0.0,39.59965932845882,0.0,0.0,42.834026100043445,0.0,0.0,0.0,0.0,17.566314571497742
2024-05-13,0.0,39.61160218702006,0.0,0.0,42.816785417866356,0.0,0.0,0.0,0.0,17.571612395113586
2024-05-20,0.0,29.27030608155411,0.0,0.0,31.598606735957453,26.146849111958197,0.0,0.0,0.0,12.98423807053024
2024-05-30,0.0,29.269738628559416,0.0,0.0,31.5988602465133,26.147058883936676,0.0,0.0,0.0,12.984342240990603
2024-06-05,0.0,22.0423982383562,24.692193127926583,0.0,23.79640864822062,19.690776607042345,0.0,0.0,0.0,9.778223378454253
2024-06-12,0.0,17.55582372467884,17.910970448677478,16.828908937221325,18.39657252256397,14.272360606476658,0.0,8.304381039821592,0.0,6.730982720560132
2024-06-13,0.0,16.59793778144006,18.267231119521185,17.141754456316292,18.16633972012067,14.525110846042702,0.0,8.451443908756541,0.0,6.850182167802549
2024-06-14,0.0,16.562401903400545,18.296280955749022,17.16310675626688,18.116119100284134,14.541405028658252,0.0,8.46197128889229,0.0,6.858714966748877
2024-06-17,0.0,16.55581078552467,18.31274763805772,17.18827001174703,18.03729872946495,14.562724542367086,0.0,8.474377594372521,0.0,6.868770698466026
2024-06-18,0.0,16.557594484506417,18.31571706273307,17.19105710159877,18.02490925802442,14.565085898207903,0.0,8.47575172055142,0.0,6.869884474378002
2024-06-19,0.0,16.56244350554402,18.32108096371755,17.19609163711794,18.000902211593893,14.569351397523095,0.0,8.478233910729523,0.0,6.871896373773977
2024-06-20,0.0,16.538941808693192,18.31002651113448,17.16320204098521,18.03506881067608,14.560560638696751,0.0,8.473118370061375,0.0,6.919081819752912
2024-06-21,0.0,16.56558113134413,18.422653077045403,17.138122017411103,17.952512173583504,14.539283769543857,0.0,8.460736880409275,0.0,6.921110950662728
2024-06-24,0.0,16.60076529617099,18.32013984255103,17.128033553025613,17.99137347258098,14.530725127800581,0.0,8.455756413902717,0.0,6.973206293968087
2024-06-25,0.0,16.600839893040074,18.319772807554365,17.12811051921686,17.99145431825934,14.530790422778296,0.0,8.455794410521728,0.0,6.9732376286293345
2024-06-26,0.0,16.716935340726433,18.303664146043307,17.131959710904514,17.880885484518647,14.534055920023167,0.0,8.457694676959228,0.0,6.974804720824706
2024-06-27,0.0,16.73955145085959,18.27018270712027,17.10876725339866,17.903547282329487,14.517808272754587,0.0,8.44823980485933,0.0,7.011903228678072
2024-06-28,0.0,16.741430494562188,18.27223356683786,17.110687742215884,17.894331813029876,14.519437921929509,0.0,8.449188134439725,0.0,7.012690326984962
2024-07-02,38.18689897139881,10.342592475459771,11.288298539339534,10.57071379593669,11.04790204321904,8.969880408250054,0.0,5.219775553312748,0.0,4.373938213083354
2024-07-03,36.08204733243585,9.772511549553675,10.666090548598312,9.988058883971975,10.438944642928725,8.475463003664574,0.0,4.9320629234750095,5.472658235080894,4.172162880290989
2024-07-04,36.08564138735831,9.773484968354328,10.667152974876025,9.989053772977776,10.430023659346466,8.476307226256708,0.0,4.9325541956266346,5.473203354765693,4.172578460438065
2024-07-05,36.068623250512246,9.802936049604112,10.662122301674582,9.984342894147986,10.438204931514807,8.472309764918078,0.0,4.930227982787553,5.470622169560258,4.170610655280374
2024-07-08,36.07599580529054,9.784499449177298,10.664301677365634,9.986383729319348,10.440338537699608,8.474041535144144,0.0,4.931235738908991,5.471740384174003,4.171463142920432
2024-07-09,36.151786098212725,9.968133786069618,10.686705786521772,10.00736363385652,9.970935599175224,8.491844234025962,0.0,4.94159553058702,5.483235695592403,4.298399635958757
2024-07-10,36.150362100860896,9.978507584633814,10.686284843537146,10.006969449755225,9.963715353048812,8.491509745332415,0.0,4.941400884078263,5.483019714199706,4.298230324553725
2024-07-11,36.14238978833498,9.99836020656833,10.683928175510532,10.004762592527403,9.961518034734485,8.489637095500644,0.0,4.940311146939426,5.481810532763975,4.297282427120219
2024-07-12,36.14229490103201,9.998333957129937,10.683900126199578,10.004736326280348,9.961491882020583,8.489614807025204,0.0,4.940298176773276,5.481796140959229,4.297533682579838
2024-07-16,36.13517977298299,10.016052073267094,10.681796847543119,10.002766750738644,9.95953081976668,8.487943504840208,0.0,4.9393256083676365,5.480716970928982,4.296687651564645
2024-07-17,36.13676065463033,10.012115356396553,10.682264166557525,10.003204362796426,9.959966540291333,8.488314844742064,0.0,4.939541699424982,5.4809567473719945,4.296875627788794
2024-07-18,36.130501111272935,10.006969203209849,10.701147493770579,10.001471626095974,9.958241293167138,8.486844514423591,0.0,4.93868608107754,5.480007346103628,4.296131330878772
2024-07-31,55.0661203,15.2515175,16.3267074,15.2431387,15.1552518,12.934711300000002,0.0,7.527,8.352022100000001,6.547688999999999
2024-08-05,36.13258738476335,10.00361002906335,10.714363819285303,10.002049138294169,9.944380628565765,8.487334567929166,0.0,4.938971254256199,5.480323776645741,4.29637940119696
2024-08-08,36.13695037162063,10.004817958587394,10.715657571875724,10.003256879341649,9.933506470024117,8.488359408159369,0.0,4.9395676318817845,5.48098552224277,4.296898186266562
2024-08-09,36.016973963605125,10.23819950225823,10.680081074916883,9.970045586841927,9.965933528240772,8.460177647903933,0.0,4.923168030489625,5.462788387493401,4.2826322782501105
2024-08-12,36.01970684576647,10.238976352440375,10.680891454019823,9.970802090143941,9.95910195781449,8.46081958602453,0.0,4.923541588748613,5.463202890859243,4.2829572341825175
2024-08-15,36.019759198643655,10.238991234290296,10.68090697817167,9.970816582215726,9.958971087785566,8.460831883410805,0.0,4.923548744874819,5.463210831356681,4.282963459250785
2024-08-21,36.024472052214996,10.240330911941646,10.682304476425882,9.972121171685066,9.947190048874784,8.46193890529672,0.0,4.924192945857896,5.463925642150823,4.283523845552191
2024-08-22,36.02664037901377,10.240947281389408,10.671694463635962,9.972721397485623,9.953022720478307,8.462448232647066,0.0,4.924489334921179,5.464254517932242,4.283781672496442
2024-08-28,33.70051174261552,9.579721019809897,9.982656190025066,9.328813650844166,9.310386856427172,7.916054148688438,6.4566904155550064,4.606530304018295,5.11144452019138,4.0071911518250625
2024-08-29,33.70546240770892,9.58112829786014,9.98412265996822,9.330184070155804,9.297064391013182,7.917217031117368,6.457638914856839,4.6072070115102175,5.112195400479379,4.007779815329922
2024-08-30,33.7060400800508,9.581292507232337,9.98257989274434,9.330343978636414,9.297223731861093,7.917352722989746,6.457749591261446,4.607285973668683,5.112283017550267,4.00784850400488
2024-09-03,33.724205592508824,9.525213131357045,9.987959898196603,9.335372468467288,9.309583545296764,7.921619696184534,6.461229926844394,4.609769021530537,5.115038228207576,4.010008491406439
2024-09-05,33.720901315824584,9.52427985690004,9.986981284099258,9.334457794480333,9.31846933588277,7.920843540814718,6.460596859555672,4.609317359229531,5.114537059944026,4.009615593269065
2024-09-13,33.71966237899596,9.523929926126533,9.986614353251124,9.334114837943423,9.318126966776484,7.920552521761443,6.4603594913041755,4.609148008684073,5.114349147163594,4.013142367993186
2024-09-16,33.718836471686394,9.523696653229152,9.986369747664641,9.333886214252402,9.317898734681902,7.920358520939311,6.460201255493082,4.609035115233703,5.11422387964766,4.015493407171753
2024-09-23,33.71569839285688,9.522810320426082,9.985440355705485,9.33301754635662,9.317031554677651,7.919621404478676,6.459600030097559,4.608606170553725,5.1137479190462445,4.024426305801077
2024-09-25,33.71190044725761,9.521737611946854,9.984315533706729,9.33196621731384,9.315982026396224,7.918729289152735,6.458872380644136,4.6080870285409965,5.113171874730667,4.03523759031021
