date,LEGO SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD
2024-03-05,0.0,0.0,57.15839072127582,0.0,42.84160927872417,0.0,0.0
2024-03-08,0.0,0.0,57.14285714285714,0.0,42.857142857142854,0.0,0.0
2024-03-12,0.0,0.0,26.037549407114625,54.49604743083004,19.466403162055336,0.0,0.0
2024-03-13,0.0,0.0,26.169301712779973,54.36429512516469,19.466403162055336,0.0,0.0
2024-03-14,0.0,0.0,26.190868633591563,54.32668534695896,19.48244601944948,0.0,0.0
2024-03-15,0.0,0.0,26.240316466128235,54.32668534695896,19.432998186912805,0.0,0.0
2024-03-22,0.0,0.0,27.39409922531729,54.32668534695896,18.279215427723752,0.0,0.0
2024-03-25,0.0,0.0,27.427064447008405,54.32668534695896,18.246250206032634,0.0,0.0
2024-03-28,0.0,0.0,27.70726883138289,54.32668534695896,17.96604582165815,0.0,0.0
2024-04-02,0.0,0.0,29.021613595116317,54.00098993565419,16.9773964692295,0.0,0.0
2024-04-03,0.0,28.767274737423993,19.391929242675513,36.18573797678275,11.376451077943615,0.0,4.27860696517413
2024-04-09,0.0,28.767274737423993,19.502487562189057,36.07517965726921,11.376451077943615,0.0,4.27860696517413
2024-04-10,0.0,28.799114554510236,19.623685666851134,35.882678472606536,11.389042612064195,0.0,4.305478693967903
2024-04-11,0.0,28.79592740150509,19.632580787959274,35.87870739265161,11.387782204515272,0.0,4.305002213368747
2024-04-12,0.0,28.792740953856367,19.64147394046697,35.87473719154587,11.386522075910147,0.0,4.304525838220648
2024-05-02,0.0,28.792740953856367,19.663605178709748,35.86367157242448,11.386522075910147,0.0,4.293460219099258
2024-05-16,0.0,28.79592740150509,19.654714475431607,35.867640548915446,11.387782204515272,0.0,4.293935369632581
2024-05-27,0.0,28.79592740150509,19.621513944223107,35.900841080123946,11.387782204515272,0.0,4.293935369632581
2024-05-28,0.0,28.79592740150509,19.566179725542277,35.95617529880478,11.387782204515272,0.0,4.293935369632581
2024-05-30,0.0,28.79592740150509,19.588313413014607,35.93404161133245,11.387782204515272,0.0,4.293935369632581
2024-06-12,0.0,28.82783071127853,19.654331929980057,35.863062264569024,11.400398847773099,0.0,4.254376246399291
2024-06-13,0.0,28.82783071127853,19.698648349213382,35.8187458453357,11.400398847773099,0.0,4.254376246399291
2024-06-17,0.0,28.891849877859205,19.7423939595825,35.676215856095936,11.425716189207195,0.0,4.263824117255163
2024-06-18,0.0,28.891849877859205,20.05329780146569,35.676215856095936,11.425716189207195,0.0,3.9529202753719748
2024-06-19,0.0,27.104166666666668,18.8125,33.21875,10.71875,6.4375,3.7083333333333335
2024-06-20,0.0,27.104166666666668,18.854166666666668,33.177083333333336,10.71875,6.4375,3.7083333333333335
2024-06-21,0.0,27.098521141428865,18.87106852739013,33.170172880649865,10.716517392209957,6.436159133513851,3.707560924807332
2024-06-26,0.0,27.098521141428865,18.912726515309313,33.128514892730685,10.716517392209957,6.436159133513851,3.707560924807332
2024-06-28,0.0,27.090057261842794,18.938053097345133,33.118167621030715,10.713170223841749,6.434148880791255,3.7064029151483604
