date,LEGO SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD
2024-07-02,0.0,27.090057261842794,18.958875585632484,33.05570015616866,10.713170223841749,6.434148880791255,3.748047891723061
2024-07-04,0.0,27.00570835495589,19.356512714063314,32.80747275557862,10.679813181110534,6.414115204981837,3.7363777893098082
2024-07-05,0.0,27.00570835495589,19.46030098598858,32.70368448365335,10.679813181110534,6.414115204981837,3.7363777893098082
2024-07-19,0.0,27.000103766732387,19.47701566877659,32.69689737470167,10.677596762477949,6.412784061429906,3.7356023658814985
2024-07-24,0.0,26.988901566227568,19.510424229851676,32.68333160460533,10.673166683953946,6.410123431179338,3.734052484182139
2024-08-13,0.0,26.994501504305425,19.493723415292045,32.690113082269946,10.675381263616558,6.411453470276999,3.734827264239029
2024-08-14,0.0,26.991701244813278,19.502074688796682,32.68672199170125,10.674273858921161,6.410788381742738,3.7344398340248963
2024-09-03,0.0,26.988901566227568,19.510424229851676,32.68333160460533,10.673166683953946,6.410123431179338,3.734052484182139
2024-10-02,0.0,26.97770865733541,19.57490927941939,32.669777086573355,10.668740279937792,6.40746500777605,3.701399688958009
2024-10-03,0.0,27.025342750311594,19.619858745326134,32.72746157041961,10.68757789779809,6.418778562525966,3.5209804736186125
2024-10-04,0.0,27.022536088898118,19.617821165230033,32.724062727178314,10.686467961366706,6.41811195347388,3.5310001038529446
2024-10-07,0.0,27.030957822563888,19.561603989195927,32.73426137544151,10.689798462497404,6.420112196135467,3.5632661541658006
2024-10-08,0.0,27.033766233766233,19.553246753246754,32.737662337662336,10.690909090909091,6.420779220779221,3.563636363636364
2024-10-09,0.0,27.02814999480627,19.549184585021294,32.730861119767326,10.6886880648177,6.440220213981511,3.5628960216059
2024-10-21,0.0,27.069699802638414,19.549184585021294,32.730861119767326,10.6886880648177,6.440220213981511,3.5213462137737612
2024-11-14,0.0,27.061266874350988,19.574247144340603,32.720664589823464,10.685358255451712,6.438213914849429,3.520249221183801
2024-11-19,91.41662779793968,2.3227692584183988,1.6801304881499162,2.8085364287323005,0.9171640701889994,0.552615863476365,0.30215609309433505
2024-11-20,91.41581299425528,2.3227485553910023,1.681006820977525,2.8085113960234263,0.9171558954325946,0.552610937967161,0.3021533999530122
2024-11-21,91.3750694068028,2.3337731415088707,1.6889854738625212,2.821841584380066,0.9215090416779079,0.5552338249176899,0.3035875268501563
2024-12-18,91.36361465891318,2.3334805804947885,1.7013097094935141,2.8214878392705596,0.9213935216151716,0.5551642209926204,0.30354946922015863
2024-12-23,91.3644327599477,2.33350147527751,1.7004295094213318,2.8215131038370806,0.9214017720877041,0.555169192122815,0.30355218730586175
2025-01-03,91.3644327599477,2.33350147527751,1.7013249436021751,2.8206176696562375,0.9214017720877041,0.555169192122815,0.30355218730586175
2025-01-13,91.36525087563345,2.333522370434432,1.7004447357847223,2.8206429266571225,0.9214100227079932,0.5551741633420368,0.30355490544024266
2025-01-14,91.35298067854869,2.333208982367169,1.7136461981008293,2.820264119131459,0.9212862789162766,0.5550996044004777,0.3035141385350999
2025-01-23,91.3513449012772,2.333167203651306,1.715406125171106,2.8202136191487392,0.9212697822552548,0.5550896647213391,0.30350870377505473
2025-02-04,91.3448023779577,2.3330001037486756,1.7224452032281088,2.8200116373017377,0.9212038015185676,0.5550499095641516,0.30348696668104413
2025-02-19,91.3448023779577,2.3330001037486756,1.724235686807348,2.8209068790913574,0.9212038015185676,0.5550499095641516,0.30080124131218533
2025-02-20,91.34398462843501,2.3329792179437736,1.72511548464223,2.820881625380211,0.9211955545909988,0.5550449405698924,0.3007985484378772
2025-02-21,91.34234917331345,2.3329374474558096,1.7268750330553555,2.820831119314373,0.921179061178829,0.555035002848274,0.30079316283390334
2025-02-24,91.34153146771379,2.3329165627727284,1.7277547836344456,2.820805866959657,0.92117081469422,0.55503003412091,0.3007904701042351
2025-02-26,91.35461651440312,2.3332507625792744,1.7136768839511634,2.821209958897657,0.9213027761681019,0.555109544435591,0.3008335595650945
2025-03-13,91.35298067854869,2.333208982367169,1.715436841985992,2.82115944107404,0.9212862789162766,0.5550996044004777,0.3008281727073556
2025-03-26,91.35216278259027,2.333188092822212,1.7163167973676827,2.8211341828406717,0.9212780305119171,0.5550946345164126,0.30082547935083015
2025-03-27,92.4704772898283,2.333167203651306,1.7171967369927876,1.7019765365084931,0.9212697822552548,0.5550896647213391,0.30082278604253215
2025-03-31,92.4704772898283,2.333167203651306,1.7207779606361513,1.7019765365084931,0.9212697822552548,0.5550896647213391,0.29724156239916866
2025-04-22,92.46964940359145,2.3331463148544405,1.7216578524424746,1.7019612987483852,0.9212615341462853,0.5550846950152545,0.2972389012017169
2025-04-23,92.47875696760232,2.3333761121938523,1.7531659354088882,1.7021289291176183,0.8801645120055858,0.5551393666769717,0.2972681769947655
2025-04-24,92.4746169433859,2.3332716532464435,1.757564180860617,1.7020527294019527,0.8801251094172118,0.5551145145866443,0.2972548691012353
