date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-01,32.710807189704816,27.01859418303877,13.059575199836933,9.642363785356336,4.263716091324028,6.343199006001593,0.0,2.7279722768161467,2.399665050520736,1.8341072174006459
2024-03-04,30.868691200263665,25.35981855157217,12.294472769457366,8.993249116982534,4.011194506259261,6.098302127821842,5.869972230998867,2.535125777640983,2.270212026333566,1.6989616926697464
2024-03-05,30.882625049905716,25.45442385921542,12.278058360515173,9.018506645017675,3.9768095121426317,6.090160255709376,5.858735016039214,2.5108087168813533,2.251773957341634,1.678098627231806
2024-03-06,31.00386754083093,25.36917652982526,12.3414807493984,8.864996959342538,3.973832884852594,6.099734118412585,5.870505660942088,2.523625383590347,2.272481280190575,1.6802988926146765
2024-03-07,30.94815272407309,25.40883509567519,12.327619504089341,8.976990864169624,3.963934042232024,6.07558669959042,5.844720555780601,2.5138470374041115,2.2677269725444056,1.672586504441188
2024-03-08,30.908809484178978,25.555175649544502,12.311524677571201,8.964908902344856,3.960839792432156,6.068869951039348,5.814051854337429,2.5060638727380526,2.238857459703548,1.6708983561099233
2024-03-11,30.978144368320415,25.675603454943086,12.310123400427585,8.940247706627769,3.9577397236446004,6.072899657952529,5.70670691766153,2.511760148275483,2.1890919247184337,1.6576826974285686
2024-03-12,30.912494595837874,25.78181927966026,12.33126645232273,8.870596172715162,3.954953268190114,6.074324133528803,5.708045498089829,2.5025847134901062,2.238003855945001,1.6259120302201207
2024-03-13,30.815457681080627,25.78655196676219,12.335506768390998,8.853675584096656,3.9611885304690633,6.069801474362127,5.711679788829704,2.570131114647002,2.269484667302007,1.62652242405963
2024-03-14,30.78988612955519,25.744281447608923,12.37030684944021,8.822442120800416,3.9566870682770308,6.165581187827954,5.711467484521623,2.550919476969126,2.254001225204294,1.6344270097952358
2024-03-15,30.616157755401822,25.642647713436244,12.532853477833727,8.842022899622465,3.9682561932401503,6.177449946810701,5.721870726800308,2.6059966577699805,2.258532387291129,1.6342122417934684
2024-03-18,30.62236427573707,25.467299918725082,12.725101481124938,8.769413412925193,3.9693641437272436,6.176951190556747,5.719840629083726,2.6528399730672927,2.260760730823386,1.636064244229321
2024-03-19,30.69015158869152,25.313673477295335,12.957800258849117,8.632072101878329,3.957961120387543,6.213597063405553,5.615431321560948,2.673996278923482,2.2860644436849076,1.6592523453232657
2024-03-20,30.578692070635487,25.250838284234568,12.984677454272328,8.634680166175897,3.9783899912892258,6.248387899553992,5.622781363380688,2.716843268112457,2.2914025661885344,1.6933069361568212
2024-03-21,30.196079574134522,25.349075234826667,12.977976705054964,8.819167230739607,4.019011450678897,6.301139461015624,5.608043898845782,2.7625792590456415,2.2684867793590207,1.6984404062992762
2024-03-22,29.864625796729293,25.41845224338387,13.06397174126183,8.984700244086955,3.9525258210140293,6.33149730387394,5.598681675088906,2.773533559826308,2.2765912362226453,1.7354203785122253
2024-03-25,29.779937475238995,25.46701373221974,13.109985305850655,8.974482955208648,3.9413015181124047,6.330220114530996,5.596613799764162,2.786412861736198,2.2739460783969045,1.7400861589412953
2024-03-26,29.668086469009562,25.520425969508175,13.138047227196969,8.881194942431872,3.986584081456014,6.383192699561227,5.604917893203722,2.762379707342206,2.2824221410700254,1.7727488692202247
2024-03-27,29.73240985697978,25.1439265002062,13.185140570535072,9.05095492382483,3.939249291962192,6.428269024854892,5.621097689163446,2.821308464070367,2.2909296322431136,1.7867140461601052
2024-03-28,29.585452660075877,25.120815373125122,13.17341801924985,9.287967025228468,3.9078973208436283,6.406954104033148,5.601065964716534,2.8510866098244136,2.2764985635737,1.7888443593292593
2024-04-02,29.470100072834693,25.181916897047884,13.263898593378437,9.253680046291004,3.891885041302841,6.397569555710389,5.592861836303666,2.8614412682236083,2.3004225288272595,1.7862241600802191
2024-04-03,29.478235007088504,25.12033105578302,13.267357286634052,9.300447616512376,3.9117544899502072,6.47612627102713,5.59154805556517,2.8169733656913785,2.269236850981294,1.767990000766875
2024-04-05,28.877923622787176,25.05887433735629,13.453598082342339,9.630794562393369,3.8591862889323045,6.374151989297197,5.620001146147282,2.9784929629764907,2.2705525102410666,1.8764244975264843
2024-04-08,28.513756264161177,25.200961910441638,13.359556531740772,9.76636325877574,3.9935440414861287,6.378376308111291,5.626685242120306,3.0544304465888983,2.2569951353575926,1.8493308612164583
2024-04-09,28.36851436011898,25.072594547767363,13.344621519160519,10.025215223755811,4.024192532901407,6.3602275695628245,5.598024322442079,3.0560812736631906,2.251128781844699,1.899399868783126
2024-04-10,28.496401863719463,25.002585862118586,13.310603670650615,10.01045025236764,4.046652767044116,6.343812200950423,5.583576155022121,3.063663851190305,2.243517496374336,1.8987358805623928
2024-04-11,28.382467175233362,25.33430698917391,13.327492205633021,9.768927554676997,3.9861224298496345,6.37025615256032,5.597968690637704,3.080484187483266,2.2510001813122753,1.9009744334395076
2024-04-12,28.378952442627515,25.31213756879525,13.135226946827247,10.093029071330308,3.993961371464995,6.34205116394015,5.573183087133826,3.0759402908896565,2.2219970142642214,1.8735210427268292
