date,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,KGI ASIA LTD,CHINA GALAXY INTERNATIONAL SECURITIES,CHINA MERCHANTS BANK CO LTD
2024-03-11,0.0,52.25780223903934,0.0,47.74219776096066,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,52.2421664894615,0.0,47.7578335105385,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,0.0,44.28597937597752,0.0,40.49783951435464,0.0,0.0,15.216181109667842,0.0,0.0,0.0
2024-03-20,0.0,44.26837670252796,0.0,40.521490275054326,0.0,0.0,15.210133022417722,0.0,0.0,0.0
2024-05-02,0.0,44.271026551486564,0.0,40.518840426095714,0.0,0.0,15.210133022417722,0.0,0.0,0.0
2024-05-08,0.0,37.20044543429844,0.0,34.069042316258354,0.0,15.946547884187082,12.783964365256125,0.0,0.0,0.0
2024-05-10,0.0,37.194646714320704,0.0,34.07931948248603,0.0,15.944062172935178,12.781971630258088,0.0,0.0,0.0
2024-05-13,0.0,36.99078993978038,0.0,33.8093340417995,0.639833510449876,15.851930570315268,12.708111937654976,0.0,0.0,0.0
2024-05-14,0.0,27.442113219763815,25.82795396307539,25.068909939941044,0.47464065596455457,11.759263310402112,9.42711891085309,0.0,0.0,0.0
2024-05-16,0.0,27.451130121083978,25.836440485608176,25.077147056569864,0.474796612902823,11.730269259952099,9.43021646388306,0.0,0.0,0.0
2024-05-17,0.0,27.460604247021,25.838783491123202,25.085801856875246,0.45852585941222446,11.722813459453036,9.433471086115299,0.0,0.0,0.0
2024-05-20,81.85639685001264,4.602428675875536,4.301481313921445,4.188116806281398,0.07216160377699211,1.9571434210695238,1.5749338619008926,0.0,0.0,1.4473374671615657
2024-05-21,81.84157616256623,4.615311825338297,4.3007024998939105,4.187358517710638,0.07214853840132977,1.9567890662231382,1.560932256667553,0.0,0.0,1.465181133198906
2024-05-22,81.84651579536978,4.614493004844238,4.300962073232339,4.182673029242286,0.0721528930008344,1.956907170246965,1.5610264683450483,0.0,0.0,1.4652695657185133
2024-05-23,81.84629125367033,4.6144803452204135,4.300950273764472,4.1826615542943175,0.07215269505308969,1.9571761464210717,1.561022185749355,0.0,0.0,1.4652655458269488
2024-05-24,81.85909209717742,4.562793993275563,4.308208252920228,4.21212644120351,0.07216397980825504,1.9574822507684084,1.5626382699924428,0.0,0.0,1.4654947148541724
2024-05-27,81.87009953209252,4.556272502461308,4.302475802407324,4.212692837757245,0.07217368356003878,1.957745469647592,1.5628483949597753,0.0,0.0,1.4656917771141964
2024-05-28,81.87009953209252,4.556272502461308,4.30467119962588,4.210497440538688,0.07217368356003878,1.957745469647592,1.5628483949597753,0.0,0.0,1.4656917771141964
2024-05-30,81.86965019108673,4.556247495528611,4.304647573597605,4.210474331379599,0.07217328743745255,1.9577347246341692,1.5633886636166054,0.0,0.0,1.4656837327192211
2024-05-31,81.86965019108673,4.53154941237511,4.304647573597605,4.2351724145331,0.07217328743745255,1.9577347246341692,1.5633886636166054,0.0,0.0,1.4656837327192211
2024-06-03,81.86942552243349,4.523853149782768,4.311770742900578,4.235984059450823,0.07217308937779,1.9577293521716876,1.5633843733280215,0.0,0.0,1.465679710554847
2024-07-11,81.86942552243349,4.523853149782768,4.311770742900578,4.235984059450823,0.07766153723921891,1.9577293521716876,1.5578959254665927,0.0,0.0,1.465679710554847
2024-07-15,81.86470776554073,4.523592461018398,4.311522275465849,4.235739959252654,0.08451722644790213,1.956518910953059,1.557806151119287,0.0,0.0,1.465595250202122
2024-07-16,81.85751984809505,4.523195278764224,4.311143713481972,4.233172991251103,0.09411319263670784,1.9577190363350156,1.557669372007552,0.0,0.0,1.465466567428375
2024-07-17,81.85437553111035,4.521649673728268,4.304118814861682,4.2330103863033814,0.11715682103652733,1.9576438362895139,1.5466346608498935,0.0,0.0,1.465410275820383
2024-07-18,81.86965019108673,4.52249344855216,4.309312767082155,4.200869521264348,0.12705791666745447,1.958009147780319,1.5469232748476047,0.0,0.0,1.4656837327192211
2024-07-19,81.8631353007353,4.522133564897305,4.308969847574106,4.200535231277181,0.13500544380640012,1.9578533365013515,1.5468001762940597,0.0,0.0,1.4655670989143095
2024-07-22,78.42634472926532,8.529448319904123,4.129121546817846,4.024187723635959,0.12933762477324873,1.875658440563272,1.4818621765178923,0.0,0.0,1.4040394385223425
2024-07-23,78.42428310111474,8.529224102508477,4.122441141748973,4.024081938026252,0.13853483024169289,1.8756091342969234,1.48182322214881,0.0,0.0,1.4040025299141323
2024-07-24,77.30850778127203,8.395436785471267,4.063012031384158,3.966829628742334,0.15729459006053023,1.8489240528531847,1.4607406987993559,1.4152272370742054,0.0,1.38402719434294
2024-07-25,77.29208396930571,8.39365321624846,4.0621488644762005,3.9659868953124087,0.18627806230269287,1.8485312580385445,1.4604303716276488,1.4071541981106703,0.0,1.383733164577672
2024-07-26,76.21943332459685,8.270268998029549,4.005774830104011,3.9109473856796617,0.2590606642983523,1.8246659412414519,1.4358194609040829,1.3876258741181695,1.3218736460351823,1.3645298749926906
2024-07-29,76.22079644758627,8.237203405443992,4.005846470150693,3.9110173298141073,0.2915123316774168,1.8246985739177133,1.4358451393751819,1.386628736850049,1.3218972866774361,1.3645542785071387
2024-07-30,76.22060171274553,8.218787238345756,4.005836235701425,3.911007337641731,0.3101621967531396,1.8246939120353567,1.4358414709659346,1.3866251941827086,1.321893909391058,1.3645507922373479
2024-07-31,76.22040697889986,8.218766240400189,4.008125385685802,3.903843705222882,0.314760173091269,1.8252002244837875,1.435837802575432,1.3866216515334706,1.3218905321219367,1.364547305985371
2024-08-01,76.22469135337204,8.219228219988976,4.0083506837492,3.87289195680913,0.34032801731559315,1.8253028195965446,1.435918511496722,1.386699593998512,1.3219648360291885,1.3646240076440943
2024-08-02,76.19412704104955,8.215932502369066,4.012106809548822,3.8664864358035773,0.37850141342630966,1.8258479113257002,1.4353427418730502,1.386143560005643,1.3214347591550109,1.3640768254432634
2024-08-05,76.17350512059409,8.213708862396917,4.013574233302435,3.8261191613981724,0.4422314572934024,1.8253537460684377,1.4349542667372528,1.3857684006154856,1.3210771131847945,1.3637076384090148
2024-08-06,76.15004476103181,8.202088503504024,4.008160092625801,3.8013289908234222,0.5059928851451997,1.827650385849891,1.4347527822986994,1.3855738224504281,1.3208916184365604,1.3635161578341666
2024-08-07,76.11098908287633,8.195330201694674,4.00610439573075,3.78942801000584,0.5695241612236911,1.8267130242833354,1.434016929246032,1.3848631922014232,1.3202141622631618,1.3628168404747705
2024-08-08,76.11098908287633,8.195330201694674,4.00610439573075,3.78942801000584,0.5707999769970417,1.8254372085099846,1.434016929246032,1.3848631922014232,1.3202141622631618,1.3628168404747705
2024-08-09,76.07643589486172,8.189059177958914,4.001225119775798,3.787707669486353,0.6215503057395625,1.824608488822663,1.4333659081888968,1.3842344861652613,1.3196148058664325,1.3621981431344021
2024-08-12,76.04327107400034,8.185489233107193,3.9969314612821014,3.78605645324763,0.659519765978831,1.823813067573466,1.440644065537833,1.3836310419026088,1.319039531957662,1.3616043054123355
2024-08-13,76.00800459462151,8.176596702484401,3.995077810078423,3.7843005992456944,0.710177480984294,1.8229672403881019,1.4404855758895636,1.3829893573075356,1.3184278028750402,1.3609728361254314
2024-08-14,75.95226508465257,8.145137395561889,3.992148070235768,3.7815254302078785,0.8084535210362948,1.8216303903917017,1.4394292139899763,1.381975159533502,1.317460950501351,1.3599747838890746
2024-08-15,75.92036781022328,8.141716724927763,4.020250827768032,3.7799373228054955,0.8203311555721576,1.8208653698303494,1.4388247044521896,1.3813947786736425,1.3169076633355083,1.3594036424115916
2024-08-16,75.86263429407649,8.135271039581495,4.017193634780515,3.7770628758190754,0.8960064986540032,1.819480695819114,1.4377305526230713,1.380344299335094,1.3159062231154735,1.3583698861956661
2024-08-19,75.79516470551577,8.128035812450534,4.013620882473276,3.7737036874574947,0.9841461437965712,1.8178625129668655,1.436451885071525,1.3791166691214207,1.314735901885737,1.357161799260804
2024-08-20,75.77533221880573,8.126671152340185,4.012570682462233,3.772716263938859,1.009292419138717,1.8173868528865798,1.4360760245132564,1.3787558108382014,1.3143918894094442,1.3568066856667933
2024-08-21,75.76359165816856,8.100520160353062,4.01194897843232,3.7744177092326137,1.0472358152870838,1.81710526863056,1.435853520208073,1.3785421876744752,1.314188238732809,1.356596463280437
2024-08-22,75.70475124480782,8.0434687916006,4.008833171339407,3.773009183892923,1.1733231169875544,1.8156940469238512,1.4347383907269404,1.3774715679957783,1.313167598376294,1.35554288734883
2024-08-23,75.70840207316117,8.026089741021103,4.009026495557043,3.7731911356024197,1.1863241872599024,1.8157816079711901,1.434807580355205,1.3775379959566878,1.3132309253065328,1.355608257808754
2024-08-26,75.69706644117869,7.986821693450712,4.006396030139517,3.7726261850164677,1.2407082886146585,1.81601728642391,1.434592750161314,1.3773317405961674,1.3130342984848113,1.3554052859337427
2024-08-27,75.69322462439885,7.986416342133388,4.006192695450091,3.771165901768056,1.2457205714137265,1.8171939319400476,1.434519940965939,1.377261837541251,1.312967658687028,1.3553364957016265
2024-08-28,75.66343223882716,7.934693186735626,4.005958886071337,3.7709458090207275,1.327608402718286,1.8175953724524236,1.4344362195272304,1.3771814577994124,1.3128910312814241,1.355257395566373
2024-08-29,75.66727231935246,7.923676659560629,4.0061621970268195,3.7711371925614254,1.3340197982165003,1.8176876192932834,1.4345090202240587,1.377251352694997,1.3129576633007747,1.3553261777690497
2024-08-30,75.66708030606884,7.921118952260413,4.006152030988919,3.771127622923018,1.3368077732022379,1.8176830067288592,1.434505380013715,1.3772478577817207,1.312954331539176,1.3553227384931013
2024-09-02,75.67380135087821,7.916746885746997,4.006507873016979,3.761311286861877,1.3432710776168892,1.8178444604137116,1.4346327983692186,1.3773701903010713,1.3130709532570914,1.3554431235379547
2024-09-03,75.67380135087821,7.9154779729587705,4.006507873016979,3.761311286861877,1.3445399904051158,1.8178444604137116,1.4346327983692186,1.3773701903010713,1.3130709532570914,1.3554431235379547
2024-09-04,75.66343223882716,7.911855886230152,4.005958886071337,3.752168473049559,1.3692230391949294,1.8175953724524236,1.4344362195272304,1.3771814577994124,1.3128910312814241,1.355257395566373
2024-09-09,75.64884348680032,7.910330392339892,4.005186492603458,3.7286121159788133,1.4110730481781426,1.8172449198310021,1.4341596442558504,1.376915921883458,1.3126378912753882,1.3549960868536772
2024-09-10,75.62991195721706,7.9115346807279945,4.005796252164182,3.6936565217240993,1.462035369799702,1.8175215817208026,1.4343779842897804,1.3771255469906116,1.3128377305351713,1.3552023748305866
2024-09-11,75.60727436592623,7.909166595350784,4.004597234791239,3.6925509342053036,1.491529813363137,1.816977560054447,1.4339486453982675,1.3767133449334867,1.3124447711464065,1.3547967348306995
