date,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,SILVERBRICKS SECURITIES CO LTD,ORIENT SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,SINOPAC SECURITIES (ASIA) LTD,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-08,89.8542695873484,0.0,0.0,0.0,0.0,10.145730412651595,0.0,0.0
2024-03-12,89.26614437083911,0.6545322990328927,0.0,0.0,0.0,10.079323330127988,0.0,0.0
2024-03-14,74.45349503228277,0.5459204899907564,0.0,16.593804339773023,0.0,8.406780137953454,0.0,0.0
2024-03-26,74.45368585760045,0.5456655878359489,0.0,16.59384686991863,0.0,8.406801684644979,0.0,0.0
2024-03-28,33.715247622120444,0.24709657018116435,54.716482825841595,7.514277497193149,0.0,3.806895484663648,0.0,0.0
2024-04-02,33.71743908270733,0.24711263123463117,54.71353943820183,7.5147659184308795,0.0,3.8071429294253325,0.0,0.0
2024-04-03,33.72068766444538,0.24736860184267287,54.70917621333172,7.515489945284417,0.0,3.8072775750958123,0.0,0.0
2024-04-05,33.72264494354677,0.24738296007283544,54.70654735879101,7.515926173381334,0.0,3.8074985642080477,0.0,0.0
2024-04-08,33.72538551604278,0.2474030643955388,54.70286644969371,7.51653697780036,0.0,3.80780799206761,0.0,0.0
2024-04-09,33.72714754788018,0.2474159903286146,54.70049983504314,7.516929690211478,0.0,3.8080069365365925,0.0,0.0
2024-04-10,33.72930139240336,0.24743179052562086,54.69760697017235,7.51740972777829,0.0,3.808250119120381,0.0,0.0
2024-04-11,33.73223889648663,0.24745333950128878,54.693661558941955,7.518064423276251,0.0,3.8085817817938787,0.0,0.0
2024-04-12,33.734001644545174,0.24746627068842772,54.691293982322684,7.518457295314978,0.0,3.80878080712873,0.0,0.0
2024-04-15,33.73498102863092,0.24747345526527764,54.689978555054765,7.518675575301503,0.0,3.808891385747535,0.0,0.0
2024-04-16,33.22429068201953,0.2437271272463207,53.8563465083688,7.404855590273188,0.0,5.270780092092152,0.0,0.0
2024-04-17,33.223872694457235,0.24372406096843505,53.8569270316198,7.404762431398345,0.0,5.270713781556189,0.0,0.0
2024-04-18,33.22653279481071,0.24374357496268537,53.85552014152298,7.403067702532786,0.0,5.271135786170833,0.0,0.0
2024-04-19,33.74277895438183,0.24753065937717103,54.686474452186694,7.513444113478762,0.0,3.8097718205755307,0.0,0.0
2024-04-22,33.7510510454335,0.24759134187623885,54.68826236853194,7.502389452512171,0.0,3.8107057916461544,0.0,0.0
2024-04-23,31.331944027319665,0.22984522926034542,50.76848045933815,6.953869799853411,0.0,3.5375734049797694,7.1782870792486575,0.0
2024-04-24,33.35046882249779,0.22984200652382322,50.75860082283945,6.9510758871159535,0.0,1.5185596926824918,7.191452768340488,0.0
2024-04-25,33.35025300018712,0.22984051913744782,50.750722446804986,6.948334511559002,0.0,1.5185498655624137,7.202299656749039,0.0
2024-04-26,33.3498213639456,0.22983754442244864,50.74359434580249,6.948244582616235,0.0,1.5185302117038204,7.209971951509406,0.0
2024-04-29,33.349713456630994,0.22983680075573015,50.73695892092832,6.940133053322077,0.0,1.5185252983186628,7.224832470044218,0.0
2024-04-30,29.974089450592007,0.22983506555210192,50.736575871064616,6.9292953421204455,0.0,4.893886058897395,7.236318211773439,0.0
2024-05-02,29.973539884667222,0.22983085159522573,50.72841960253736,6.924314992746354,0.0,4.893796330966803,7.250098337487043,0.0
2024-05-03,29.97544728810248,0.22984547716689818,50.73164776851933,6.919902018458597,0.0,4.89259774125392,7.2505597064987795,0.0
2024-05-08,29.975350295629106,0.2298447334488442,50.73148361457199,6.919879627519579,0.0,4.892905483189929,7.250536245640547,0.0
2024-05-09,29.974800683469343,0.22984051913744782,50.730553428936055,6.919752748268798,0.0,4.894649316543358,7.250403303645005,0.0
2024-05-13,27.195838218061425,0.20853201462201731,46.02732603079253,6.2782227724599124,7.970875349267302,5.740986885543677,6.578218729253134,0.0
2024-05-14,27.19631725818769,0.20853568780178156,46.02813677749195,6.278333359991928,7.969254305520128,5.741088009953245,6.578334601053274,0.0
2024-05-16,27.210563104355952,0.2086449219786303,46.05224701821752,6.23266734906366,7.970001893741499,5.744095279498301,6.581780433144445,0.0
2024-05-20,27.569326548862925,0.21139584523592816,46.659432643306516,6.314843274568793,8.074588073774493,4.501854300047813,6.6685593142035255,0.0
2024-05-23,27.56992823681328,0.21140045885362416,46.66045096409654,6.3149810931368275,8.07059779432137,4.5039366003159085,6.668704852462448,0.0
2024-05-24,27.57622018373053,0.2114487041901359,46.671099707106656,6.291616007008936,8.072439647969889,4.506948980732123,6.670226769261727,0.0
2024-05-27,27.583062514591987,0.21150116975592612,46.68267994195162,6.268364678019664,8.074442616562486,4.5080672643800055,6.671881814738306,0.0
2024-05-29,27.584431388244184,0.2115116659935551,46.68499667855593,6.263713027540254,8.074843329563377,4.508290987706495,6.6722129223962,0.0
2024-05-30,27.585800397770203,0.21152216327303622,46.68731364511854,6.259060915339972,8.075244082338871,4.508514733239669,6.672544062919703,0.0
2024-05-31,27.599497970543503,0.21162719340385786,46.660841532997225,6.26216881654799,8.079253799000524,4.510753410666735,6.675857276840161,0.0
2024-06-03,27.6011151814581,0.2116395938398137,46.657716089580106,6.262535752488997,8.079727208242947,4.5110177212587805,6.676248453131262,0.0
2024-06-04,27.61510236594788,0.2117468446528667,46.64658267221312,6.260741114249411,8.083821703495978,4.502373580155213,6.679631719285532,0.0
2024-06-05,27.25528798178515,0.20898786300950614,46.03879526678982,6.179166015284588,7.978492551013407,5.746671688628997,6.592598633488531,0.0
2024-06-06,27.256624514800215,0.20899811126587556,46.04105289730501,6.174565269836396,7.978883796877769,5.746953491427915,6.592921918486824,0.0
2024-06-11,27.258362203697867,0.20901143550187481,46.04398814801488,6.170054846942369,7.979392473870475,5.745848655584098,6.593342236388429,0.0
2024-06-12,27.627867748051884,0.2118447269400837,46.658204468905424,6.228841378811963,8.08755853820107,4.5029636872263845,6.682719451863191,0.0
2024-06-14,27.63473573613974,0.21189738924013402,46.66980319217336,6.205530886440011,8.089569017482596,4.504083075130145,6.684380703394015,0.0
2024-06-18,27.731410560867513,0.21263867163055233,46.83306855091472,6.202293867609599,7.790988204711614,4.521835416538109,6.707764727727899,0.0
2024-06-19,27.378716514940894,0.20993428725554075,46.21280689711664,6.1110974538617215,7.691900740492833,5.773090173587419,6.622453932744948,0.0
2024-06-20,27.38141397980617,0.2099549708534581,46.21735997479151,6.101847129226557,7.692658578501176,5.77365896240916,6.623106404411971,0.0
2024-06-21,27.39180418392577,0.21003464077133382,46.19882417980632,6.104162547897998,7.6955776495510495,5.773977176914956,6.625619621132571,0.0
2024-06-24,27.393829167408363,0.21005016792228298,46.20223950269819,6.097221146059418,7.696146557591012,5.774404027528139,6.626109430792592,0.0
2024-06-25,27.396826692482268,0.21007315231928997,46.194972655944206,6.097888324538,7.6983688104371035,5.775035882270081,6.62683448200905,0.0
2024-06-26,27.400203069202668,0.21009904167169682,46.18834174048075,6.098639826469727,7.699317555104811,5.775747595963467,6.6276511711068835,0.0
2024-06-27,27.40425581994328,0.2101301173190045,46.18038248421852,6.099541873327227,7.70045635742846,5.77660188398783,6.628631463775679,0.0
2024-07-02,27.406417777252646,0.21014669475668576,46.17613658474071,6.100023074102154,7.701063856424849,5.777057607607857,6.629154405115095,0.0
2024-07-03,27.409120703635594,0.21016742023238139,46.17082826821283,6.1006246818510235,7.701823364976586,5.7776273632596284,6.629808197831963,0.0
2024-07-04,27.411824163217126,0.21018814979653255,46.165518904528454,6.10122640827734,7.702583023354411,5.778197231305474,6.630462119520658,0.0
2024-07-05,27.394763987588792,0.21024040643939776,46.1760099212951,6.102743285464593,7.704498027271523,5.779633797493498,6.632110574447096,0.0
2024-07-09,27.397466969564903,0.21026115040454063,46.17069922487402,6.103345429915004,7.705258213390014,5.78020406143117,6.632764950420346,0.0
