date,BETA INTERNATIONAL SECURITIES LIMITED,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,FOSUN INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,PHILLIP SECURITIES (HONG KONG) LTD,MONEYMORE SECURITIES LTD,LONG BRIDGE HK LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-04-23,44.47277902977108,0.21942830032024668,3.842960502905942,0.017791483809749733,0.22535879492349664,1.3521527695409798,48.23271260823152,0.0,1.4411101885897284,0.19570632190724704
2024-04-25,37.542967138732294,5.437921077959577,18.372748521930426,0.17186855492919018,7.046610752096797,4.399835006187268,22.329162656400385,0.06874742197167606,4.307025986525505,0.3231128832668775
2024-04-26,38.176478814151864,6.453642847154244,18.49391693469445,0.20976087260523002,8.194658089777654,4.160257306670396,19.577681443154805,0.06992029086841,4.314081946580898,0.34960145434205003
2024-04-29,38.06968641114983,6.94773519163763,18.278745644599304,0.0975609756097561,8.717770034843205,4.40418118466899,19.142857142857142,0.06968641114982578,3.97212543554007,0.29965156794425085
2024-04-30,38.18993789686693,7.229083804340242,17.751727025329707,0.16049124276044938,9.043332635545323,4.661223920173051,18.27506803433117,0.06977880120019538,4.326285674412113,0.2930709650408206
2024-05-02,37.78652305992819,7.069870201601767,20.622756144711403,0.15879591273128968,8.954708644020988,4.515327257663629,16.397404032035347,0.06904170118751726,4.149406241369787,0.27616680475006905
2024-05-03,37.592713077423554,6.753415744957709,22.901756668835393,0.14964216005204944,8.685751463890696,4.255042290175667,15.517241379310345,0.06506180871828238,3.8906961613532856,0.18867924528301888
2024-05-06,37.96071217397017,6.484462256093555,22.941988042835558,0.24965508179488863,8.034951711451283,4.513501084028645,15.445765718415347,0.065698705735497,4.112738979042113,0.19052624663294132
2024-05-07,37.935788851684066,6.59838487295647,21.24614273521108,0.2494911693257173,9.671065589915303,4.43831659116276,15.461886941106954,0.06565557087518875,4.142866522224411,0.1904011555380474
2024-05-08,37.91765324914496,6.682451986319389,20.64588266245725,0.2762430939226519,9.629044988161011,5.024993422783478,15.416995527492766,0.06577216521967903,4.123914759273875,0.2170481452249408
2024-05-09,44.18070444104135,5.99599481682177,17.016138532218164,0.2473789610083638,8.499234303215927,5.948875014724938,14.047591000117798,0.05889975262103899,3.7636941924843916,0.24148898574625988
2024-05-10,44.254365266635205,5.698442661632845,18.145351580934403,0.24775837659273245,7.904672015101463,5.85181689476168,13.850873053327042,0.05899008966493629,3.751769702689948,0.23596035865974516
2024-05-13,44.147369636773114,5.618756135589305,19.864872668476064,0.24253623606860308,7.374256510943004,5.722700236761564,13.120055436853958,0.05774672287347693,3.5802968181555697,0.27140959750534155
2024-05-14,44.52014907989751,5.712788259958071,19.82296762170976,0.2504076403447473,7.279291870486839,5.637083624505008,13.00372699743769,0.05823433496389472,3.4532960633589562,0.2620545073375262
2024-05-16,44.71991579932172,5.689393053444042,19.594199508829377,0.25143258098468013,7.08104315284762,5.747865746696293,13.17974505905742,0.05847269325225119,3.41480528593147,0.26312711963513036
2024-05-17,44.74608003744442,5.774631406505968,19.59396208752633,0.25157968640299555,6.9447694827989706,5.9384507371869875,12.959279194945003,0.058506903814650124,3.4694593962087525,0.2632810671659256
2024-05-20,44.58695271964088,5.631667929808197,19.71083775432869,0.33813327114790415,6.914242406576109,5.934821897044249,13.070599895062088,0.05829883985308692,3.4921005071999063,0.26234477933889117
2024-05-21,44.535025912770045,5.677517032551098,19.85092878355558,0.3377394747568858,7.069236592325162,6.108426017585745,12.723461247306819,0.058230943923601,3.394864030745939,0.2445699644791242
2024-05-22,44.264663392083214,5.599537705865357,20.150245593759028,0.33516324761629585,7.038428199942214,6.356544351343542,12.146778387749206,0.057786766830395846,3.8023692574400463,0.24848309737070212
2024-05-23,43.95774728744474,5.333256788564212,20.27670934037545,0.3329697456800046,7.049773236121476,7.038291520753201,11.556346518169814,0.0574085768413801,4.208048682473161,0.18944830357655432
2024-05-24,44.279783185330416,5.27044170222581,20.637758044054895,0.3402145081305501,7.179102756314151,7.075308499596355,10.967593126513666,0.05766347595433052,4.0191442740168375,0.17299042786299157
2024-05-27,44.3002192223376,5.365178262374524,20.629975770162687,0.3403715241721472,7.1593400253836394,7.084342909888081,10.92073381793008,0.057690088842736825,3.9690781123802927,0.17307026652821045
2024-05-28,44.04284568679115,5.241150189025088,20.878680261198305,0.3379539466147325,7.108488944896322,7.200137472791843,10.78588612670409,0.05728032993470042,4.175736052239661,0.17184098980410129
2024-05-29,44.11026138568657,5.336148841456454,21.16196781189362,0.33671955256249286,7.025453715329301,7.345051934710649,10.318456797169272,0.05707111060381235,4.149069740897158,0.1597991096906746
2024-05-30,44.13793103448276,5.228942905596382,20.910118711136235,0.33352176370830977,6.755228942905596,8.58111927642736,9.881288863764839,0.05652911249293386,3.95703787450537,0.1582815149802148
2024-05-31,44.2571008260722,5.2336765870770625,20.883784089623177,0.33382369582437477,6.580287427860133,8.758628493832749,9.816679868733733,0.056580287427860136,3.921013918750707,0.15842480479800838
2024-06-03,44.815619445306545,5.501791609062439,20.841915187766272,0.3329289281381373,6.483649803910504,8.718223626668172,9.671867505572328,0.05642863188781988,3.4195750924018844,0.15800016928589566
2024-06-04,44.79298423138545,5.5372853247884875,21.499845405739663,0.33167495854063017,6.487337324676054,8.679765016724287,9.399331028473453,0.05621609466790342,3.058155549933946,0.15740506507012958
2024-06-05,44.87659358905806,5.504742070751132,21.554611206484115,0.33208566684490476,6.4897419300368675,8.673627332338953,9.320912954155293,0.05628570624489911,3.0337995666000617,0.1575999774857175
2024-06-06,45.0071909985618,5.070358985928203,21.361495727700856,0.3327599334480133,6.531118693776261,9.170638165872367,9.289078142184373,0.05639998872000226,3.023039395392121,0.1579199684160063
2024-06-07,45.13871249964722,5.0574323370868965,21.248553608218327,0.33302288826799875,6.536279739226145,9.409307707504304,9.025484717636102,0.05644455733355912,3.03671718454548,0.15804476053396552
2024-06-11,45.18382870826877,5.042963797717989,21.211438230736725,0.3324411888998451,6.5586702352444,9.3872376391041,9.004085082405973,0.056345964220312725,3.065220453585012,0.15776869981687563
